sys_updated_by,number,closed_by,state,caller_id,category,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority
admin,INC0000000125,Fred Luddy,Resolved,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-04-16 22:10:00,2023-04-18 14:35:09.210893124,2023-04-18 14:35:09.210893124,Need help in troubleshooting my software application,Service Desk,3 - Moderate
system,INC0000000126,Luke Wilson,Closed,ITIL User,Software,Charlie Whitherspoon,2023-04-18 10:34:00,2023-04-22 07:58:50.280838024,2023-04-22 07:58:50.280838024,Issue with software installation,Software,3 - Moderate
system,INC0000000127,Charlie Whitherspoon,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-04-19 10:20:00,2023-05-01 05:32:00.000000000,2023-05-01 05:32:00.000000000,Printer not functioning properly,Hardware,2 - High
employee,INC0000000128,Howard Johnson,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-04-19 13:48:00,2023-05-01 09:00:00.000000000,2023-05-01 09:00:00.000000000,Keyboard not responding,Hardware,3 - Moderate
employee,INC0000000129,Howard Johnson,Resolved,ITIL User,Network,Luke Wilson,2023-04-21 07:19:00,2023-04-24 23:18:54.254771662,2023-04-24 23:18:54.254771662,Unable to connect to office VPN,Network,2 - High
system,INC0000000130,Beth Anglin,Resolved,Don Goodliffe,Database,Howard Johnson,2023-04-22 05:01:00,2023-04-25 03:50:47.394115572,2023-04-25 03:50:47.394115572,Unable to access database server,Database,2 - High
system,INC0000000131,Howard Johnson,Closed,Bud Richman,Hardware,Howard Johnson,2023-04-22 05:06:00,2023-05-04 07:30:00.000000000,2023-05-04 07:30:00.000000000,Trouble with laptop cooling fan,Hardware,2 - High
employee,INC0000000132,Luke Wilson,Resolved,Bud Richman,Hardware,Luke Wilson,2023-04-22 05:47:00,2023-05-04 08:11:00.000000000,2023-05-04 08:11:00.000000000,Overheating issue with office computer,Hardware,2 - High
employee,INC0000000133,Charlie Whitherspoon,Resolved,ITIL User,Software,Luke Wilson,2023-04-22 15:47:00,2023-04-19 20:52:44.049396473,2023-04-19 20:52:44.049396473,Software update causing system crash,Software,2 - High
system,INC0000000134,Luke Wilson,Closed,David Loo,Network,Fred Luddy,2023-04-23 14:23:00,2023-04-25 08:54:30.575703265,2023-04-25 08:54:30.575703265,Unable to connect to the office VPN,Network,2 - High
employee,INC0000000135,Fred Luddy,Resolved,Don Goodliffe,Database,Beth Anglin,2023-04-23 15:45:00,2023-04-29 14:46:32.646418506,2023-04-29 14:46:32.646418506,Oracle database connectivity issue,Database,2 - High
admin,INC0000000136,Fred Luddy,Resolved,ITIL User,Network,Luke Wilson,2023-04-24 00:06:00,2023-04-22 13:46:32.676783806,2023-04-22 13:46:32.676783806,Slow network connectivity on office floor 2,Network,2 - High
employee,INC0000000137,Beth Anglin,Closed,ITIL User,Database,Charlie Whitherspoon,2023-04-24 20:46:00,2023-05-08 13:49:41.909178918,2023-05-08 13:49:41.909178918,Unable to connect to the production database,Database,2 - High
system,INC0000000138,Charlie Whitherspoon,Resolved,David Loo,Inquiry / Help,Charlie Whitherspoon,2023-04-25 07:42:00,2023-04-27 11:48:55.284297063,2023-04-27 11:48:55.284297063,Need help with installation of new software,Software,3 - Moderate
system,INC0000000139,Luke Wilson,Closed,ITIL User,Inquiry / Help,Fred Luddy,2023-04-25 08:49:00,2023-04-25 11:07:04.607770909,2023-04-25 11:07:04.607770909,Need help with software installation,Service Desk,3 - Moderate
system,INC0000000140,Luke Wilson,Closed,David Loo,Database,Fred Luddy,2023-04-26 10:04:00,2023-05-01 08:45:57.450738229,2023-05-01 08:45:57.450738229,Unable to access the customer database,Database,2 - High
admin,INC0000000141,Luke Wilson,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-04-27 00:35:00,2023-05-09 14:59:00.000000000,2023-05-09 14:59:00.000000000,Printer malfunctioning in office area,Hardware,2 - High
system,INC0000000142,Beth Anglin,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-04-27 11:16:00,2023-05-10 01:40:00.000000000,2023-05-10 01:40:00.000000000,Printer not functioning properly,Hardware,3 - Moderate
employee,INC0000000143,Beth Anglin,Closed,ITIL User,Hardware,Luke Wilson,2023-04-29 20:16:00,2023-05-12 15:28:00.000000000,2023-05-12 15:28:00.000000000,Keyboard malfunctioning on company issued desktop,Hardware,3 - Moderate
employee,INC0000000144,Fred Luddy,Resolved,Don Goodliffe,Database,Beth Anglin,2023-04-30 05:11:00,2023-05-02 00:40:42.572525185,2023-05-02 00:40:42.572525185,Unable to gain access to the SQL Server Database,Database,2 - High
admin,INC0000000145,Luke Wilson,Closed,David Loo,Network,Luke Wilson,2023-04-30 06:13:00,2023-05-04 07:13:49.045194172,2023-05-04 07:13:49.045194172,Unable to connect to corporate network,Network,2 - High
admin,INC0000000146,Charlie Whitherspoon,Closed,ITIL User,Software,Beth Anglin,2023-04-30 07:16:00,2023-05-03 10:05:13.884028569,2023-05-03 10:05:13.884028569,Issue with installation of a new software,Software,3 - Moderate
employee,INC0000000147,Luke Wilson,Closed,Don Goodliffe,Database,Howard Johnson,2023-04-30 19:33:00,2023-05-12 05:21:55.123995720,2023-05-12 05:21:55.123995720,Unable to connect to SQL database,Database,2 - High
employee,INC0000000148,Beth Anglin,Closed,Don Goodliffe,Database,Fred Luddy,2023-05-01 01:52:00,2023-05-07 03:30:34.010201722,2023-05-07 03:30:34.010201722,Issue with updating records in database,Database,2 - High
system,INC0000000149,Luke Wilson,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-05-01 12:35:00,2023-05-14 12:35:00.000000000,2023-05-14 12:35:00.000000000,Monitor not displaying correctly,Hardware,3 - Moderate
system,INC0000000150,Beth Anglin,Resolved,ITIL User,Hardware,Luke Wilson,2023-05-01 16:26:00,2023-05-14 16:26:00.000000000,2023-05-14 16:26:00.000000000,Mouse not responding,Hardware,2 - High
admin,INC0000000151,Fred Luddy,Closed,Don Goodliffe,Hardware,Beth Anglin,2023-05-02 00:19:00,2023-05-15 02:43:00.000000000,2023-05-15 02:43:00.000000000,Keyboard is malfunctioning,Hardware,2 - High
employee,INC0000000152,Fred Luddy,Resolved,ITIL User,Inquiry / Help,Charlie Whitherspoon,2023-05-04 18:09:00,2023-05-01 18:19:02.276492687,2023-05-01 18:19:02.276492687,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000153,Luke Wilson,Resolved,Don Goodliffe,Database,Charlie Whitherspoon,2023-05-04 21:34:00,2023-05-11 18:38:14.291964341,2023-05-11 18:38:14.291964341,Database connection error in production environment,Database,2 - High
system,INC0000000154,Beth Anglin,Resolved,David Loo,Database,Howard Johnson,2023-05-06 12:35:00,2023-05-12 18:30:11.626247462,2023-05-12 18:30:11.626247462,Cannot connect to the SQL database,Database,2 - High
system,INC0000000155,Charlie Whitherspoon,Closed,David Loo,Hardware,Beth Anglin,2023-05-07 06:38:00,2023-05-20 21:02:00.000000000,2023-05-20 21:02:00.000000000,The keyboard on the office computer is malfunctioning,Hardware,2 - High
employee,INC0000000156,Charlie Whitherspoon,Closed,Don Goodliffe,Inquiry / Help,Howard Johnson,2023-05-07 22:43:00,2023-05-15 01:09:29.948333844,2023-05-15 01:09:29.948333844,Need assistance with software installation,Service Desk,3 - Moderate
employee,INC0000000157,Luke Wilson,Closed,Don Goodliffe,Inquiry / Help,Fred Luddy,2023-05-10 20:07:00,2023-05-18 07:59:05.369341010,2023-05-18 07:59:05.369341010,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000158,Howard Johnson,Closed,Bud Richman,Database,Fred Luddy,2023-05-11 14:16:00,2023-05-15 11:55:17.536473467,2023-05-15 11:55:17.536473467,SQL Server not responding,Database,1 - Critical
admin,INC0000000159,Luke Wilson,Closed,David Loo,Inquiry / Help,Charlie Whitherspoon,2023-05-11 22:04:00,2023-05-11 05:34:43.456512425,2023-05-11 05:34:43.456512425,Inquiry regarding software installation help,Service Desk,3 - Moderate
admin,INC0000000160,Howard Johnson,Closed,ITIL User,Network,Charlie Whitherspoon,2023-05-12 07:17:00,2023-05-13 11:50:07.552679315,2023-05-13 11:50:07.552679315,Network router at office not working,Network,1 - Critical
system,INC0000000161,Charlie Whitherspoon,Resolved,ITIL User,Network,Fred Luddy,2023-05-13 10:49:00,2023-05-26 18:42:13.477182551,2023-05-26 18:42:13.477182551,Unable to establish VPN connection,Network,2 - High
admin,INC0000000162,Howard Johnson,Resolved,David Loo,Database,Beth Anglin,2023-05-13 22:05:00,2023-05-21 17:49:14.545282346,2023-05-21 17:49:14.545282346,Error when trying to connect to the database,Database,1 - Critical
employee,INC0000000163,Luke Wilson,Closed,David Loo,Software,Howard Johnson,2023-05-14 02:42:00,2023-05-18 13:52:08.172877877,2023-05-18 13:52:08.172877877,Software update issue with antivirus,Software,3 - Moderate
admin,INC0000000164,Luke Wilson,Closed,Don Goodliffe,Database,Charlie Whitherspoon,2023-05-15 04:54:00,2023-05-13 09:11:25.858042723,2023-05-13 09:11:25.858042723,Unable to access the financial database,Database,2 - High
employee,INC0000000165,Howard Johnson,Closed,ITIL User,Software,Howard Johnson,2023-05-17 06:25:00,2023-05-26 12:29:43.809283417,2023-05-26 12:29:43.809283417,Update on last version of office suite failed,Software,2 - High
employee,INC0000000166,Beth Anglin,Closed,Don Goodliffe,Network,Luke Wilson,2023-05-18 06:09:00,2023-05-27 05:33:02.056498229,2023-05-27 05:33:02.056498229,Unable to connect to office VPN,Network,2 - High
employee,INC0000000167,Fred Luddy,Closed,Bud Richman,Hardware,Howard Johnson,2023-05-18 20:28:00,2023-06-02 13:16:00.000000000,2023-06-02 13:16:00.000000000,Printer is not working properly,Hardware,2 - High
employee,INC0000000168,Charlie Whitherspoon,Closed,Don Goodliffe,Software,Howard Johnson,2023-05-19 09:43:00,2023-05-24 23:43:44.761803557,2023-05-24 23:43:44.761803557,Software update failed for application XYZ,Software,2 - High
admin,INC0000000169,Beth Anglin,Closed,David Loo,Software,Beth Anglin,2023-05-21 05:44:00,2023-05-22 16:19:52.179748836,2023-05-22 16:19:52.179748836,Unable to update CRM software,Software,2 - High
admin,INC0000000170,Fred Luddy,Resolved,Bud Richman,Inquiry / Help,Fred Luddy,2023-05-26 02:53:00,2023-06-07 12:58:24.478951760,2023-06-07 12:58:24.478951760,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000171,Beth Anglin,Resolved,David Loo,Database,Beth Anglin,2023-05-26 09:49:00,2023-06-04 23:30:03.839472038,2023-06-04 23:30:03.839472038,Issue with database connection,Database,2 - High
system,INC0000000172,Beth Anglin,Resolved,David Loo,Network,Luke Wilson,2023-05-27 07:34:00,2023-06-10 06:15:42.378266659,2023-06-10 06:15:42.378266659,Unable to connect to VPN,Network,2 - High
admin,INC0000000173,Fred Luddy,Resolved,Bud Richman,Software,Beth Anglin,2023-05-29 11:47:00,2023-05-26 09:19:42.294859535,2023-05-26 09:19:42.294859535,Application error in billing software,Software,2 - High
system,INC0000000174,Fred Luddy,Resolved,ITIL User,Hardware,Luke Wilson,2023-05-29 23:28:00,2023-06-14 18:40:00.000000000,2023-06-14 18:40:00.000000000,Keyboard not working properly,Hardware,2 - High
system,INC0000000175,Howard Johnson,Resolved,David Loo,Inquiry / Help,Fred Luddy,2023-05-30 00:01:00,2023-05-31 00:31:21.440782686,2023-05-31 00:31:21.440782686,Need guidance on system navigation,Service Desk,3 - Moderate
employee,INC0000000176,Howard Johnson,Resolved,Bud Richman,Software,Howard Johnson,2023-05-30 01:18:00,2023-05-27 12:59:57.470670005,2023-05-27 12:59:57.470670005,Application crash on launch,Software,2 - High
system,INC0000000177,Luke Wilson,Resolved,Bud Richman,Inquiry / Help,Charlie Whitherspoon,2023-06-01 00:49:00,2023-06-04 07:02:02.450703381,2023-06-04 07:02:02.450703381,Need help with software installation,Service Desk,3 - Moderate
system,INC0000000178,Howard Johnson,Closed,ITIL User,Network,Howard Johnson,2023-06-01 05:13:00,2023-06-02 13:01:04.652543200,2023-06-02 13:01:04.652543200,Unable to connect to the VPN,Network,2 - High
system,INC0000000179,Luke Wilson,Resolved,ITIL User,Software,Charlie Whitherspoon,2023-06-01 08:45:00,2023-06-13 13:26:37.071186982,2023-06-13 13:26:37.071186982,Error encountered while installing new application,Software,3 - Moderate
admin,INC0000000180,Luke Wilson,Closed,Bud Richman,Database,Luke Wilson,2023-06-02 00:27:00,2023-06-02 20:17:20.139966367,2023-06-02 20:17:20.139966367,SQL server reporting an error,Database,2 - High
employee,INC0000000181,Beth Anglin,Resolved,Bud Richman,Database,Charlie Whitherspoon,2023-06-02 01:53:00,2023-06-02 14:38:31.194895567,2023-06-02 14:38:31.194895567,Unable to access SQL database,Database,2 - High
admin,INC0000000182,Beth Anglin,Closed,David Loo,Inquiry / Help,Beth Anglin,2023-06-03 08:14:00,2023-06-10 13:08:54.232514854,2023-06-10 13:08:54.232514854,Need help with software installation,Service Desk,3 - Moderate
employee,INC0000000183,Fred Luddy,Closed,ITIL User,Network,Fred Luddy,2023-06-04 06:23:00,2023-06-01 18:20:05.039003837,2023-06-01 18:20:05.039003837,Cannot connect to VPN,Network,2 - High
admin,INC0000000184,Beth Anglin,Resolved,Bud Richman,Hardware,Fred Luddy,2023-06-04 09:58:00,2023-06-20 19:33:59.999999999,2023-06-20 19:33:59.999999999,Printer not working properly,Hardware,2 - High
employee,INC0000000185,Beth Anglin,Resolved,David Loo,Hardware,Beth Anglin,2023-06-05 17:50:00,2023-06-22 05:50:00.000000000,2023-06-22 05:50:00.000000000,Printer not functioning correctly,Hardware,2 - High
system,INC0000000186,Howard Johnson,Resolved,Bud Richman,Inquiry / Help,Charlie Whitherspoon,2023-06-06 18:00:00,2023-06-21 23:34:09.234881671,2023-06-21 23:34:09.234881671,Need assistance with network connectivity issue,Service Desk,3 - Moderate
employee,INC0000000187,Fred Luddy,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-06-06 23:52:00,2023-06-23 14:16:00.000000000,2023-06-23 14:16:00.000000000,Printer fails to connect to computer,Hardware,2 - High
admin,INC0000000188,Luke Wilson,Closed,David Loo,Database,Charlie Whitherspoon,2023-06-08 01:40:00,2023-06-10 14:31:32.397716824,2023-06-10 14:31:32.397716824,Issue with database connection,Database,2 - High
system,INC0000000189,Beth Anglin,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-06-08 19:54:00,2023-06-25 15:06:00.000000000,2023-06-25 15:06:00.000000000,Keyboard not responding,Hardware,2 - High
system,INC0000000190,Beth Anglin,Closed,David Loo,Inquiry / Help,Beth Anglin,2023-06-10 08:06:00,2023-06-24 16:54:17.825895084,2023-06-24 16:54:17.825895084,Need some information about software update,Service Desk,3 - Moderate
system,INC0000000191,Luke Wilson,Resolved,Bud Richman,Software,Howard Johnson,2023-06-10 13:32:00,2023-06-12 12:31:02.420643566,2023-06-12 12:31:02.420643566,Error in application installation,Software,2 - High
system,INC0000000192,Fred Luddy,Resolved,ITIL User,Inquiry / Help,Charlie Whitherspoon,2023-06-10 16:23:00,2023-06-08 18:43:33.930443634,2023-06-08 18:43:33.930443634,Need help with software inquiry,Service Desk,3 - Moderate
employee,INC0000000193,Fred Luddy,Closed,Bud Richman,Software,Luke Wilson,2023-06-11 05:42:00,2023-06-14 16:28:35.729817646,2023-06-14 16:28:35.729817646,Unable to install new software update,Software,2 - High
system,INC0000000194,Beth Anglin,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-06-11 08:46:00,2023-06-28 11:10:00.000000000,2023-06-28 11:10:00.000000000,PC monitor keeps flickering,Hardware,2 - High
admin,INC0000000195,Beth Anglin,Resolved,ITIL User,Network,Luke Wilson,2023-06-11 08:52:00,2023-06-13 01:08:43.547632397,2023-06-13 01:08:43.547632397,Cannot connect to company VPN,Network,2 - High
system,INC0000000196,Howard Johnson,Resolved,ITIL User,Hardware,Fred Luddy,2023-06-11 12:30:00,2023-06-28 14:54:00.000000000,2023-06-28 14:54:00.000000000,"Printer malfunctioning, not printing properly",Hardware,2 - High
system,INC0000000197,Charlie Whitherspoon,Closed,Don Goodliffe,Database,Fred Luddy,2023-06-11 18:20:00,2023-06-14 17:20:09.733352890,2023-06-14 17:20:09.733352890,SQL Server performance issues,Database,2 - High
employee,INC0000000198,Charlie Whitherspoon,Closed,ITIL User,Network,Howard Johnson,2023-06-11 21:12:00,2023-06-14 23:59:43.236066020,2023-06-14 23:59:43.236066020,Unable to connect to local network,Network,1 - Critical
system,INC0000000199,Charlie Whitherspoon,Resolved,David Loo,Database,Howard Johnson,2023-06-12 02:38:00,2023-06-13 16:56:00.613032851,2023-06-13 16:56:00.613032851,SQL Server Performance Issues,Database,2 - High
admin,INC0000000200,Howard Johnson,Closed,David Loo,Software,Beth Anglin,2023-06-12 16:30:00,2023-06-16 12:12:36.683774893,2023-06-16 12:12:36.683774893,Software update failure on workstation,Software,2 - High
admin,INC0000000201,Charlie Whitherspoon,Resolved,Don Goodliffe,Software,Howard Johnson,2023-06-12 21:17:00,2023-06-30 02:00:05.974629662,2023-06-30 02:00:05.974629662,Bug in accounting software causing system crashes,Software,2 - High
employee,INC0000000202,Beth Anglin,Closed,Bud Richman,Database,Fred Luddy,2023-06-13 12:17:00,2023-06-22 07:07:06.186312644,2023-06-22 07:07:06.186312644,Unable to connect to the database,Database,2 - High
admin,INC0000000203,Luke Wilson,Resolved,Don Goodliffe,Network,Charlie Whitherspoon,2023-06-14 09:27:00,2023-06-26 12:54:11.062134403,2023-06-26 12:54:11.062134403,Unable to connect to Wi-Fi,Network,2 - High
system,INC0000000204,Charlie Whitherspoon,Closed,Don Goodliffe,Software,Beth Anglin,2023-06-15 14:34:00,2023-06-20 02:14:49.059382784,2023-06-20 02:14:49.059382784,Unable to open a software application,Software,2 - High
system,INC0000000205,Howard Johnson,Resolved,ITIL User,Inquiry / Help,Howard Johnson,2023-06-15 15:25:00,2023-06-20 11:19:15.557760479,2023-06-20 11:19:15.557760479,Need help with team collaboration tool,Service Desk,3 - Moderate
employee,INC0000000206,Howard Johnson,Closed,Bud Richman,Inquiry / Help,Charlie Whitherspoon,2023-06-17 21:39:00,2023-06-27 14:31:13.795559005,2023-06-27 14:31:13.795559005,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000207,Howard Johnson,Closed,ITIL User,Software,Beth Anglin,2023-06-17 21:51:00,2023-06-21 09:42:49.667886941,2023-06-21 09:42:49.667886941,Software update failure for critical application,Software,2 - High
system,INC0000000208,Luke Wilson,Resolved,Bud Richman,Database,Luke Wilson,2023-06-19 10:39:00,2023-06-21 05:03:27.035778301,2023-06-21 05:03:27.035778301,Unable to connect to SQL Database,Database,2 - High
system,INC0000000209,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-06-19 18:52:00,2023-07-07 16:28:00.000000000,2023-07-07 16:28:00.000000000,Printer not functioning properly,Hardware,1 - Critical
admin,INC0000000210,Beth Anglin,Closed,Bud Richman,Network,Fred Luddy,2023-06-20 16:53:00,2023-06-30 21:30:44.591719886,2023-06-30 21:30:44.591719886,Router failure affecting internet access,Network,1 - Critical
admin,INC0000000211,Luke Wilson,Resolved,Bud Richman,Database,Charlie Whitherspoon,2023-06-20 19:44:00,2023-06-28 12:56:55.506828599,2023-06-28 12:56:55.506828599,SQL Database is not responding,Database,1 - Critical
system,INC0000000212,Beth Anglin,Resolved,Bud Richman,Inquiry / Help,Fred Luddy,2023-06-20 21:32:00,2023-06-22 18:19:26.190931962,2023-06-22 18:19:26.190931962,Need assistance with software installation,Service Desk,3 - Moderate
system,INC0000000213,Luke Wilson,Resolved,Don Goodliffe,Inquiry / Help,Charlie Whitherspoon,2023-06-21 05:15:00,2023-06-25 21:01:07.023407818,2023-06-25 21:01:07.023407818,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000214,Charlie Whitherspoon,Closed,David Loo,Inquiry / Help,Charlie Whitherspoon,2023-06-21 09:37:00,2023-06-27 08:23:01.202426809,2023-06-27 08:23:01.202426809,Need help with software installation,Service Desk,3 - Moderate
employee,INC0000000215,Howard Johnson,Closed,ITIL User,Inquiry / Help,Beth Anglin,2023-06-22 05:22:00,2023-06-19 22:04:27.314296816,2023-06-19 22:04:27.314296816,Inquiry about software issue,Software,3 - Moderate
system,INC0000000216,Howard Johnson,Closed,David Loo,Hardware,Beth Anglin,2023-06-24 12:27:00,2023-07-12 22:03:00.000000000,2023-07-12 22:03:00.000000000,Monitor screen is flickering,Hardware,2 - High
employee,INC0000000217,Luke Wilson,Closed,Don Goodliffe,Software,Beth Anglin,2023-06-24 22:14:00,2023-07-02 03:13:38.219095806,2023-07-02 03:13:38.219095806,Unable to install new software update,Software,2 - High
system,INC0000000218,Fred Luddy,Closed,Don Goodliffe,Software,Charlie Whitherspoon,2023-06-25 15:36:00,2023-06-28 08:26:51.094548999,2023-06-28 08:26:51.094548999,Software update has caused system crash,Software,2 - High
employee,INC0000000219,Charlie Whitherspoon,Resolved,David Loo,Network,Luke Wilson,2023-06-26 00:31:00,2023-06-29 21:31:53.145295176,2023-06-29 21:31:53.145295176,Network connection is unstable and slow,Network,2 - High
employee,INC0000000220,Fred Luddy,Resolved,Don Goodliffe,Software,Beth Anglin,2023-06-26 03:20:00,2023-07-08 04:09:26.721579470,2023-07-08 04:09:26.721579470,Issue with software installation,Software,2 - High
admin,INC0000000221,Fred Luddy,Resolved,Bud Richman,Software,Beth Anglin,2023-06-26 23:31:00,2023-07-03 13:52:51.449194455,2023-07-03 13:52:51.449194455,Unable to update the company's financial management software,Software,2 - High
employee,INC0000000222,Beth Anglin,Resolved,David Loo,Software,Luke Wilson,2023-06-27 13:00:00,2023-06-27 16:10:09.828286343,2023-06-27 16:10:09.828286343,Software update failed on workstation,Software,2 - High
admin,INC0000000223,Fred Luddy,Closed,ITIL User,Hardware,Beth Anglin,2023-06-27 19:43:00,2023-07-16 12:30:59.999999999,2023-07-16 12:30:59.999999999,Printer malfunctioning severely,Hardware,1 - Critical
system,INC0000000224,Beth Anglin,Closed,David Loo,Hardware,Howard Johnson,2023-06-28 00:58:00,2023-07-16 20:10:00.000000000,2023-07-16 20:10:00.000000000,Printer not responding,Hardware,2 - High
system,INC0000000225,Charlie Whitherspoon,Closed,ITIL User,Software,Beth Anglin,2023-06-28 04:25:00,2023-07-09 08:41:18.900213942,2023-07-09 08:41:18.900213942,Unable to install updates on Machine,Software,2 - High
admin,INC0000000226,Fred Luddy,Resolved,David Loo,Database,Beth Anglin,2023-06-29 15:07:00,2023-07-08 01:58:26.285347865,2023-07-08 01:58:26.285347865,Unable to connect to database,Database,1 - Critical
admin,INC0000000227,Fred Luddy,Closed,ITIL User,Inquiry / Help,Luke Wilson,2023-06-29 19:48:00,2023-06-30 03:02:09.439135163,2023-06-30 03:02:09.439135163,Need assistance in software installation,Service Desk,3 - Moderate
employee,INC0000000228,Fred Luddy,Resolved,David Loo,Inquiry / Help,Beth Anglin,2023-06-30 10:20:00,2023-07-16 10:03:22.989887589,2023-07-16 10:03:22.989887589,Need help with software installation,Software,3 - Moderate
employee,INC0000000229,Luke Wilson,Resolved,Bud Richman,Database,Beth Anglin,2023-06-30 13:42:00,2023-06-27 21:42:04.087457214,2023-06-27 21:42:04.087457214,Cannot connect to the central database,Database,1 - Critical
system,INC0000000230,Luke Wilson,Closed,Bud Richman,Software,Beth Anglin,2023-07-01 12:21:00,2023-07-07 14:28:31.097858235,2023-07-07 14:28:31.097858235,Software update failure on office computer,Software,2 - High
admin,INC0000000231,Fred Luddy,Resolved,ITIL User,Database,Beth Anglin,2023-07-04 21:54:00,2023-07-08 09:45:40.417111470,2023-07-08 09:45:40.417111470,SQL operation timed out on employee system,Database,2 - High
system,INC0000000232,Fred Luddy,Resolved,David Loo,Database,Fred Luddy,2023-07-06 17:09:00,2023-07-03 09:11:57.801975462,2023-07-03 09:11:57.801975462,Database connectivity issue on production server,Database,1 - Critical
system,INC0000000233,Fred Luddy,Closed,Don Goodliffe,Network,Beth Anglin,2023-07-06 20:24:00,2023-07-12 17:07:02.147845232,2023-07-12 17:07:02.147845232,Getting network timeout error while accessing the company portal,Network,2 - High
admin,INC0000000234,Beth Anglin,Resolved,ITIL User,Network,Beth Anglin,2023-07-06 23:17:00,2023-07-09 22:47:44.124660200,2023-07-09 22:47:44.124660200,Unable to connect to corporate VPN,Network,2 - High
admin,INC0000000235,Beth Anglin,Resolved,David Loo,Network,Fred Luddy,2023-07-07 05:24:00,2023-07-10 22:23:41.817168873,2023-07-10 22:23:41.817168873,Unable to connect to VPN,Network,1 - Critical
admin,INC0000000236,Beth Anglin,Closed,Bud Richman,Database,Howard Johnson,2023-07-11 02:02:00,2023-07-16 15:16:14.061233971,2023-07-16 15:16:14.061233971,Unable to connect to database,Database,2 - High
employee,INC0000000237,Beth Anglin,Resolved,Bud Richman,Software,Fred Luddy,2023-07-13 02:05:00,2023-07-26 03:21:27.720384131,2023-07-26 03:21:27.720384131,Error found in application module,Software,2 - High
employee,INC0000000238,Howard Johnson,Closed,Bud Richman,Database,Howard Johnson,2023-07-13 13:34:00,2023-07-17 12:05:36.223165007,2023-07-17 12:05:36.223165007,Oracle database connection issue,Database,2 - High
system,INC0000000239,Luke Wilson,Closed,David Loo,Network,Charlie Whitherspoon,2023-07-13 19:16:00,2023-07-16 11:45:06.974038071,2023-07-16 11:45:06.974038071,Unstable network connection in office area,Network,2 - High
employee,INC0000000240,Beth Anglin,Closed,Bud Richman,Network,Fred Luddy,2023-07-13 21:06:00,2023-07-14 22:41:27.883455440,2023-07-14 22:41:27.883455440,Network downtime disrupting office local access,Network,1 - Critical
system,INC0000000241,Charlie Whitherspoon,Closed,Don Goodliffe,Inquiry / Help,Charlie Whitherspoon,2023-07-13 21:14:00,2023-07-21 17:28:21.130028949,2023-07-21 17:28:21.130028949,Need assistance with network troubleshooting,Service Desk,3 - Moderate
system,INC0000000242,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-07-14 11:14:00,2023-08-03 20:50:00.000000000,2023-08-03 20:50:00.000000000,Keyboard malfunction on office desktop,Hardware,2 - High
employee,INC0000000243,Beth Anglin,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-07-16 11:09:00,2023-08-06 01:33:00.000000000,2023-08-06 01:33:00.000000000,Server hardware issue causing system downtime,Hardware,1 - Critical
admin,INC0000000244,Luke Wilson,Closed,David Loo,Database,Howard Johnson,2023-07-16 16:26:00,2023-07-18 06:03:12.738579541,2023-07-18 06:03:12.738579541,Unable to access database server,Database,2 - High
system,INC0000000245,Luke Wilson,Resolved,Bud Richman,Network,Howard Johnson,2023-07-16 23:35:00,2023-07-30 13:19:41.453996827,2023-07-30 13:19:41.453996827,Loss of connectivity in the sales department,Network,1 - Critical
employee,INC0000000246,Luke Wilson,Resolved,ITIL User,Software,Beth Anglin,2023-07-17 08:09:00,2023-07-29 14:46:04.092822527,2023-07-29 14:46:04.092822527,Software update has caused a system failure,Software,1 - Critical
employee,INC0000000247,Beth Anglin,Resolved,Don Goodliffe,Inquiry / Help,Charlie Whitherspoon,2023-07-17 16:50:00,2023-07-19 00:17:06.706903123,2023-07-19 00:17:06.706903123,Assistance required with license renewal issues,Software,3 - Moderate
employee,INC0000000248,Luke Wilson,Resolved,Bud Richman,Software,Charlie Whitherspoon,2023-07-18 07:04:00,2023-07-30 13:30:41.616199990,2023-07-30 13:30:41.616199990,Software update has caused functionality issues,Software,2 - High
employee,INC0000000249,Howard Johnson,Resolved,David Loo,Software,Howard Johnson,2023-07-18 11:09:00,2023-07-17 04:43:11.377547738,2023-07-17 04:43:11.377547738,Microsoft Word is crashing repeatedly,Software,2 - High
