sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
system,INC0000000130,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2023-04-23 20:11:00,2023-04-29 07:06:52.426607323,2023-04-29 07:06:52.426607323,Cannot access database.,Database,2 - High,Database
admin,INC0000000131,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2023-04-25 09:05:00,2023-04-26 09:05:00.000000000,2023-04-26 09:05:00.000000000,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000132,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-04-25 18:54:00,2023-05-01 12:47:02.557548716,2023-05-01 12:47:02.557548716,VPN connection issue,Network,3 - Moderate,Network
admin,INC0000000133,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2023-04-26 11:58:00,2023-05-04 20:51:55.658105134,2023-05-04 20:51:55.658105134,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000134,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-04-27 06:06:00,2023-05-07 19:52:24.942463254,2023-05-07 19:52:24.942463254,Cannot connect to office Wi-Fi,Network,2 - High,Network
employee,INC0000000135,Howard Johnson,Closed,ITIL User,Fred Luddy,2023-04-27 13:54:00,2023-04-28 13:54:00.000000000,2023-04-28 13:54:00.000000000,Email server not responding,Network,2 - High,Hardware
system,INC0000000136,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-04-27 20:50:00,2023-04-29 15:52:43.441017374,2023-04-29 15:52:43.441017374,Server connection issue,Network,2 - High,Network
employee,INC0000000137,Beth Anglin,Resolved,ITIL User,Fred Luddy,2023-04-28 06:14:00,2023-05-03 20:53:38.686347148,2023-05-03 20:53:38.686347148,Cannot connect to company VPN,Network,2 - High,Network
system,INC0000000138,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-04-28 10:45:00,2023-05-07 18:15:38.118576143,2023-05-07 18:15:38.118576143,Unable to connect to Wi-Fi,Network,1 - Critical,Network
admin,INC0000000139,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-04-29 16:22:00,2023-05-07 23:27:28.924856745,2023-05-07 23:27:28.924856745,Internet connectivity issue,Network,1 - Critical,Network
system,INC0000000140,Luke Wilson,Closed,ITIL User,Fred Luddy,2023-04-29 21:08:00,2023-05-05 21:24:50.651655297,2023-05-05 21:24:50.651655297,Unable to access network drive,Network,2 - High,Network
admin,INC0000000141,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-05-01 11:56:00,2023-05-07 19:51:10.981904581,2023-05-07 19:51:10.981904581,Internet connection is unstable,Network,2 - High,Network
employee,INC0000000142,Luke Wilson,Closed,ITIL User,Fred Luddy,2023-05-01 21:13:00,2023-05-08 04:32:22.613238238,2023-05-08 04:32:22.613238238,Unable to access VPN,Network,2 - High,Network
system,INC0000000143,Charlie Whitherspoon,Closed,David Loo,Beth Anglin,2023-05-02 22:58:00,2023-05-11 00:58:32.110519523,2023-05-11 00:58:32.110519523,Network connectivity issue in department 20,Network,3 - Moderate,Network
system,INC0000000144,Luke Wilson,Closed,David Loo,Fred Luddy,2023-05-03 00:01:00,2023-05-10 12:07:31.043851695,2023-05-10 12:07:31.043851695,Email application is not opening,Software,2 - High,Software
admin,INC0000000145,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-05-03 03:23:00,2023-05-07 13:22:18.848145854,2023-05-07 13:22:18.848145854,Internet connectivity issue,Network,2 - High,Network
admin,INC0000000146,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-05-03 11:58:00,2023-05-04 11:58:00.000000000,2023-05-04 11:58:00.000000000,Unable to connect to wifi,Network,2 - High,Network
system,INC0000000147,Luke Wilson,Closed,Don Goodliffe,Howard Johnson,2023-05-04 11:55:00,2023-05-12 14:26:59.306243078,2023-05-12 14:26:59.306243078,Unable to connect to office wifi,Network,2 - High,Network
admin,INC0000000148,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-05-05 03:32:00,2023-05-06 03:32:00.000000000,2023-05-06 03:32:00.000000000,Email server not working,Network,1 - Critical,Network
employee,INC0000000149,Howard Johnson,Closed,ITIL User,Luke Wilson,2023-05-07 23:42:00,2023-05-09 01:46:01.776309037,2023-05-09 01:46:01.776309037,Unable to access VPN,Network,2 - High,Network
employee,INC0000000150,Howard Johnson,Closed,David Loo,Luke Wilson,2023-05-09 00:09:00,2023-05-15 21:25:30.042100448,2023-05-15 21:25:30.042100448,Email server is down,Network,1 - Critical,Network
admin,INC0000000151,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-05-09 12:54:00,2023-05-17 05:13:59.160143485,2023-05-17 05:13:59.160143485,Unable to access certain database features,Database,2 - High,Database
system,INC0000000152,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-05-12 15:54:00,2023-05-18 09:23:30.602968239,2023-05-18 09:23:30.602968239,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000153,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-05-13 07:44:00,2023-05-21 13:17:56.103741518,2023-05-21 13:17:56.103741518,Internet connection unstable,Network,2 - High,Network
admin,INC0000000154,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-05-13 10:00:00,2023-05-25 01:41:13.327758744,2023-05-25 01:41:13.327758744,Email server connection issue,Network,2 - High,Network
system,INC0000000155,Beth Anglin,Closed,Bud Richman,Fred Luddy,2023-05-13 18:03:00,2023-05-14 18:03:00.000000000,2023-05-14 18:03:00.000000000,Email server not responding,Network,2 - High,Hardware
system,INC0000000156,Fred Luddy,Closed,Bud Richman,Beth Anglin,2023-05-14 16:34:00,2023-05-23 09:14:25.410053484,2023-05-23 09:14:25.410053484,Email server not responding,Network,2 - High,Network
system,INC0000000157,Charlie Whitherspoon,Closed,David Loo,Beth Anglin,2023-05-15 04:01:00,2023-05-21 13:52:07.538897018,2023-05-21 13:52:07.538897018,Email server outage,Network,1 - Critical,Network
employee,INC0000000158,Luke Wilson,Closed,David Loo,Fred Luddy,2023-05-15 23:03:00,2023-05-18 19:42:57.975281987,2023-05-18 19:42:57.975281987,Can't connect to the internet,Network,1 - Critical,Network
employee,INC0000000159,Howard Johnson,Closed,David Loo,Fred Luddy,2023-05-17 09:26:00,2023-05-18 09:26:00.000000000,2023-05-18 09:26:00.000000000,Network connectivity issue in building 5,Network,2 - High,Network
system,INC0000000160,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-05-17 09:45:00,2023-05-25 13:50:27.617375654,2023-05-25 13:50:27.617375654,Database connection issue in production environment,Database,1 - Critical,Database
admin,INC0000000161,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-05-17 12:47:00,2023-05-28 06:51:32.906159316,2023-05-28 06:51:32.906159316,Unable to access CRM database,Database,2 - High,Database
employee,INC0000000162,Howard Johnson,Resolved,Bud Richman,Beth Anglin,2023-05-18 04:05:00,2023-05-19 04:05:00.000000000,2023-05-19 04:05:00.000000000,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000163,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-05-19 00:30:00,2023-05-30 18:58:12.958240553,2023-05-30 18:58:12.958240553,Cannot connect to corporate VPN,Network,2 - High,Network
admin,INC0000000164,Howard Johnson,Resolved,David Loo,Fred Luddy,2023-05-19 23:11:00,2023-05-30 18:35:24.834339463,2023-05-30 18:35:24.834339463,Unable to connect to the VPN,Network,2 - High,Hardware
admin,INC0000000165,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-05-20 04:45:00,2023-05-29 01:00:37.782078992,2023-05-29 01:00:37.782078992,Database Connectivity Issue,Database,2 - High,Database
system,INC0000000166,Fred Luddy,Closed,David Loo,Fred Luddy,2023-05-20 14:56:00,2023-05-27 11:46:31.125951769,2023-05-27 11:46:31.125951769,Email client stopped working,Service Desk,2 - High,Software
admin,INC0000000167,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-05-20 16:04:00,2023-05-24 23:56:04.519750230,2023-05-24 23:56:04.519750230,Unable to access internal network,Network,3 - Moderate,Network
employee,INC0000000168,Howard Johnson,Closed,David Loo,Luke Wilson,2023-05-20 17:14:00,2023-05-29 00:29:44.926897215,2023-05-29 00:29:44.926897215,Unable to access company database,Database,2 - High,Database
system,INC0000000169,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-05-21 04:54:00,2023-05-22 10:07:00.791710456,2023-05-22 10:07:00.791710456,Unable to access email,Network,2 - High,Software
admin,INC0000000170,Luke Wilson,Closed,David Loo,Beth Anglin,2023-05-21 05:46:00,2023-05-27 12:09:30.730556174,2023-05-27 12:09:30.730556174,No connection to company database,Database,1 - Critical,Database
admin,INC0000000171,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-05-21 10:12:00,2023-05-26 17:49:14.611443169,2023-05-26 17:49:14.611443169,Cannot connect to office VPN,Network,2 - High,Network
system,INC0000000172,Howard Johnson,Closed,David Loo,Fred Luddy,2023-05-21 13:22:00,2023-05-26 07:14:50.449421564,2023-05-26 07:14:50.449421564,Unable to log in to email account,Service Desk,3 - Moderate,Software
system,INC0000000173,Luke Wilson,Closed,Bud Richman,Luke Wilson,2023-05-21 16:31:00,2023-05-28 03:57:24.628737754,2023-05-28 03:57:24.628737754,Email client repeatedly crashing,Software,2 - High,Software
employee,INC0000000174,Howard Johnson,Closed,ITIL User,Beth Anglin,2023-05-21 18:04:00,2023-05-29 10:44:47.925688065,2023-05-29 10:44:47.925688065,Cannot connect to office wifi,Network,2 - High,Network
admin,INC0000000175,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-05-23 13:09:00,2023-05-27 05:53:30.305522248,2023-05-27 05:53:30.305522248,Email server not responding,Network,2 - High,Network
employee,INC0000000176,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-05-23 15:40:00,2023-06-01 16:17:55.559306283,2023-06-01 16:17:55.559306283,Unable to connect to the database,Database,2 - High,Database
employee,INC0000000177,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-05-24 13:34:00,2023-05-25 13:34:00.000000000,2023-05-25 13:34:00.000000000,Server not responding,Network,1 - Critical,Hardware
employee,INC0000000178,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-05-25 02:26:00,2023-06-01 11:34:55.312700928,2023-06-01 11:34:55.312700928,Unable to connect to the office VPN,Network,1 - Critical,Network
system,INC0000000179,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-05-25 04:15:00,2023-06-05 19:26:31.101414435,2023-06-05 19:26:31.101414435,Issue with database connection,Database,1 - Critical,Database
employee,INC0000000180,Charlie Whitherspoon,Closed,Bud Richman,Howard Johnson,2023-05-27 20:27:00,2023-06-08 23:56:21.631739279,2023-06-08 23:56:21.631739279,Wi-Fi connection issue,Network,2 - High,Network
system,INC0000000181,Charlie Whitherspoon,Closed,Bud Richman,Charlie Whitherspoon,2023-05-28 02:28:00,2023-05-31 03:40:23.766839402,2023-05-31 03:40:23.766839402,Email server down,Network,1 - Critical,Network
admin,INC0000000182,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-05-29 10:25:00,2023-05-30 10:25:00.000000000,2023-05-30 10:25:00.000000000,Email service is not working correctly,Service Desk,2 - High,Software
employee,INC0000000183,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-05-29 17:22:00,2023-06-11 06:29:44.390837322,2023-06-11 06:29:44.390837322,Unable to access office emails,Service Desk,2 - High,Inquiry / Help
employee,INC0000000184,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-05-30 17:42:00,2023-05-31 17:42:00.000000000,2023-05-31 17:42:00.000000000,Email service not working properly,Service Desk,2 - High,Software
admin,INC0000000185,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-05-31 10:02:00,2023-06-01 10:02:00.000000000,2023-06-01 10:02:00.000000000,SQL database connection issue,Database,2 - High,Database
employee,INC0000000186,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-06-01 02:05:00,2023-06-08 19:50:51.256965392,2023-06-08 19:50:51.256965392,Cannot connect to the VPN,Network,2 - High,Network
admin,INC0000000187,Luke Wilson,Closed,David Loo,Beth Anglin,2023-06-02 10:10:00,2023-06-08 05:12:42.643745641,2023-06-08 05:12:42.643745641,Cannot connect to office Wi-Fi,Network,2 - High,Network
system,INC0000000188,Howard Johnson,Closed,David Loo,Fred Luddy,2023-06-03 09:07:00,2023-06-13 20:29:31.568402316,2023-06-13 20:29:31.568402316,Trouble connecting to the VPN,Network,2 - High,Network
employee,INC0000000189,Howard Johnson,Closed,David Loo,Fred Luddy,2023-06-03 12:08:00,2023-06-17 12:38:37.791453578,2023-06-17 12:38:37.791453578,Server outage on floor 3,Network,1 - Critical,Network
admin,INC0000000190,Fred Luddy,Closed,David Loo,Fred Luddy,2023-06-03 13:10:00,2023-06-15 22:20:05.657263671,2023-06-15 22:20:05.657263671,Email server is not responding,Network,1 - Critical,Network
admin,INC0000000191,Beth Anglin,Closed,David Loo,Fred Luddy,2023-06-03 16:02:00,2023-06-09 00:38:19.974114776,2023-06-09 00:38:19.974114776,Database connection issue report,Database,2 - High,Database
system,INC0000000192,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-06-04 06:39:00,2023-06-08 14:14:07.449097133,2023-06-08 14:14:07.449097133,Cannot connect to company VPN,Network,1 - Critical,Network
system,INC0000000193,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-06-05 14:24:00,2023-06-06 14:24:00.000000000,2023-06-06 14:24:00.000000000,Unable to access company VPN,Network,1 - Critical,Network
admin,INC0000000194,Fred Luddy,Resolved,Bud Richman,Fred Luddy,2023-06-05 17:04:00,2023-06-07 05:49:05.558313572,2023-06-07 05:49:05.558313572,Database connection issue,Database,2 - High,Database
employee,INC0000000195,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-06-05 21:58:00,2023-06-20 19:49:40.178557800,2023-06-20 19:49:40.178557800,Can't connect to Wi-Fi network,Network,2 - High,Network
admin,INC0000000196,Beth Anglin,Closed,ITIL User,Charlie Whitherspoon,2023-06-06 13:05:00,2023-06-12 01:33:35.973577444,2023-06-12 01:33:35.973577444,Cannot connect to the database,Database,2 - High,Database
admin,INC0000000197,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-06-07 07:09:00,2023-06-18 12:14:49.048544818,2023-06-18 12:14:49.048544818,Email server not responding,Network,2 - High,Network
admin,INC0000000198,Charlie Whitherspoon,Resolved,David Loo,Fred Luddy,2023-06-08 04:33:00,2023-06-11 08:06:26.316375736,2023-06-11 08:06:26.316375736,Outage in network system,Network,1 - Critical,Network
admin,INC0000000199,Luke Wilson,Closed,David Loo,Howard Johnson,2023-06-08 11:02:00,2023-06-15 20:42:41.554542322,2023-06-15 20:42:41.554542322,Server connectivity issues,Network,2 - High,Network
system,INC0000000200,Howard Johnson,Closed,ITIL User,Fred Luddy,2023-06-09 04:06:00,2023-06-16 19:06:31.934618850,2023-06-16 19:06:31.934618850,Email server down since morning,Network,1 - Critical,Network
system,INC0000000201,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-06-10 16:05:00,2023-06-19 03:15:34.994405651,2023-06-19 03:15:34.994405651,Cannot connect to internal database,Database,2 - High,Database
employee,INC0000000202,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-06-10 23:35:00,2023-06-17 20:54:52.163971502,2023-06-17 20:54:52.163971502,Database connection issue,Database,2 - High,Database
system,INC0000000203,Fred Luddy,Closed,Bud Richman,Luke Wilson,2023-06-11 09:58:00,2023-06-14 00:41:16.687763266,2023-06-14 00:41:16.687763266,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000204,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2023-06-12 03:44:00,2023-06-20 14:57:41.175582124,2023-06-20 14:57:41.175582124,Unable to access the database server,Database,2 - High,Database
employee,INC0000000205,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-06-12 04:54:00,2023-06-22 03:59:50.362949968,2023-06-22 03:59:50.362949968,Browser crashes on open,Software,2 - High,Software
employee,INC0000000206,Howard Johnson,Resolved,David Loo,Luke Wilson,2023-06-12 10:53:00,2023-06-14 13:26:18.883491650,2023-06-14 13:26:18.883491650,Cannot connect to corporate wifi,Network,2 - High,Network
admin,INC0000000207,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2023-06-13 23:13:00,2023-06-17 04:01:47.052178709,2023-06-17 04:01:47.052178709,Login Issue on ERP system,Database,2 - High,Software
admin,INC0000000208,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-06-14 03:00:00,2023-06-21 16:07:45.777296736,2023-06-21 16:07:45.777296736,Unable to connect to internal server,Network,2 - High,Database
system,INC0000000209,Charlie Whitherspoon,Closed,Don Goodliffe,Fred Luddy,2023-06-14 20:18:00,2023-06-24 05:22:32.180351505,2023-06-24 05:22:32.180351505,Database connection timeout issue,Database,2 - High,Database
admin,INC0000000210,Charlie Whitherspoon,Closed,David Loo,Beth Anglin,2023-06-15 03:48:00,2023-06-24 08:56:32.219177406,2023-06-24 08:56:32.219177406,Email service not functioning properly,Network,3 - Moderate,Inquiry / Help
employee,INC0000000211,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-06-15 07:00:00,2023-06-23 09:03:19.124870433,2023-06-23 09:03:19.124870433,Unable to access customer database,Database,2 - High,Database
system,INC0000000212,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-06-15 16:54:00,2023-06-16 16:54:00.000000000,2023-06-16 16:54:00.000000000,Cannot connect to office WiFi,Network,2 - High,Network
admin,INC0000000213,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-06-16 07:36:00,2023-06-21 17:14:22.360466650,2023-06-21 17:14:22.360466650,Wi-Fi connectivity issue in meeting room 5,Network,2 - High,Network
system,INC0000000214,Charlie Whitherspoon,Closed,Don Goodliffe,Fred Luddy,2023-06-17 09:01:00,2023-06-24 23:22:38.294555881,2023-06-24 23:22:38.294555881,Unable to establish VPN connection,Network,2 - High,Network
system,INC0000000215,Fred Luddy,Closed,David Loo,Fred Luddy,2023-06-17 14:40:00,2023-06-18 20:44:13.182024544,2023-06-18 20:44:13.182024544,Email application crashing on startup,Software,2 - High,Software
admin,INC0000000216,Beth Anglin,Resolved,ITIL User,Fred Luddy,2023-06-18 03:09:00,2023-06-30 18:56:48.678100368,2023-06-30 18:56:48.678100368,Database connection error,Database,1 - Critical,Database
system,INC0000000217,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-06-18 09:59:00,2023-06-21 07:55:09.959495683,2023-06-21 07:55:09.959495683,Cannot connect to company VPN,Network,2 - High,Network
system,INC0000000218,Beth Anglin,Resolved,ITIL User,Fred Luddy,2023-06-18 12:49:00,2023-06-21 09:06:31.190992122,2023-06-21 09:06:31.190992122,Cannot connect to database server,Database,2 - High,Database
employee,INC0000000219,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-06-18 18:56:00,2023-06-26 15:29:38.745008990,2023-06-26 15:29:38.745008990,Unable to connect to the database,Database,2 - High,Database
employee,INC0000000220,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2023-06-19 00:04:00,2023-06-23 11:24:46.670660074,2023-06-23 11:24:46.670660074,Email server not responding,Network,2 - High,Hardware
system,INC0000000221,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-06-19 03:27:00,2023-06-27 13:27:02.805784688,2023-06-27 13:27:02.805784688,Cannot connect to secured network,Network,2 - High,Network
admin,INC0000000222,Fred Luddy,Closed,David Loo,Fred Luddy,2023-06-20 03:33:00,2023-06-21 03:33:00.000000000,2023-06-21 03:33:00.000000000,Email server is not responding,Network,1 - Critical,Hardware
employee,INC0000000223,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-06-20 17:36:00,2023-06-21 17:36:00.000000000,2023-06-21 17:36:00.000000000,Application error on startup,Software,2 - High,Software
admin,INC0000000224,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-06-20 21:33:00,2023-07-08 02:02:50.879960436,2023-07-08 02:02:50.879960436,Internet connection lost,Network,2 - High,Network
system,INC0000000225,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-06-23 01:26:00,2023-07-04 13:20:50.182364627,2023-07-04 13:20:50.182364627,Internet connection issues in the marketing department,Network,2 - High,Network
employee,INC0000000226,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-06-23 02:45:00,2023-07-01 02:12:11.621983231,2023-07-01 02:12:11.621983231,Email server is not responsive,Network,2 - High,Network
employee,INC0000000227,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-06-24 01:47:00,2023-07-03 05:56:31.216715036,2023-07-03 05:56:31.216715036,Email server down,Network,1 - Critical,Network
admin,INC0000000228,Howard Johnson,Closed,Bud Richman,Luke Wilson,2023-06-24 05:17:00,2023-07-07 14:13:25.188632374,2023-07-07 14:13:25.188632374,Cannot connect to office wifi,Network,2 - High,Network
employee,INC0000000229,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-06-25 12:12:00,2023-06-28 09:30:14.311686679,2023-06-28 09:30:14.311686679,Database connection issue,Database,2 - High,Database
admin,INC0000000230,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-06-25 16:43:00,2023-06-27 04:05:16.088695096,2023-06-27 04:05:16.088695096,Unable to access database,Database,2 - High,Database
admin,INC0000000231,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-06-27 08:03:00,2023-06-28 08:03:00.000000000,2023-06-28 08:03:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
admin,INC0000000232,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-06-28 11:10:00,2023-07-17 02:40:57.352279641,2023-07-17 02:40:57.352279641,Unable to access database,Database,2 - High,Database
employee,INC0000000233,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-06-29 04:23:00,2023-07-13 18:36:06.983357698,2023-07-13 18:36:06.983357698,Database server is not responding,Database,1 - Critical,Database
employee,INC0000000234,Fred Luddy,Closed,David Loo,Fred Luddy,2023-06-29 08:02:00,2023-07-17 05:42:58.677217504,2023-07-17 05:42:58.677217504,Cannot connect to the enterprise database,Database,1 - Critical,Database
employee,INC0000000235,Luke Wilson,Closed,Bud Richman,Charlie Whitherspoon,2023-06-30 08:30:00,2023-07-08 14:44:55.022079916,2023-07-08 14:44:55.022079916,Unable to login to the server,Database,2 - High,Network
employee,INC0000000236,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-06-30 23:49:00,2023-07-02 18:38:11.634051880,2023-07-02 18:38:11.634051880,Cannot connect to VPN,Network,1 - Critical,Software
employee,INC0000000237,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-07-01 16:02:00,2023-07-10 08:29:33.118804635,2023-07-10 08:29:33.118804635,Unable to access the company database,Database,2 - High,Database
admin,INC0000000238,Fred Luddy,Resolved,Bud Richman,Beth Anglin,2023-07-02 18:56:00,2023-07-19 12:27:46.716591431,2023-07-19 12:27:46.716591431,Cannot connect to the VPN,Network,2 - High,Network
admin,INC0000000239,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-07-02 22:42:00,2023-07-06 02:09:55.635898615,2023-07-06 02:09:55.635898615,Email server crash,Network,1 - Critical,Network
system,INC0000000240,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-07-03 08:30:00,2023-07-04 08:30:00.000000000,2023-07-04 08:30:00.000000000,Database connection lost,Database,2 - High,Database
employee,INC0000000241,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-07-03 09:42:00,2023-07-07 07:55:55.417063786,2023-07-07 07:55:55.417063786,Email client not working properly,Service Desk,2 - High,Software
system,INC0000000242,Charlie Whitherspoon,Closed,Don Goodliffe,Fred Luddy,2023-07-04 05:21:00,2023-07-07 08:12:12.926764225,2023-07-07 08:12:12.926764225,Email client not syncing with server,Network,2 - High,Software
admin,INC0000000243,Fred Luddy,Resolved,Bud Richman,Fred Luddy,2023-07-04 15:33:00,2023-07-11 20:36:13.692762720,2023-07-11 20:36:13.692762720,SQL Server Database backup failure,Database,2 - High,Database
employee,INC0000000244,Beth Anglin,Resolved,Don Goodliffe,Fred Luddy,2023-07-05 00:02:00,2023-07-17 19:34:57.011621458,2023-07-17 19:34:57.011621458,Cannot login into email account,Service Desk,2 - High,Software
system,INC0000000245,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-07-05 08:52:00,2023-07-10 16:01:26.606151241,2023-07-10 16:01:26.606151241,Unable to connect to the database server,Database,2 - High,Database
system,INC0000000246,Howard Johnson,Closed,ITIL User,Fred Luddy,2023-07-05 12:20:00,2023-07-19 03:46:56.218748590,2023-07-19 03:46:56.218748590,Email client unable to send messages,Network,2 - High,Software
admin,INC0000000247,Fred Luddy,Closed,David Loo,Fred Luddy,2023-07-05 14:01:00,2023-07-13 03:16:07.568872429,2023-07-13 03:16:07.568872429,Email server malfunctioning intermittently,Network,2 - High,Software
system,INC0000000248,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-07-08 03:02:00,2023-07-25 15:52:12.365348780,2023-07-25 15:52:12.365348780,Unable to access the company database,Database,2 - High,Network
admin,INC0000000249,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-07-09 18:09:00,2023-07-15 21:53:12.086152808,2023-07-15 21:53:12.086152808,Unable to access database,Database,1 - Critical,Database
system,INC0000000250,Beth Anglin,Closed,David Loo,Fred Luddy,2023-07-09 21:44:00,2023-07-28 02:24:46.646766266,2023-07-28 02:24:46.646766266,Database connection lost,Database,2 - High,Database
admin,INC0000000251,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-07-11 07:30:00,2023-07-28 03:21:30.431418716,2023-07-28 03:21:30.431418716,Unable to login to email,Service Desk,2 - High,Software
employee,INC0000000252,Luke Wilson,Closed,David Loo,Fred Luddy,2023-07-12 05:04:00,2023-07-17 01:00:24.624930427,2023-07-17 01:00:24.624930427,Email service not working properly,Network,2 - High,Software
admin,INC0000000253,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-07-12 05:18:00,2023-07-16 19:12:19.338862300,2023-07-16 19:12:19.338862300,Email client malfunction,Network,3 - Moderate,Software
employee,INC0000000254,Fred Luddy,Resolved,Bud Richman,Fred Luddy,2023-07-12 13:46:00,2023-07-19 06:46:28.891883653,2023-07-19 06:46:28.891883653,Unable to access the database,Database,2 - High,Database
employee,INC0000000255,Fred Luddy,Resolved,David Loo,Charlie Whitherspoon,2023-07-12 20:59:00,2023-07-20 10:49:08.905094561,2023-07-20 10:49:08.905094561,Email system is down,Network,1 - Critical,Network
employee,INC0000000256,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-07-13 22:40:00,2023-07-18 09:25:56.818149930,2023-07-18 09:25:56.818149930,Problems with database connection,Database,3 - Moderate,Database
admin,INC0000000257,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-07-14 16:05:00,2023-07-17 12:04:07.448535550,2023-07-17 12:04:07.448535550,Cannot connect to office VPN,Network,2 - High,Network
system,INC0000000258,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-07-15 20:52:00,2023-08-01 13:28:41.398541385,2023-08-01 13:28:41.398541385,The server is down and I cannot log in,Network,1 - Critical,Hardware
admin,INC0000000259,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-07-17 13:44:00,2023-07-27 01:42:17.997717984,2023-07-27 01:42:17.997717984,Email server not responding,Network,2 - High,Network
employee,INC0000000260,Beth Anglin,Closed,David Loo,Fred Luddy,2023-07-17 16:05:00,2023-07-29 00:51:33.047640224,2023-07-29 00:51:33.047640224,Cannot connect to the VPN,Network,2 - High,Network
