goal_id,status,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,goal_met
b6c74f6e-bbf6-4f9b-a13b-4e38a5f0ab4d,Active,Bridget George,Finance,2024-03-10,2025-03-09,Young wind lead but.,High,33,62,False
e2e399c3-8eeb-40ed-8939-334b1076cc29,Active,Claudia Werner,Finance,2024-03-30,2024-10-18,Language course summer next right.,High,14,67,False
673c0ee1-7fe2-4daf-9de8-08230f5c0769,Active,David Shaw,Finance,2024-05-06,2024-07-20,Civil people attorney worker perhaps Mrs.,High,5,62,False
02589f1e-9c37-4935-a777-7adaefe942d1,Active,Marie Hardy,Finance,2024-04-16,2024-12-02,Special defense sit difference.,High,53,65,False
63f9c64b-aba1-43af-8520-f294ee1374d2,Active,Mark Anthony,Finance,2024-03-31,2025-02-19,Near large peace sell hope.,High,19,79,False
08ab2f86-ae89-405b-a2fe-73a28d52a3d4,Active,Andrew Spears,Finance,2024-08-05,2025-01-09,Final wife budget single.,Medium,83,71,True
3ec66d6a-0759-4a62-b397-fdb8677add8c,Active,Natalie Medina,Finance,2024-08-12,2024-12-17,On politics defense.,Medium,97,74,True
a9e04a6b-2ae1-48af-972b-2c7887c7d9d2,Active,Adam Ayers,Finance,2024-09-12,2024-12-30,International collection take citizen create.,Medium,94,86,True
0f4e0940-9f96-43ff-ac7e-787312314a23,Active,Morgan Rogers,Finance,2024-05-05,2024-11-28,Live consumer everyone spend rate nice push number.,Medium,14,67,False
10b2c13c-b3e2-4eef-9aa0-795d01c8ea8c,Active,Cynthia Hicks,Finance,2023-11-03,2024-03-29,Cultural fight agreement recent.,Medium,82,88,False
f8b1b6f1-e317-474d-99de-90f11f997080,Active,Denise Johnson,Finance,2024-09-12,2024-11-03,Minute leg but actually land.,Medium,42,84,False
48e82635-d95c-4646-9e8b-532bbaa38e58,Active,Jane Dorsey,Finance,2023-11-28,2025-04-16,Station include since wide cost loss shoulder simply.,Medium,0,61,False
89e09e80-cd98-422f-aa80-75dc302133b9,Active,Kristen Rivera,Finance,2024-10-26,2025-01-19,Fill end job upon accept question wrong.,Medium,60,72,False
4970c0fb-d8c6-4d53-9cc6-989d075624f8,Active,Mr. Tanner Walker,Finance,2024-03-21,2024-09-30,Key change as player drop believe direction.,Medium,68,70,False
e835bd9b-94cf-4088-b4ce-e68f35bd2d63,Active,Frank Robertson,Finance,2024-05-23,2024-07-27,Early although camera training century suddenly.,Medium,16,88,False
905ad28d-2d0a-4939-8d04-65f0d4c8dba2,Active,Katherine Wood,Finance,2024-07-14,2025-02-27,Indicate consumer receive.,Medium,18,65,False
cc1b0b2a-ee7a-42a8-8763-2f1f639dc293,Active,Samantha Decker,Finance,2024-02-28,2024-07-02,Evidence me few.,Medium,40,72,False
6658a036-0a3e-4d99-82ed-0fa1bc102fd8,Active,Thomas Lindsey,Finance,2024-09-08,2025-01-08,Rich early be election.,Medium,6,84,False
cf901801-6457-439f-a770-f4a18afd7b8f,Active,Maria Perez,Finance,2024-05-24,2024-12-15,Begin glass hospital again.,Medium,10,69,False
2b06532c-77a8-4f9b-835d-c7a4c8b6ee1c,Active,Katherine Walters,Finance,2023-11-17,2024-11-11,Cost will kind stuff rule figure team establish.,Medium,19,89,False
1e5e85d1-cac2-4ea8-8c0f-733c2e6cd2f4,Active,Eric Johnson,Finance,2024-03-27,2024-05-24,Pretty light save clear one next structure.,Medium,48,69,False
20a0e17b-eefb-4c47-b7ee-d09edf56ada8,Active,Lori Castro,Finance,2024-02-10,2024-12-18,Run offer water end area.,Medium,62,67,False
2c135fe1-164d-4a1e-9057-b494a8d567d8,Active,Daniel Joseph PhD,Finance,2024-10-12,2025-03-21,Stage sea us speech.,Medium,20,85,False
62dfe7af-34c0-4894-aac1-96b465f180fd,Active,Maria Lyons,Finance,2024-02-11,2024-11-04,Short name range.,Medium,21,79,False
e206648e-9c66-4f3d-bd4d-9a9e5b73953c,Active,Cory Bryan,Finance,2024-09-24,2025-01-07,Quality director receive day structure response.,Medium,69,71,False
21bdcb7f-49b8-45d0-bcf0-2a31a15ae28d,Active,Derek Wright,Finance,2023-12-01,2024-12-06,Us away choose economy.,Medium,59,75,False
2cab721e-1738-4884-a9ad-09722985a66a,Active,Ethan Kim,Finance,2024-08-29,2025-01-05,Standard local thousand reduce dark.,Medium,10,82,False
0b184194-6d16-4de4-9039-5b82cbc89945,Active,Amanda Gibson,Finance,2024-02-17,2024-10-08,Law conference know detail challenge likely.,Medium,13,62,False
23c4f3d6-97c0-4ba2-9605-c7b5a3ceec81,Active,Joseph Watkins,Finance,2023-12-22,2024-01-02,Agency general campaign continue fund area plant.,Medium,3,84,False
3097658a-5cd3-4979-be36-e5f3a3b3844c,Active,Natalie Morris,Finance,2023-12-27,2024-03-02,Base across return.,Medium,66,87,False
f20c16f9-e787-46fe-9937-48612d4a0c26,Active,Sean Webb,Finance,2024-04-22,2024-07-07,Blue pull quality meeting.,Medium,18,79,False
b9eaa750-9c33-4ae4-9047-c5b5b9744806,Active,Rachel Meyers,Finance,2024-03-06,2024-12-09,During walk charge site statement human guy.,Medium,51,60,False
1bd75971-19af-4ed4-87d4-3868e8e28030,Active,Dustin Day,Finance,2024-03-12,2024-09-03,Mission a everything.,Medium,2,67,False
a6d35836-1fb7-497a-8518-84b5c739d695,Active,Xavier Maldonado,Finance,2024-10-20,2025-04-21,Arrive individual near future responsibility follow.,Medium,30,77,False
715761f0-e831-41d6-a8f9-c6dbf0d544d4,Active,Lisa Hicks,Finance,2024-03-06,2025-03-15,Middle try sport work.,Medium,76,80,False
91927d0c-8636-4be6-ac8e-0d51c2320cf4,Active,Christina Greer,Finance,2024-07-05,2024-12-28,Town class week unit.,Medium,56,63,False
84305047-df04-4406-a7e5-23ff394fc24a,Active,Nicholas Cantu,Finance,2024-07-05,2025-02-19,Sing relate man.,Low,90,76,True
476ee340-1055-41ea-be8a-9e57a10bd4eb,Active,Jerry Higgins,Finance,2023-12-20,2025-01-21,She writer suddenly yes coach during building.,Low,66,62,True
3eea9ba4-c8e0-4910-8125-82856a5d03ca,Active,Stephen Hurst,Finance,2024-08-30,2025-04-12,Significant method interesting machine important stuff mouth.,Low,77,76,True
331581fc-ba8d-48ae-9f7d-10d935587557,Active,Christina Hernandez,Finance,2024-06-30,2024-09-20,One garden state speech message wide son.,Low,52,78,False
78f885a8-cf40-4bbe-b9a1-e1ad419dff10,Active,Hannah Miller,Finance,2024-03-16,2024-10-26,Use part guess hand space.,Low,29,66,False
a2e3cd70-2273-46be-859a-e975069f2c95,Active,Andrew Case,Finance,2024-06-11,2025-01-05,Marriage result ground possible your picture color.,Low,58,65,False
e8f9d7fe-f8e3-44b7-a41d-07b7611e7103,Active,Gregory Anderson,Finance,2024-01-18,2025-03-13,Expect talk continue middle.,Low,50,66,False
af57e883-aff9-41ac-95b5-8d142a93501a,Active,Lynn Turner,Finance,2024-01-30,2025-03-11,Include south responsibility plan sell rather.,Low,48,82,False
d51be4a7-cb54-4a84-8f84-9179a7d2a7af,Active,Megan Kelley,Finance,2024-06-21,2025-03-20,Low bed save.,Low,34,78,False
6ea100cd-a42f-424c-9502-86bdaf0f6cc9,Active,Steven Woods,Finance,2023-10-31,2025-03-05,Hit easy plant exist forward response reach.,Low,10,74,False
f86f97af-c720-4302-b77d-8a8f8d3f2c69,Active,Chase Mathis,Finance,2024-03-30,2025-03-29,Seat me produce head they.,Low,76,80,False
83510c6d-6b49-4889-a588-4dd2af3ad72f,Active,Matthew Oliver,Finance,2024-02-09,2024-10-01,Left child employee avoid set.,Low,33,79,False
aa7b9713-f100-4319-8cba-00a39d5bc391,Active,Karen Garrison,Finance,2024-04-24,2025-03-21,During least bill single statement.,Low,15,60,False
f875ee7a-dc66-4e52-a46f-e9e9f99563e9,Active,Lynn Ford,Finance,2024-04-26,2024-11-21,Vote fall statement return join drive address.,Low,11,63,False
9bed891e-aaf4-4f6d-815d-cd2c4702ee50,Active,Kenneth Gonzalez,Finance,2024-09-28,2024-10-25,Positive region similar main bit chair nation.,Low,51,64,False
877bfaa0-6b78-4edf-8ef0-f42872f4cb3f,Active,Tamara Hampton,Finance,2023-10-30,2024-02-04,Show imagine firm whole fund.,Low,33,70,False
89dc3db2-33e6-406f-a220-0056ad9228c1,Active,Susan Valdez,Finance,2023-11-19,2024-10-05,Six school true record.,Low,23,75,False
8f51c598-5927-42b2-89b0-4d6cb3fe776a,Active,Tanner Brown,Finance,2024-08-06,2025-03-06,Parent them pick hear area doctor also center.,Low,80,89,False
d8738f6f-16c6-4e23-86ef-62dfceb3c71a,Active,Caitlin Frye,Finance,2024-03-06,2024-05-02,Bag close candidate charge partner field economic.,Low,18,90,False
82ece780-d459-4b4c-8e4c-8fc02f3709ab,Active,Jeffrey Jones,Finance,2024-09-29,2024-11-20,Without here when hand interview throughout organization.,Low,58,69,False
320d758c-21a0-41e4-ac3f-b9bed8c0cada,Active,Kelli Walter,Finance,2024-05-15,2024-07-20,Rise American product work president effect gun.,Low,2,83,False
031ab44c-9b5d-47d6-98ea-61ec9a45aebc,Active,Angela Wood,Finance,2024-09-06,2024-10-16,Alone program clear chance particularly charge seek.,Low,48,66,False
75028822-d99c-4ea7-85d4-e8e2b5ef5ac7,Active,Jonathan Wallace,Finance,2024-01-14,2024-08-19,Exist six describe hope three matter.,Low,15,60,False
b2dc3f8f-c505-462a-819c-5fcbe72bf966,Active,Jason Grant,Finance,2024-07-10,2025-01-02,Continue into term shoulder already eat than.,Low,40,65,False
57a6082d-cc7f-428a-bb6b-4b040f236117,Active,Laura Nixon,Finance,2024-01-08,2024-10-20,Administration safe image claim billion.,Low,31,82,False
d86a0eff-8be5-4537-abd5-82a33d009690,Active,Cynthia Dunn,Finance,2024-10-05,2024-10-21,Add much food all.,Low,43,89,False
e6504bb7-9b5d-45fb-9bc6-d4ed9cd62d9d,Active,Ruben Ortega,Finance,2024-08-08,2025-02-07,Popular indeed finally act team attorney.,Low,4,66,False
2c931d52-0e92-4e7b-9602-9c79954d6712,Active,John Gardner,Finance,2024-05-04,2025-03-07,Listen concern put sense fish view form girl.,Low,21,74,False
35c518c2-1c36-4dac-9746-90df403a8d90,Active,Megan Jimenez,Finance,2024-01-24,2024-04-28,Environmental model miss not discuss next director trip.,Low,23,86,False
ad3bf2c9-0a8c-4600-b0e5-649246a3b152,Active,Barbara Cervantes,Finance,2023-12-01,2024-10-27,Against hope they space.,Low,4,71,False
c9822a09-73d2-47d0-a376-ec46a07671ec,Active,Kelsey Baker,Finance,2024-06-26,2025-01-03,Stuff although hour sign artist hotel even.,Low,45,90,False
3175af04-9414-4a85-b5ab-01e2c2b558ee,Active,Erica Garcia DDS,Marketing,2024-06-11,2024-07-20,Note assume government maintain also.,Critical,90,81,True
7544fd3b-1d2b-4673-99dd-8967c08c9563,Active,Sean Vega,Marketing,2024-10-01,2024-12-17,From know memory market.,Critical,96,76,True
2068e7db-6518-43bb-b88a-0038610d275a,Active,Steven Lamb,Marketing,2024-09-20,2024-10-18,Others provide political even store score body accept.,Critical,100,89,True
204fe40a-ed8b-4def-892a-c056e4105d8f,Active,Katie Martinez,Marketing,2024-03-25,2025-01-11,Stock bed such trial.,Critical,99,83,True
ba23a2a4-ec39-4984-8991-328aa94c5c8f,Active,Dana Johns,Marketing,2024-06-23,2024-12-21,Day field true religious professor Mr customer.,Critical,85,68,True
c67a2b43-27d9-4b58-a0ef-a743e3e54f3c,Active,Paul Porter,Marketing,2023-11-27,2025-01-15,Speech all place of break.,Critical,21,69,False
41fdb90d-b33d-4603-998a-716232b2a143,Active,Tiffany Henry,Marketing,2024-09-20,2025-02-10,Nor degree cause truth.,Critical,51,70,False
ab246181-d85e-4116-9067-fef36ef26798,Active,Autumn Johnson,Marketing,2023-11-28,2024-01-28,Thus of such whether respond court agency.,Critical,23,90,False
0a71f865-2eac-4436-a951-6a47da41226d,Active,Miguel Rivera,Marketing,2024-08-22,2024-10-31,Today trouble challenge under.,Critical,50,65,False
4c5d8f64-f552-4d7f-a168-d51f79d00e3d,Active,Jon Scott,Marketing,2024-10-08,2025-02-21,Full popular but me us government.,Critical,29,75,False
de3cbf8a-c0ca-4795-a8c4-345877f65e68,Active,Jerry Klein,Marketing,2024-03-13,2025-02-28,Stage several institution kid.,Critical,8,82,False
af89276a-4c2f-4e50-af6a-13fe60069bf5,Active,Adrian Murphy,Marketing,2024-05-16,2024-05-22,Rest set government professional answer.,Critical,76,78,False
074a3644-f22c-4e4f-b888-d356b8e1e63c,Active,Tina Craig,Marketing,2023-12-03,2025-02-12,Within clearly plant to.,Critical,61,64,False
b3f36862-9444-4417-80c2-a9e9fe3be93f,Active,Daniel Krueger,Marketing,2024-03-28,2025-02-13,Author strong bill clear idea tend.,Critical,32,84,False
e0194830-a249-44f7-b913-ad88334df60f,Active,Jeffrey Miller,Marketing,2024-08-10,2025-03-19,Analysis return fast Congress suggest image.,Critical,49,87,False
8fea76e0-dea9-4523-a84f-464321a4d798,Active,Drew Morales,Marketing,2024-04-12,2025-03-27,How property meet audience bit open wind toward.,Critical,28,72,False
45cc3002-e33e-47ba-8a9c-955825771242,Active,Robert Alvarado,Marketing,2024-08-29,2024-11-22,Traditional within prove raise unit way huge new.,Critical,11,64,False
9b089358-cdd0-4f35-928c-37090efc50df,Active,Joan Atkinson,Marketing,2024-02-02,2024-10-10,Growth fill risk future indeed leave structure result.,Critical,43,75,False
ab940842-332b-4ea7-86dd-f3da1ed65deb,Active,Jody Hooper,Marketing,2024-05-28,2025-01-14,Natural learn next friend.,Critical,14,60,False
d92a8b8a-6fcb-476b-838e-75642a41409d,Active,Joseph Shaw,Marketing,2024-04-23,2025-01-18,Either must soldier appear up debate.,Critical,57,80,False
f2c07c8a-f9b8-417c-b63c-cdf856a6c408,Active,Fred Rice,Marketing,2024-06-17,2024-11-05,Night second what glass investment law response.,Critical,66,69,False
862ac95a-3873-4ba8-bc17-6498882645fb,Active,William Li,Marketing,2024-10-02,2025-04-13,Again join feeling reason two window.,Critical,47,67,False
bb7dc9ef-27d1-43df-b374-5e5ce2263605,Active,Natalie Jackson DVM,Marketing,2024-08-06,2024-11-23,Pass rock capital red.,Critical,6,70,False
b139d724-96c4-4e59-afef-2008ff3b81a2,Active,Reginald Shelton,Marketing,2023-11-24,2024-01-14,Reflect weight why quite Democrat start.,Critical,79,86,False
d8ab099e-f254-4f49-b2e2-3480c1db533f,Active,Ryan Johnson,Marketing,2024-02-24,2025-04-10,Huge remain option not community standard.,Critical,40,60,False
508ee4cc-38a9-45da-b0d2-80ed26cd55fa,Active,Mitchell Jackson,Marketing,2024-07-06,2024-10-05,Hear against standard require staff land.,High,80,66,True
d98c1f32-f0d5-4b94-b8e4-75ef370a6241,Active,Julia Estrada,Marketing,2023-12-05,2023-12-21,Thank language with under like.,High,87,87,True
e372f5c2-96e7-40a0-a492-51a7344c265e,Active,Christine Austin,Marketing,2024-01-09,2024-07-29,Reason read manage.,High,90,84,True
acc6f28c-7956-4431-b2bc-f12f9e9c38e4,Active,Steven Lozano,Marketing,2024-04-08,2024-09-23,Down control spend someone up tell pull.,High,96,76,True
b8eea0fe-f798-4599-b35f-1873dfb72140,Active,Carol Mccarty,Marketing,2024-08-28,2024-12-06,Mrs baby moment agreement dream believe rest.,High,82,77,True
da970570-1f0e-48ce-b474-a718cd1538ec,Active,Sue Harris,Marketing,2024-01-07,2025-03-14,Board might several vote thus field myself.,High,91,77,True
a2d4d44b-c458-493e-864a-360b66fe652b,Active,Whitney Potter,Marketing,2024-03-10,2024-04-21,Discover program sort drive structure response must.,High,90,64,True
77703d21-369f-4640-aaf6-00c944bdbde2,Active,Monica Duran,Marketing,2024-10-29,2025-04-16,Despite military mean market issue quality.,High,20,82,False
4c8eb12a-0b0e-40a2-94ce-da9ab3e0d8f1,Active,Dale Petersen,Marketing,2024-08-11,2025-01-03,A size see letter.,High,5,74,False
c2fe0ed0-ee88-4847-bcd6-c75584bbcf96,Active,Tony Walker,Marketing,2024-01-23,2024-11-22,Control everything eat ok degree fine site none.,High,50,80,False
a8923ab9-5af7-4df8-8656-975f5e2f398e,Active,Erin Wolf,Marketing,2023-12-17,2024-01-03,Interest base manage receive purpose.,High,21,77,False
ab7e8b5f-acf5-44a2-9ed1-049a09779ce1,Active,Kenneth Burke,Marketing,2024-05-29,2024-11-05,Stage smile take strong just kind past tree.,High,12,65,False
da12cb65-283d-4657-acbf-c973c7274177,Active,Angela Williams,Marketing,2024-02-15,2024-04-13,Great past produce.,High,27,87,False
90081ff9-82fc-4e4c-bc6a-4c891f9a02e7,Active,Kimberly Huang,Marketing,2024-09-27,2025-02-14,Dinner music behavior own often modern hard.,High,20,89,False
e348ed51-7d14-4936-be73-1a793892f862,Active,Amber Gonzalez,Marketing,2024-07-02,2024-08-03,Wall ten recognize success financial.,High,5,86,False
2a813e14-8aaa-46e5-b5d1-f1f4a6c2fc0b,Active,Lori Chandler,Marketing,2024-05-23,2024-12-25,Evidence manage sign own former policy peace wife.,High,14,80,False
31bd81cf-a077-4285-9549-0b2febb588e4,Active,Larry Washington,Marketing,2024-09-04,2024-09-11,Under thank best company five parent well.,High,49,71,False
e9acc960-dd8f-4999-8421-f106957f52ea,Active,David Singleton,Marketing,2024-03-29,2024-12-30,Would grow black though miss including shake.,High,69,75,False
45ede076-4b79-4044-aa01-bd4643f7682c,Active,Arthur Crawford,Marketing,2024-07-20,2024-09-02,Assume yes best bag.,High,2,60,False
3a1cb8ad-1deb-43c9-9745-9b390576b99e,Active,Darren Klein DVM,Marketing,2024-03-07,2024-12-07,Recognize concern end.,High,44,69,False
3e4e2382-e638-469e-8083-e1b47215e41d,Active,Katherine Cabrera,Marketing,2024-01-13,2024-04-18,Fine doctor need speak conference report expert.,High,13,79,False
0231bc5c-e2a0-42b5-b8d3-87d7eb2e1d09,Active,Jared Payne,Marketing,2023-12-27,2025-03-04,Commercial mind choose lay cold.,High,85,86,False
4f697a95-98ce-4298-b1f0-f33426642004,Active,Amanda Williams,Marketing,2024-01-14,2024-06-24,At old hour policy region particular some.,High,16,66,False
5996ee9a-f45f-4a43-bd90-67e370d7b719,Active,Lucas Kelley,Marketing,2024-08-08,2024-12-23,Night term official image case.,High,41,66,False
d9551d19-3058-40d5-8946-3a5ff1b71761,Active,Zachary Hendrix,Marketing,2024-03-24,2024-07-17,Picture some theory eye rule bring that.,High,38,74,False
0af2fa21-842c-4d0c-a81b-d487d0ded215,Active,Michael Russell,Marketing,2023-12-17,2025-01-04,As me discover and term cell activity.,High,0,79,False
8a3e79cc-99f8-4b07-8842-8ac0e884c8e7,Active,Scott Mcneil,Marketing,2024-05-03,2024-09-28,Remember region decade.,High,36,89,False
5a8382e1-c734-4467-8ffa-86ff7965c9e9,Active,Brandy Barnes,Marketing,2023-11-24,2024-12-30,Impact discuss sell section teach have.,High,8,86,False
4c2f36c1-b028-447d-ad8f-ae887688bc09,Active,Mr. Tyler Martin,Marketing,2024-09-25,2024-10-14,List least successful choice not bad.,High,18,68,False
e4855908-df1c-477e-9334-e82c228f0926,Active,Nathaniel Cortez,Marketing,2024-01-08,2025-02-13,Democrat place official human standard within unit.,High,29,68,False
49e1e32f-7f0c-49d5-a8d8-38ff8e2cdefa,Active,Ashley Schmidt,Marketing,2024-07-30,2024-08-14,Create since trial risk after interesting still tend.,High,61,65,False
b693f70f-3ba0-4ffe-9e9e-a0133c024994,Active,Matthew Freeman,Marketing,2023-11-09,2024-10-13,Artist fight along cost trouble.,High,46,62,False
b9eddc7c-e58c-48f7-a3e0-6e6288229859,Active,Johnathan Archer,Marketing,2024-07-21,2024-11-27,Arrive develop mean require local that.,High,10,78,False
8560b7d7-5679-41a1-92dd-552cc0c42969,Active,Summer Jimenez,Marketing,2024-07-09,2024-11-02,Its job police prepare feel.,High,54,66,False
8f013785-9cbf-404f-afcc-7d67e416906a,Active,Michelle Brown,Marketing,2024-06-21,2024-10-23,Actually lawyer woman doctor once wife.,High,38,64,False
1a850447-cbb8-4676-bf3b-28c9934ffbc2,Active,Nicole Bailey,Marketing,2024-03-19,2025-04-10,Prepare far thank cultural a wall quality.,High,47,80,False
0fb29c21-33af-482a-b5e0-f6dc3e59fc74,Active,Lisa Wells,Marketing,2023-12-10,2024-12-18,Five board left seek police eight reason hotel.,High,58,62,False
88d6e04a-2f0f-4f0c-8806-f998266243c1,Active,Aaron Robles,Marketing,2024-07-12,2025-03-10,Huge once image wait personal.,High,26,89,False
d600e7e6-1c23-4069-896c-5e5ce14f2317,Active,Kathleen Harris,Marketing,2024-07-19,2025-01-24,Carry big which process money method build.,Medium,82,67,True
537d331b-16f7-4042-9786-c1e7a0c2b59d,Active,Edward Keith,Marketing,2024-09-23,2024-10-01,Care art detail each street.,Medium,94,66,True
ff0c24d5-91da-425b-bf96-ca1f7b326fbb,Active,Eric Fowler,Marketing,2024-09-02,2025-03-17,Blood compare else group rock.,Medium,85,73,True
cf11d05c-7997-4a3a-a5d5-65ee0bc43cfa,Active,Michelle Wood,Marketing,2024-04-03,2024-09-23,Environmental can kid thing.,Medium,85,63,True
98b25121-e369-48a9-85c2-f015ad0e91ab,Active,Isabel Brooks,Marketing,2024-06-13,2024-09-10,Then real PM professor type situation great.,Medium,71,71,True
6dfbaf4a-9062-4f67-89d7-c3f84f5a66df,Active,Robert Hartman,Marketing,2024-01-06,2024-06-06,Law value enter nature.,Medium,49,87,False
b5044751-a218-40cb-b1b9-fd5913bb57e4,Active,Charles Cannon,Marketing,2024-07-09,2024-09-04,Popular respond none seek inside business.,Medium,3,79,False
04239ad7-7619-4ded-9e37-a7c658ab86f1,Active,Jennifer Mcintyre,Marketing,2024-04-07,2024-12-31,Say the spring government entire million.,Medium,52,76,False
3e53bdc9-0481-4526-8da9-29375d26919e,Active,Richard Lee,Marketing,2024-07-12,2024-10-20,Popular second speak choose care law popular.,Medium,10,69,False
941257b2-a275-472a-9de3-a8bc4bd33ef4,Active,Michael Miller,Marketing,2024-03-08,2025-01-07,Station degree lot concern.,Medium,6,62,False
cf5e428e-18d8-4491-bba2-aec24ff57b35,Active,Julie Campbell,Marketing,2024-02-13,2024-10-16,Heavy check card act politics serious.,Medium,61,66,False
661cb427-5ee3-43de-8261-e6cce7264857,Active,Travis Riley,Marketing,2024-07-12,2024-11-13,Either reveal office wife letter wind sometimes computer.,Medium,31,80,False
bb30f384-7c77-4d0f-b665-ff5b00b82108,Active,Carly Miller,Marketing,2023-12-13,2024-11-18,Though after first address agree.,Medium,69,83,False
227b7674-6f7e-44a4-98df-87e19029081c,Active,James Campbell,Marketing,2024-08-14,2025-02-09,Smile push spring skill town.,Medium,50,73,False
c3f7efd6-b80d-41cb-834a-0ce736de2077,Active,William Burns,Marketing,2024-10-20,2025-03-09,Public response under thought to.,Medium,13,90,False
ad2c386e-578b-488e-812d-9231046beced,Active,Nicole Romero,Marketing,2024-02-24,2025-04-24,Sell almost cultural usually treat occur.,Medium,36,73,False
be2a9628-1edd-4efa-aead-3dbb2c277489,Active,Diana Mills,Marketing,2024-04-20,2024-10-22,Article total expect.,Medium,12,84,False
3ab67665-cacc-4834-9f0c-68cd9cc03c73,Active,Zachary Schneider,Marketing,2024-10-06,2025-03-09,Play management baby.,Medium,15,85,False
bcb8af7f-6ed8-44d3-a442-5b387547e685,Active,Jeff Johnson,Marketing,2023-12-06,2024-03-05,Across our painting possible public voice.,Medium,69,78,False
617595bf-cc23-470d-8ab0-b7f04ff3ceae,Active,Michelle Lopez,Marketing,2024-05-19,2025-01-22,Major minute many television better exist listen smile.,Medium,13,80,False
879496a0-311a-4522-a0b9-bb6eb60fe4fd,Active,Latasha Rivera,Marketing,2024-09-07,2025-01-08,Make whatever none no behavior major democratic.,Medium,42,61,False
c0499b4a-d335-4a8e-9cd5-c2eb07c9721c,Active,Shelly Zimmerman,Marketing,2024-09-21,2024-10-14,Spend since hair trial until individual western.,Medium,13,69,False
2e9e4f19-36a7-41e0-b69d-0d04f3c0fd53,Active,Elizabeth Mckay,Marketing,2024-09-25,2025-04-13,You carry worker kitchen candidate.,Medium,20,72,False
15e7e00a-71be-45e0-9d63-fad38cdbac87,Active,Ryan Johnson,Marketing,2023-12-23,2024-05-04,Method market doctor reach.,Medium,2,66,False
70d5821d-5903-4c0b-a3a6-bea6274671c6,Active,Andres Miller,Marketing,2024-02-19,2024-12-23,Reveal none art fire certain say million admit.,Medium,78,79,False
a7e14861-a3c5-4ea4-9dbd-fa03b6eac3ef,Active,Mr. David Campbell,Marketing,2023-11-23,2024-12-12,Fear idea likely during politics condition here PM.,Medium,26,87,False
2d549b16-431c-4fad-ba2b-d7088206c0f6,Active,Kenneth Salazar,Marketing,2024-08-31,2025-02-10,Partner entire least however early window peace.,Medium,67,86,False
2ab10f6b-be17-4640-9bec-972c49f8296e,Active,Kevin Hall,Marketing,2024-02-06,2024-07-09,Maintain expect door shake modern feel thing.,Medium,26,85,False
e4b5820d-924f-4c42-b132-19dd10bafd07,Active,Laura Herring,Marketing,2024-09-21,2025-03-05,Life interest because with.,Medium,56,88,False
22cd3dec-2572-4183-a284-63b755537b9f,Active,Gloria Dixon,Marketing,2024-01-16,2024-11-10,Near ground worry reveal.,Medium,30,60,False
2d2d6d51-dafb-475b-81a3-85f88bb12a6f,Active,Miranda Contreras,Marketing,2024-10-10,2025-03-14,Simple claim condition recognize ball.,Medium,52,81,False
8ef45ed9-cc49-4292-b5d7-7bbdb197daad,Active,Austin Fowler,Marketing,2024-09-21,2024-12-06,Back value everybody majority.,Medium,66,80,False
58f935f4-3c0a-415b-b54c-f8fb5acbc5fb,Active,Michelle Ward PhD,Marketing,2024-04-22,2024-12-16,Protect much where firm history plant person.,Medium,8,70,False
fae7213d-5f06-4422-88ee-18809cc8e906,Active,Peter Green,Marketing,2023-11-21,2023-12-27,Force they school degree conference off.,Medium,28,66,False
621185c4-6c43-4c08-988a-51a37d73523f,Active,Mrs. Chelsea Thompson,Marketing,2024-08-31,2024-09-17,Make by walk deal truth.,Medium,42,73,False
d61a7377-72f3-4dde-97ef-9f4d4988a572,Active,Robin Rice,Marketing,2024-07-06,2024-10-08,Follow material book imagine.,Medium,37,62,False
7bb73cbd-0079-4e40-a322-cae04a84dbb6,Active,Marc Rangel,Marketing,2024-02-28,2024-07-21,Laugh born ask college likely would thus.,Medium,78,85,False
5381d71f-d176-46d6-8f41-946b49f2eeff,Active,Susan Heath,Marketing,2024-04-11,2024-10-12,Level section beyond anything machine.,Medium,65,69,False
4168340c-a015-45d1-808c-a21c47705cfe,Active,Katherine Thompson,Marketing,2024-02-09,2024-07-10,Remain she shake although state why.,Low,87,75,True
5199acd2-f8e5-41f1-927f-f86fc8fc3859,Active,Edward Baker MD,Marketing,2024-02-27,2025-04-06,Enter former seven instead.,Low,96,83,True
3332b846-871e-475c-9518-47df757dd338,Active,William Knox,Marketing,2024-03-29,2024-04-19,List control respond at admit two finally.,Low,10,70,False
1fc27f5d-a69b-4a18-b681-442900aa13d4,Active,Brian Lopez,Marketing,2024-06-02,2025-02-02,Operation success still policy.,Low,28,69,False
332e6db9-e808-4ddc-8d8c-e525df074055,Active,Samuel Ramirez,Marketing,2024-08-23,2024-09-11,Rate space draw sort management beat food.,Low,26,89,False
50179c2d-9c28-4c22-88b5-131c9c234d05,Active,Larry Smith,Marketing,2024-01-23,2024-12-18,Realize Congress else like return born each table.,Low,31,71,False
d44397d9-b0e5-40bc-9ad4-90d65308e116,Active,Raymond Fowler,Marketing,2024-06-03,2024-12-27,Whose raise appear game drug including weight.,Low,19,88,False
be1cc855-4e4f-47ec-adca-a7ea1d4c08ac,Active,Olivia Boone,Marketing,2024-01-30,2024-08-08,Reduce with play course.,Low,39,77,False
