goal_id,state,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,category,goal_met
451b3595-8ae3-4862-9474-616c15fb527e,In Progress,Paul Craig,HR,2024-08-26,2024-11-21,This goal involves collaborate efforts across multiple departments.,Critical,72.99,80.8,Revenue Growth,False
4e77566a-4848-408b-bbca-1d6252d6f240,Closed,Danny Burgess,Marketing,2024-08-03,2024-10-05,This goal involves partnership efforts across multiple departments.,Critical,62.88,73.31,Customer Satisfaction,False
1a9a1776-a067-43b1-b2f0-f80432c6a11e,Closed,Michelle Butler,HR,2024-04-25,2024-09-15,Loss offer star cover my million thought.,Medium,99.13,74.78,Customer Satisfaction,True
595f6e66-81ca-48b1-b74b-fff7381c921b,In Progress,Patricia Zimmerman,HR,2023-12-29,2024-05-01,Stock no build international benefit.,Medium,62.86,85.56,Efficiency,False
32f027b3-5681-45e2-9d98-2754d016e7f5,In Progress,Allen Padilla,HR,2023-11-01,2024-01-21,This goal involves cross-departmental efforts across multiple departments.,Critical,61.39,81.09,Employee Satisfaction,False
f4b15df0-dff5-464d-9e62-73ff85f35226,Open,Deborah Skinner,Marketing,2023-11-26,2024-01-16,Return authority report financial blood create different.,High,98.86,78.75,Employee Satisfaction,True
9a0b0419-2398-4fa5-b2d1-33dab22004e8,Open,Raymond Roberson,IT,2024-06-27,2024-10-24,Thus scene significant social building all.,High,51.45,77.72,Revenue Growth,False
b374ea17-27fb-4eea-88fb-30a75995712b,Open,Megan Rivers,Finance,2024-09-30,2025-01-19,Cause process lot even writer exactly hair.,Low,53.66,72.75,Revenue Growth,False
99ea6081-47b4-4490-b4c6-82c93984bc6e,In Progress,Stephen Hall,HR,2024-08-10,2025-01-07,This goal involves integration efforts across multiple departments.,Critical,100.0,62.99,Cost Reduction,True
8faca413-2dfd-4e9c-af4c-c0e4fdadb110,In Progress,Tiffany Mcneil,Finance,2024-06-30,2024-10-11,This goal involves partnership efforts across multiple departments.,Critical,64.52,62.22,Cost Reduction,True
29c9fa77-252b-4481-bd94-24b54d9a49e8,Open,Patricia Berry,Operations,2024-03-24,2024-09-17,Structure rich their tonight accept project dog.,Critical,54.09,64.81,Cost Reduction,False
53b5e480-bdb1-42d5-bd5f-2d4bbd7d6e93,Closed,Samuel Torres,Finance,2024-03-28,2024-09-08,Away near ability set affect know hot.,Critical,66.5,89.77,Revenue Growth,False
0063faae-7dc3-4b99-b170-5ff73722fc0f,In Progress,Julie Robinson,IT,2024-08-09,2024-09-19,This goal involves collaborate efforts across multiple departments.,Low,86.54,71.35,Efficiency,True
ab766188-ddc1-49e5-9de3-1b71ffccac6a,Open,James Brown,Operations,2024-06-26,2024-10-19,A director recently character.,High,64.79,76.61,Cost Reduction,False
58e1e2ae-e910-4081-ba97-472453a2f55d,Closed,Ryan Gonzales,IT,2024-02-21,2024-05-07,Particularly loss system such later page few.,Critical,50.7,75.87,Employee Satisfaction,False
2d912ad3-de3d-4a60-ae5a-39a95709704b,Open,Jennifer Allen,Finance,2024-05-22,2024-09-09,In close big soldier.,Medium,61.35,75.07,Revenue Growth,False
18c07601-1054-4d40-be43-5384ed4b29c4,Open,John Cummings,Marketing,2024-02-18,2024-06-18,Table performance sign.,Critical,61.35,85.99,Revenue Growth,False
e62398cf-0fb0-439e-aee1-8c7a90e91819,In Progress,Jennifer Jackson,IT,2024-01-13,2024-05-20,Common share specific personal.,Critical,55.59,75.95,Cost Reduction,False
432ecdf0-6785-489e-a527-7f190eb1bc68,Open,Thomas Morgan,IT,2023-12-18,2024-02-06,This goal involves integration efforts across multiple departments.,Low,93.51,61.6,Cost Reduction,True
4f77474b-4d47-4bf6-9420-f1d34d1d7877,Closed,Connie Wells,IT,2024-10-09,2024-12-20,This goal involves integration efforts across multiple departments.,High,70.91,78.7,Efficiency,False
caf9984b-df5f-4d45-b236-3dd18915e8a3,Open,Alexandra Chambers,Finance,2024-01-20,2024-06-01,Majority everything must various budget.,Low,54.77,62.86,Cost Reduction,False
197521bc-a14d-4074-9566-41f6914a61a8,In Progress,Stacie Snyder,Finance,2024-04-17,2024-06-18,Power level with use.,Medium,88.68,71.34,Cost Reduction,True
1fd1b004-8310-4f22-aa43-baaad1adae4e,Closed,Nicole Harris,IT,2023-11-24,2024-03-27,Evening become follow attention.,Medium,88.77,67.96,Cost Reduction,True
f256fc32-8c8f-4a63-85a5-bcf04c1abb27,Open,Cassandra Snyder,Finance,2024-01-18,2024-02-23,Evidence where political station firm political choose fear.,High,53.97,75.24,Employee Satisfaction,False
ecd75a1b-42e4-4322-a988-05bd916fe67e,In Progress,Kenneth Thompson,HR,2024-09-06,2024-12-18,This goal involves joint efforts across multiple departments.,Low,74.34,79.04,Efficiency,False
c2351946-2e6a-4b9f-8cbc-ac4a355201ad,Open,Adam Hall,Marketing,2024-03-20,2024-07-16,This goal involves integration efforts across multiple departments.,Medium,80.66,84.24,Efficiency,False
10322d93-81f9-4503-b1f4-78dda85ec15e,In Progress,Kyle Paul,Operations,2024-08-11,2024-11-06,This goal involves cross-departmental efforts across multiple departments.,High,90.77,71.08,Cost Reduction,True
d9a8c869-8a76-4042-ae39-533d448cb00e,Closed,Mrs. Renee Parker,HR,2023-11-21,2024-01-12,Tough understand cell body although production.,High,55.41,68.22,Cost Reduction,False
c77e6d43-b37a-4660-ba8f-e122a00af305,Closed,Paige Curry,Finance,2024-10-27,2024-12-28,None PM production professional account build.,Medium,64.83,76.89,Revenue Growth,False
41fcb815-4373-4c46-9b37-4306e65c73b2,Closed,Christopher Riggs,Operations,2024-04-07,2024-06-22,Time stay appear husband suffer.,Critical,63.8,86.63,Employee Satisfaction,False
fabbc7d3-a759-4e30-a808-96f5f09414fa,In Progress,Angela Fox,HR,2024-08-03,2024-10-13,Bar particular enter onto.,Medium,69.37,77.9,Cost Reduction,False
6e679818-2911-496f-b4a0-d25682618d3d,In Progress,Ricardo Burns MD,HR,2024-06-21,2024-12-09,Particularly glass father hair tonight.,Medium,88.91,72.82,Cost Reduction,True
7e4a06cc-0c6c-4432-8e9c-f8a6fe0bb9cd,Closed,Tara Crawford,HR,2024-07-18,2024-09-29,Million serious improve information worker work.,Medium,67.55,81.27,Efficiency,False
fcba2d70-ffc5-43fa-8e76-e5dae75d9170,Open,Kevin Trevino,Finance,2024-07-11,2024-08-21,This goal involves joint efforts across multiple departments.,Medium,69.2,78.33,Revenue Growth,False
4262b498-22d8-45c5-b125-0ad96875d475,Closed,Kyle Taylor,Operations,2024-06-06,2024-09-18,This goal involves cross-departmental efforts across multiple departments.,High,57.88,71.46,Efficiency,False
a6290f5c-2649-4c16-aebb-f8a03f954ad3,In Progress,Kimberly Nguyen,IT,2023-12-10,2024-03-01,The skill party cup.,Critical,58.55,79.76,Cost Reduction,False
478b9b4a-8da7-4c70-80bb-27e26f8c9524,In Progress,Darren Jones,HR,2023-12-25,2024-04-27,This goal involves collaborate efforts across multiple departments.,Critical,57.9,74.96,Customer Satisfaction,False
472441d2-3b85-4118-9575-86ae18cbf505,In Progress,Michelle Ewing,Operations,2024-01-01,2024-05-17,This goal involves integration efforts across multiple departments.,Low,59.48,74.42,Cost Reduction,False
51eb9679-4028-4b3b-a812-996ab23674e9,Closed,Troy Mills,IT,2024-07-28,2025-01-01,This goal involves cross-departmental efforts across multiple departments.,High,63.08,89.33,Revenue Growth,False
4989e0e7-1f18-40d8-86f8-0aa8bfb73378,Open,Brandon Jordan,Marketing,2024-03-15,2024-08-18,From letter though talk.,Low,73.37,70.16,Customer Satisfaction,True
541a3097-0704-4e3e-a14e-6eed61c128a1,Open,Brittany Smith,Marketing,2024-04-08,2024-08-09,Various power fill.,High,57.69,73.89,Employee Satisfaction,False
bda50863-cfd7-4c57-bdf1-25c3bf7000f7,Open,David Roberts,IT,2024-08-25,2025-01-31,Set where support which might condition.,Medium,75.8,72.22,Cost Reduction,True
5abdad6c-5792-4954-8576-d698eac16d8e,Open,Sarah Mason,IT,2023-11-17,2024-03-21,Ask none Congress court.,High,57.12,73.98,Employee Satisfaction,False
667639a2-2d89-4fe8-84fc-fc20d6ba11b6,Closed,Jasmine Case,Finance,2023-11-07,2023-12-18,Half unit security marriage.,Medium,96.04,62.98,Cost Reduction,True
664686b6-e1fa-4aa2-bdcf-e0db82448907,Open,Judith Morgan,Marketing,2024-06-07,2024-09-26,Figure ask new PM chance.,Low,94.29,66.73,Cost Reduction,True
b80c8d32-6885-43b8-8310-ec26aa258342,Closed,Christopher Warren,IT,2024-01-22,2024-07-14,Mission throughout total you attack.,Low,91.51,79.6,Cost Reduction,True
d4891512-2a41-4752-9ab6-2a3edf2c271d,Closed,Jeffrey Jensen,Finance,2024-07-17,2024-12-15,Dream view serious structure under near around.,Medium,66.37,64.55,Cost Reduction,True
078b2930-3888-4376-b872-7ff72f254c5e,In Progress,Erika Boyd,HR,2023-12-06,2024-05-18,Take by all think.,Medium,84.13,83.61,Efficiency,True
558fc86e-f02f-498a-a702-cbc2f86943a8,Closed,Gregory Reynolds,Finance,2024-09-29,2024-12-16,This goal involves joint efforts across multiple departments.,High,78.23,75.5,Cost Reduction,True
a20207a5-e2d5-4f38-8b70-07ad50ddf9dd,Closed,Ashley Martinez,Finance,2024-08-09,2024-10-13,Structure inside concern central.,Medium,99.03,77.54,Customer Satisfaction,True
5caa0a7b-1aef-4ccb-bc39-c157a641951f,In Progress,Jason Johnson,Operations,2024-03-08,2024-07-03,Share animal tell technology office.,Medium,56.89,86.07,Customer Satisfaction,False
d76bb372-f1db-43e8-b4d8-d4730f7f8bc4,In Progress,Kelsey Golden,HR,2024-03-29,2024-06-30,Deep decision evidence natural.,High,64.4,75.42,Cost Reduction,False
281d53b7-bcab-4cbf-afc3-cd54597759aa,Closed,Tanya Black,IT,2024-05-21,2024-09-09,Far than feel though sound.,Medium,56.17,65.76,Cost Reduction,False
9179c317-7093-41b1-9c29-851e81ad3f90,Closed,Mr. Christopher Terrell PhD,IT,2024-07-14,2024-11-22,Save situation house feel military take.,Low,93.07,75.75,Employee Satisfaction,True
4d56920f-4079-4c8f-954c-906952c4b1fa,In Progress,Barbara Spencer,IT,2024-04-24,2024-07-28,Decide too wear center board develop.,High,55.77,81.24,Employee Satisfaction,False
4771b7cd-f5fb-4c0f-aa4b-a8e3ffbc1768,Open,Brian Holmes,Operations,2024-10-28,2025-04-26,Book thought why human building both read may.,Critical,68.2,64.66,Cost Reduction,True
233de4a3-27f2-4de7-bc42-d2d1355bdcde,In Progress,Kristin Bauer,IT,2024-04-21,2024-06-15,Nearly receive summer far those social generation cell.,Critical,58.59,73.16,Efficiency,False
8c263840-5369-4162-baf5-3b6960b83edb,In Progress,John Bennett,IT,2024-10-21,2025-01-10,This goal involves collaborate efforts across multiple departments.,High,64.44,71.79,Employee Satisfaction,False
50675b5f-b0ab-4e2c-ad82-001d45967a3a,Closed,Dalton Smith,Finance,2024-03-02,2024-05-15,Up note explain party can.,Low,95.06,76.72,Cost Reduction,True
d3b8eaef-4f33-454a-93dd-01a1ddd6e40d,Open,Jeffrey David,Marketing,2024-05-02,2024-06-10,This goal involves integration efforts across multiple departments.,Medium,98.24,79.78,Cost Reduction,True
a7c9f82f-2d2a-4de0-af52-ec857ed05168,Open,Scott Miller,Operations,2024-10-15,2025-03-13,Skin production study phone authority spring.,Low,92.39,72.97,Cost Reduction,True
0dbfb22c-3e8e-4b78-8e07-6aeda16a15f9,Open,Kiara Miller,Marketing,2024-05-23,2024-09-05,This goal involves cross-departmental efforts across multiple departments.,Medium,60.11,80.31,Customer Satisfaction,False
813b751f-b1c9-4f10-a370-1de8ec68dfbd,Open,Amy Wright,HR,2024-01-07,2024-06-07,This goal involves joint efforts across multiple departments.,High,61.32,65.34,Cost Reduction,False
5a231027-954e-4a3d-a6d5-7b31e7525478,Closed,Cory Fields,Finance,2024-10-29,2025-02-02,This goal involves collaborate efforts across multiple departments.,Medium,100.0,73.19,Efficiency,True
740f98ba-ddc4-46f4-bb2c-607cd8640505,Closed,Nicole Thomas,Marketing,2024-08-11,2024-10-10,Radio rock both necessary.,Low,94.34,89.15,Efficiency,True
e3d77910-c814-4b3f-842a-f56c1b84a7a0,In Progress,Andrew Osborn,Operations,2024-07-08,2024-11-10,Include south decide down scientist company investment.,Medium,79.12,73.28,Cost Reduction,True
80a9e68c-14dc-43b6-8fa1-37417d0df3b3,Open,Kayla Aguilar,Operations,2024-03-29,2024-05-18,Answer author on cover.,Medium,60.15,72.24,Customer Satisfaction,False
f5ceee48-098f-4848-a8cc-9682ca37c0ec,Closed,Matthew Miller,HR,2024-02-10,2024-08-04,Civil fight ask list area next nature.,Critical,66.92,83.61,Customer Satisfaction,False
bea087c9-c246-4593-98fb-425609c22d9e,In Progress,Christopher Richard,Finance,2024-06-04,2024-11-11,This goal involves cross-departmental efforts across multiple departments.,Critical,61.88,61.15,Cost Reduction,True
524db94e-6cfb-4190-80bf-ccd73ba474d5,Closed,Yvette Hines,Finance,2024-10-24,2025-03-04,This goal involves collaborate efforts across multiple departments.,Critical,78.97,66.89,Cost Reduction,True
a299bd38-1b6c-48ed-87d4-4ade2aebb294,Open,Valerie Sims,IT,2024-07-14,2024-08-21,This goal involves cross-departmental efforts across multiple departments.,Critical,69.82,77.83,Cost Reduction,False
1737381a-bf38-451e-8ffa-29aaaadee054,In Progress,John Cook,IT,2023-11-14,2024-01-03,Because lead well the consider argue.,Medium,53.03,76.96,Efficiency,False
bc51a484-6412-4402-9229-1f2007703737,Closed,Virginia King,IT,2024-04-19,2024-10-01,Note attorney whole up section common pretty.,Low,61.38,79.57,Cost Reduction,False
245fe689-db78-4641-9330-4c561b02a039,Closed,Candice Nelson,Operations,2023-11-04,2024-03-21,This goal involves integration efforts across multiple departments.,Low,100.0,73.77,Customer Satisfaction,True
b56c749f-a259-440a-8d85-3036d1898308,Open,Logan Harris,IT,2024-03-29,2024-05-02,Soldier election name agency note resource.,Critical,66.08,73.44,Cost Reduction,False
c6fe7d39-f54d-439d-bc3d-88b06d6b319b,Open,Larry Little,Finance,2024-05-25,2024-10-04,Newspaper continue various.,Medium,57.75,62.8,Cost Reduction,False
ac5f97d2-05dd-40fc-ac65-388a341d4261,Open,Edward Taylor,Operations,2024-01-28,2024-05-18,With shake perhaps for father trial three.,Medium,99.82,87.53,Customer Satisfaction,True
6d0aa1d9-8da4-4f2a-8969-f69a0e9fce72,Closed,Stephanie Burns,HR,2023-12-27,2024-05-10,Discover wait consumer affect red race.,Critical,64.54,78.23,Cost Reduction,False
152edfb9-1e03-470d-a6f9-8912abc11752,In Progress,Daniel English,Operations,2023-11-03,2024-04-07,International pull truth list energy general.,High,60.79,70.49,Cost Reduction,False
226e77c0-968a-4ad9-a8fe-87d311d45fcb,In Progress,Jacob Jackson,HR,2024-03-04,2024-06-18,Myself stuff line again forget mission.,Medium,57.79,66.01,Cost Reduction,False
f590d84d-098d-493e-b3b2-b51172244fd9,In Progress,Sandra Meyer,Finance,2024-07-27,2025-01-16,Collection debate single leg author job brother.,High,53.34,65.1,Cost Reduction,False
1abf842f-9707-403f-a67f-747c440f79b9,Open,Gavin Valdez,IT,2024-03-12,2024-07-14,This goal involves integration efforts across multiple departments.,Medium,78.57,72.1,Cost Reduction,True
3caddd5e-ce3e-4ead-8a88-519e5d9efae4,Closed,Sara Phelps,Operations,2024-01-16,2024-04-10,Better analysis tell.,Low,54.97,60.31,Cost Reduction,False
76b336fa-8fd4-44c4-9fea-aa6d5e76ecc9,Closed,Matthew Chen,Finance,2024-08-10,2025-01-09,Statement wish power.,Medium,82.9,74.79,Revenue Growth,True
7d9c2f1a-4a1d-4dae-b8e8-71cde450fc30,In Progress,Jacob Burton,IT,2023-12-09,2024-05-06,This goal involves partnership efforts across multiple departments.,High,74.12,79.32,Customer Satisfaction,False
247683fc-f5cd-4919-a114-bd1505629a57,In Progress,John Wallace,HR,2023-11-26,2024-03-29,Not similar employee serve newspaper leader.,Critical,52.95,60.32,Cost Reduction,False
08584aef-76af-40e0-8d12-47e6667846b8,Closed,Joanna Rhodes,Operations,2024-05-17,2024-09-30,This goal involves partnership efforts across multiple departments.,Critical,68.23,69.99,Cost Reduction,False
c16c4af9-e0d0-43ae-9005-bfae040c35ee,In Progress,Matthew Smith,IT,2024-09-22,2025-02-24,System environment few so eye health apply.,Medium,76.28,70.93,Cost Reduction,True
a5b26c7d-c70c-4c6b-911c-dccabe16fda5,Closed,Frederick Thompson,Finance,2023-12-04,2024-05-16,Fight western hundred.,Low,85.48,75.29,Cost Reduction,True
e7585862-78b0-4690-a048-4ad3845b27d1,Closed,Daniel Roberts,HR,2024-06-17,2024-08-03,Attack thus few ability foreign doctor.,Critical,64.91,82.36,Efficiency,False
7b599c8a-2da9-4e42-b3c1-6de0fbfdbe10,Closed,Jesus Cooper,IT,2024-10-02,2025-03-05,Own book major time rule price room.,Medium,88.14,74.44,Cost Reduction,True
e3c5e60d-59c9-46a2-a59a-c06a1072c57e,In Progress,Ashley Matthews,Finance,2023-11-20,2024-04-26,Chair hear range three make.,Medium,51.17,72.14,Employee Satisfaction,False
737184cb-341d-4915-8f51-42f15fe9dde0,Open,Anthony Mcguire,HR,2024-01-16,2024-04-04,Traditional energy large full use Mr growth.,High,61.11,71.58,Customer Satisfaction,False
3cea24b0-d299-4662-8fc9-11ff37f4fbef,In Progress,Patrick Guzman,Operations,2024-01-14,2024-04-15,Late whose company remain big very reduce.,High,69.8,83.07,Revenue Growth,False
0235f254-71d8-49a3-92e9-90ddad2c8b5e,Open,Christopher Fischer,Finance,2024-05-05,2024-09-15,This goal involves collaborate efforts across multiple departments.,Medium,63.85,61.65,Cost Reduction,True
f7a24dee-6ff1-4e28-8e85-67cfe9891a8d,In Progress,Jay Schultz,Operations,2024-09-08,2024-11-01,This goal involves partnership efforts across multiple departments.,Low,82.72,70.93,Revenue Growth,True
27909539-f387-4c59-9000-d563764b7f07,Closed,Joseph Hill,Operations,2024-09-15,2024-10-23,This goal involves joint efforts across multiple departments.,Low,99.82,75.05,Cost Reduction,True
62adbee5-0220-46e8-875b-f144ccbf043d,Open,Dakota Rowland,Marketing,2024-05-28,2024-08-07,Issue defense research with color shoulder class.,Medium,57.99,80.81,Customer Satisfaction,False
6997ba60-4cc1-4bd5-b4b3-767dae482e6e,Closed,Jessica Parker,HR,2023-11-13,2024-01-02,This goal involves cross-departmental efforts across multiple departments.,Low,96.82,71.52,Customer Satisfaction,True
ba7b285d-e270-4e3e-a6ac-1e93fdf9cedc,Closed,Jennifer Contreras,IT,2023-12-06,2024-03-28,Side election evidence five to one take.,High,61.4,67.12,Cost Reduction,False
6814b470-92bc-4bcb-b390-8aece3a14b70,In Progress,James Welch,HR,2024-05-02,2024-10-28,Similar fight language fast trade car argue.,Critical,51.99,84.26,Efficiency,False
3a169008-8e64-418c-a58e-13f37ef36057,Open,Gina Pace,IT,2024-01-29,2024-04-07,This goal involves collaborate efforts across multiple departments.,High,69.9,78.89,Employee Satisfaction,False
91909456-4fd4-4ad7-894a-14d609cad5de,Open,Tiffany Roberts,HR,2024-02-08,2024-06-27,Federal chair those art hour maybe.,Medium,70.14,67.08,Cost Reduction,True
ff524613-55f9-48f9-b4d1-6b663ed41d68,Closed,Kathy Goodman,Marketing,2024-06-06,2024-10-12,Time particularly subject thought goal behind choice.,High,66.07,71.19,Cost Reduction,False
68abd385-4bac-409a-a3d4-fedc78f129c9,Open,Sarah Walker,Operations,2024-06-20,2024-11-30,This goal involves integration efforts across multiple departments.,High,75.5,62.92,Cost Reduction,True
c744cc5e-9ee0-44c5-9423-cd7a05c7544b,In Progress,Russell Oneill,IT,2023-12-23,2024-02-10,Important sing then study wish hand.,Low,85.0,72.33,Cost Reduction,True
9fd7ea5d-835d-4885-ac96-7388b9052fe5,Open,Rebecca Guerrero,Marketing,2024-06-03,2024-07-04,High eye none black.,High,55.55,76.59,Revenue Growth,False
f9e90e70-1ee4-4170-aa4a-3b88be19d657,Closed,Eileen Reeves,Operations,2024-05-06,2024-07-09,Report cup mean because no during.,Medium,78.07,63.55,Cost Reduction,True
28acf1c5-27b7-474a-a237-d5ce0d7b24ea,In Progress,Elizabeth Benson,Marketing,2024-10-14,2025-03-18,Factor parent section data my task summer majority.,Medium,90.93,85.72,Revenue Growth,True
f0ae49a5-c0ba-42d0-bc13-312499bbe837,Closed,Keith Barnes,HR,2023-11-01,2024-04-18,This goal involves cross-departmental efforts across multiple departments.,Medium,66.49,64.19,Cost Reduction,True
a3c3cf07-8a2c-4af5-a716-55ba42f611a1,Open,Katherine Estrada,IT,2023-12-15,2024-05-20,This goal involves joint efforts across multiple departments.,High,61.49,75.78,Cost Reduction,False
1ff05457-5f3f-40a3-99d4-cdec52359fbd,In Progress,John Tran,Operations,2024-10-22,2025-03-03,Purpose person drug fill.,Low,99.08,70.74,Customer Satisfaction,True
28eb8a0c-7798-4663-b40c-65888a434bb6,Closed,Chad Curtis,Operations,2024-06-08,2024-07-29,Various board agency writer dinner different staff.,High,87.88,72.25,Cost Reduction,True
3db37a71-2b0d-4458-a85f-1465bee32bf0,Closed,Kayla Patterson,IT,2024-03-25,2024-07-17,This goal involves integration efforts across multiple departments.,High,100.0,84.94,Revenue Growth,True
08cd4e5f-1b6e-4a06-94c1-0b4666266a81,Open,William Nelson,IT,2024-04-17,2024-08-20,Pass power keep red scene upon.,Medium,67.71,66.9,Cost Reduction,True
c9db150b-f5fa-4ca7-b034-671cfcbfa1a8,Open,Olivia Baker,Marketing,2024-10-12,2025-02-25,Big off well cultural.,Critical,55.82,76.97,Revenue Growth,False
8721151c-8cde-4c6e-8621-e9679476c8fd,Open,Todd Abbott,Operations,2024-08-27,2025-01-27,Maybe class condition accept American.,Critical,50.28,61.34,Cost Reduction,False
b267aeff-eddc-4d15-8989-e071e3c1b773,Closed,Jennifer Shah,Finance,2024-03-30,2024-05-04,Kid energy miss service time.,Medium,92.2,89.68,Employee Satisfaction,True
5f9a05d2-7050-45d9-aec1-98a9d981441f,Open,Paul Anderson,Operations,2024-05-22,2024-07-31,Total institution work her Mr it.,High,53.28,72.6,Cost Reduction,False
c00d3e02-83ba-440f-824e-c9160383e596,Closed,Jeffrey Steele,IT,2024-02-07,2024-06-17,This goal involves partnership efforts across multiple departments.,Medium,75.05,60.09,Cost Reduction,True
33df15c8-3dae-4b07-8cda-ac9c5934bcfd,Closed,Abigail Williams,Finance,2024-03-01,2024-08-25,This goal involves integration efforts across multiple departments.,Low,95.03,62.28,Cost Reduction,True
1dc435ef-8102-4aa3-b8cf-f9ad875cad74,Closed,Gene Morris,Marketing,2024-01-28,2024-06-05,No week size it build no.,Medium,68.18,82.35,Customer Satisfaction,False
21cd8162-6e32-4811-919f-6552a0445dc3,Closed,Margaret Bell,Marketing,2023-12-29,2024-02-18,This goal involves collaborate efforts across multiple departments.,High,99.2,83.87,Efficiency,True
687240ea-bcbf-4678-81e3-0f5b70a10ff9,Open,Melissa Baker,Operations,2024-10-14,2025-02-19,Consider personal case old small drop.,High,54.09,78.61,Cost Reduction,False
a2057ca3-8bef-4f95-97d0-3298686dc137,Open,Mary Rodriguez,IT,2024-07-23,2024-11-03,Explain television also evening much.,High,67.5,67.18,Cost Reduction,True
1badb735-fa16-4b46-800b-c35a6ebaae20,Open,Denise Martin,HR,2024-07-05,2024-11-10,Memory similar there heavy.,Medium,65.38,78.31,Revenue Growth,False
777459d5-3117-4c24-85c9-109b89ba1d0c,In Progress,Kenneth Brown,HR,2024-02-07,2024-03-29,This goal involves collaborate efforts across multiple departments.,Medium,91.28,80.75,Customer Satisfaction,True
89b160d5-1104-4de3-a872-50df2e0c2586,Closed,Vicki Richards,IT,2023-11-19,2024-05-07,This goal involves partnership efforts across multiple departments.,Medium,69.47,77.34,Customer Satisfaction,False
3ba7da59-0896-4e41-b902-56783b1fc37c,Closed,Michael Reilly,IT,2024-07-26,2025-01-11,Seek class left.,High,58.7,64.95,Cost Reduction,False
a9064ee6-74a1-40d3-b73b-c5b3aa625a51,Open,Laura Mills,IT,2024-07-16,2024-10-21,Strategy write none forward.,Low,54.86,75.51,Cost Reduction,False
827d5dc8-fd34-4b1c-833f-3140037157be,Closed,Michael Olson,Operations,2024-05-03,2024-08-30,Group player cut our simply south party.,Medium,70.91,85.7,Revenue Growth,False
50b8efd4-e629-4173-9b24-075f3b96aef8,Open,Victoria Meadows MD,Operations,2024-06-21,2024-10-18,This goal involves integration efforts across multiple departments.,Medium,100.0,75.35,Customer Satisfaction,True
a1eda4bf-d66c-491e-a5d1-0a4397e7f003,Closed,Karen Ruiz,Finance,2024-01-09,2024-03-13,Issue process authority can simply.,Medium,53.47,87.34,Revenue Growth,False
b1fbb1d7-e284-4149-83e3-9310bb1d4415,Open,Joanna Jensen,HR,2024-05-02,2024-07-08,Program blue travel garden concern oil.,Low,61.43,79.79,Efficiency,False
5fc5dec6-b8c1-44d1-9618-ec2dfb6a555a,In Progress,Sylvia Ramos,IT,2024-02-27,2024-07-02,Thus entire reveal we meeting.,Medium,78.57,70.31,Cost Reduction,True
ef6a38e8-e8e8-4bbe-9e71-a79994c79ef7,In Progress,Stephanie Bullock,IT,2023-11-22,2024-04-24,Happen idea big lot test hit.,Critical,58.99,74.62,Cost Reduction,False
c79af1a5-f1b9-4664-b45e-9d849f1b5fe5,Closed,Michael Everett,Marketing,2024-09-28,2024-11-13,Personal last win spend special let.,High,56.42,79.89,Employee Satisfaction,False
358212f5-eef7-4375-a0ae-c99dd89635dc,In Progress,Dean Ross,Marketing,2023-12-25,2024-06-12,Of management eat day plant different.,Medium,84.44,83.65,Customer Satisfaction,True
1e7c7c85-0e7a-45d1-a08c-a15fa96bc053,Open,Alexandria Holland,IT,2024-02-26,2024-03-31,Because fly focus open until.,Low,83.38,79.16,Cost Reduction,True
6dee8b0f-2a1d-48d7-834f-077b56f0013e,Closed,Trevor Andersen,HR,2024-04-05,2024-07-21,This goal involves integration efforts across multiple departments.,Low,100.0,67.44,Cost Reduction,True
4217da9c-803e-443e-8ba9-6b109f424625,In Progress,Christina Waters,Marketing,2023-12-11,2024-03-09,This goal involves joint efforts across multiple departments.,Critical,60.13,62.65,Cost Reduction,False
e0b1e1ad-780d-496b-b78e-a0a6dad18ae9,Open,Jessica Taylor PhD,Finance,2024-01-10,2024-05-06,Carry report evening wide.,Low,82.37,71.42,Employee Satisfaction,True
4ed788f6-d81b-401f-ac14-64fd6b8f21e6,Closed,Robert Morrison,Finance,2024-03-24,2024-05-19,This goal involves joint efforts across multiple departments.,Low,83.17,73.54,Cost Reduction,True
c3d69e95-e430-4b7f-b85d-4827d7c48710,Closed,Dr. Hunter Davidson,HR,2024-07-19,2024-12-08,Song southern season wait score significant.,High,57.66,72.32,Cost Reduction,False
1e38cab0-752f-4ac5-a6f7-165b4ca815e3,Open,Tanya Williams,Finance,2024-02-06,2024-04-01,Their beat artist economic staff.,Critical,60.75,68.59,Cost Reduction,False
73573ac1-e9b0-4599-bfe7-b324ac7cb2f8,Open,Julia Snyder,Marketing,2023-11-24,2024-01-14,People need leave.,Medium,79.39,78.83,Cost Reduction,True
23d7a6bc-c068-4ba3-b5d7-202ce8f2a29f,Closed,Stacey Fitzpatrick,Marketing,2024-05-31,2024-08-21,Central reach bad everybody through study action.,Medium,97.05,71.09,Customer Satisfaction,True
5ed99a24-e4c9-4353-bb63-cfb1bd3c6a03,Open,Steven Brown,IT,2024-06-06,2024-10-12,Simple wide contain hard.,High,74.23,79.55,Cost Reduction,False
9fcb93ea-9878-48c4-9ee6-36bd2758aac1,In Progress,Kayla Romero,HR,2024-06-07,2024-10-14,Similar country if property also.,Medium,74.1,85.25,Revenue Growth,False
808757bc-6463-43c0-bcc7-105fbf63bdf7,Open,William Romero,Finance,2024-08-01,2025-01-28,This goal involves collaborate efforts across multiple departments.,High,62.28,67.96,Cost Reduction,False
