sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
admin,INC0000000129,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-04-10 12:43:00,2023-04-13 17:07:30.152996380,2023-04-13 17:07:30.152996380,Unable to access company's internal network,Network,2 - High,Network
admin,INC0000000130,Fred Luddy,Resolved,Don Goodliffe,Beth Anglin,2023-04-11 03:16:00,2023-04-19 03:24:16.022758517,2023-04-19 03:24:16.022758517,Database connection issue,Database,2 - High,Database
system,INC0000000131,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2023-04-12 05:21:00,2023-04-19 21:18:49.820771458,2023-04-19 21:18:49.820771458,Unable to connect to office VPN,Network,2 - High,Network
admin,INC0000000132,Fred Luddy,Closed,David Loo,Howard Johnson,2023-04-12 19:57:00,2023-04-26 20:39:45.381954605,2023-04-26 20:39:45.381954605,Server down in room 305,Hardware,1 - Critical,Network
admin,INC0000000133,Beth Anglin,Closed,David Loo,Charlie Whitherspoon,2023-04-14 17:02:00,2023-04-24 09:10:40.588367842,2023-04-24 09:10:40.588367842,Unable to access internal tools,Service Desk,3 - Moderate,Network
admin,INC0000000134,Beth Anglin,Closed,Bud Richman,Luke Wilson,2023-04-15 21:17:00,2023-04-23 07:22:26.932715230,2023-04-23 07:22:26.932715230,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000135,Howard Johnson,Closed,David Loo,Fred Luddy,2023-04-18 19:59:00,2023-04-29 19:39:05.931860824,2023-04-29 19:39:05.931860824,Unable to access company database,Database,2 - High,Database
system,INC0000000136,Charlie Whitherspoon,Closed,Don Goodliffe,Charlie Whitherspoon,2023-04-19 11:37:00,2023-04-25 10:15:05.610626284,2023-04-25 10:15:05.610626284,Email system is down,Network,1 - Critical,Network
admin,INC0000000137,Luke Wilson,Closed,David Loo,Beth Anglin,2023-04-19 18:03:00,2023-04-21 00:29:08.081400174,2023-04-21 00:29:08.081400174,Email client not sending messages,Software,3 - Moderate,Software
admin,INC0000000138,Luke Wilson,Closed,Don Goodliffe,Luke Wilson,2023-04-20 06:11:00,2023-04-21 09:29:57.560179992,2023-04-21 09:29:57.560179992,Email application not responding,Service Desk,2 - High,Software
system,INC0000000139,Howard Johnson,Closed,ITIL User,Beth Anglin,2023-04-20 13:04:00,2023-04-21 13:04:00.000000000,2023-04-21 13:04:00.000000000,Email service not working,Service Desk,2 - High,Network
system,INC0000000140,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-04-21 04:19:00,2023-04-22 04:19:00.000000000,2023-04-22 04:19:00.000000000,Email client malfunctioning on desktop,Software,3 - Moderate,Software
admin,INC0000000141,Beth Anglin,Closed,David Loo,Fred Luddy,2023-04-23 13:18:00,2023-04-29 12:19:37.512622565,2023-04-29 12:19:37.512622565,Internet connectivity issue,Network,2 - High,Network
admin,INC0000000142,Fred Luddy,Resolved,Don Goodliffe,Beth Anglin,2023-04-23 20:27:00,2023-04-26 19:58:23.595628960,2023-04-26 19:58:23.595628960,Internet connection is down,Network,1 - Critical,Network
employee,INC0000000143,Beth Anglin,Closed,David Loo,Beth Anglin,2023-04-25 05:06:00,2023-05-07 16:24:53.442427294,2023-05-07 16:24:53.442427294,Database connection issues in newly deployed system,Database,2 - High,Database
system,INC0000000144,Beth Anglin,Closed,ITIL User,Beth Anglin,2023-04-27 15:42:00,2023-05-08 18:54:14.707828290,2023-05-08 18:54:14.707828290,Unable to access database,Database,2 - High,Database
admin,INC0000000145,Beth Anglin,Closed,ITIL User,Charlie Whitherspoon,2023-04-27 22:06:00,2023-05-02 12:22:35.564209030,2023-05-02 12:22:35.564209030,Software update failure,Software,2 - High,Software
system,INC0000000146,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-04-29 06:22:00,2023-05-03 00:19:07.935908595,2023-05-03 00:19:07.935908595,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000147,Beth Anglin,Resolved,Don Goodliffe,Beth Anglin,2023-04-29 10:00:00,2023-05-06 04:17:30.551605137,2023-05-06 04:17:30.551605137,Unable to connect to VPN,Network,2 - High,Software
admin,INC0000000148,Luke Wilson,Resolved,Bud Richman,Luke Wilson,2023-04-29 14:51:00,2023-05-08 22:08:26.593905458,2023-05-08 22:08:26.593905458,Unable to access corporate VPN,Network,2 - High,Network
employee,INC0000000149,Luke Wilson,Closed,Don Goodliffe,Charlie Whitherspoon,2023-04-30 02:09:00,2023-05-04 22:13:50.784142752,2023-05-04 22:13:50.784142752,Unable to connect to the VPN,Network,2 - High,Network
system,INC0000000150,Charlie Whitherspoon,Resolved,David Loo,Fred Luddy,2023-04-30 15:31:00,2023-05-01 15:31:00.000000000,2023-05-01 15:31:00.000000000,Unable to connect to the company VPN,Network,2 - High,Network
system,INC0000000151,Beth Anglin,Closed,ITIL User,Howard Johnson,2023-04-30 18:31:00,2023-05-01 18:31:00.000000000,2023-05-01 18:31:00.000000000,Cannot connect to office VPN,Network,2 - High,Network
employee,INC0000000152,Charlie Whitherspoon,Closed,Bud Richman,Howard Johnson,2023-05-02 22:01:00,2023-05-18 08:28:23.613236701,2023-05-18 08:28:23.613236701,Cannot access the shared drive,Network,2 - High,Inquiry / Help
employee,INC0000000153,Fred Luddy,Closed,Don Goodliffe,Luke Wilson,2023-05-03 03:44:00,2023-05-09 17:22:03.138828607,2023-05-09 17:22:03.138828607,Unable to access certain features in the new app update,Software,2 - High,Software
system,INC0000000154,Luke Wilson,Closed,ITIL User,Howard Johnson,2023-05-04 08:35:00,2023-05-19 01:54:38.263135021,2023-05-19 01:54:38.263135021,Cannot connect to VPN,Network,1 - Critical,Network
admin,INC0000000155,Howard Johnson,Closed,ITIL User,Luke Wilson,2023-05-04 23:39:00,2023-05-13 06:36:19.724070914,2023-05-13 06:36:19.724070914,Can't connect to the server,Network,1 - Critical,Network
admin,INC0000000156,Fred Luddy,Resolved,Bud Richman,Fred Luddy,2023-05-05 10:54:00,2023-05-15 01:56:35.336146791,2023-05-15 01:56:35.336146791,Email server malfunctioning,Network,2 - High,Network
system,INC0000000157,Fred Luddy,Closed,David Loo,Luke Wilson,2023-05-07 02:47:00,2023-05-18 02:37:01.881480470,2023-05-18 02:37:01.881480470,Email server not responding,Network,2 - High,Network
employee,INC0000000158,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-05-10 14:37:00,2023-05-22 06:27:39.460149670,2023-05-22 06:27:39.460149670,Unable to access the VPN,Network,2 - High,Network
system,INC0000000159,Howard Johnson,Closed,ITIL User,Luke Wilson,2023-05-10 16:32:00,2023-05-17 11:41:42.517039896,2023-05-17 11:41:42.517039896,Unable to access company VPN,Network,2 - High,Network
employee,INC0000000160,Charlie Whitherspoon,Closed,ITIL User,Charlie Whitherspoon,2023-05-10 19:45:00,2023-05-16 11:10:46.309678667,2023-05-16 11:10:46.309678667,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000161,Charlie Whitherspoon,Resolved,ITIL User,Charlie Whitherspoon,2023-05-12 14:06:00,2023-05-16 02:30:58.565336738,2023-05-16 02:30:58.565336738,Internet Connection Issue in the Marketing Department,Network,2 - High,Network
system,INC0000000162,Fred Luddy,Closed,ITIL User,Luke Wilson,2023-05-12 21:53:00,2023-05-22 00:04:31.822277939,2023-05-22 00:04:31.822277939,Email server is down,Network,1 - Critical,Network
employee,INC0000000163,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2023-05-13 03:53:00,2023-05-16 19:11:30.287842832,2023-05-16 19:11:30.287842832,Cannot connect to corporate VPN,Network,2 - High,Network
system,INC0000000164,Charlie Whitherspoon,Resolved,ITIL User,Beth Anglin,2023-05-13 08:18:00,2023-05-18 16:36:33.470526541,2023-05-18 16:36:33.470526541,Cannot connect to the internet,Network,2 - High,Network
system,INC0000000165,Fred Luddy,Closed,Bud Richman,Howard Johnson,2023-05-13 16:03:00,2023-05-24 00:15:10.787166587,2023-05-24 00:15:10.787166587,Email Services Not Working Properly,Service Desk,2 - High,Network
system,INC0000000166,Luke Wilson,Resolved,Bud Richman,Howard Johnson,2023-05-14 19:44:00,2023-05-15 19:44:00.000000000,2023-05-15 19:44:00.000000000,Unable to access the database system,Database,2 - High,Database
employee,INC0000000167,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-05-14 21:46:00,2023-05-15 21:46:00.000000000,2023-05-15 21:46:00.000000000,Cannot connect to the company's VPN,Network,2 - High,Network
system,INC0000000168,Charlie Whitherspoon,Resolved,David Loo,Howard Johnson,2023-05-15 14:29:00,2023-05-23 16:39:53.071929298,2023-05-23 16:39:53.071929298,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000169,Luke Wilson,Closed,Don Goodliffe,Charlie Whitherspoon,2023-05-15 15:07:00,2023-05-30 15:57:34.616663167,2023-05-30 15:57:34.616663167,Unable to access server due to unknown error,Network,2 - High,Network
system,INC0000000170,Charlie Whitherspoon,Resolved,Bud Richman,Charlie Whitherspoon,2023-05-15 16:37:00,2023-05-24 14:59:01.347878809,2023-05-24 14:59:01.347878809,Database connection issue,Database,2 - High,Database
system,INC0000000171,Fred Luddy,Closed,Bud Richman,Charlie Whitherspoon,2023-05-15 17:34:00,2023-05-27 03:10:07.922997474,2023-05-27 03:10:07.922997474,VPN connection issue,Network,2 - High,Network
employee,INC0000000172,Howard Johnson,Closed,Don Goodliffe,Fred Luddy,2023-05-15 22:26:00,2023-05-21 15:55:01.660678824,2023-05-21 15:55:01.660678824,Cannot connect to intranet,Network,2 - High,Network
employee,INC0000000173,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-05-17 07:42:00,2023-05-27 14:35:12.046418528,2023-05-27 14:35:12.046418528,Email server is not responding,Network,1 - Critical,Network
employee,INC0000000174,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-05-17 13:02:00,2023-05-18 13:02:00.000000000,2023-05-18 13:02:00.000000000,Unable to connect to WiFi,Network,2 - High,Network
admin,INC0000000175,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-05-18 20:36:00,2023-05-22 06:31:57.532454223,2023-05-22 06:31:57.532454223,Login issue on software X,Software,2 - High,Software
employee,INC0000000176,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-05-19 23:52:00,2023-05-29 08:40:13.904686229,2023-05-29 08:40:13.904686229,Unable to connect to office VPN,Network,2 - High,Network
admin,INC0000000177,Luke Wilson,Resolved,Bud Richman,Howard Johnson,2023-05-20 23:00:00,2023-05-29 03:53:42.660953368,2023-05-29 03:53:42.660953368,Software installation required,Service Desk,3 - Moderate,Software
system,INC0000000178,Luke Wilson,Resolved,ITIL User,Luke Wilson,2023-05-23 03:02:00,2023-05-28 04:21:33.130903772,2023-05-28 04:21:33.130903772,Application crash on startup,Software,2 - High,Software
admin,INC0000000179,Beth Anglin,Closed,Don Goodliffe,Charlie Whitherspoon,2023-05-23 03:33:00,2023-05-28 07:03:14.839789688,2023-05-28 07:03:14.839789688,Email client sync issue,Service Desk,3 - Moderate,Software
system,INC0000000180,Charlie Whitherspoon,Resolved,Bud Richman,Howard Johnson,2023-05-23 09:49:00,2023-05-26 10:42:27.936260177,2023-05-26 10:42:27.936260177,Software update causing system lag,Software,2 - High,Software
system,INC0000000181,Howard Johnson,Resolved,Bud Richman,Luke Wilson,2023-05-25 22:22:00,2023-06-09 02:41:08.955274419,2023-06-09 02:41:08.955274419,Application error on startup,Software,2 - High,Software
system,INC0000000182,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-05-26 00:00:00,2023-05-27 00:00:00.000000000,2023-05-27 00:00:00.000000000,Email system failure,Service Desk,2 - High,Software
system,INC0000000183,Luke Wilson,Resolved,Bud Richman,Luke Wilson,2023-05-26 10:51:00,2023-06-05 01:02:50.859640589,2023-06-05 01:02:50.859640589,Unable to connect to the company VPN,Network,2 - High,Network
employee,INC0000000184,Fred Luddy,Resolved,Don Goodliffe,Howard Johnson,2023-05-26 19:36:00,2023-06-12 14:36:03.865300449,2023-06-12 14:36:03.865300449,Software update not working,Software,2 - High,Software
admin,INC0000000185,Charlie Whitherspoon,Closed,Don Goodliffe,Charlie Whitherspoon,2023-05-27 07:13:00,2023-06-02 06:01:44.702683092,2023-06-02 06:01:44.702683092,Internet connection issues in 5th floor,Network,2 - High,Network
system,INC0000000186,Howard Johnson,Resolved,David Loo,Luke Wilson,2023-05-27 07:32:00,2023-06-02 07:21:39.517601127,2023-06-02 07:21:39.517601127,Database connection issue,Database,2 - High,Database
system,INC0000000187,Fred Luddy,Resolved,ITIL User,Charlie Whitherspoon,2023-05-28 05:19:00,2023-06-10 08:38:04.563523654,2023-06-10 08:38:04.563523654,Database connection issue,Database,2 - High,Database
admin,INC0000000188,Charlie Whitherspoon,Closed,ITIL User,Beth Anglin,2023-05-28 09:13:00,2023-06-07 20:11:49.591575164,2023-06-07 20:11:49.591575164,Cannot access the company database,Database,1 - Critical,Database
admin,INC0000000189,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-05-30 04:11:00,2023-06-02 05:08:50.069941672,2023-06-02 05:08:50.069941672,Unable to connect to the WiFi,Network,2 - High,Network
system,INC0000000190,Howard Johnson,Closed,David Loo,Beth Anglin,2023-05-30 12:54:00,2023-06-12 18:54:21.685695672,2023-06-12 18:54:21.685695672,Cannot access email client,Service Desk,2 - High,Software
system,INC0000000191,Fred Luddy,Resolved,Don Goodliffe,Beth Anglin,2023-05-30 13:10:00,2023-06-11 23:48:34.979836274,2023-06-11 23:48:34.979836274,Unable to access the database,Database,2 - High,Database
employee,INC0000000192,Luke Wilson,Closed,Bud Richman,Beth Anglin,2023-05-31 13:42:00,2023-06-01 14:08:12.146939082,2023-06-01 14:08:12.146939082,Internet connection issue with local server,Network,2 - High,Network
employee,INC0000000193,Beth Anglin,Resolved,Bud Richman,Beth Anglin,2023-06-02 01:28:00,2023-06-16 05:31:00.072730010,2023-06-16 05:31:00.072730010,Cannot connect to office VPN,Network,2 - High,Network
employee,INC0000000194,Howard Johnson,Closed,Don Goodliffe,Howard Johnson,2023-06-02 06:34:00,2023-06-03 06:34:00.000000000,2023-06-03 06:34:00.000000000,The CRM software isn't responding,Software,1 - Critical,Software
admin,INC0000000195,Fred Luddy,Closed,Bud Richman,Howard Johnson,2023-06-02 09:35:00,2023-06-08 03:45:54.005356830,2023-06-08 03:45:54.005356830,Server performance issues,Database,2 - High,Hardware
system,INC0000000196,Howard Johnson,Closed,David Loo,Fred Luddy,2023-06-03 09:37:00,2023-06-08 06:32:34.997621093,2023-06-08 06:32:34.997621093,Cannot connect to database,Database,2 - High,Database
system,INC0000000197,Charlie Whitherspoon,Resolved,ITIL User,Luke Wilson,2023-06-03 21:28:00,2023-06-04 23:45:24.351452516,2023-06-04 23:45:24.351452516,Unable to connect to the database server,Database,2 - High,Database
employee,INC0000000198,Howard Johnson,Resolved,ITIL User,Charlie Whitherspoon,2023-06-06 13:04:00,2023-06-13 17:39:23.934969851,2023-06-13 17:39:23.934969851,Cannot connect to the VPN,Network,2 - High,Network
employee,INC0000000199,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-06-08 05:04:00,2023-06-18 06:40:19.057272993,2023-06-18 06:40:19.057272993,Unable to connect to server,Network,2 - High,Network
system,INC0000000200,Beth Anglin,Resolved,ITIL User,Howard Johnson,2023-06-08 08:40:00,2023-06-13 21:21:40.961713166,2023-06-13 21:21:40.961713166,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000201,Charlie Whitherspoon,Resolved,Bud Richman,Howard Johnson,2023-06-08 19:02:00,2023-06-09 19:02:00.000000000,2023-06-09 19:02:00.000000000,Unable to access VPN ,Network,2 - High,Network
employee,INC0000000202,Howard Johnson,Resolved,Don Goodliffe,Beth Anglin,2023-06-09 13:35:00,2023-06-10 13:35:00.000000000,2023-06-10 13:35:00.000000000,Repetitive database error during query execution,Database,2 - High,Database
admin,INC0000000203,Fred Luddy,Resolved,ITIL User,Luke Wilson,2023-06-09 14:44:00,2023-06-17 08:16:28.480865353,2023-06-17 08:16:28.480865353,Cannot connect to the server,Network,3 - Moderate,Network
system,INC0000000204,Luke Wilson,Closed,David Loo,Luke Wilson,2023-06-12 08:16:00,2023-06-17 23:13:28.411387351,2023-06-17 23:13:28.411387351,Software update causes system crash,Software,2 - High,Software
employee,INC0000000205,Fred Luddy,Resolved,ITIL User,Beth Anglin,2023-06-12 09:38:00,2023-06-23 09:25:01.041983687,2023-06-23 09:25:01.041983687,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000206,Howard Johnson,Resolved,Bud Richman,Beth Anglin,2023-06-14 12:55:00,2023-06-15 12:55:00.000000000,2023-06-15 12:55:00.000000000,Unable to access shared network drive,Network,2 - High,Network
employee,INC0000000207,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-06-16 04:08:00,2023-06-21 21:39:09.004063175,2023-06-21 21:39:09.004063175,DB connection failed multiple times,Database,1 - Critical,Database
admin,INC0000000208,Luke Wilson,Resolved,David Loo,Luke Wilson,2023-06-20 14:29:00,2023-06-30 00:27:40.172034707,2023-06-30 00:27:40.172034707,Cannot connect to office wifi,Network,2 - High,Network
employee,INC0000000209,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-06-20 23:31:00,2023-07-06 05:02:04.529536479,2023-07-06 05:02:04.529536479,Email server is not responding,Network,1 - Critical,Network
system,INC0000000210,Beth Anglin,Closed,ITIL User,Beth Anglin,2023-06-22 08:25:00,2023-06-23 08:25:00.000000000,2023-06-23 08:25:00.000000000,Issue with server connectivity,Network,2 - High,Network
admin,INC0000000211,Charlie Whitherspoon,Resolved,Don Goodliffe,Beth Anglin,2023-06-22 20:33:00,2023-06-28 02:16:28.831338627,2023-06-28 02:16:28.831338627,Email system down in finance department,Network,1 - Critical,Network
system,INC0000000212,Howard Johnson,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-06-22 23:08:00,2023-07-08 20:15:13.296957539,2023-07-08 20:15:13.296957539,Application error on startup,Software,2 - High,Software
employee,INC0000000213,Beth Anglin,Closed,Bud Richman,Fred Luddy,2023-06-23 15:25:00,2023-07-01 05:12:35.405577150,2023-07-01 05:12:35.405577150,Email server is not responding,Network,2 - High,Hardware
admin,INC0000000214,Howard Johnson,Closed,Don Goodliffe,Fred Luddy,2023-06-24 17:49:00,2023-07-03 02:33:34.068231700,2023-07-03 02:33:34.068231700,Cannot access email account,Service Desk,2 - High,Inquiry / Help
system,INC0000000215,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2023-06-26 22:57:00,2023-07-07 05:11:40.263282355,2023-07-07 05:11:40.263282355,Email system outage,Network,1 - Critical,Network
employee,INC0000000216,Howard Johnson,Closed,David Loo,Luke Wilson,2023-06-27 11:56:00,2023-07-16 13:45:53.360932314,2023-07-16 13:45:53.360932314,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000217,Beth Anglin,Closed,David Loo,Charlie Whitherspoon,2023-06-27 18:25:00,2023-06-30 19:54:11.810978252,2023-06-30 19:54:11.810978252,Email client not syncing,Service Desk,2 - High,Software
system,INC0000000218,Charlie Whitherspoon,Closed,Don Goodliffe,Luke Wilson,2023-06-28 01:12:00,2023-07-07 04:41:38.077498162,2023-07-07 04:41:38.077498162,Unable to access database after recent update,Database,2 - High,Database
employee,INC0000000219,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-06-28 01:17:00,2023-07-08 04:27:34.276226072,2023-07-08 04:27:34.276226072,Wifi connectivity issues in department,Network,2 - High,Network
employee,INC0000000220,Howard Johnson,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-06-28 03:19:00,2023-07-07 03:00:47.980211644,2023-07-07 03:00:47.980211644,Unable to login to company portal after password reset,Service Desk,2 - High,Software
employee,INC0000000221,Howard Johnson,Closed,Don Goodliffe,Howard Johnson,2023-06-28 10:31:00,2023-07-04 16:08:49.392427401,2023-07-04 16:08:49.392427401,Email server is not responding,Network,1 - Critical,Network
admin,INC0000000222,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-06-28 20:44:00,2023-07-06 17:53:27.595123432,2023-07-06 17:53:27.595123432,Email client setup issue,Service Desk,3 - Moderate,Software
employee,INC0000000223,Charlie Whitherspoon,Resolved,David Loo,Charlie Whitherspoon,2023-06-29 10:52:00,2023-07-10 04:27:22.567729641,2023-07-10 04:27:22.567729641,Server connectivity issue in branch office,Network,1 - Critical,Network
admin,INC0000000224,Charlie Whitherspoon,Resolved,Don Goodliffe,Howard Johnson,2023-06-29 13:00:00,2023-07-04 23:51:02.972780505,2023-07-04 23:51:02.972780505,Email server not responding,Network,1 - Critical,Network
admin,INC0000000225,Fred Luddy,Resolved,David Loo,Beth Anglin,2023-06-30 00:48:00,2023-07-19 22:03:28.366110756,2023-07-19 22:03:28.366110756,Email server is not responding,Network,2 - High,Network
employee,INC0000000226,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2023-06-30 07:58:00,2023-07-12 01:01:30.940959127,2023-07-12 01:01:30.940959127,Unable to connect to database,Database,2 - High,Database
admin,INC0000000227,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-06-30 13:55:00,2023-07-01 13:55:00.000000000,2023-07-01 13:55:00.000000000,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000228,Howard Johnson,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-07-01 04:13:00,2023-07-13 21:35:17.064564360,2023-07-13 21:35:17.064564360,Unable to connect to the database,Database,2 - High,Database
admin,INC0000000229,Fred Luddy,Closed,David Loo,Fred Luddy,2023-07-01 04:23:00,2023-07-02 08:06:14.050913427,2023-07-02 08:06:14.050913427,Cannot connect to company VPN,Network,2 - High,Network
system,INC0000000230,Howard Johnson,Closed,Don Goodliffe,Charlie Whitherspoon,2023-07-01 14:44:00,2023-07-04 08:34:08.839755716,2023-07-04 08:34:08.839755716,Email system not functioning,Network,2 - High,Database
admin,INC0000000231,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-07-02 18:39:00,2023-07-03 18:39:00.000000000,2023-07-03 18:39:00.000000000,Email server not responding,Network,2 - High,Network
admin,INC0000000232,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-07-04 06:40:00,2023-07-07 14:46:09.185354974,2023-07-07 14:46:09.185354974,The company server is not responding,Network,2 - High,Network
admin,INC0000000233,Fred Luddy,Resolved,David Loo,Beth Anglin,2023-07-04 14:52:00,2023-07-14 01:33:15.003801560,2023-07-14 01:33:15.003801560,The database is not updating,Database,3 - Moderate,Database
admin,INC0000000234,Luke Wilson,Closed,David Loo,Fred Luddy,2023-07-06 01:23:00,2023-07-13 01:31:27.223939097,2023-07-13 01:31:27.223939097,Email client not syncing properly,Service Desk,2 - High,Software
admin,INC0000000235,Charlie Whitherspoon,Closed,ITIL User,Charlie Whitherspoon,2023-07-07 03:43:00,2023-07-10 21:35:25.270415186,2023-07-10 21:35:25.270415186,No internet connectivity on workstation,Network,2 - High,Network
admin,INC0000000236,Howard Johnson,Closed,Don Goodliffe,Beth Anglin,2023-07-09 13:04:00,2023-07-13 00:53:05.278314775,2023-07-13 00:53:05.278314775,Cannot connect to office VPN,Network,2 - High,Network
system,INC0000000237,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-07-10 20:47:00,2023-07-19 08:18:55.045005794,2023-07-19 08:18:55.045005794,Error message displayed while trying to access the database,Database,2 - High,Database
admin,INC0000000238,Howard Johnson,Resolved,David Loo,Howard Johnson,2023-07-13 04:08:00,2023-07-24 02:44:09.465632691,2023-07-24 02:44:09.465632691,Cannot connect to network,Network,1 - Critical,Network
employee,INC0000000239,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-07-13 17:10:00,2023-07-14 17:10:00.000000000,2023-07-14 17:10:00.000000000,Unable to access the service platform,Network,2 - High,Software
employee,INC0000000240,Howard Johnson,Resolved,David Loo,Charlie Whitherspoon,2023-07-14 02:18:00,2023-07-15 02:18:00.000000000,2023-07-15 02:18:00.000000000,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000241,Fred Luddy,Closed,David Loo,Beth Anglin,2023-07-14 03:06:00,2023-07-16 12:01:00.159945567,2023-07-16 12:01:00.159945567,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000242,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-07-14 12:32:00,2023-07-15 12:32:00.000000000,2023-07-15 12:32:00.000000000,Unable to access VPN,Network,2 - High,Network
admin,INC0000000243,Luke Wilson,Closed,Don Goodliffe,Luke Wilson,2023-07-14 14:39:00,2023-07-23 20:14:31.075800813,2023-07-23 20:14:31.075800813,SQL Server Database Connection Issue,Database,2 - High,Database
admin,INC0000000244,Luke Wilson,Closed,ITIL User,Fred Luddy,2023-07-15 14:20:00,2023-07-25 22:54:08.168009758,2023-07-25 22:54:08.168009758,Email client keeps crashing,Software,2 - High,Software
admin,INC0000000245,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-07-18 07:49:00,2023-07-19 07:49:00.000000000,2023-07-19 07:49:00.000000000,Server database connection issue,Database,1 - Critical,Database
admin,INC0000000246,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-07-18 14:17:00,2023-07-19 14:17:00.000000000,2023-07-19 14:17:00.000000000,Cannot connect to office VPN,Network,2 - High,Network
employee,INC0000000247,Luke Wilson,Closed,David Loo,Luke Wilson,2023-07-20 05:52:00,2023-07-29 02:54:31.336099988,2023-07-29 02:54:31.336099988,Email server issue causing disruption,Network,2 - High,Network
admin,INC0000000248,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-07-20 20:13:00,2023-07-29 13:47:15.329801329,2023-07-29 13:47:15.329801329,Unable to access server database,Database,2 - High,Database
system,INC0000000249,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2023-07-21 09:35:00,2023-08-02 19:07:24.512741767,2023-08-02 19:07:24.512741767,Database connection issue reported,Database,2 - High,Database
system,INC0000000250,Luke Wilson,Resolved,Bud Richman,Howard Johnson,2023-07-21 10:37:00,2023-08-11 15:54:46.517119865,2023-08-11 15:54:46.517119865,Printing error on workstation 12,Hardware,2 - High,Hardware
admin,INC0000000251,Fred Luddy,Closed,David Loo,Beth Anglin,2023-07-23 09:09:00,2023-08-03 13:40:52.635908729,2023-08-03 13:40:52.635908729,Database connection error,Database,2 - High,Database
admin,INC0000000252,Luke Wilson,Closed,Bud Richman,Beth Anglin,2023-07-23 14:01:00,2023-08-01 19:36:09.604290753,2023-08-01 19:36:09.604290753,Unable to access internal database,Database,2 - High,Database
admin,INC0000000253,Fred Luddy,Closed,David Loo,Howard Johnson,2023-07-24 01:17:00,2023-08-03 03:53:18.432069668,2023-08-03 03:53:18.432069668,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000254,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-07-24 07:28:00,2023-08-03 11:58:43.164236606,2023-08-03 11:58:43.164236606,Cannot connect to office VPN,Network,2 - High,Network
employee,INC0000000255,Fred Luddy,Closed,David Loo,Beth Anglin,2023-07-24 11:52:00,2023-07-31 23:06:57.141487769,2023-07-31 23:06:57.141487769,Email server not responding,Network,1 - Critical,Network
employee,INC0000000256,Fred Luddy,Resolved,David Loo,Charlie Whitherspoon,2023-07-24 18:48:00,2023-07-30 06:19:39.998206115,2023-07-30 06:19:39.998206115,Wi-Fi connectivity issues in office floor 4,Network,2 - High,Network
employee,INC0000000257,Beth Anglin,Closed,Don Goodliffe,Howard Johnson,2023-07-25 16:43:00,2023-07-31 12:38:18.142908034,2023-07-31 12:38:18.142908034,Cannot connect to office VPN,Network,2 - High,Network
