sys_updated_by,number,closed_by,state,caller_id,category,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority
employee,INC0000000125,Fred Luddy,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-04-02 10:55:00,2023-04-03 10:55:00.000000000,2023-04-03 10:55:00.000000000,Server hardware failure,Hardware,1 - Critical
system,INC0000000126,Howard Johnson,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-04-03 11:14:00,2023-04-07 22:48:52.954407693,2023-04-07 22:48:52.954407693,Hard disk failure in company laptop,Hardware,1 - Critical
system,INC0000000127,Beth Anglin,Resolved,ITIL User,Hardware,Luke Wilson,2023-04-03 18:07:00,2023-04-21 22:38:53.977462767,2023-04-21 22:38:53.977462767,Desktop monitor not turning on,Hardware,2 - High
system,INC0000000128,Luke Wilson,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-04-05 00:56:00,2023-04-06 00:56:00.000000000,2023-04-06 00:56:00.000000000,Computer monitor not turning on,Hardware,2 - High
employee,INC0000000129,Charlie Whitherspoon,Resolved,David Loo,Hardware,Luke Wilson,2023-04-06 15:00:00,2023-04-07 15:00:00.000000000,2023-04-07 15:00:00.000000000,Faulty printer not working,Hardware,2 - High
admin,INC0000000130,Howard Johnson,Resolved,ITIL User,Database,Fred Luddy,2023-04-06 18:34:00,2023-04-14 15:32:50.605586145,2023-04-14 15:32:50.605586145,Experiencing issues with SQL server connectivity,Database,3 - Moderate
admin,INC0000000131,Charlie Whitherspoon,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-04-07 22:39:00,2023-04-09 23:44:16.227738848,2023-04-09 23:44:16.227738848,Keyboard malfunctioning on work PC,Hardware,2 - High
system,INC0000000132,Charlie Whitherspoon,Resolved,ITIL User,Hardware,Luke Wilson,2023-04-08 07:00:00,2023-04-16 01:24:58.370744786,2023-04-16 01:24:58.370744786,Mouse not functioning properly,Hardware,2 - High
employee,INC0000000133,Beth Anglin,Resolved,ITIL User,Hardware,Beth Anglin,2023-04-08 10:08:00,2023-04-09 10:08:00.000000000,2023-04-09 10:08:00.000000000,Monitor display issue,Hardware,2 - High
admin,INC0000000134,Howard Johnson,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-04-08 12:09:00,2023-04-16 10:34:45.232796453,2023-04-16 10:34:45.232796453,Issue with printer not working correctly,Hardware,3 - Moderate
system,INC0000000135,Charlie Whitherspoon,Resolved,Bud Richman,Network,Charlie Whitherspoon,2023-04-09 03:04:00,2023-04-12 11:18:39.491331923,2023-04-12 11:18:39.491331923,Outage in New York office network,Network,1 - Critical
employee,INC0000000136,Luke Wilson,Closed,ITIL User,Hardware,Fred Luddy,2023-04-11 02:54:00,2023-04-12 02:54:00.000000000,2023-04-12 02:54:00.000000000,Printer not responding,Hardware,2 - High
admin,INC0000000137,Luke Wilson,Closed,ITIL User,Hardware,Howard Johnson,2023-04-11 04:10:00,2023-04-22 02:16:47.346573821,2023-04-22 02:16:47.346573821,Monitor screen constantly flickering,Hardware,2 - High
employee,INC0000000138,Luke Wilson,Resolved,Don Goodliffe,Software,Luke Wilson,2023-04-11 16:14:00,2023-04-12 16:14:00.000000000,2023-04-12 16:14:00.000000000,Software Update Issue on Desktop,Software,2 - High
system,INC0000000139,Fred Luddy,Resolved,ITIL User,Network,Fred Luddy,2023-04-11 19:43:00,2023-04-22 01:18:32.045313442,2023-04-22 01:18:32.045313442,Unable to connect to server in remote location,Network,2 - High
employee,INC0000000140,Fred Luddy,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-04-12 09:00:00,2023-04-13 21:10:55.148273443,2023-04-13 21:10:55.148273443,Server hardware failure detected,Hardware,1 - Critical
admin,INC0000000141,Luke Wilson,Resolved,ITIL User,Hardware,Luke Wilson,2023-04-13 23:04:00,2023-04-22 09:44:20.277508386,2023-04-22 09:44:20.277508386,Keyboard malfunctioning,Hardware,3 - Moderate
employee,INC0000000142,Beth Anglin,Closed,Don Goodliffe,Inquiry / Help,Beth Anglin,2023-04-15 01:48:00,2023-04-19 16:59:52.383902225,2023-04-19 16:59:52.383902225,Need help with software installation,Service Desk,3 - Moderate
employee,INC0000000143,Howard Johnson,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-04-15 03:14:00,2023-04-21 05:37:12.565000892,2023-04-21 05:37:12.565000892,Mouse not working properly,Hardware,3 - Moderate
admin,INC0000000144,Beth Anglin,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-04-16 08:26:00,2023-04-18 03:24:17.173722565,2023-04-18 03:24:17.173722565,Printer malfunctioning frequently,Hardware,3 - Moderate
employee,INC0000000145,Howard Johnson,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-04-16 23:37:00,2023-04-22 10:24:40.890475480,2023-04-22 10:24:40.890475480,Monitor not working properly,Hardware,2 - High
system,INC0000000146,Fred Luddy,Closed,David Loo,Software,Howard Johnson,2023-04-18 08:16:00,2023-04-19 08:16:00.000000000,2023-04-19 08:16:00.000000000,Software update caused system crash,Software,1 - Critical
admin,INC0000000147,Howard Johnson,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-04-19 13:54:00,2023-04-25 03:42:11.294788993,2023-04-25 03:42:11.294788993,Keyboard malfunction on office PC,Hardware,2 - High
system,INC0000000148,Luke Wilson,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-04-20 20:49:00,2023-04-26 23:15:58.264098417,2023-04-26 23:15:58.264098417,Printer not functioning properly,Hardware,2 - High
system,INC0000000149,Luke Wilson,Closed,David Loo,Database,Fred Luddy,2023-04-21 02:13:00,2023-04-25 20:30:28.221766132,2023-04-25 20:30:28.221766132,SQL Server database connection issue,Database,2 - High
employee,INC0000000150,Charlie Whitherspoon,Closed,David Loo,Hardware,Howard Johnson,2023-04-21 08:39:00,2023-04-30 19:49:53.940825843,2023-04-30 19:49:53.940825843,Server battery backup failure,Hardware,2 - High
employee,INC0000000151,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Fred Luddy,2023-04-21 16:59:00,2023-04-26 22:18:26.881389156,2023-04-26 22:18:26.881389156,Monitor screen is flickering,Hardware,2 - High
admin,INC0000000152,Fred Luddy,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-04-22 09:02:00,2023-04-27 04:35:04.514979187,2023-04-27 04:35:04.514979187,Monitor screen is flickering,Hardware,2 - High
admin,INC0000000153,Howard Johnson,Resolved,David Loo,Hardware,Howard Johnson,2023-04-22 15:41:00,2023-04-25 11:28:36.917276696,2023-04-25 11:28:36.917276696,Mouse not working properly,Hardware,3 - Moderate
system,INC0000000154,Luke Wilson,Closed,Bud Richman,Hardware,Luke Wilson,2023-04-22 21:23:00,2023-04-30 17:54:36.805800563,2023-04-30 17:54:36.805800563,Monitor display issue,Hardware,2 - High
system,INC0000000155,Beth Anglin,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-04-23 01:40:00,2023-05-01 06:35:28.390810894,2023-05-01 06:35:28.390810894,Keyboard malfunctioning,Hardware,2 - High
employee,INC0000000156,Charlie Whitherspoon,Resolved,ITIL User,Database,Charlie Whitherspoon,2023-04-24 00:36:00,2023-04-25 00:36:00.000000000,2023-04-25 00:36:00.000000000,Unable to connect to the SQL database,Database,2 - High
employee,INC0000000157,Charlie Whitherspoon,Resolved,Don Goodliffe,Software,Charlie Whitherspoon,2023-04-25 04:46:00,2023-05-09 06:20:19.191932201,2023-05-09 06:20:19.191932201,Unable to install latest antivirus update,Software,2 - High
admin,INC0000000158,Luke Wilson,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-04-28 20:24:00,2023-05-08 23:46:04.078818879,2023-05-08 23:46:04.078818879,Printer malfunctioning in room 202,Hardware,2 - High
system,INC0000000159,Fred Luddy,Resolved,Bud Richman,Hardware,Fred Luddy,2023-04-30 04:23:00,2023-05-09 22:45:15.523282630,2023-05-09 22:45:15.523282630,Internet router malfunctioning,Hardware,2 - High
admin,INC0000000160,Howard Johnson,Resolved,ITIL User,Hardware,Fred Luddy,2023-05-01 04:08:00,2023-05-02 19:53:44.162667513,2023-05-02 19:53:44.162667513,Printer malfunction in office basement,Hardware,3 - Moderate
system,INC0000000161,Fred Luddy,Resolved,Bud Richman,Hardware,Howard Johnson,2023-05-01 05:48:00,2023-05-03 01:43:56.213182681,2023-05-03 01:43:56.213182681,Desktop monitor is not turning on,Hardware,2 - High
system,INC0000000162,Howard Johnson,Resolved,David Loo,Hardware,Howard Johnson,2023-05-01 10:41:00,2023-05-06 14:42:07.689592668,2023-05-06 14:42:07.689592668,Faulty Network Adapter in Workstation,Hardware,2 - High
admin,INC0000000163,Luke Wilson,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-05-02 06:07:00,2023-05-05 18:47:23.735287840,2023-05-05 18:47:23.735287840,Printer malfunctioning,Hardware,2 - High
admin,INC0000000164,Beth Anglin,Closed,Bud Richman,Hardware,Howard Johnson,2023-05-04 12:31:00,2023-05-05 12:31:00.000000000,2023-05-05 12:31:00.000000000,Monitor display issue,Hardware,2 - High
employee,INC0000000165,Beth Anglin,Resolved,Bud Richman,Network,Howard Johnson,2023-05-05 01:17:00,2023-05-07 06:26:20.249615436,2023-05-07 06:26:20.249615436,Unable to connect to office Wi-Fi,Network,2 - High
admin,INC0000000166,Howard Johnson,Resolved,Bud Richman,Hardware,Luke Wilson,2023-05-05 12:46:00,2023-05-13 00:52:26.867833284,2023-05-13 00:52:26.867833284,Printer not working,Hardware,3 - Moderate
admin,INC0000000167,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-05-07 09:37:00,2023-05-18 12:34:27.989285613,2023-05-18 12:34:27.989285613,Desktop computer won't start up,Hardware,2 - High
employee,INC0000000168,Luke Wilson,Closed,Bud Richman,Network,Howard Johnson,2023-05-07 13:57:00,2023-05-17 09:36:23.455297300,2023-05-17 09:36:23.455297300,Network outage in building A,Network,1 - Critical
admin,INC0000000169,Fred Luddy,Resolved,ITIL User,Hardware,Luke Wilson,2023-05-08 17:02:00,2023-05-14 20:06:07.896358868,2023-05-14 20:06:07.896358868,Printer not functioning correctly,Hardware,2 - High
admin,INC0000000170,Charlie Whitherspoon,Resolved,David Loo,Hardware,Luke Wilson,2023-05-09 15:36:00,2023-05-20 05:48:05.882789681,2023-05-20 05:48:05.882789681,Printer not functioning correctly,Hardware,2 - High
employee,INC0000000171,Luke Wilson,Closed,Bud Richman,Hardware,Beth Anglin,2023-05-10 12:33:00,2023-05-21 22:31:48.046440757,2023-05-21 22:31:48.046440757,Failure in motherboard component,Hardware,2 - High
employee,INC0000000172,Luke Wilson,Closed,ITIL User,Software,Charlie Whitherspoon,2023-05-12 06:12:00,2023-05-17 00:29:17.942060733,2023-05-17 00:29:17.942060733,Unable to install new version of Photoshop,Software,2 - High
system,INC0000000173,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-05-12 11:35:00,2023-05-24 03:06:19.345458492,2023-05-24 03:06:19.345458492,Printer isn't working properly,Hardware,3 - Moderate
employee,INC0000000174,Charlie Whitherspoon,Resolved,David Loo,Hardware,Howard Johnson,2023-05-13 13:54:00,2023-05-25 16:30:42.104198376,2023-05-25 16:30:42.104198376,User's Printer does not work properly,Hardware,2 - High
system,INC0000000175,Charlie Whitherspoon,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-05-13 15:06:00,2023-05-14 15:06:00.000000000,2023-05-14 15:06:00.000000000,Printer malfunctioning in the finance dept.,Hardware,2 - High
system,INC0000000176,Beth Anglin,Closed,ITIL User,Hardware,Charlie Whitherspoon,2023-05-13 17:56:00,2023-05-26 03:46:58.994162930,2023-05-26 03:46:58.994162930,Problem with monitor display,Hardware,3 - Moderate
system,INC0000000177,Luke Wilson,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-05-13 20:46:00,2023-05-17 22:56:33.453680022,2023-05-17 22:56:33.453680022,My printer is frequently jamming,Hardware,3 - Moderate
system,INC0000000178,Beth Anglin,Resolved,David Loo,Hardware,Howard Johnson,2023-05-16 22:45:00,2023-05-17 22:45:00.000000000,2023-05-17 22:45:00.000000000,Hardware issue: Monitor not turning on,Hardware,2 - High
employee,INC0000000179,Beth Anglin,Resolved,Don Goodliffe,Database,Charlie Whitherspoon,2023-05-18 18:30:00,2023-05-26 18:36:42.655784023,2023-05-26 18:36:42.655784023,Unable to connect to MySQL database,Database,2 - High
admin,INC0000000180,Fred Luddy,Resolved,Bud Richman,Hardware,Howard Johnson,2023-05-19 20:48:00,2023-05-29 15:32:26.914478693,2023-05-29 15:32:26.914478693,Printer not functioning properly,Hardware,2 - High
admin,INC0000000181,Beth Anglin,Resolved,ITIL User,Hardware,Charlie Whitherspoon,2023-05-21 01:53:00,2023-05-24 03:18:42.113480272,2023-05-24 03:18:42.113480272,Unable to connect to the printer,Hardware,3 - Moderate
employee,INC0000000182,Fred Luddy,Closed,Don Goodliffe,Hardware,Beth Anglin,2023-05-21 19:14:00,2023-05-27 16:48:23.893446849,2023-05-27 16:48:23.893446849,Printer not printing correctly,Hardware,2 - High
system,INC0000000183,Howard Johnson,Resolved,Bud Richman,Hardware,Luke Wilson,2023-05-22 05:15:00,2023-05-30 20:29:00.008486418,2023-05-30 20:29:00.008486418,Monitor screen flickering issue,Hardware,2 - High
admin,INC0000000184,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Luke Wilson,2023-05-23 00:53:00,2023-06-08 10:21:17.195191532,2023-06-08 10:21:17.195191532,Mouse not functioning properly,Hardware,2 - High
system,INC0000000185,Beth Anglin,Resolved,Don Goodliffe,Hardware,Luke Wilson,2023-05-23 19:11:00,2023-06-07 14:55:40.784722745,2023-06-07 14:55:40.784722745,Printer is not working,Hardware,3 - Moderate
admin,INC0000000186,Charlie Whitherspoon,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-05-23 20:05:00,2023-06-01 12:17:33.161196034,2023-06-01 12:17:33.161196034,Hard drive making weird noises,Hardware,2 - High
employee,INC0000000187,Charlie Whitherspoon,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-05-24 08:17:00,2023-06-04 21:03:59.419391308,2023-06-04 21:03:59.419391308,Printer has stopped responding,Hardware,2 - High
admin,INC0000000188,Howard Johnson,Closed,David Loo,Software,Beth Anglin,2023-05-25 12:58:00,2023-05-31 20:55:47.316243170,2023-05-31 20:55:47.316243170,Software update failure on work pc,Software,2 - High
system,INC0000000189,Howard Johnson,Closed,ITIL User,Hardware,Beth Anglin,2023-05-28 00:53:00,2023-06-12 01:57:09.416467634,2023-06-12 01:57:09.416467634,Experiencing hardware malfunction in main office workstation,Hardware,2 - High
employee,INC0000000190,Beth Anglin,Resolved,Bud Richman,Hardware,Beth Anglin,2023-05-30 15:25:00,2023-05-31 20:20:55.891291188,2023-05-31 20:20:55.891291188,Printer is not working properly,Hardware,2 - High
admin,INC0000000191,Luke Wilson,Resolved,Don Goodliffe,Hardware,Howard Johnson,2023-05-30 18:57:00,2023-05-31 18:57:00.000000000,2023-05-31 18:57:00.000000000,Printer is not working properly,Hardware,2 - High
system,INC0000000192,Luke Wilson,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-05-31 16:51:00,2023-06-01 16:51:00.000000000,2023-06-01 16:51:00.000000000,Designjet printer malfunctioning,Hardware,2 - High
system,INC0000000193,Charlie Whitherspoon,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-06-02 01:19:00,2023-06-16 21:40:49.471746332,2023-06-16 21:40:49.471746332,Printer not working properly,Hardware,3 - Moderate
employee,INC0000000194,Charlie Whitherspoon,Resolved,Don Goodliffe,Inquiry / Help,Fred Luddy,2023-06-02 02:50:00,2023-06-12 20:19:58.402032368,2023-06-12 20:19:58.402032368,Need assistance with software installation,Service Desk,3 - Moderate
employee,INC0000000195,Beth Anglin,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-06-02 18:20:00,2023-06-12 16:49:40.765937822,2023-06-12 16:49:40.765937822,Monitor screen is flickering,Hardware,2 - High
system,INC0000000196,Howard Johnson,Resolved,ITIL User,Hardware,Luke Wilson,2023-06-03 04:31:00,2023-06-22 11:31:39.663850559,2023-06-22 11:31:39.663850559,Printer not working properly,Hardware,2 - High
employee,INC0000000197,Beth Anglin,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-06-03 12:07:00,2023-06-17 06:52:20.170250738,2023-06-17 06:52:20.170250738,Issue with printer connectivity,Hardware,2 - High
employee,INC0000000198,Luke Wilson,Closed,David Loo,Hardware,Fred Luddy,2023-06-03 21:50:00,2023-06-12 09:06:54.985078951,2023-06-12 09:06:54.985078951,Printer malfunctioning continuously,Hardware,2 - High
system,INC0000000199,Fred Luddy,Resolved,Don Goodliffe,Hardware,Howard Johnson,2023-06-05 20:31:00,2023-06-19 10:45:34.357455627,2023-06-19 10:45:34.357455627,Failure in the central processing unit of the office computer,Hardware,2 - High
admin,INC0000000200,Howard Johnson,Closed,David Loo,Network,Howard Johnson,2023-06-06 02:04:00,2023-06-07 02:04:00.000000000,2023-06-07 02:04:00.000000000,Router connectivity issue detected,Network,2 - High
employee,INC0000000201,Howard Johnson,Resolved,ITIL User,Hardware,Beth Anglin,2023-06-07 14:01:00,2023-06-17 10:56:32.861989591,2023-06-17 10:56:32.861989591,Desk printer malfunctions when printing large files,Hardware,2 - High
employee,INC0000000202,Beth Anglin,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-06-07 15:37:00,2023-06-09 22:15:08.135419329,2023-06-09 22:15:08.135419329,Printer not printing correctly,Hardware,2 - High
system,INC0000000203,Luke Wilson,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-06-08 14:03:00,2023-06-12 08:01:19.128994318,2023-06-12 08:01:19.128994318,Server hardware failure,Hardware,1 - Critical
employee,INC0000000204,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Fred Luddy,2023-06-09 19:42:00,2023-06-15 05:10:06.045728054,2023-06-15 05:10:06.045728054,Need replacement for faulty keyboard,Hardware,3 - Moderate
employee,INC0000000205,Fred Luddy,Closed,ITIL User,Hardware,Beth Anglin,2023-06-11 09:58:00,2023-06-12 09:58:00.000000000,2023-06-12 09:58:00.000000000,Monitor not turning on,Hardware,2 - High
admin,INC0000000206,Beth Anglin,Closed,Bud Richman,Hardware,Beth Anglin,2023-06-12 20:49:00,2023-06-20 03:13:05.907849027,2023-06-20 03:13:05.907849027,Printer is not working properly,Hardware,2 - High
admin,INC0000000207,Luke Wilson,Resolved,David Loo,Hardware,Howard Johnson,2023-06-13 06:06:00,2023-06-23 02:51:21.129590896,2023-06-23 02:51:21.129590896,Malfunctioning keyboard on workstation,Hardware,2 - High
system,INC0000000208,Howard Johnson,Resolved,Don Goodliffe,Inquiry / Help,Howard Johnson,2023-06-15 05:12:00,2023-06-19 16:26:15.031703837,2023-06-19 16:26:15.031703837,Need assistance regarding software installation,Service Desk,3 - Moderate
system,INC0000000209,Beth Anglin,Resolved,ITIL User,Inquiry / Help,Howard Johnson,2023-06-15 08:58:00,2023-06-19 00:19:24.137743685,2023-06-19 00:19:24.137743685,Need assistance with software installation,Service Desk,3 - Moderate
employee,INC0000000210,Howard Johnson,Closed,David Loo,Hardware,Howard Johnson,2023-06-15 11:25:00,2023-06-18 05:59:44.691260766,2023-06-18 05:59:44.691260766,Printer not functioning properly,Hardware,2 - High
admin,INC0000000211,Fred Luddy,Resolved,David Loo,Hardware,Fred Luddy,2023-06-16 12:07:00,2023-06-23 01:00:49.700444809,2023-06-23 01:00:49.700444809,Printer malfunctioning,Hardware,2 - High
admin,INC0000000212,Howard Johnson,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-06-16 15:26:00,2023-06-17 15:26:00.000000000,2023-06-17 15:26:00.000000000,Printer not operating properly,Hardware,2 - High
admin,INC0000000213,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Beth Anglin,2023-06-16 16:04:00,2023-06-19 09:57:45.315249561,2023-06-19 09:57:45.315249561,Keyboard keys not functioning properly,Hardware,3 - Moderate
admin,INC0000000214,Fred Luddy,Resolved,Don Goodliffe,Hardware,Luke Wilson,2023-06-16 21:22:00,2023-06-23 22:56:10.763466301,2023-06-23 22:56:10.763466301,Keyboard not functioning properly,Hardware,2 - High
admin,INC0000000215,Beth Anglin,Resolved,Bud Richman,Hardware,Fred Luddy,2023-06-18 00:55:00,2023-06-26 13:04:53.042403172,2023-06-26 13:04:53.042403172,Printer malfunctioning in office floor 7,Hardware,2 - High
employee,INC0000000216,Charlie Whitherspoon,Closed,Don Goodliffe,Hardware,Beth Anglin,2023-06-19 03:07:00,2023-06-20 03:07:00.000000000,2023-06-20 03:07:00.000000000,Replace damaged hard drive,Hardware,2 - High
system,INC0000000217,Luke Wilson,Closed,Bud Richman,Hardware,Luke Wilson,2023-06-20 21:08:00,2023-06-24 05:12:20.027267611,2023-06-24 05:12:20.027267611,Problem with printer connectivity,Hardware,2 - High
admin,INC0000000218,Charlie Whitherspoon,Closed,Don Goodliffe,Software,Howard Johnson,2023-06-21 00:59:00,2023-06-27 14:28:47.503663392,2023-06-27 14:28:47.503663392,Antivirus software is not updating,Software,2 - High
system,INC0000000219,Fred Luddy,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2023-06-21 08:18:00,2023-06-30 07:05:07.858287213,2023-06-30 07:05:07.858287213,Monitor not powering on,Hardware,2 - High
admin,INC0000000220,Luke Wilson,Resolved,David Loo,Hardware,Howard Johnson,2023-06-21 12:29:00,2023-06-29 18:14:39.331564819,2023-06-29 18:14:39.331564819,Printer not working correctly,Hardware,2 - High
system,INC0000000221,Fred Luddy,Closed,Bud Richman,Inquiry / Help,Luke Wilson,2023-06-21 13:00:00,2023-07-04 19:17:26.560831188,2023-07-04 19:17:26.560831188,Need assistance with new software installation,Service Desk,3 - Moderate
admin,INC0000000222,Luke Wilson,Resolved,David Loo,Hardware,Howard Johnson,2023-06-21 13:21:00,2023-07-03 18:20:09.605389819,2023-07-03 18:20:09.605389819,Printer not functioning properly,Hardware,2 - High
employee,INC0000000223,Howard Johnson,Resolved,ITIL User,Hardware,Howard Johnson,2023-06-22 06:13:00,2023-06-23 06:13:00.000000000,2023-06-23 06:13:00.000000000,Keyboard not responding,Hardware,2 - High
employee,INC0000000224,Charlie Whitherspoon,Resolved,David Loo,Hardware,Fred Luddy,2023-06-22 08:28:00,2023-07-03 03:33:57.088363569,2023-07-03 03:33:57.088363569,Printer not functioning properly,Hardware,2 - High
employee,INC0000000225,Charlie Whitherspoon,Closed,David Loo,Hardware,Luke Wilson,2023-06-22 11:47:00,2023-06-29 19:28:21.132357188,2023-06-29 19:28:21.132357188,Unable to connect printer to desktop,Hardware,2 - High
employee,INC0000000226,Howard Johnson,Resolved,Don Goodliffe,Hardware,Howard Johnson,2023-06-22 17:45:00,2023-07-05 05:16:51.822998476,2023-07-05 05:16:51.822998476,Monitor display issue,Hardware,2 - High
admin,INC0000000227,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-06-23 09:17:00,2023-07-03 12:32:02.809783273,2023-07-03 12:32:02.809783273,"Printer malfunctioning, paper jamming constantly",Hardware,3 - Moderate
admin,INC0000000228,Charlie Whitherspoon,Closed,David Loo,Hardware,Luke Wilson,2023-06-23 09:28:00,2023-07-02 13:57:08.613561159,2023-07-02 13:57:08.613561159,Printer malfunction in the HR office,Hardware,2 - High
system,INC0000000229,Luke Wilson,Resolved,Bud Richman,Hardware,Beth Anglin,2023-06-23 23:26:00,2023-07-03 12:28:07.928701781,2023-07-03 12:28:07.928701781,Printer is not working properly,Hardware,3 - Moderate
system,INC0000000230,Fred Luddy,Closed,Bud Richman,Hardware,Fred Luddy,2023-06-24 09:18:00,2023-07-04 22:14:32.301469359,2023-07-04 22:14:32.301469359,Printer is not responding,Hardware,2 - High
employee,INC0000000231,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Fred Luddy,2023-06-25 17:08:00,2023-06-26 17:08:00.000000000,2023-06-26 17:08:00.000000000,Printer is not functioning properly,Hardware,2 - High
system,INC0000000232,Beth Anglin,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-06-26 07:31:00,2023-07-06 17:16:28.901901810,2023-07-06 17:16:28.901901810,Printer is not responding,Hardware,2 - High
admin,INC0000000233,Fred Luddy,Closed,Bud Richman,Hardware,Beth Anglin,2023-06-26 13:40:00,2023-07-05 20:33:20.862011606,2023-07-05 20:33:20.862011606,Faulty keyboard input,Hardware,2 - High
system,INC0000000234,Luke Wilson,Closed,Bud Richman,Hardware,Luke Wilson,2023-06-28 05:44:00,2023-07-07 19:03:37.556682519,2023-07-07 19:03:37.556682519,Printer not working properly,Hardware,2 - High
employee,INC0000000235,Beth Anglin,Closed,Bud Richman,Hardware,Luke Wilson,2023-06-29 15:59:00,2023-07-02 20:30:58.964785527,2023-07-02 20:30:58.964785527,Keyboard Not Responding,Hardware,2 - High
admin,INC0000000236,Beth Anglin,Resolved,David Loo,Hardware,Fred Luddy,2023-06-30 03:14:00,2023-07-09 16:13:12.342884088,2023-07-09 16:13:12.342884088,Printer malfunctioning needs urgent attention,Hardware,2 - High
admin,INC0000000237,Luke Wilson,Closed,ITIL User,Hardware,Charlie Whitherspoon,2023-06-30 18:24:00,2023-07-07 15:05:44.857104031,2023-07-07 15:05:44.857104031,Server hardware malfunction detected,Hardware,1 - Critical
admin,INC0000000238,Howard Johnson,Resolved,Bud Richman,Hardware,Luke Wilson,2023-06-30 20:44:00,2023-07-07 04:23:20.855776082,2023-07-07 04:23:20.855776082,Faulty keyboard on department laptop,Hardware,2 - High
employee,INC0000000239,Fred Luddy,Resolved,Don Goodliffe,Hardware,Luke Wilson,2023-07-01 17:46:00,2023-07-05 12:02:27.908554534,2023-07-05 12:02:27.908554534,Printer is not functioning,Hardware,2 - High
employee,INC0000000240,Charlie Whitherspoon,Resolved,David Loo,Hardware,Howard Johnson,2023-07-03 07:33:00,2023-07-07 02:27:00.184599210,2023-07-07 02:27:00.184599210,Issue with printer not responding,Hardware,3 - Moderate
admin,INC0000000241,Fred Luddy,Closed,ITIL User,Hardware,Luke Wilson,2023-07-04 04:18:00,2023-07-17 12:21:44.649553918,2023-07-17 12:21:44.649553918,Printer malfunctioning in the finance department,Hardware,2 - High
employee,INC0000000242,Beth Anglin,Resolved,David Loo,Hardware,Howard Johnson,2023-07-05 05:23:00,2023-07-06 05:23:00.000000000,2023-07-06 05:23:00.000000000,Issue with laptop monitor flickering,Hardware,2 - High
system,INC0000000243,Fred Luddy,Closed,ITIL User,Hardware,Beth Anglin,2023-07-05 10:47:00,2023-07-13 14:43:19.224999475,2023-07-13 14:43:19.224999475,Power button on my desktop computer is not working,Hardware,2 - High
system,INC0000000244,Charlie Whitherspoon,Closed,David Loo,Hardware,Howard Johnson,2023-07-07 00:23:00,2023-07-16 20:30:40.249653606,2023-07-16 20:30:40.249653606,Printer not working properly,Hardware,2 - High
admin,INC0000000245,Howard Johnson,Closed,ITIL User,Hardware,Beth Anglin,2023-07-08 02:11:00,2023-07-14 06:51:16.110252889,2023-07-14 06:51:16.110252889,New desktop not starting,Hardware,2 - High
employee,INC0000000246,Luke Wilson,Resolved,ITIL User,Hardware,Luke Wilson,2023-07-08 05:09:00,2023-07-09 05:09:00.000000000,2023-07-09 05:09:00.000000000,Monitor screen is flickering,Hardware,2 - High
system,INC0000000247,Luke Wilson,Resolved,ITIL User,Hardware,Luke Wilson,2023-07-09 01:46:00,2023-07-14 14:05:46.585557330,2023-07-14 14:05:46.585557330,Printer malfunctioning consistently,Hardware,2 - High
