sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
admin,INC0000000129,Howard Johnson,Closed,David Loo,Howard Johnson,2023-04-21 10:27:00,2023-04-29 09:27:42.380421420,2023-04-29 09:27:42.380421420,Internet connectivity issue on floor 3,Network,2 - High,Network
system,INC0000000130,Luke Wilson,Closed,Bud Richman,Charlie Whitherspoon,2023-04-21 23:29:00,2023-04-28 15:03:58.789102429,2023-04-28 15:03:58.789102429,Issue with Office 365 installation,Software,3 - Moderate,Software
employee,INC0000000131,Luke Wilson,Resolved,ITIL User,Charlie Whitherspoon,2023-04-22 00:47:00,2023-04-24 07:29:22.006398630,2023-04-24 07:29:22.006398630,Email system outages across department,Network,2 - High,Network
system,INC0000000132,Beth Anglin,Closed,Bud Richman,Fred Luddy,2023-04-22 08:27:00,2023-05-15 13:15:00.000000000,2023-05-15 13:15:00.000000000,Email system failure,Network,1 - Critical,Database
system,INC0000000133,Fred Luddy,Resolved,Bud Richman,Charlie Whitherspoon,2023-04-23 21:21:00,2023-04-29 23:43:22.476817233,2023-04-29 23:43:22.476817233,Unable to access office intranet,Network,2 - High,Network
admin,INC0000000134,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-04-24 18:48:00,2023-05-07 08:19:07.945448673,2023-05-07 08:19:07.945448673,Unable to access email account,Service Desk,2 - High,Software
admin,INC0000000135,Charlie Whitherspoon,Resolved,David Loo,Fred Luddy,2023-04-25 13:33:00,2023-05-19 08:45:00.000000000,2023-05-19 08:45:00.000000000,Unable to access company database,Database,1 - Critical,Database
system,INC0000000136,Beth Anglin,Closed,Bud Richman,Charlie Whitherspoon,2023-04-25 23:48:00,2023-04-26 07:27:22.446524405,2023-04-26 07:27:22.446524405,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000137,Howard Johnson,Closed,Don Goodliffe,Luke Wilson,2023-04-26 02:27:00,2023-05-04 06:58:05.594037839,2023-05-04 06:58:05.594037839,Connectivity issues in conference room B,Network,2 - High,Network
system,INC0000000138,Howard Johnson,Closed,ITIL User,Charlie Whitherspoon,2023-04-26 08:59:00,2023-04-30 12:53:42.486324926,2023-04-30 12:53:42.486324926,Email server is down in branch office,Network,1 - Critical,Network
admin,INC0000000139,Howard Johnson,Resolved,Don Goodliffe,Luke Wilson,2023-04-27 13:12:00,2023-05-06 10:42:28.918380008,2023-05-06 10:42:28.918380008,Internet connection unstable,Network,2 - High,Network
admin,INC0000000140,Charlie Whitherspoon,Resolved,ITIL User,Howard Johnson,2023-04-27 16:44:00,2023-05-11 08:29:01.899395792,2023-05-11 08:29:01.899395792,Unable to connect to office VPN,Network,2 - High,Network
admin,INC0000000141,Howard Johnson,Closed,ITIL User,Beth Anglin,2023-04-28 15:13:00,2023-05-01 14:32:16.846816969,2023-05-01 14:32:16.846816969,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000142,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-04-29 02:28:00,2023-05-23 16:52:00.000000000,2023-05-23 16:52:00.000000000,Unable to access the Database,Database,2 - High,Database
system,INC0000000143,Howard Johnson,Closed,David Loo,Beth Anglin,2023-04-29 04:06:00,2023-05-05 05:28:13.056675805,2023-05-05 05:28:13.056675805,Email server downtime,Network,1 - Critical,Network
system,INC0000000144,Beth Anglin,Closed,David Loo,Fred Luddy,2023-04-30 03:46:00,2023-05-24 22:58:00.000000000,2023-05-24 22:58:00.000000000,The corporate network is lagging,Network,3 - Moderate,Network
admin,INC0000000145,Beth Anglin,Resolved,ITIL User,Fred Luddy,2023-04-30 08:03:00,2023-05-25 03:15:00.000000000,2023-05-25 03:15:00.000000000,Email client not working properly,Software,3 - Moderate,Software
system,INC0000000146,Charlie Whitherspoon,Closed,Don Goodliffe,Charlie Whitherspoon,2023-04-30 20:52:00,2023-05-14 03:50:31.652318154,2023-05-14 03:50:31.652318154,Printer not working in room 101,Hardware,2 - High,Hardware
admin,INC0000000147,Beth Anglin,Closed,Don Goodliffe,Howard Johnson,2023-05-01 00:12:00,2023-05-05 03:20:45.188181907,2023-05-05 03:20:45.188181907,Internet connection issues in the marketing department,Network,2 - High,Network
system,INC0000000148,Luke Wilson,Closed,David Loo,Charlie Whitherspoon,2023-05-01 02:21:00,2023-05-10 07:24:56.420947211,2023-05-10 07:24:56.420947211,Cannot access email server,Network,2 - High,Network
system,INC0000000149,Charlie Whitherspoon,Resolved,Don Goodliffe,Beth Anglin,2023-05-01 17:18:00,2023-05-14 00:23:48.168649496,2023-05-14 00:23:48.168649496,Cannot connect to the company VPN,Network,2 - High,Network
system,INC0000000150,Charlie Whitherspoon,Resolved,David Loo,Luke Wilson,2023-05-01 22:25:00,2023-05-12 04:31:00.824273090,2023-05-12 04:31:00.824273090,Printing error on client software,Software,2 - High,Software
admin,INC0000000151,Beth Anglin,Closed,David Loo,Charlie Whitherspoon,2023-05-02 09:42:00,2023-05-01 05:47:32.991079498,2023-05-01 05:47:32.991079498,Email service interrupted,Network,2 - High,Network
employee,INC0000000152,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-05-02 21:20:00,2023-05-06 03:25:07.998494752,2023-05-06 03:25:07.998494752,Unable to access VPN,Network,2 - High,Network
employee,INC0000000153,Charlie Whitherspoon,Resolved,David Loo,Beth Anglin,2023-05-04 03:27:00,2023-05-09 17:09:57.654128266,2023-05-09 17:09:57.654128266,Unable to login to the database,Database,2 - High,Database
admin,INC0000000154,Luke Wilson,Resolved,ITIL User,Howard Johnson,2023-05-06 10:37:00,2023-05-09 08:12:30.050044290,2023-05-09 08:12:30.050044290,Cannot connect to company VPN,Network,2 - High,Network
system,INC0000000155,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-05-06 13:02:00,2023-06-01 13:02:00.000000000,2023-06-01 13:02:00.000000000,Unable to log into the system,Service Desk,2 - High,Software
employee,INC0000000156,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-05-07 08:34:00,2023-05-13 20:34:34.940506286,2023-05-13 20:34:34.940506286,Email server down,Network,1 - Critical,Network
admin,INC0000000157,Beth Anglin,Resolved,Don Goodliffe,Luke Wilson,2023-05-07 09:47:00,2023-05-14 14:11:22.704281155,2023-05-14 14:11:22.704281155,Web server connection issue,Network,2 - High,Network
admin,INC0000000158,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-05-08 01:10:00,2023-05-14 09:15:25.544279701,2023-05-14 09:15:25.544279701,Unable to access the database,Database,2 - High,Database
admin,INC0000000159,Charlie Whitherspoon,Resolved,Don Goodliffe,Luke Wilson,2023-05-09 05:20:00,2023-05-08 03:29:14.934577575,2023-05-08 03:29:14.934577575,Error encountered during database access,Database,1 - Critical,Database
employee,INC0000000160,Howard Johnson,Closed,David Loo,Beth Anglin,2023-05-09 07:13:00,2023-05-17 16:12:09.343537783,2023-05-17 16:12:09.343537783,Email server not responding,Network,2 - High,Network
system,INC0000000161,Howard Johnson,Closed,Don Goodliffe,Fred Luddy,2023-05-09 10:34:00,2023-06-05 00:58:00.000000000,2023-06-05 00:58:00.000000000,Internet connection disruption reported,Network,2 - High,Network
system,INC0000000162,Beth Anglin,Closed,Don Goodliffe,Beth Anglin,2023-05-10 04:32:00,2023-05-08 19:25:10.184859027,2023-05-08 19:25:10.184859027,Email system down,Network,1 - Critical,Inquiry / Help
system,INC0000000163,Beth Anglin,Closed,Bud Richman,Charlie Whitherspoon,2023-05-10 23:07:00,2023-05-16 16:06:45.817969706,2023-05-16 16:06:45.817969706,Database backup failure,Database,2 - High,Database
admin,INC0000000164,Fred Luddy,Resolved,David Loo,Charlie Whitherspoon,2023-05-11 17:25:00,2023-05-12 20:52:21.011920214,2023-05-12 20:52:21.011920214,Unable to connect to office VPN,Network,2 - High,Network
system,INC0000000165,Charlie Whitherspoon,Resolved,Bud Richman,Luke Wilson,2023-05-14 04:22:00,2023-05-16 05:29:49.743180310,2023-05-16 05:29:49.743180310,Internet connectivity issues in office,Network,1 - Critical,Network
system,INC0000000166,Fred Luddy,Closed,ITIL User,Charlie Whitherspoon,2023-05-17 00:04:00,2023-05-13 08:29:30.851586648,2023-05-13 08:29:30.851586648,Email server downtime issues,Network,2 - High,Network
employee,INC0000000167,Howard Johnson,Closed,David Loo,Fred Luddy,2023-05-17 07:37:00,2023-06-14 12:25:00.000000000,2023-06-14 12:25:00.000000000,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000168,Charlie Whitherspoon,Closed,David Loo,Beth Anglin,2023-05-18 08:55:00,2023-05-19 04:59:25.205861641,2023-05-19 04:59:25.205861641,Email server is not responding,Network,1 - Critical,Network
employee,INC0000000169,Beth Anglin,Closed,ITIL User,Howard Johnson,2023-05-18 15:07:00,2023-05-26 22:15:06.953323324,2023-05-26 22:15:06.953323324,Database connection issue,Database,2 - High,Database
system,INC0000000170,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-05-18 23:08:00,2023-06-16 08:44:00.000000000,2023-06-16 08:44:00.000000000,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000171,Luke Wilson,Resolved,ITIL User,Beth Anglin,2023-05-19 14:58:00,2023-05-28 17:32:53.461367599,2023-05-28 17:32:53.461367599,Unable to connect to database,Database,2 - High,Database
system,INC0000000172,Howard Johnson,Resolved,Bud Richman,Howard Johnson,2023-05-19 22:26:00,2023-05-25 09:11:47.002193194,2023-05-25 09:11:47.002193194,Database connection issue on server,Database,2 - High,Database
admin,INC0000000173,Charlie Whitherspoon,Closed,David Loo,Charlie Whitherspoon,2023-05-20 12:22:00,2023-05-27 07:07:09.042032332,2023-05-27 07:07:09.042032332,Cannot connect to Wi-Fi,Network,2 - High,Network
system,INC0000000174,Howard Johnson,Resolved,ITIL User,Howard Johnson,2023-05-20 13:08:00,2023-05-21 15:56:22.117506144,2023-05-21 15:56:22.117506144,Email service down in the department,Network,2 - High,Inquiry / Help
employee,INC0000000175,Luke Wilson,Closed,ITIL User,Charlie Whitherspoon,2023-05-20 14:00:00,2023-05-20 15:30:52.145896751,2023-05-20 15:30:52.145896751,Cannot connect to the office network,Network,2 - High,Network
admin,INC0000000176,Charlie Whitherspoon,Closed,David Loo,Charlie Whitherspoon,2023-05-20 16:20:00,2023-05-23 21:59:02.159127374,2023-05-23 21:59:02.159127374,Unable to access email account,Service Desk,2 - High,Inquiry / Help
employee,INC0000000177,Charlie Whitherspoon,Closed,David Loo,Howard Johnson,2023-05-21 12:19:00,2023-05-23 09:34:31.091144337,2023-05-23 09:34:31.091144337,Cannot connect to email server,Network,2 - High,Network
system,INC0000000178,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2023-05-22 11:26:00,2023-06-20 16:14:00.000000000,2023-06-20 16:14:00.000000000,Cannot access company database,Database,2 - High,Database
employee,INC0000000179,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2023-05-23 16:59:00,2023-06-22 02:35:00.000000000,2023-06-22 02:35:00.000000000,Database connection error,Database,2 - High,Database
system,INC0000000180,Howard Johnson,Closed,Don Goodliffe,Howard Johnson,2023-05-23 21:17:00,2023-05-29 14:16:15.150895985,2023-05-29 14:16:15.150895985,Unable to access company database,Database,2 - High,Database
employee,INC0000000181,Luke Wilson,Resolved,David Loo,Howard Johnson,2023-05-24 21:52:00,2023-05-30 17:04:03.356857149,2023-05-30 17:04:03.356857149,Outage in network connectivity,Network,1 - Critical,Network
employee,INC0000000182,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-05-26 16:04:00,2023-06-04 09:06:21.309816013,2023-06-04 09:06:21.309816013,Unable to connect to office VPN,Network,2 - High,Network
system,INC0000000183,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-05-26 23:41:00,2023-06-25 23:41:00.000000000,2023-06-25 23:41:00.000000000,Connectivity issues with local server,Network,2 - High,Network
system,INC0000000184,Charlie Whitherspoon,Closed,Don Goodliffe,Luke Wilson,2023-05-27 15:56:00,2023-06-14 04:30:17.787618796,2023-06-14 04:30:17.787618796,Software update failure,Software,2 - High,Software
employee,INC0000000185,Beth Anglin,Resolved,Don Goodliffe,Luke Wilson,2023-05-28 09:36:00,2023-06-07 15:36:03.470723912,2023-06-07 15:36:03.470723912,Database server downtime,Database,1 - Critical,Database
system,INC0000000186,Fred Luddy,Resolved,Don Goodliffe,Luke Wilson,2023-05-29 07:48:00,2023-05-31 15:38:16.584242352,2023-05-31 15:38:16.584242352,Email system is not working properly,Network,2 - High,Software
system,INC0000000187,Beth Anglin,Closed,Bud Richman,Luke Wilson,2023-05-29 21:22:00,2023-06-09 12:14:41.401491450,2023-06-09 12:14:41.401491450,Email server connection issue,Network,1 - Critical,Network
admin,INC0000000188,Luke Wilson,Closed,ITIL User,Charlie Whitherspoon,2023-05-30 08:10:00,2023-05-31 22:18:33.693655324,2023-05-31 22:18:33.693655324,Slow network issue in Sales department,Network,1 - Critical,Network
system,INC0000000189,Luke Wilson,Resolved,ITIL User,Fred Luddy,2023-05-31 09:24:00,2023-07-01 09:24:00.000000000,2023-07-01 09:24:00.000000000,Email system malfunctioning,Network,1 - Critical,Software
employee,INC0000000190,Charlie Whitherspoon,Resolved,David Loo,Luke Wilson,2023-05-31 14:33:00,2023-06-11 01:07:31.251309981,2023-06-11 01:07:31.251309981,Database connectivity issue reported,Database,2 - High,Database
admin,INC0000000191,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-05-31 15:57:00,2023-06-06 15:21:32.564884066,2023-06-06 15:21:32.564884066,Email server down,Network,1 - Critical,Network
admin,INC0000000192,Charlie Whitherspoon,Closed,Bud Richman,Luke Wilson,2023-06-02 01:58:00,2023-06-07 04:32:59.340278528,2023-06-07 04:32:59.340278528,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000193,Beth Anglin,Resolved,Don Goodliffe,Beth Anglin,2023-06-03 00:32:00,2023-06-06 14:44:55.648275843,2023-06-06 14:44:55.648275843,Unable to access email,Service Desk,3 - Moderate,Software
employee,INC0000000194,Charlie Whitherspoon,Resolved,David Loo,Luke Wilson,2023-06-03 08:35:00,2023-06-09 04:54:13.286361848,2023-06-09 04:54:13.286361848,Database connectivity issue,Database,2 - High,Database
system,INC0000000195,Charlie Whitherspoon,Resolved,Don Goodliffe,Luke Wilson,2023-06-03 21:56:00,2023-06-03 05:46:32.305410661,2023-06-03 05:46:32.305410661,Email server down,Network,1 - Critical,Network
system,INC0000000196,Luke Wilson,Closed,Bud Richman,Luke Wilson,2023-06-04 22:40:00,2023-06-10 02:52:14.405220085,2023-06-10 02:52:14.405220085,Cannot connect to the database server,Database,1 - Critical,Database
employee,INC0000000197,Beth Anglin,Closed,Bud Richman,Charlie Whitherspoon,2023-06-05 08:59:00,2023-06-13 23:48:14.402723131,2023-06-13 23:48:14.402723131,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000198,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-06-05 12:29:00,2023-07-07 12:29:00.000000000,2023-07-07 12:29:00.000000000,Internet connection keeps disconnecting,Network,2 - High,Network
admin,INC0000000199,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-06-05 15:50:00,2023-07-07 15:50:00.000000000,2023-07-07 15:50:00.000000000,SMTP server issues with outgoing mails,Network,2 - High,Network
employee,INC0000000200,Beth Anglin,Closed,Don Goodliffe,Charlie Whitherspoon,2023-06-05 17:48:00,2023-06-08 22:07:26.469177004,2023-06-08 22:07:26.469177004,Error with network connection,Network,2 - High,Network
system,INC0000000201,Beth Anglin,Resolved,ITIL User,Charlie Whitherspoon,2023-06-07 00:14:00,2023-06-17 01:57:34.415581989,2023-06-17 01:57:34.415581989,Cannot access network drive,Network,2 - High,Network
system,INC0000000202,Luke Wilson,Resolved,David Loo,Charlie Whitherspoon,2023-06-07 05:19:00,2023-06-17 16:55:50.384834256,2023-06-17 16:55:50.384834256,E-mail client not responding,Software,2 - High,Software
employee,INC0000000203,Beth Anglin,Closed,ITIL User,Beth Anglin,2023-06-07 14:20:00,2023-06-13 20:42:22.198073403,2023-06-13 20:42:22.198073403,Cannot access email account,Service Desk,3 - Moderate,Software
employee,INC0000000204,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-06-08 01:08:00,2023-07-10 15:32:00.000000000,2023-07-10 15:32:00.000000000,Cannot connect to HR database,Database,2 - High,Database
admin,INC0000000205,Luke Wilson,Closed,ITIL User,Charlie Whitherspoon,2023-06-08 07:39:00,2023-06-19 12:03:38.614937058,2023-06-19 12:03:38.614937058,Login issue with VPN,Network,2 - High,Network
system,INC0000000206,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-06-08 20:30:00,2023-06-12 16:11:35.175299892,2023-06-12 16:11:35.175299892,Unable to connect to the Wi-Fi network,Network,3 - Moderate,Network
system,INC0000000207,Beth Anglin,Closed,Don Goodliffe,Howard Johnson,2023-06-09 05:45:00,2023-06-12 20:30:28.688891897,2023-06-12 20:30:28.688891897,Email server not responding,Network,2 - High,Network
system,INC0000000208,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2023-06-10 06:43:00,2023-07-13 06:43:00.000000000,2023-07-13 06:43:00.000000000,Unable to connect to the database,Database,2 - High,Database
admin,INC0000000209,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-06-10 08:57:00,2023-07-13 08:57:00.000000000,2023-07-13 08:57:00.000000000,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000210,Fred Luddy,Resolved,ITIL User,Charlie Whitherspoon,2023-06-10 19:19:00,2023-06-23 02:40:28.949362473,2023-06-23 02:40:28.949362473,Cannot access database,Database,2 - High,Database
employee,INC0000000211,Howard Johnson,Resolved,ITIL User,Charlie Whitherspoon,2023-06-11 11:17:00,2023-06-17 13:42:30.469037884,2023-06-17 13:42:30.469037884,Cannot access database,Database,2 - High,Database
admin,INC0000000212,Fred Luddy,Closed,David Loo,Luke Wilson,2023-06-11 20:58:00,2023-06-12 12:05:22.365087139,2023-06-12 12:05:22.365087139,Email Server Crash,Network,1 - Critical,Database
employee,INC0000000213,Charlie Whitherspoon,Resolved,Bud Richman,Charlie Whitherspoon,2023-06-14 09:21:00,2023-06-18 06:02:17.525334279,2023-06-18 06:02:17.525334279,Unable to access database,Database,2 - High,Database
employee,INC0000000214,Fred Luddy,Closed,Bud Richman,Beth Anglin,2023-06-15 04:14:00,2023-06-19 22:17:42.907386803,2023-06-19 22:17:42.907386803,Unable to access the server,Network,2 - High,Network
system,INC0000000215,Fred Luddy,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-06-15 16:01:00,2023-06-14 21:10:44.697289957,2023-06-14 21:10:44.697289957,Unable to access email server,Network,2 - High,Network
system,INC0000000216,Howard Johnson,Closed,Don Goodliffe,Charlie Whitherspoon,2023-06-16 20:56:00,2023-06-24 10:20:01.111667485,2023-06-24 10:20:01.111667485,Server connectivity issues,Network,2 - High,Network
system,INC0000000217,Luke Wilson,Resolved,David Loo,Charlie Whitherspoon,2023-06-17 07:51:00,2023-06-18 20:50:46.697261796,2023-06-18 20:50:46.697261796,Internet connection unstable,Network,2 - High,Network
admin,INC0000000218,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-06-17 18:44:00,2023-06-13 18:40:55.082065092,2023-06-13 18:40:55.082065092,Can't connect to the company database,Database,2 - High,Database
system,INC0000000219,Charlie Whitherspoon,Resolved,David Loo,Beth Anglin,2023-06-19 22:26:00,2023-06-23 01:04:49.162864745,2023-06-23 01:04:49.162864745,Unable to access database,Database,2 - High,Database
system,INC0000000220,Fred Luddy,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-06-20 05:10:00,2023-06-26 11:38:12.177304579,2023-06-26 11:38:12.177304579,Can't connect to VPN,Network,2 - High,Network
admin,INC0000000221,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-06-20 16:09:00,2023-07-02 04:16:02.658124444,2023-07-02 04:16:02.658124444,Unable to access VPN,Network,2 - High,Network
system,INC0000000222,Howard Johnson,Closed,Bud Richman,Howard Johnson,2023-06-22 22:03:00,2023-06-29 18:40:54.761141641,2023-06-29 18:40:54.761141641,Unable to access the Database server,Database,1 - Critical,Database
admin,INC0000000223,Howard Johnson,Resolved,Don Goodliffe,Howard Johnson,2023-06-22 22:44:00,2023-06-27 15:22:29.602306987,2023-06-27 15:22:29.602306987,Unable to access company intranet,Network,2 - High,Network
admin,INC0000000224,Luke Wilson,Closed,ITIL User,Luke Wilson,2023-06-24 04:35:00,2023-06-25 17:42:37.341093510,2023-06-25 17:42:37.341093510,Unable to access office network,Network,2 - High,Network
admin,INC0000000225,Howard Johnson,Resolved,David Loo,Beth Anglin,2023-06-24 13:06:00,2023-06-26 01:04:14.513038935,2023-06-26 01:04:14.513038935,Email system failure,Network,1 - Critical,Hardware
employee,INC0000000226,Howard Johnson,Resolved,ITIL User,Beth Anglin,2023-06-25 02:07:00,2023-06-25 22:15:31.061694001,2023-06-25 22:15:31.061694001,Cannot connect to Wifi,Network,3 - Moderate,Network
employee,INC0000000227,Howard Johnson,Resolved,ITIL User,Luke Wilson,2023-06-25 07:53:00,2023-07-06 13:54:30.135641326,2023-07-06 13:54:30.135641326,VPN connectivity issue,Network,2 - High,Network
system,INC0000000228,Howard Johnson,Closed,David Loo,Beth Anglin,2023-06-25 13:17:00,2023-06-26 01:09:01.981194599,2023-06-26 01:09:01.981194599,Email client crashes upon startup,Software,2 - High,Software
employee,INC0000000229,Charlie Whitherspoon,Resolved,David Loo,Beth Anglin,2023-06-26 10:44:00,2023-06-27 09:31:31.074870749,2023-06-27 09:31:31.074870749,Cannot connect to network,Network,2 - High,Network
admin,INC0000000230,Howard Johnson,Closed,ITIL User,Charlie Whitherspoon,2023-06-27 19:39:00,2023-06-26 09:25:17.024668336,2023-06-26 09:25:17.024668336,Cannot access database,Database,3 - Moderate,Database
admin,INC0000000231,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-06-28 17:59:00,2023-07-03 22:46:44.852226696,2023-07-03 22:46:44.852226696,Server not responding,Network,1 - Critical,Hardware
employee,INC0000000232,Fred Luddy,Resolved,ITIL User,Luke Wilson,2023-06-29 05:41:00,2023-07-02 04:42:47.414036408,2023-07-02 04:42:47.414036408,Email server is down,Network,1 - Critical,Network
employee,INC0000000233,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-06-29 16:30:00,2023-08-05 11:42:00.000000000,2023-08-05 11:42:00.000000000,SQL Server performance issue,Database,2 - High,Database
system,INC0000000234,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-07-01 19:09:00,2023-07-01 16:05:35.462376446,2023-07-01 16:05:35.462376446,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000235,Howard Johnson,Resolved,Don Goodliffe,Luke Wilson,2023-07-02 06:43:00,2023-07-04 12:47:03.143420916,2023-07-04 12:47:03.143420916,Unable to access company database,Database,2 - High,Database
admin,INC0000000236,Beth Anglin,Resolved,Bud Richman,Charlie Whitherspoon,2023-07-02 19:00:00,2023-07-13 02:09:13.690753486,2023-07-13 02:09:13.690753486,Server unexpectedly shutdown,Hardware,2 - High,Hardware
system,INC0000000237,Howard Johnson,Resolved,Don Goodliffe,Luke Wilson,2023-07-03 13:03:00,2023-07-12 04:19:21.352834402,2023-07-12 04:19:21.352834402,Unable to connect to database,Database,1 - Critical,Database
admin,INC0000000238,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-07-03 23:14:00,2023-07-05 01:39:08.752297071,2023-07-05 01:39:08.752297071,Cannot connect to office WiFi,Network,2 - High,Network
admin,INC0000000239,Fred Luddy,Closed,Don Goodliffe,Beth Anglin,2023-07-05 04:01:00,2023-07-04 06:58:03.741405117,2023-07-04 06:58:03.741405117,Email Service Unavailable,Network,1 - Critical,Network
system,INC0000000240,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2023-07-06 15:28:00,2023-07-13 22:33:33.180322426,2023-07-13 22:33:33.180322426,Email service is inaccessible,Network,2 - High,Network
employee,INC0000000241,Beth Anglin,Resolved,David Loo,Fred Luddy,2023-07-07 13:42:00,2023-08-14 23:17:59.999999999,2023-08-14 23:17:59.999999999,Email functionality not working,Service Desk,2 - High,Software
admin,INC0000000242,Howard Johnson,Closed,Don Goodliffe,Charlie Whitherspoon,2023-07-07 19:08:00,2023-07-07 15:38:56.529938523,2023-07-07 15:38:56.529938523,Unable to connect to the VPN,Network,2 - High,Network
system,INC0000000243,Fred Luddy,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-07-08 22:31:00,2023-07-12 14:16:32.287643691,2023-07-12 14:16:32.287643691,Server downtime issue,Network,1 - Critical,Database
employee,INC0000000244,Charlie Whitherspoon,Resolved,Bud Richman,Howard Johnson,2023-07-09 00:13:00,2023-07-05 01:38:02.617938081,2023-07-05 01:38:02.617938081,Login issues with corporate account,Service Desk,2 - High,Software
employee,INC0000000245,Charlie Whitherspoon,Closed,Don Goodliffe,Charlie Whitherspoon,2023-07-09 08:12:00,2023-07-12 12:51:39.143453264,2023-07-12 12:51:39.143453264,Unable to access database,Database,2 - High,Database
system,INC0000000246,Fred Luddy,Resolved,ITIL User,Beth Anglin,2023-07-09 16:11:00,2023-07-08 08:26:22.034868235,2023-07-08 08:26:22.034868235,Email server not responding,Network,2 - High,Network
employee,INC0000000247,Charlie Whitherspoon,Closed,Bud Richman,Howard Johnson,2023-07-09 20:01:00,2023-07-04 00:47:01.907284709,2023-07-04 00:47:01.907284709,Unable to connect to database,Database,1 - Critical,Database
employee,INC0000000248,Fred Luddy,Closed,ITIL User,Charlie Whitherspoon,2023-07-10 11:33:00,2023-07-17 03:29:07.204176699,2023-07-17 03:29:07.204176699,Cannot access company database,Database,2 - High,Database
admin,INC0000000249,Fred Luddy,Resolved,David Loo,Howard Johnson,2023-07-13 12:21:00,2023-07-20 10:33:12.832989879,2023-07-20 10:33:12.832989879,Unable to access company database,Database,2 - High,Database
system,INC0000000250,Luke Wilson,Resolved,David Loo,Luke Wilson,2023-07-15 15:41:00,2023-07-26 05:57:30.362275557,2023-07-26 05:57:30.362275557,Internet connectivity issue in the marketing department,Network,2 - High,Network
admin,INC0000000251,Beth Anglin,Closed,David Loo,Howard Johnson,2023-07-15 21:15:00,2023-07-15 05:40:27.026103481,2023-07-15 05:40:27.026103481,Cannot connect to the server,Network,1 - Critical,Network
admin,INC0000000252,Charlie Whitherspoon,Resolved,Bud Richman,Charlie Whitherspoon,2023-07-17 07:00:00,2023-07-19 16:38:54.145226843,2023-07-19 16:38:54.145226843,Unable to access the corporate VPN,Network,2 - High,Network
employee,INC0000000253,Beth Anglin,Resolved,Bud Richman,Luke Wilson,2023-07-17 12:37:00,2023-07-22 06:38:10.539416621,2023-07-22 06:38:10.539416621,Email server outage,Network,1 - Critical,Network
admin,INC0000000254,Fred Luddy,Resolved,David Loo,Howard Johnson,2023-07-18 11:30:00,2023-07-19 07:47:59.247129958,2023-07-19 07:47:59.247129958,VPN Connectivity issue,Network,2 - High,Network
employee,INC0000000255,Howard Johnson,Closed,David Loo,Beth Anglin,2023-07-20 03:49:00,2023-07-22 08:45:37.903217506,2023-07-22 08:45:37.903217506,Unable to access server,Network,1 - Critical,Network
system,INC0000000256,Luke Wilson,Closed,Bud Richman,Luke Wilson,2023-07-21 01:27:00,2023-07-21 06:52:51.584434969,2023-07-21 06:52:51.584434969,Database connection issue,Database,2 - High,Database
system,INC0000000257,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-07-22 08:05:00,2023-07-21 04:06:30.008952767,2023-07-21 04:06:30.008952767,Database server connectivity issue,Database,1 - Critical,Database
employee,INC0000000258,Howard Johnson,Closed,ITIL User,Luke Wilson,2023-07-22 15:18:00,2023-08-04 08:31:36.849276351,2023-08-04 08:31:36.849276351,Email server not responding,Network,2 - High,Network
