sys_updated_on,assigned_to,caller_id,number,state,closed_by,opened_at,closed_at,sys_updated_by,short_description,assignment_group,priority,category
2023-08-07 12:27:10.256598569,Luke Wilson,ITIL User,INC0000000129,Resolved,Howard Johnson,2023-08-04 16:19:00,2023-08-07 12:27:10.256598569,admin,Can't access email server,Network,2 - High,Network
2023-08-15 13:31:39.134555490,Beth Anglin,ITIL User,INC0000000130,Closed,Fred Luddy,2023-08-04 18:09:00,2023-08-15 13:31:39.134555490,system,Cannot connect to the office VPN,Network,2 - High,Inquiry / Help
2023-08-18 14:33:27.069741024,Charlie Whitherspoon,ITIL User,INC0000000131,Resolved,Beth Anglin,2023-08-05 01:52:00,2023-08-18 14:33:27.069741024,employee,Email client not responding,Software,2 - High,Software
2023-08-14 17:24:33.907984228,Charlie Whitherspoon,ITIL User,INC0000000132,Closed,Luke Wilson,2023-08-06 01:11:00,2023-08-14 17:24:33.907984228,employee,Email client not syncing,Software,3 - Moderate,Software
2023-08-17 12:21:10.496559955,Howard Johnson,Don Goodliffe,INC0000000133,Resolved,Luke Wilson,2023-08-06 03:30:00,2023-08-17 12:21:10.496559955,admin,Cannot access email account,Service Desk,2 - High,Inquiry / Help
2023-08-12 13:11:01.232361015,Luke Wilson,Bud Richman,INC0000000134,Resolved,Charlie Whitherspoon,2023-08-06 17:36:00,2023-08-12 13:11:01.232361015,employee,Email system overload,Network,2 - High,Software
2023-08-07 21:45:00.000000000,Charlie Whitherspoon,ITIL User,INC0000000135,Closed,Luke Wilson,2023-08-06 21:45:00,2023-08-07 21:45:00.000000000,admin,Email service is down,Network,1 - Critical,Network
2023-08-15 00:01:04.488711657,Howard Johnson,Bud Richman,INC0000000136,Resolved,Howard Johnson,2023-08-07 21:00:00,2023-08-15 00:01:04.488711657,employee,Email server not responding,Network,1 - Critical,Network
2023-08-09 08:38:00.000000000,Howard Johnson,ITIL User,INC0000000137,Closed,Howard Johnson,2023-08-08 08:38:00,2023-08-09 08:38:00.000000000,employee,Unable to connect to VPN,Network,2 - High,Network
2023-08-10 20:49:00.000000000,Howard Johnson,ITIL User,INC0000000138,Closed,Beth Anglin,2023-08-09 20:49:00,2023-08-10 20:49:00.000000000,admin,Cannot access database after recent updates,Database,2 - High,Database
2023-08-14 06:35:00.000000000,Howard Johnson,ITIL User,INC0000000139,Resolved,Charlie Whitherspoon,2023-08-13 06:35:00,2023-08-14 06:35:00.000000000,system,Unable to access database,Database,2 - High,Database
2023-08-27 22:29:07.843498306,Beth Anglin,Bud Richman,INC0000000140,Closed,Luke Wilson,2023-08-14 02:11:00,2023-08-27 22:29:07.843498306,employee,Network connection unstable,Network,2 - High,Network
2023-08-28 18:07:27.608637866,Beth Anglin,David Loo,INC0000000141,Closed,Charlie Whitherspoon,2023-08-14 10:52:00,2023-08-28 18:07:27.608637866,employee,Unable to access company database,Database,2 - High,Database
2023-08-29 14:25:37.894370736,Beth Anglin,Bud Richman,INC0000000142,Closed,Beth Anglin,2023-08-14 17:10:00,2023-08-29 14:25:37.894370736,employee,Cannot connect to the VPN,Network,2 - High,Network
2023-08-26 10:37:12.159881367,Luke Wilson,David Loo,INC0000000143,Closed,Beth Anglin,2023-08-15 21:38:00,2023-08-26 10:37:12.159881367,system,Email server is not responding,Network,2 - High,Network
2023-08-28 15:14:56.687505160,Charlie Whitherspoon,Don Goodliffe,INC0000000144,Closed,Beth Anglin,2023-08-16 09:17:00,2023-08-28 15:14:56.687505160,system,Internet connection is unstable,Network,2 - High,Network
2023-08-30 18:19:31.820203171,Howard Johnson,ITIL User,INC0000000145,Closed,Fred Luddy,2023-08-16 14:43:00,2023-08-30 18:19:31.820203171,admin,Printer not functioning properly,Hardware,2 - High,Hardware
2023-08-27 22:26:42.816979984,Howard Johnson,Bud Richman,INC0000000146,Resolved,Charlie Whitherspoon,2023-08-16 18:49:00,2023-08-27 22:26:42.816979984,admin,Network connection unstable,Network,2 - High,Network
2023-08-18 10:22:00.000000000,Fred Luddy,ITIL User,INC0000000147,Resolved,Luke Wilson,2023-08-17 10:22:00,2023-08-18 10:22:00.000000000,system,Unable to connect to VPN,Network,2 - High,Network
2023-09-03 19:26:51.979722017,Luke Wilson,Don Goodliffe,INC0000000148,Closed,Beth Anglin,2023-08-17 12:50:00,2023-09-03 19:26:51.979722017,system,Email server is not responding,Network,1 - Critical,Network
2023-08-26 01:34:09.502561542,Charlie Whitherspoon,ITIL User,INC0000000149,Resolved,Howard Johnson,2023-08-17 20:18:00,2023-08-26 01:34:09.502561542,system,Unable to access certain features in the new software update,Software,2 - High,Software
2023-08-22 11:00:10.875895761,Luke Wilson,Don Goodliffe,INC0000000150,Resolved,Beth Anglin,2023-08-18 11:02:00,2023-08-22 11:00:10.875895761,system,Unable to access company database,Database,2 - High,Database
2023-09-10 00:57:31.575436825,Luke Wilson,Don Goodliffe,INC0000000151,Resolved,Beth Anglin,2023-08-19 07:47:00,2023-09-10 00:57:31.575436825,system,Unable to access VPN,Network,2 - High,Network
2023-08-23 05:40:11.643951048,Howard Johnson,David Loo,INC0000000152,Closed,Howard Johnson,2023-08-19 08:02:00,2023-08-23 05:40:11.643951048,admin,Unable to access company database,Database,2 - High,Database
2023-09-13 09:42:31.073235241,Fred Luddy,ITIL User,INC0000000153,Closed,Beth Anglin,2023-08-19 17:49:00,2023-09-13 09:42:31.073235241,admin,Unable to connect to the database,Database,2 - High,Database
2023-08-29 08:30:02.785876560,Howard Johnson,Don Goodliffe,INC0000000154,Resolved,Fred Luddy,2023-08-21 20:24:00,2023-08-29 08:30:02.785876560,employee,Unable to access email from the office computer,Service Desk,2 - High,Network
2023-08-23 03:30:14.591804764,Charlie Whitherspoon,Bud Richman,INC0000000155,Closed,Charlie Whitherspoon,2023-08-22 00:38:00,2023-08-23 03:30:14.591804764,employee,Unable to connect to VPN,Network,2 - High,Network
2023-08-26 21:16:44.203618202,Charlie Whitherspoon,Don Goodliffe,INC0000000156,Closed,Luke Wilson,2023-08-23 05:26:00,2023-08-26 21:16:44.203618202,admin,Slow network speed,Network,3 - Moderate,Network
2023-09-12 14:24:01.520163352,Beth Anglin,Don Goodliffe,INC0000000157,Closed,Beth Anglin,2023-08-23 06:16:00,2023-09-12 14:24:01.520163352,system,Cannot connect to the VPN,Network,2 - High,Network
2023-08-31 03:51:07.778023230,Fred Luddy,Bud Richman,INC0000000158,Closed,Luke Wilson,2023-08-23 08:14:00,2023-08-31 03:51:07.778023230,admin,Cannot connect to office wi-fi,Network,2 - High,Network
2023-09-02 12:31:45.098878478,Beth Anglin,Bud Richman,INC0000000159,Closed,Fred Luddy,2023-08-23 13:20:00,2023-09-02 12:31:45.098878478,system,Email server is down,Network,1 - Critical,Network
2023-09-05 07:30:39.293027240,Charlie Whitherspoon,Bud Richman,INC0000000160,Closed,Beth Anglin,2023-08-23 14:07:00,2023-09-05 07:30:39.293027240,admin,Unable to access VPN,Network,2 - High,Network
2023-08-25 17:45:00.000000000,Fred Luddy,Bud Richman,INC0000000161,Resolved,Fred Luddy,2023-08-24 17:45:00,2023-08-25 17:45:00.000000000,admin,Unable to access email server,Network,2 - High,Inquiry / Help
2023-09-02 01:01:40.892397730,Fred Luddy,David Loo,INC0000000162,Closed,Howard Johnson,2023-08-24 20:57:00,2023-09-02 01:01:40.892397730,system,Cannot connect to office VPN,Network,2 - High,Network
2023-08-26 09:18:00.000000000,Charlie Whitherspoon,ITIL User,INC0000000163,Resolved,Howard Johnson,2023-08-25 09:18:00,2023-08-26 09:18:00.000000000,system,Internet connection unstable,Network,2 - High,Network
2023-09-02 09:11:24.596944157,Luke Wilson,ITIL User,INC0000000164,Closed,Fred Luddy,2023-08-25 21:36:00,2023-09-02 09:11:24.596944157,admin,Unable to access internet on workstation,Network,2 - High,Network
2023-09-04 23:17:28.485979863,Howard Johnson,ITIL User,INC0000000165,Resolved,Fred Luddy,2023-08-26 02:02:00,2023-09-04 23:17:28.485979863,employee,Unable to connect to the VPN,Network,2 - High,Network
2023-08-30 03:08:00.000000000,Luke Wilson,Don Goodliffe,INC0000000166,Resolved,Beth Anglin,2023-08-29 03:08:00,2023-08-30 03:08:00.000000000,employee,Issues with database connection,Database,2 - High,Database
2023-08-30 10:35:00.000000000,Fred Luddy,David Loo,INC0000000167,Closed,Fred Luddy,2023-08-29 10:35:00,2023-08-30 10:35:00.000000000,employee,Unable to access the database,Database,2 - High,Database
2023-09-15 11:33:22.988442526,Luke Wilson,David Loo,INC0000000168,Resolved,Charlie Whitherspoon,2023-08-29 14:40:00,2023-09-15 11:33:22.988442526,employee,Unable to access database after last update,Database,2 - High,Database
2023-09-11 19:11:10.294764385,Fred Luddy,David Loo,INC0000000169,Resolved,Charlie Whitherspoon,2023-08-29 15:21:00,2023-09-11 19:11:10.294764385,admin,Email server not responding,Network,1 - Critical,Network
2023-09-04 23:35:15.146976085,Howard Johnson,Bud Richman,INC0000000170,Closed,Howard Johnson,2023-08-29 23:26:00,2023-09-04 23:35:15.146976085,employee,Email system not working,Service Desk,1 - Critical,Software
2023-08-31 09:40:34.437132147,Howard Johnson,David Loo,INC0000000171,Closed,Fred Luddy,2023-08-30 06:32:00,2023-08-31 09:40:34.437132147,system,Unable to access company VPN,Network,2 - High,Network
2023-08-31 12:24:00.000000000,Fred Luddy,Don Goodliffe,INC0000000172,Closed,Charlie Whitherspoon,2023-08-30 12:24:00,2023-08-31 12:24:00.000000000,employee,Outage in building 123,Network,1 - Critical,Hardware
2023-09-03 06:37:42.253242306,Fred Luddy,David Loo,INC0000000173,Resolved,Charlie Whitherspoon,2023-08-31 08:20:00,2023-09-03 06:37:42.253242306,employee,Software upgrade needed for productivity,Software,3 - Moderate,Software
2023-09-10 14:47:50.676078504,Fred Luddy,ITIL User,INC0000000174,Closed,Luke Wilson,2023-09-02 05:18:00,2023-09-10 14:47:50.676078504,employee,Network connection issue,Network,2 - High,Network
2023-09-09 15:40:08.637684163,Fred Luddy,Bud Richman,INC0000000175,Closed,Beth Anglin,2023-09-02 12:58:00,2023-09-09 15:40:08.637684163,system,Unable to access the email server,Network,2 - High,Network
2023-09-15 13:29:38.913520887,Luke Wilson,David Loo,INC0000000176,Closed,Charlie Whitherspoon,2023-09-02 19:43:00,2023-09-15 13:29:38.913520887,employee,SQL Server database error,Database,2 - High,Database
2023-09-16 04:09:50.760995929,Fred Luddy,Bud Richman,INC0000000177,Resolved,Howard Johnson,2023-09-02 23:30:00,2023-09-16 04:09:50.760995929,admin,Cannot connect to VPN,Network,2 - High,Network
2023-09-07 12:50:30.190550638,Fred Luddy,Bud Richman,INC0000000178,Resolved,Howard Johnson,2023-09-03 01:28:00,2023-09-07 12:50:30.190550638,admin,Cannot log into VPN,Network,2 - High,Network
2023-09-07 22:17:39.572614785,Beth Anglin,David Loo,INC0000000179,Closed,Howard Johnson,2023-09-03 21:16:00,2023-09-07 22:17:39.572614785,system,No internet connection in meeting room,Network,2 - High,Network
2023-09-15 14:49:22.292218997,Charlie Whitherspoon,ITIL User,INC0000000180,Resolved,Beth Anglin,2023-09-04 01:20:00,2023-09-15 14:49:22.292218997,employee,Unable to connect to the VPN,Network,2 - High,Network
2023-10-01 23:38:11.116159088,Fred Luddy,Don Goodliffe,INC0000000181,Closed,Fred Luddy,2023-09-05 00:40:00,2023-10-01 23:38:11.116159088,system,SQL Server performance issue,Database,2 - High,Database
2023-09-10 23:40:12.325747702,Howard Johnson,Don Goodliffe,INC0000000182,Closed,Beth Anglin,2023-09-05 07:57:00,2023-09-10 23:40:12.325747702,employee,Database server outage,Database,1 - Critical,Database
2023-09-16 16:45:03.467949320,Luke Wilson,Bud Richman,INC0000000183,Closed,Beth Anglin,2023-09-06 06:09:00,2023-09-16 16:45:03.467949320,system,Unable to connect to the VPN,Network,2 - High,Network
2023-09-15 03:02:36.098708302,Fred Luddy,Bud Richman,INC0000000184,Closed,Beth Anglin,2023-09-06 09:40:00,2023-09-15 03:02:36.098708302,system,SQL Server connectivity issue,Database,2 - High,Database
2023-09-14 05:39:36.655290102,Beth Anglin,David Loo,INC0000000185,Closed,Howard Johnson,2023-09-07 12:47:00,2023-09-14 05:39:36.655290102,employee,Database connection issue,Database,2 - High,Database
2023-09-12 07:33:34.427819263,Charlie Whitherspoon,Bud Richman,INC0000000186,Closed,Luke Wilson,2023-09-08 16:41:00,2023-09-12 07:33:34.427819263,admin,Unable to access the internal company website,Network,2 - High,Network
2023-09-22 07:35:25.837076618,Fred Luddy,Don Goodliffe,INC0000000187,Resolved,Howard Johnson,2023-09-08 18:43:00,2023-09-22 07:35:25.837076618,admin,Server network connectivity issue,Network,2 - High,Network
2023-09-15 09:39:40.278059537,Beth Anglin,Bud Richman,INC0000000188,Resolved,Luke Wilson,2023-09-08 22:38:00,2023-09-15 09:39:40.278059537,employee,Email server not responding,Network,2 - High,Hardware
2023-09-17 17:13:37.554902058,Luke Wilson,Don Goodliffe,INC0000000189,Resolved,Charlie Whitherspoon,2023-09-09 06:33:00,2023-09-17 17:13:37.554902058,employee,Unable to connect to VPN,Network,2 - High,Network
2023-09-23 16:06:52.574884235,Howard Johnson,Bud Richman,INC0000000190,Resolved,Charlie Whitherspoon,2023-09-09 07:51:00,2023-09-23 16:06:52.574884235,system,Unable to connect to the VPN,Network,2 - High,Network
2023-09-17 22:43:18.465780942,Luke Wilson,Bud Richman,INC0000000191,Closed,Charlie Whitherspoon,2023-09-09 10:48:00,2023-09-17 22:43:18.465780942,employee,Can't connect to VPN,Network,2 - High,Network
2023-09-10 16:28:00.000000000,Fred Luddy,Don Goodliffe,INC0000000192,Resolved,Beth Anglin,2023-09-09 16:28:00,2023-09-10 16:28:00.000000000,admin,Unable to access email,Service Desk,2 - High,Software
2023-09-17 13:40:41.919433505,Charlie Whitherspoon,David Loo,INC0000000193,Closed,Fred Luddy,2023-09-10 22:12:00,2023-09-17 13:40:41.919433505,admin,Unable to connect to VPN,Network,2 - High,Network
2023-09-12 00:57:00.000000000,Beth Anglin,Don Goodliffe,INC0000000194,Resolved,Howard Johnson,2023-09-11 00:57:00,2023-09-12 00:57:00.000000000,employee,Cannot access the company database,Database,2 - High,Database
2023-09-15 22:49:48.908160016,Luke Wilson,Bud Richman,INC0000000195,Closed,Fred Luddy,2023-09-11 02:51:00,2023-09-15 22:49:48.908160016,system,Database connection issue,Database,2 - High,Database
2023-09-21 06:20:39.412832052,Charlie Whitherspoon,David Loo,INC0000000196,Resolved,Charlie Whitherspoon,2023-09-11 12:43:00,2023-09-21 06:20:39.412832052,admin,Email client not syncing correctly,Network,2 - High,Software
2023-09-12 19:15:00.000000000,Fred Luddy,Bud Richman,INC0000000197,Closed,Howard Johnson,2023-09-11 19:15:00,2023-09-12 19:15:00.000000000,admin,Unable to access database,Database,2 - High,Database
2023-09-13 01:01:00.000000000,Charlie Whitherspoon,ITIL User,INC0000000198,Closed,Fred Luddy,2023-09-12 01:01:00,2023-09-13 01:01:00.000000000,admin,Email service is not working,Service Desk,2 - High,Network
2023-09-25 00:21:50.045629574,Beth Anglin,David Loo,INC0000000199,Resolved,Charlie Whitherspoon,2023-09-12 06:00:00,2023-09-25 00:21:50.045629574,employee,System software update failed,Software,2 - High,Software
2023-09-26 22:37:59.654087282,Howard Johnson,Bud Richman,INC0000000200,Closed,Fred Luddy,2023-09-12 18:45:00,2023-09-26 22:37:59.654087282,admin,I cannot log into my database,Database,3 - Moderate,Database
2023-09-14 03:09:00.000000000,Beth Anglin,Bud Richman,INC0000000201,Resolved,Luke Wilson,2023-09-13 03:09:00,2023-09-14 03:09:00.000000000,employee,Cannot access email,Service Desk,2 - High,Software
2023-10-04 17:34:29.588338310,Luke Wilson,Bud Richman,INC0000000202,Closed,Luke Wilson,2023-09-15 05:15:00,2023-10-04 17:34:29.588338310,employee,SQL server keeps crashing,Database,1 - Critical,Database
2023-09-18 14:58:30.360339563,Luke Wilson,David Loo,INC0000000203,Closed,Beth Anglin,2023-09-15 11:31:00,2023-09-18 14:58:30.360339563,admin,Unable to log into email account,Service Desk,2 - High,Software
2023-09-25 13:19:35.844919322,Beth Anglin,Don Goodliffe,INC0000000204,Closed,Luke Wilson,2023-09-15 23:20:00,2023-09-25 13:19:35.844919322,employee,Unable to connect to the database,Database,2 - High,Database
2023-09-18 13:26:52.347650597,Charlie Whitherspoon,Don Goodliffe,INC0000000205,Resolved,Charlie Whitherspoon,2023-09-17 05:20:00,2023-09-18 13:26:52.347650597,system,Unable to connect to VPN,Network,2 - High,Network
2023-09-21 03:58:12.262228391,Luke Wilson,David Loo,INC0000000206,Resolved,Charlie Whitherspoon,2023-09-17 06:04:00,2023-09-21 03:58:12.262228391,system,Printing issues in office,Hardware,2 - High,Hardware
2023-10-04 12:28:08.073009739,Beth Anglin,Don Goodliffe,INC0000000207,Resolved,Howard Johnson,2023-09-19 05:12:00,2023-10-04 12:28:08.073009739,system,Database server experiencing slowdowns,Database,2 - High,Database
2023-09-29 01:08:51.916930997,Beth Anglin,Bud Richman,INC0000000208,Closed,Howard Johnson,2023-09-19 11:47:00,2023-09-29 01:08:51.916930997,system,Database malfunction detected,Database,2 - High,Database
2023-10-01 07:34:21.365960339,Howard Johnson,David Loo,INC0000000209,Closed,Charlie Whitherspoon,2023-09-20 11:33:00,2023-10-01 07:34:21.365960339,system,Internet not working on 3rd floor,Network,2 - High,Network
2023-09-23 16:34:16.919394329,Howard Johnson,Don Goodliffe,INC0000000210,Closed,Beth Anglin,2023-09-20 22:47:00,2023-09-23 16:34:16.919394329,system,Cannot access company database from remote server,Database,2 - High,Network
2023-09-22 18:28:00.000000000,Howard Johnson,David Loo,INC0000000211,Closed,Charlie Whitherspoon,2023-09-21 18:28:00,2023-09-22 18:28:00.000000000,system,Unable to connect to the company's VPN,Network,2 - High,Network
2023-09-24 21:36:08.480054614,Charlie Whitherspoon,David Loo,INC0000000212,Resolved,Fred Luddy,2023-09-21 20:35:00,2023-09-24 21:36:08.480054614,system,Email service disruption,Network,2 - High,Network
2023-10-01 07:07:42.342528101,Luke Wilson,Bud Richman,INC0000000213,Closed,Fred Luddy,2023-09-21 22:21:00,2023-10-01 07:07:42.342528101,employee,Email server connectivity issues,Network,2 - High,Network
2023-09-24 05:36:00.000000000,Luke Wilson,Don Goodliffe,INC0000000214,Closed,Fred Luddy,2023-09-23 05:36:00,2023-09-24 05:36:00.000000000,employee,Unable to connect to Wifi,Network,1 - Critical,Hardware
2023-09-29 11:58:27.544546535,Beth Anglin,David Loo,INC0000000215,Closed,Fred Luddy,2023-09-24 18:09:00,2023-09-29 11:58:27.544546535,employee,Email server not responding,Network,2 - High,Network
2023-09-26 04:12:00.000000000,Luke Wilson,ITIL User,INC0000000216,Resolved,Luke Wilson,2023-09-25 04:12:00,2023-09-26 04:12:00.000000000,employee,VPN connection issue,Network,2 - High,Network
2023-09-26 08:20:00.000000000,Charlie Whitherspoon,David Loo,INC0000000217,Resolved,Charlie Whitherspoon,2023-09-25 08:20:00,2023-09-26 08:20:00.000000000,employee,Email client not syncing,Service Desk,4 - Low,Software
2023-10-03 13:25:51.607414203,Fred Luddy,ITIL User,INC0000000218,Resolved,Beth Anglin,2023-09-25 09:31:00,2023-10-03 13:25:51.607414203,admin,Issues with VPN connecting,Network,2 - High,Network
2023-10-09 09:57:43.110023206,Charlie Whitherspoon,Don Goodliffe,INC0000000219,Closed,Fred Luddy,2023-09-26 06:57:00,2023-10-09 09:57:43.110023206,system,Unable to connect to Database,Database,1 - Critical,Database
2023-10-09 22:35:16.655125084,Luke Wilson,Bud Richman,INC0000000220,Closed,Fred Luddy,2023-09-26 09:51:00,2023-10-09 22:35:16.655125084,employee,Server not responding,Database,2 - High,Hardware
2023-10-02 18:14:39.306482239,Howard Johnson,ITIL User,INC0000000221,Closed,Luke Wilson,2023-09-26 13:00:00,2023-10-02 18:14:39.306482239,admin,Unable to connect to the VPN,Network,2 - High,Network
2023-09-27 17:15:00.000000000,Fred Luddy,ITIL User,INC0000000222,Closed,Charlie Whitherspoon,2023-09-26 17:15:00,2023-09-27 17:15:00.000000000,system,Software not installing properly on work machine,Software,2 - High,Software
2023-10-12 08:17:40.043242807,Howard Johnson,David Loo,INC0000000223,Closed,Charlie Whitherspoon,2023-09-26 21:27:00,2023-10-12 08:17:40.043242807,system,Application running slowly,Software,2 - High,Software
2023-10-06 21:11:33.342047167,Beth Anglin,Bud Richman,INC0000000224,Closed,Fred Luddy,2023-09-27 03:50:00,2023-10-06 21:11:33.342047167,employee,Unable to access VPN,Network,2 - High,Network
2023-10-07 12:08:40.314494990,Fred Luddy,Don Goodliffe,INC0000000225,Closed,Beth Anglin,2023-09-27 05:47:00,2023-10-07 12:08:40.314494990,employee,Email server connectivity issue,Network,2 - High,Network
2023-10-08 04:19:41.885915698,Luke Wilson,ITIL User,INC0000000226,Resolved,Beth Anglin,2023-09-28 12:31:00,2023-10-08 04:19:41.885915698,system,Cannot connect to VPN,Network,2 - High,Network
2023-10-08 11:50:01.501700761,Charlie Whitherspoon,ITIL User,INC0000000227,Resolved,Beth Anglin,2023-09-28 15:02:00,2023-10-08 11:50:01.501700761,employee,Unable to access office network,Network,2 - High,Network
2023-10-07 14:46:51.984075249,Beth Anglin,ITIL User,INC0000000228,Closed,Charlie Whitherspoon,2023-09-28 21:06:00,2023-10-07 14:46:51.984075249,admin,Server connectivity issue,Network,1 - Critical,Network
2023-10-09 14:48:01.714019271,Luke Wilson,ITIL User,INC0000000229,Resolved,Beth Anglin,2023-09-29 14:07:00,2023-10-09 14:48:01.714019271,admin,Slow network connection in office,Network,2 - High,Network
2023-10-12 05:02:22.395841644,Luke Wilson,Bud Richman,INC0000000230,Closed,Charlie Whitherspoon,2023-09-29 21:53:00,2023-10-12 05:02:22.395841644,admin,Email server is down,Network,1 - Critical,Network
2023-10-09 20:25:09.962084850,Luke Wilson,Bud Richman,INC0000000231,Resolved,Beth Anglin,2023-09-30 08:04:00,2023-10-09 20:25:09.962084850,system,Accessing server error,Network,3 - Moderate,Network
2023-10-01 14:20:00.000000000,Beth Anglin,David Loo,INC0000000232,Resolved,Howard Johnson,2023-09-30 14:20:00,2023-10-01 14:20:00.000000000,admin,Email system outage reported,Network,1 - Critical,Network
2023-10-02 09:59:00.000000000,Howard Johnson,Bud Richman,INC0000000233,Closed,Howard Johnson,2023-10-01 09:59:00,2023-10-02 09:59:00.000000000,admin,Unable to connect to the VPN,Network,2 - High,Network
2023-10-03 10:14:21.189488207,Fred Luddy,Don Goodliffe,INC0000000234,Closed,Fred Luddy,2023-10-01 16:47:00,2023-10-03 10:14:21.189488207,system,Network connectivity issue in the marketing department,Network,2 - High,Network
2023-10-13 15:23:58.632847678,Howard Johnson,Bud Richman,INC0000000235,Closed,Beth Anglin,2023-10-02 08:48:00,2023-10-13 15:23:58.632847678,employee,Email server not responding,Network,2 - High,Network
2023-10-09 01:03:19.683374810,Fred Luddy,Bud Richman,INC0000000236,Closed,Howard Johnson,2023-10-02 11:20:00,2023-10-09 01:03:19.683374810,employee,Unable to connect to VPN,Network,2 - High,Software
2023-10-08 16:57:34.945419039,Charlie Whitherspoon,David Loo,INC0000000237,Resolved,Beth Anglin,2023-10-03 00:16:00,2023-10-08 16:57:34.945419039,system,Unable to connect to the company's VPN,Network,2 - High,Network
2023-10-04 02:54:00.000000000,Beth Anglin,Don Goodliffe,INC0000000238,Closed,Beth Anglin,2023-10-03 02:54:00,2023-10-04 02:54:00.000000000,admin,Internet connection issue on 5th floor,Network,2 - High,Network
2023-10-09 16:58:33.375154996,Luke Wilson,David Loo,INC0000000239,Resolved,Beth Anglin,2023-10-04 20:24:00,2023-10-09 16:58:33.375154996,admin,Cannot connect to the VPN,Network,2 - High,Network
2023-10-17 02:16:39.948407637,Charlie Whitherspoon,ITIL User,INC0000000240,Closed,Charlie Whitherspoon,2023-10-05 10:36:00,2023-10-17 02:16:39.948407637,employee,Email server outage,Network,1 - Critical,Network
2023-10-16 06:03:43.149625703,Luke Wilson,David Loo,INC0000000241,Closed,Fred Luddy,2023-10-05 14:36:00,2023-10-16 06:03:43.149625703,employee,Database malfunctioning,Database,2 - High,Database
2023-10-12 13:06:17.606320617,Howard Johnson,Don Goodliffe,INC0000000242,Resolved,Howard Johnson,2023-10-05 14:51:00,2023-10-12 13:06:17.606320617,admin,Email server is not responding,Network,2 - High,Hardware
2023-10-08 23:53:46.824576757,Fred Luddy,David Loo,INC0000000243,Resolved,Howard Johnson,2023-10-05 21:23:00,2023-10-08 23:53:46.824576757,system,Database connection issue in production environment,Database,1 - Critical,Software
2023-10-08 15:30:54.408553780,Howard Johnson,David Loo,INC0000000244,Resolved,Luke Wilson,2023-10-06 18:08:00,2023-10-08 15:30:54.408553780,employee,Cannot connect to the company VPN,Network,2 - High,Network
2023-10-11 13:08:31.002757253,Fred Luddy,Don Goodliffe,INC0000000245,Closed,Howard Johnson,2023-10-07 19:35:00,2023-10-11 13:08:31.002757253,system,Email server connection issue,Network,2 - High,Network
2023-10-26 16:09:08.378504874,Howard Johnson,Bud Richman,INC0000000246,Closed,Luke Wilson,2023-10-08 00:40:00,2023-10-26 16:09:08.378504874,admin,Server experiencing high latency,Network,2 - High,Network
2023-10-11 19:43:23.328437092,Fred Luddy,ITIL User,INC0000000247,Resolved,Beth Anglin,2023-10-08 01:11:00,2023-10-11 19:43:23.328437092,system,Email client not working properly,Software,3 - Moderate,Software
2023-10-10 17:25:00.000000000,Charlie Whitherspoon,Don Goodliffe,INC0000000248,Resolved,Charlie Whitherspoon,2023-10-09 17:25:00,2023-10-10 17:25:00.000000000,system,Email server not responding,Network,2 - High,Hardware
2023-10-30 17:40:31.324771097,Beth Anglin,Don Goodliffe,INC0000000249,Closed,Charlie Whitherspoon,2023-10-10 01:17:00,2023-10-30 17:40:31.324771097,admin,Server down in department B,Network,1 - Critical,Network
2023-10-18 21:39:06.203499376,Beth Anglin,ITIL User,INC0000000250,Closed,Charlie Whitherspoon,2023-10-10 02:19:00,2023-10-18 21:39:06.203499376,admin,VPN Connection Issue,Network,2 - High,Network
2023-10-12 17:12:00.000000000,Charlie Whitherspoon,David Loo,INC0000000251,Closed,Fred Luddy,2023-10-11 17:12:00,2023-10-12 17:12:00.000000000,system,Database connection issue,Database,2 - High,Database
2023-10-13 14:22:00.000000000,Luke Wilson,Don Goodliffe,INC0000000252,Resolved,Luke Wilson,2023-10-12 14:22:00,2023-10-13 14:22:00.000000000,admin,Email service is not working properly,Service Desk,2 - High,Software
2023-10-15 22:15:08.181081826,Charlie Whitherspoon,Don Goodliffe,INC0000000253,Closed,Howard Johnson,2023-10-12 15:56:00,2023-10-15 22:15:08.181081826,employee,Unable to access office network,Network,2 - High,Network
2023-10-20 20:22:18.695741220,Charlie Whitherspoon,Bud Richman,INC0000000254,Resolved,Beth Anglin,2023-10-12 16:48:00,2023-10-20 20:22:18.695741220,system,Software update failed,Software,2 - High,Software
2023-10-17 22:41:04.520168198,Fred Luddy,Don Goodliffe,INC0000000255,Closed,Fred Luddy,2023-10-13 21:24:00,2023-10-17 22:41:04.520168198,system,Cannot access email server,Network,2 - High,Network
2023-10-14 22:18:00.000000000,Howard Johnson,Don Goodliffe,INC0000000256,Closed,Fred Luddy,2023-10-13 22:18:00,2023-10-14 22:18:00.000000000,employee,Intranet connectivity issues,Network,2 - High,Network
2023-10-31 00:31:30.086015814,Beth Anglin,ITIL User,INC0000000257,Resolved,Beth Anglin,2023-10-14 10:59:00,2023-10-31 00:31:30.086015814,system,Can't connect to the Wi-Fi,Network,3 - Moderate,Network
2023-10-30 16:04:59.826676513,Charlie Whitherspoon,Don Goodliffe,INC0000000258,Closed,Beth Anglin,2023-10-15 01:56:00,2023-10-30 16:04:59.826676513,system,Cannot connect to Wifi,Network,2 - High,Network
