number,opened_at,state,amount,short_description,department,location,processing_time,processed_date,user
826834ac-ca2a-4dfe-ad45-fca0f032ab6a,2024-03-23 15:57:53,Declined,4136.9047721026445,No their mind position language.,Finance,North America,0.0,,Jane Doe
718abc01-a249-43f2-bf5a-9d3834699a35,2024-08-05 16:04:11,Declined,9286.87920905645,Develop them woman begin morning occur.,Product Management,North America,0.0,,Steven Clark
2b30b3cf-f3fa-4bb1-bc08-d8f2a5ad967c,2024-02-24 21:14:32,Processed,1163.1664003611695,Week respond general project.,Customer Support,South America,10.0,2024-03-05 21:14:32,Barbara Martinez
cafa5388-ddbc-4f7f-b43e-744e784e9b80,2024-03-12 04:22:52,Submitted,302.6680096260557,Seek if sister college charge.,Customer Support,South America,0.0,,Karen Jackson
fe2c7c62-1ca4-4586-a5ca-65086361402a,2024-05-23 11:26:25,Pending,1835.8609884021776,Physical card future various set.,Product Management,South America,0.0,,Michael Johnson
e84b813f-01bb-46a1-8057-9b4179b17f05,2024-05-25 16:46:37,Submitted,172.37466261731254,Law understand consumer ahead same cell.,Finance,Europe,0.0,,Michael Johnson
d38001d2-464c-4114-acff-30008dbdb077,2024-05-02 16:02:17,Processed,8807.455436765202,Position girl collection.,Development,South America,1.0,2024-05-03 16:02:17,Barbara Martinez
adbe8b86-641a-41d1-9f24-a5eb75a8e54f,2024-07-01 03:04:58,Submitted,8444.344754143804,Drive PM protect than decide.,Customer Support,Europe,0.0,,Richard Thomas
41113324-a811-416f-9717-66ec4ff222dd,2024-07-30 12:12:39,Declined,3515.1267279522563,Modern staff pretty PM most degree team.,HR,Africa,0.0,,Christopher Garcia
3d1cc4d3-32d4-4506-9467-09e42f21e2d8,2024-05-01 04:21:31,Submitted,9080.36389877649,To military message family. Oracle,Development,Asia,0.0,,Charles Martin
4f9a0e7d-cf15-4f64-a65a-c84379d300e3,2024-09-20 05:17:13,Submitted,7613.774205705809,White difference kitchen week.,IT,Africa,0.0,,Patricia Thompson
7e688b6b-ba3e-4092-842a-5d4e68e026fa,2024-02-21 08:06:13,Pending,2349.8766310555893,Lose fear beautiful simple. Oracle,Development,South America,0.0,,William Brown
3821a178-eeb7-40d5-b27c-2698c7dd9370,2024-07-08 13:40:45,Submitted,2815.150886760214,Focus ground discussion.,Development,Asia,0.0,,Richard Thomas
fcc2fbe1-e744-492d-b6ac-e17d744707e2,2024-05-08 09:34:37,Declined,5828.053778336149,Official both enough leg voice. Automated,Sales,North America,0.0,,Sarah Moore
c7688302-af75-4ef5-ba45-e4484353afb0,2024-03-17 04:37:32,Pending,9838.985509709471,Wrong color more possible. Cloud,IT,Africa,0.0,,Richard Thomas
b001a546-319b-4efa-b145-3b0f7ee36616,2024-03-16 02:40:52,Processed,8101.485478666,Store direction discussion since participant certain.,Finance,North America,5.0,2024-03-21 02:40:52,Robert Taylor
430f8653-258a-46d4-b252-4181c769795a,2024-02-24 12:28:47,Declined,2569.1966292990764,Floor why quite son page right.,Sales,South America,0.0,,Lisa Harris
e1ee379a-aa32-48cf-b73d-954242b2d0d7,2024-03-05 12:21:41,Pending,1736.7580976364598,Same than prevent moment will artist paper. Oracle,Development,Europe,0.0,,John Smith
676e2111-d49c-400b-8e9a-546cacfada5e,2024-08-22 09:19:00,Processed,1592.089160089875,Oil quality soldier wife. Oracle,Development,Africa,9.0,2024-08-31 09:19:00,Christopher Garcia
63fdd52d-d23a-4a31-8170-3d65421b72cf,2024-08-08 19:57:06,Submitted,6996.085070399334,Artist late level key. Cloud,Sales,Asia,0.0,,Thomas White
7708341f-3704-4df0-8cb9-47d60db08beb,2024-05-26 14:29:01,Declined,2093.669604297149,Behavior somebody matter imagine environmental listen soon along. Server,Product Management,South America,0.0,,Angela Rodriguez
3ae34855-9f2a-41cb-a6bb-396c35b51a66,2024-01-27 00:04:03,Processed,9314.907346652426,Focus place always statement avoid. Travel,HR,Africa,1.0,2024-01-28 00:04:03,Thomas White
69f61ca8-47d5-4fcd-9754-256e13753465,2024-08-06 00:55:40,Pending,6454.727671722528,Program exactly record serve candidate yeah. Travel,HR,Africa,0.0,,John Smith
e8edc9e5-4cae-43a8-b015-3faeb9c65adb,2024-05-12 16:26:54,Processed,743.8145762347358,Building shake yourself table hair. Automated,IT,Africa,21.0,2024-06-02 16:26:54,Charles Martin
c0fd8618-bed4-4208-9074-995efd12d3f2,2024-03-12 14:27:22,Processed,4511.286164157989,Center create nation what five. Server,Finance,Asia,2.0,2024-03-14 14:27:22,Steven Clark
df7fcf57-15a3-485a-8807-71ae7b016af9,2024-08-31 02:27:21,Processed,4582.834052318161,Song knowledge bank few.,Customer Support,North America,8.0,2024-09-08 02:27:21,Richard Thomas
01ff95cb-3459-4ee9-bad3-c4ec81ed552e,2024-09-11 14:45:42,Processed,7196.4599383812765,Himself condition traditional indicate war. Automated,Product Management,Europe,2.0,2024-09-13 14:45:42,Jane Doe
b56a04be-4a5c-4fcd-afe9-e90d155148df,2024-07-25 15:54:09,Pending,4461.182892912577,Middle decade away old sense clear will. Automated,Development,Africa,0.0,,Lisa Harris
6c4d7eba-8707-4936-9408-2d43f97432a5,2024-04-25 22:23:29,Submitted,11008.423914548728,Mind difficult common on. Server,HR,Asia,0.0,,Karen Jackson
a5504518-771e-4379-8d8b-26174a74903d,2024-01-31 03:36:12,Processed,612.5800372138414,Unit especially you stuff table Democrat. Automated,Customer Support,North America,17.0,2024-02-17 03:36:12,Emily Davis
04920339-fc5a-405f-9ff0-3122efb6a741,2024-04-25 07:15:54,Pending,10701.192040511076,Not need war on test then home. Cloud,Development,Europe,0.0,,Christopher Garcia
1534e4ea-3274-4864-ae44-eeb975a0b8a5,2024-02-17 07:22:01,Pending,3795.117365468817,Full large seven opportunity want.,Finance,North America,0.0,,Linda Miller
b5add0db-fdbc-43a2-a25f-0f20bb3218c8,2024-01-12 03:53:05,Processed,6192.483126809703,Particular answer fear there. Oracle,Finance,Africa,5.0,2024-01-17 03:53:05,Jane Doe
19572b46-bd5f-4a6d-9683-84f12d800724,2024-10-16 19:15:57,Pending,9219.389538277715,Skin create fast campaign event.,IT,Asia,0.0,,Emily Davis
3aa66200-9de0-4901-91e3-fe4a3d8cbb6d,2024-08-02 06:18:50,Pending,9752.48070298956,Consumer herself population eight forward war manage month.,Sales,North America,0.0,,Karen Jackson
3ffdced4-c495-4617-a8dc-f27dbc6e161a,2024-04-28 07:35:57,Pending,3865.8161848830587,Rise fill type safe.,IT,Asia,0.0,,Jane Doe
be675ce8-f203-4484-a2bd-40f1f92c1748,2024-03-03 08:14:12,Submitted,9888.220123633982,Quickly recently up window. Travel,IT,South America,0.0,,Lisa Harris
93dc130c-b205-4fd7-a4ea-773a3b414e43,2024-03-08 15:33:19,Processed,5525.44425365502,Condition radio per travel instead fine method or.,Sales,Europe,4.0,2024-03-12 15:33:19,Michael Johnson
fe5dd05e-d50b-4335-b6f4-7d1c7e397893,2024-06-18 11:18:46,Declined,6159.782183436161,Control join fund local music himself.,Development,South America,0.0,,William Brown
90d49d1b-613c-40c0-9fad-7ed9d6bd4607,2024-04-16 02:36:12,Pending,9351.388996691463,Impact often increase stage allow wear. Travel,IT,South America,0.0,,Lisa Harris
23dfafe5-742f-4c7e-bea7-f47727419194,2024-09-21 10:53:25,Declined,7226.456621198699,None find force move human concern way.,Sales,Asia,0.0,,Christopher Garcia
5476726b-3942-40e1-90c9-bfc480aeb7ac,2024-09-16 11:32:51,Pending,6019.858244916212,Argue laugh letter hundred wall certainly.,IT,Europe,0.0,,Jane Doe
c4b602d9-4fcf-43ff-b1c6-d81a5257b603,2024-02-06 15:58:44,Processed,7536.836088128809,Sound fly firm indicate save performance product moment.,Sales,Asia,4.0,2024-02-10 15:58:44,Robert Taylor
963f0922-51c9-4d79-b65a-94371a176fae,2024-05-14 06:59:00,Submitted,9684.769075198285,Interesting use those while. Oracle,Product Management,North America,0.0,,Richard Thomas
ff8c6414-c4dd-4f7d-942c-ce29d663ece9,2024-02-03 03:34:32,Processed,9850.936884716883,Determine standard high detail my effort ask.,Development,South America,1.0,2024-02-04 03:34:32,Charles Martin
9d1880c9-47d0-4b5b-83cd-889586bb8ce4,2024-01-10 11:08:37,Declined,8196.369905338866,Couple high build reality before.,Product Management,South America,0.0,,David Wilson
050dd0f0-5919-447e-93db-9423df6c1f22,2024-06-10 09:53:11,Submitted,1383.0300887370445,Data prevent society war child chair trade.,Customer Support,Asia,0.0,,David Wilson
4d4076cf-5c7c-47ca-9b7e-622501a24273,2024-04-13 00:14:51,Pending,5602.163129396619,Site number try owner take.,IT,South America,0.0,,Michael Johnson
a7627264-66bf-45c8-bbfd-21945eab9077,2024-06-04 20:37:30,Submitted,3469.1579316678394,Country its little home really never approach.,Sales,Africa,0.0,,Robert Taylor
bfbe40c7-d452-4294-bbdb-6ca8607db582,2024-08-04 15:52:03,Declined,1226.325375051078,Hour then real if positive. Automated,Customer Support,Asia,0.0,,Richard Thomas
24f34145-79e8-4c3c-8f99-c40214d346c4,2024-09-21 22:16:59,Processed,7008.056155340193,Majority site hear look. Oracle,IT,Africa,2.0,2024-09-23 22:16:59,Patricia Thompson
d95a5f0b-b440-4b97-976c-0c1ac1f45576,2024-08-20 15:37:34,Processed,7834.465345610352,Mr show from others share use sometimes.,Customer Support,North America,4.0,2024-08-24 15:37:34,Barbara Martinez
c7c3674f-f10b-45af-9fc5-abfcf0199ea6,2024-08-03 05:47:36,Declined,8108.04711309605,Almost trouble end. Oracle,Customer Support,Africa,0.0,,Jessica Anderson
9f0c6c27-7b92-4b26-b74b-7997e905a598,2024-10-18 22:19:25,Pending,408.9250865645234,Miss however them radio all scene.,Customer Support,Africa,0.0,,Robert Taylor
9422a8f1-202a-4221-bbb0-f9bfb952e5a7,2024-08-10 02:57:41,Declined,6885.735683720835,To management nothing range brother.,HR,South America,0.0,,Michael Johnson
133306f7-8967-4f3d-a146-3c5c79a12b83,2024-03-23 01:21:32,Pending,7197.701522628729,Avoid hospital owner bar. Oracle,Finance,Asia,0.0,,Karen Jackson
7889228a-3f90-4156-87bf-e7c088556ce3,2024-02-16 13:46:59,Submitted,11128.081500063694,Market week trip day newspaper partner. Travel,Finance,Europe,0.0,,John Smith
a04e7002-c6a8-48ff-8ec6-012d92aa3ad7,2024-01-26 21:32:57,Processed,10908.58068681184,Sing offer radio determine manage. Server,Sales,Asia,5.0,2024-01-31 21:32:57,Linda Miller
482b779c-840c-404b-8878-3242a57c25f7,2024-03-24 20:31:39,Pending,9425.926218214878,Heavy religious poor draw good wear walk station.,Finance,Africa,0.0,,Richard Thomas
cea8e31d-904a-4d05-ab74-4e4a714c6f35,2024-09-27 20:08:25,Pending,7187.389026265427,Young meet economy feel institution. Cloud,IT,Asia,0.0,,Michael Johnson
11be72c6-ad83-48e2-8fdd-395a3a18a9e6,2024-07-15 15:32:51,Pending,3596.39705732118,Loss wall serve.,HR,Africa,0.0,,Lisa Harris
e088bb00-c84c-43de-9d7a-867f27ae57c1,2024-01-03 20:55:55,Declined,3551.008563555522,Another expert company project mother people. Automated,Customer Support,Asia,0.0,,David Wilson
900dcb65-7502-4170-8b92-2372488145d5,2024-01-22 16:10:45,Processed,9419.056358951268,Movie former budget eat simple stand certainly.,Development,South America,1.0,2024-01-23 16:10:45,Patricia Thompson
af4c62e9-71c2-4800-8aa3-600dff17c73d,2024-05-11 04:29:54,Declined,3896.279225886509,Beyond we cut certain bed meet.,HR,North America,0.0,,Patricia Thompson
04d86bba-3af8-425d-9c58-162c52405780,2024-05-23 04:13:34,Submitted,1288.8963315902633,Describe detail skin defense hit.,IT,North America,0.0,,Steven Clark
d2d95911-7804-4de2-a240-99c6e34795b5,2024-06-29 03:07:01,Submitted,5781.2928987969235,Tend act soon base test. Automated,Finance,North America,0.0,,Linda Miller
b284e266-96c3-45e6-a710-9fd1f481cd8b,2024-07-11 03:38:56,Declined,7909.404020945728,Next once hold your physical few.,Finance,Africa,0.0,,Karen Jackson
eb576a8c-59d6-4e32-b0d7-f957cb544fce,2024-06-11 05:53:01,Pending,8835.73550834001,Own writer know area. Travel,Sales,North America,0.0,,Karen Jackson
36fbafa7-d2e3-425c-98f9-174d99c09dcd,2024-04-22 13:31:35,Declined,2273.8727963282204,Democrat specific my industry.,Finance,North America,0.0,,Steven Clark
cb8fdb88-bf98-4b77-8961-3b160ec2baed,2024-02-01 22:42:54,Processed,10058.261972504408,Foreign really capital trip position themselves. Server,Customer Support,Asia,1.0,2024-02-02 22:42:54,Karen Jackson
6ff00050-a966-4ab1-b01f-26ce083fd840,2024-10-20 05:16:31,Pending,470.1761813444589,Adult sound decade out along.,Product Management,South America,0.0,,John Smith
2e8c34ce-f449-4053-b82c-118002fe506b,2024-08-22 16:25:31,Processed,2655.1455440147233,Prove policy affect probably clearly general line. Server,Finance,Asia,8.0,2024-08-30 16:25:31,David Wilson
d120b94d-57a7-4c57-9da7-918751046baa,2024-01-28 02:47:16,Declined,788.8940685418302,Professor end anything. Server,Product Management,Africa,0.0,,Barbara Martinez
1d77cbc0-38cc-4284-9a26-8052bae90276,2024-01-18 10:44:06,Submitted,292.04665434399476,Politics west relationship possible allow somebody.,Customer Support,Africa,0.0,,Patricia Thompson
aac5cb02-9ceb-406b-8cee-8eb6a19726f7,2024-02-22 17:58:26,Declined,10862.381808136834,Never enter company list fine least. Oracle,HR,Africa,0.0,,Sarah Moore
daa071aa-b840-434b-b471-e582705b8997,2024-10-06 01:23:04,Declined,6624.881466170611,Still type partner base pick hear.,Product Management,Europe,0.0,,Patricia Thompson
a33c384e-282e-40ce-8a90-f6e769e09003,2024-04-29 04:18:08,Processed,6737.517489254828,Voice such public eight.,IT,Europe,3.0,2024-05-02 04:18:08,Jessica Anderson
47c09bc9-d781-4c2c-a1b6-e94fe4c3cf6a,2024-07-12 11:41:21,Submitted,5916.810394098354,Ready say mother course never final.,Finance,Asia,0.0,,Patricia Thompson
12aa64f3-275c-4c35-be62-89ef8c4f819e,2024-02-28 07:50:09,Submitted,6251.127558976213,Your particular ago often growth.,Development,Africa,0.0,,Michael Johnson
1ad46a72-45a5-43cc-99b1-22e5df2e24aa,2024-08-06 07:23:54,Processed,2407.008951298322,Upon down land media natural season fly. Travel,HR,North America,15.0,2024-08-21 07:23:54,Emily Davis
9e9ed8f4-4e04-45eb-a8d4-aeb2180c7086,2024-05-20 07:42:39,Processed,1246.9954575197194,Our western color for ten. Server,Finance,South America,8.0,2024-05-28 07:42:39,Angela Rodriguez
fbdf72d5-3cd6-4c6f-affd-ff1180a3e338,2024-02-04 09:05:09,Processed,8287.361498242823,Traditional quite law six answer enough. Travel,Product Management,Europe,2.0,2024-02-06 09:05:09,Jessica Anderson
86d0fa61-df5c-48c1-a55c-83d15d5b988e,2024-10-22 16:43:53,Pending,2018.14222008047,Idea able eight role. Server,Product Management,North America,0.0,,Karen Jackson
5155e772-7eb3-4193-a1b6-bd0cb447b818,2024-01-02 12:37:46,Submitted,7117.10114686952,Success never late anything firm.,HR,Africa,0.0,,Charles Martin
26f88c12-acf7-40d4-899b-03d614e6c06d,2024-07-08 11:42:35,Declined,4722.997686951348,Beautiful analysis have six artist itself break.,Customer Support,Europe,0.0,,Lisa Harris
e2d258f3-d8ae-4bb2-82a8-19b819e55314,2024-03-28 14:17:14,Pending,6045.31895217918,Staff list now up.,IT,Africa,0.0,,Jane Doe
c2b6940a-b591-41d7-ac09-032f3e210cfd,2024-02-06 16:20:24,Processed,6488.516744358196,Professional theory yeah practice. Oracle,HR,South America,1.0,2024-02-07 16:20:24,Steven Clark
5ef14b90-f731-4bcf-ab16-d7fc5f632813,2024-04-10 14:01:41,Pending,2305.7581668607654,Unit former race crime turn pattern. Cloud,Product Management,North America,0.0,,Angela Rodriguez
017a0b1c-ff2a-4081-a0ae-9c2995384398,2024-08-13 19:46:47,Submitted,1262.8977429827048,Article huge until charge clear record win morning. Automated,Sales,South America,0.0,,Barbara Martinez
b9ee4119-b10e-4069-9c69-7ab567adbe71,2024-03-11 18:27:00,Processed,5811.3232447105265,Candidate culture shoulder. Automated,Development,South America,2.0,2024-03-13 18:27:00,Sarah Moore
0f0d47bf-b339-40f7-aec0-6c8c24a9b898,2024-08-07 22:36:02,Declined,6364.842913960052,Final old run good perhaps expect. Oracle,HR,Africa,0.0,,Linda Miller
1e83779f-100e-4227-bc5d-30e6990984aa,2024-07-11 09:42:42,Pending,977.5618713525442,More woman crime property.,Finance,Europe,0.0,,Linda Miller
88eb31a5-1fb6-4684-9578-83e3ad57282b,2024-03-30 06:38:03,Declined,3261.3315659858986,Item detail nature stand message building attention western. Server,Sales,Africa,0.0,,Richard Thomas
eef421f8-98b8-4594-bf75-231f8651deb4,2024-10-12 17:48:05,Submitted,6550.190685858718,Tax often machine stop.,Product Management,South America,0.0,,Jessica Anderson
be2ff400-eece-4ef2-a173-d8f8ceffaf76,2024-01-09 03:45:20,Submitted,4725.075879303053,Four recently child tax. Travel,Development,Asia,0.0,,Linda Miller
8808c6c3-3638-41b9-8e91-e591f0082421,2024-04-02 14:46:17,Declined,8662.564649423039,Team sport specific. Cloud,Customer Support,South America,0.0,,John Smith
397ba7a8-d1d0-4da3-b3a0-81fc9c76795e,2024-03-02 09:45:23,Declined,8992.37443688387,Theory cut little full push across defense.,Customer Support,Europe,0.0,,Angela Rodriguez
197a4b76-2d4d-47b6-902e-39caf710d1f7,2024-03-01 14:09:33,Submitted,7777.166659882119,Our blue stay sort teacher. Travel,Finance,Europe,0.0,,Richard Thomas
c8da536d-fdaa-40a8-a393-bfbaa6ffc8d7,2024-06-05 04:29:21,Pending,996.6879809257061,Specific pull while in friend finish.,IT,Africa,0.0,,Jessica Anderson
6f00066c-ff65-430c-b700-54d2d64ab1f7,2024-02-21 19:55:11,Pending,4987.509115336718,Mind something improve walk century great majority election. Server,Sales,Asia,0.0,,Michael Johnson
ec0980f7-4345-4146-85b9-e01f9d3375a7,2024-03-20 12:37:03,Processed,1099.070619666389,See sign hair she full.,Finance,North America,13.0,2024-04-02 12:37:03,Michael Johnson
1bc42b4d-f793-46e3-ab10-16238591852d,2024-09-08 04:07:39,Pending,1590.8633886697337,Us at another audience red number clear. Automated,Development,North America,0.0,,Karen Jackson
5ae0d005-7b61-42fa-b56f-668b8d23ca7e,2024-08-28 18:22:46,Processed,5025.536400712704,Back about church room.,Customer Support,Asia,4.0,2024-09-01 18:22:46,Karen Jackson
f4bc545a-f1f0-490b-9363-807e36be4a69,2024-05-21 06:54:58,Processed,696.7241990419399,Seat white rich too deal.,Sales,South America,20.0,2024-06-10 06:54:58,Michael Johnson
7bb105cf-cf6d-49b8-b5ba-71db063fd205,2024-01-05 01:01:16,Submitted,5614.548125173578,Note customer way behavior include once main. Travel,Product Management,Asia,0.0,,Thomas White
f706e0da-1032-4016-89bb-79a7debd1929,2024-02-15 02:59:31,Pending,10795.433682357661,Try cause better process boy. Server,IT,Asia,0.0,,Emily Davis
bb377876-f777-4f5f-879c-4e3386826d10,2024-06-12 18:12:02,Declined,4498.609309743603,Pretty bad record total. Travel,IT,Asia,0.0,,Patricia Thompson
fcd3e927-26f2-4814-95d2-720b7372d242,2024-10-02 18:20:52,Declined,14259.452342718338,Thousand stage interest place just send. Travel,HR,North America,0.0,,Steven Clark
d7c2dc08-9255-4161-97ae-7c3190f79ca7,2024-04-16 21:02:45,Declined,3710.624619357279,Charge say research those government. Oracle,HR,Asia,0.0,,David Wilson
038e4a20-82e0-43cc-b402-29fa3dcbf231,2024-04-28 03:52:05,Submitted,13905.77001020383,Movement enjoy approach would year high billion sister. Travel,Product Management,South America,0.0,,Christopher Garcia
bbad9536-fbc7-418d-ab65-9c08b6d8e19f,2024-05-13 01:25:35,Processed,7916.117106482233,Recent pretty relationship heavy end.,Customer Support,Asia,5.0,2024-05-18 01:25:35,William Brown
b439fbd3-b764-4583-a93c-2fa452b843b8,2024-05-03 07:15:45,Declined,9373.660219605521,Budget high place drug wish management from. Cloud,HR,Asia,0.0,,John Smith
8b9d16bd-c76f-4dde-8d3a-c190efdf3294,2024-08-12 21:04:36,Processed,7912.549194100765,Win bring while also all serve matter very.,HR,North America,1.0,2024-08-13 21:04:36,Michael Johnson
41f3e072-d285-42ed-8bdb-40760e438ab1,2024-08-11 13:39:04,Declined,9082.606075914255,Animal company suggest serious because politics although. Server,Sales,North America,0.0,,Charles Martin
07f3a404-6dff-44b4-aa30-a8ccf7eb1aaa,2024-09-05 09:56:21,Declined,1386.4353271191162,Design edge thank.,IT,Europe,0.0,,David Wilson
c6053b0e-f84e-4ebe-bb7e-4aa2f9dd2c95,2024-10-03 08:28:27,Processed,13095.436014611421,Expert meet here blood future accept. Travel,Sales,South America,1.0,2024-10-04 08:28:27,Angela Rodriguez
9ba52041-feb8-4ecb-992c-9870dc35bb75,2024-01-10 21:30:50,Pending,5084.234135346718,Daughter still time year just single whatever.,Product Management,Africa,0.0,,Michael Johnson
fa5b0082-44ca-41f4-a52e-56425b614f97,2024-10-05 15:28:41,Pending,11400.384284168324,Season however real window know stop. Oracle,IT,North America,0.0,,Jessica Anderson
572bbf08-6ed9-4858-a890-49bc81da82ee,2024-07-31 11:22:23,Declined,10919.062495815699,Remain arrive similar tend. Cloud,Customer Support,Africa,0.0,,Karen Jackson
00a34115-f7ab-4bf8-8e56-7f065d895b83,2024-09-21 17:32:38,Declined,217.89770787193382,Radio necessary up often. Cloud,Finance,Africa,0.0,,Patricia Thompson
fe727955-7e0a-4854-b053-0aad0983ddf1,2024-10-23 00:04:16,Declined,4461.75550861075,Field others not thank western road smile help.,Development,South America,0.0,,William Brown
4ae41333-61cc-453f-b2b4-eca50c09859b,2024-02-04 14:06:17,Declined,1965.9428890442207,Sport might let process market respond expert. Server,Product Management,Europe,0.0,,Barbara Martinez
4f9c56e6-11a2-4fed-8962-63cbff0b494f,2024-05-27 03:13:43,Pending,5734.571989055012,Another office again. Server,Finance,South America,0.0,,Thomas White
40a2a8e4-7861-45e2-9481-8595e33c281e,2024-03-06 04:59:39,Pending,5726.361138938664,Provide wonder letter peace especially form so.,Finance,North America,0.0,,David Wilson
df62a170-fb4a-4def-8808-c68faabe386d,2024-07-04 04:10:02,Declined,5595.776761501674,Candidate movement stop laugh consumer executive discussion. Server,HR,South America,0.0,,Jessica Anderson
45bc8122-e493-4839-85ba-69a046ba610f,2024-05-14 15:58:10,Declined,11195.610720523666,Such responsibility direction. Travel,HR,Europe,0.0,,Steven Clark
c3e40c0f-91f9-431b-8702-632a4f87cbae,2024-07-04 23:49:15,Pending,7597.23956020989,Reveal between apply herself hold international. Automated,Sales,Europe,0.0,,Thomas White
5c38d073-096e-42ab-923a-f063546751eb,2024-01-15 11:40:24,Declined,7685.3477232732175,Property throw white beat hope. Automated,Customer Support,Europe,0.0,,Christopher Garcia
77d8906e-d83a-47c9-bd4f-5d3d286e4b74,2024-07-27 14:14:15,Submitted,6195.294042290853,Ahead common special parent hour create morning. Cloud,Finance,Africa,0.0,,John Smith
15cd6390-809f-4167-90be-11ede1839dc2,2024-04-27 07:28:15,Declined,9906.993010529428,Join audience least art.,IT,Asia,0.0,,Richard Thomas
fdbf9a15-015b-4f8d-b74c-2b146eafea22,2024-06-02 19:07:46,Processed,7960.331311992214,Bit from hand matter meet those.,Development,Europe,5.0,2024-06-07 19:07:46,Karen Jackson
b90aadab-181a-4161-a1ee-eb887de2b389,2024-05-05 03:42:55,Processed,4916.469402172141,Various law pass or.,IT,Africa,9.0,2024-05-14 03:42:55,Sarah Moore
cf5ccd81-661a-47b6-9977-f23f4db8648e,2024-02-22 10:46:31,Processed,9826.65794318388,Year where why include.,Sales,North America,3.0,2024-02-25 10:46:31,Linda Miller
bac3e8e7-a114-436c-9f4e-a1e44894a626,2024-10-05 13:46:04,Declined,7887.976952502189,Thought young less bank as experience pass place.,Product Management,Europe,0.0,,Lisa Harris
37698d92-4092-414e-aa32-a9930424e745,2024-06-08 14:32:45,Submitted,5302.073187075766,Person become Mrs parent. Travel,Sales,North America,0.0,,Lisa Harris
9b158e80-d66a-4650-a4c6-f8935e908f3c,2024-10-20 11:35:03,Processed,9557.947777290532,Smile technology great former. Travel,Customer Support,North America,5.0,2024-10-25 11:35:03,Steven Clark
1c7f70d3-b0c3-4709-9142-0c7ed37505da,2024-01-29 12:02:06,Processed,6634.737100390227,Beyond accept I determine. Automated,IT,South America,3.0,2024-02-01 12:02:06,William Brown
8af3350b-7323-46d8-add6-30959fa13d2f,2024-02-06 00:40:17,Processed,568.9051335890929,Billion stock begin clearly open guy second. Oracle,Development,North America,11.0,2024-02-17 00:40:17,Angela Rodriguez
bf264ca7-39ae-49af-9d84-8fcccd561df8,2024-07-31 19:21:23,Processed,9053.961315999617,Possible along audience write.,Customer Support,Europe,3.0,2024-08-03 19:21:23,Linda Miller
2ca0951b-a7ce-49a5-85b6-3f768132fd4f,2024-09-25 20:23:40,Pending,7133.2503179996875,Huge follow even final choose part.,Product Management,North America,0.0,,Jessica Anderson
2246e1da-68da-4ef2-86e8-bb06e62d1f89,2024-05-23 03:27:50,Submitted,9748.09672400535,Large compare store general try.,Development,Africa,0.0,,Steven Clark
1d60f353-7937-4b51-a1fc-8133640f052f,2024-08-19 10:07:57,Processed,987.0917741190789,Rather by lay Republican sign.,Development,South America,26.0,2024-09-14 10:07:57,Patricia Thompson
14f8ac59-b7e0-4d1f-b2bc-224b0b13b59a,2024-04-25 23:25:35,Processed,5494.00208294976,Store while once student despite arrive.,Customer Support,Europe,7.0,2024-05-02 23:25:35,Robert Taylor
3e199130-ef61-45e1-bce3-3c2286f8fa3e,2024-07-16 15:45:45,Submitted,6036.166878835952,Audience couple story daughter wonder really base. Server,Sales,South America,0.0,,Angela Rodriguez
78e2b9b4-e97b-4960-a29d-2d20c33d04ee,2024-06-04 09:40:04,Submitted,9584.554092544675,Congress score main cover leg ok staff heavy.,HR,Europe,0.0,,William Brown
7473e898-f435-4bff-89f2-bb6bccc91882,2024-06-13 21:05:46,Pending,9665.802172408758,Table pay industry forward. Travel,IT,Africa,0.0,,Sarah Moore
6a090698-88ca-49c6-ad4d-4cda8b030199,2024-05-02 11:26:25,Pending,7474.258195192196,Deep over minute cut join.,Finance,North America,0.0,,William Brown
743481ad-d819-4c52-b0ba-6f71ed350b5f,2024-07-12 23:55:47,Pending,9944.620667024792,Congress financial class here voice type. Server,Finance,North America,0.0,,Christopher Garcia
f8bf57f0-3cb1-4284-8ce3-0af18172907f,2024-07-20 16:40:39,Declined,5361.843409902112,She food see style talk huge animal.,Sales,Asia,0.0,,Richard Thomas
e9001ddf-795a-488a-8adf-27c331e02c98,2024-07-22 03:00:34,Declined,2815.6250749909136,Data receive paper stage social least. Server,Development,Asia,0.0,,Angela Rodriguez
244e3a46-ae93-46fd-a68f-6a0c82ba0651,2024-07-12 17:47:13,Pending,6461.430065307933,Call drive cover open.,HR,Asia,0.0,,Jane Doe
9b480dc8-676c-4556-9f99-300be211e1ec,2024-07-17 17:18:06,Declined,6723.186164539468,Effort require task. Cloud,Customer Support,Africa,0.0,,William Brown
480882f8-b750-4344-a617-8aea3aa989e6,2024-06-29 12:58:36,Declined,2322.913545851013,Since at high teacher commercial.,Development,North America,0.0,,David Wilson
fe21f237-4395-4084-876e-4048b272544d,2024-03-01 14:14:04,Submitted,5384.816669302971,Decide health policy act director response this.,HR,Europe,0.0,,Richard Thomas
70bebbff-b537-45ee-a5cd-1cd6cd3cc279,2024-02-28 19:25:26,Declined,3766.5636367387424,Them better later letter. Travel,Development,Europe,0.0,,Michael Johnson
42b286fa-e9fa-4f87-8bdd-a33b6fdb27d2,2024-08-12 22:10:50,Pending,2955.5629998843983,I play wide doctor however.,Customer Support,South America,0.0,,Robert Taylor
