goal_id,state,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,category,quarter,goal_met
6f00d531-c435-46a1-8cb2-1befb7fb3144,Closed,Keith Brown,Sales,2024-05-04,2024-09-16,Budget possible include enough up.,Medium,73.19559314743803,82.07511813806045,Innovation,2,False
1bcd7f9c-78cd-49cd-b749-ae03a6cb8ded,Open,Paul Palmer,Sales,2024-07-13,2024-12-22,Computer still us door special mother reduce alone.,High,62.32388158895593,71.30474328557088,Process Improvement,3,False
6f769e7d-2a74-489b-916f-b865c1434b5a,Open,Casey Aguirre,Finance,2024-05-10,2024-10-23,Born institution yourself billion easy environment.,High,79.65416034522131,80.42237668707425,Process Improvement,2,False
fcd6708b-0a9d-480a-9812-225e8ff6ce46,Closed,Joshua Hall DDS,Marketing,2024-05-19,2024-10-19,This is a high priority task involving integration efforts between departments.,High,77.00542815440245,99.45821255181139,Revenue Growth,2,False
c278fb4b-e248-4ac2-a407-351c82fcd7ad,In Progress,Danielle Brown,Marketing,2024-10-27,2025-01-18,Time situation choice few view mission loss page.,Medium,58.941312803620846,88.01101124312402,Customer Satisfaction,4,False
9c57b4cc-0d68-4c0a-92dc-e28bfc74c054,Closed,Tara Ballard,Marketing,2024-04-22,2024-08-03,Move home college born message.,Critical,77.42318586514068,84.55132380391687,Innovation,2,False
a23acd0d-dfef-457f-963b-3100c5f455e7,Open,George Drake,Marketing,2024-07-06,2024-08-15,Yeah rule positive serious.,High,57.18049253063095,67.69331926420446,Cost Reduction,3,False
dbad9204-552c-485e-8907-2c02ef661e7c,In Progress,Sylvia Harris,Sales,2023-11-30,2024-02-19,Hand act under shake.,Medium,74.5016585267559,64.11818864402768,Process Improvement,4,True
559089d1-d9de-4563-82b6-e3a64a04e035,Closed,Johnathan Adams,HR,2024-02-03,2024-05-04,This is a high priority task involving joint efforts between departments.,High,70.3216312271801,88.26602732096518,Innovation,1,False
08800511-5eef-4faf-b582-7f0dbb822828,Closed,Anthony Miller,Finance,2023-11-11,2024-01-05,This is a medium priority task involving partnership efforts between departments.,Medium,100.0,83.15882152421884,Revenue Growth,4,True
66e4e169-690d-4cff-95ad-836c3a2c6e02,Closed,Sabrina Butler,Finance,2024-08-20,2025-01-19,Mr suggest account stay full.,Medium,61.27156510963162,87.23810876206868,Process Improvement,3,False
2f060d20-cd5c-4702-aea2-cc753d8e042d,Open,Crystal Smith,HR,2024-01-29,2024-04-27,Admit myself consider picture purpose near.,Medium,39.61484306034226,86.467349194945,Cost Reduction,1,False
886eae4c-e660-4745-bd20-e757f1dfd4e4,Open,Jeffrey Spencer,IT,2024-04-12,2024-08-21,Major kind media religious.,Medium,82.11652550412725,87.7811909368933,Revenue Growth,2,False
d5368946-e045-4e18-8969-8d5846e2ac57,Open,Travis Smith,IT,2024-04-26,2024-08-10,Low vote professor it.,Medium,46.9374761233298,73.63047234470385,Cost Reduction,2,False
6a38cc3e-661b-40a2-ba71-0cecece1585c,Closed,Mr. Keith Mclaughlin,HR,2023-12-24,2024-06-05,Fast onto billion finally that never.,Medium,57.27264260940841,65.78434194821429,Revenue Growth,4,False
fe92f1ac-f010-4415-b391-e9a39d33fd7b,Open,James Williams,Marketing,2024-01-12,2024-03-23,Nation level deal standard foot friend free.,Medium,29.933658379980404,70.11336537989251,Process Improvement,1,False
1309c3a0-1ae3-4f1a-a538-5663d876503f,In Progress,Kimberly Jimenez,HR,2024-09-09,2024-11-27,College sport agree already show son.,High,64.91278077312327,62.602133095450675,Customer Satisfaction,3,True
34357d27-c6c2-47bb-a0e6-3ca94b044a69,Closed,Antonio Keith,IT,2024-01-03,2024-03-20,Could same myself do themselves.,Low,34.931066537349466,67.82355831196331,Customer Satisfaction,1,False
cad42e27-9425-4e7e-a487-b85eaebaa5ae,Open,Brenda Mann,Finance,2023-12-04,2024-03-11,Hour address wait like.,Low,58.64943467652148,67.84659452446178,Process Improvement,4,False
3f0c7841-21d5-4197-ba5b-2062ea4b933c,In Progress,Jessica Stevens,Sales,2024-05-23,2024-07-07,Side item tree increase two security anyone listen.,Medium,54.94766495850454,75.07561413715169,Customer Satisfaction,2,False
4cd49e79-a173-4801-93ba-69ebb4f94e51,Closed,Lisa Ray,Marketing,2024-08-18,2024-10-17,Feel artist trial million.,Medium,42.62732259797259,88.7208161056568,Process Improvement,3,False
418e091c-b7c7-4fea-ad00-1d88627889cf,In Progress,Joseph Chang,Sales,2024-08-01,2024-12-25,Behind official those bed although career.,Medium,63.924922446329305,87.38390664849312,Innovation,3,False
f0362a08-fa15-49e2-a318-1cf158006d30,Closed,Evelyn Hubbard,Sales,2023-12-06,2024-03-08,Could more five.,Medium,39.15667562785402,73.4024393248945,Innovation,4,False
76473307-7f69-4677-8770-c3dbafb3cac6,Closed,Erica Owen,Marketing,2024-03-14,2024-05-02,This is a low priority task involving partnership efforts between departments.,Low,90.23161633122045,84.04313557933295,Cost Reduction,1,True
4b1b2a8c-b128-4f3d-9e1a-514455980e05,Closed,William Jones,Sales,2024-04-23,2024-07-04,Enter share nation area run like prepare second.,High,73.39676424780247,81.5075389854195,Innovation,2,False
b00859af-9c33-42c1-8599-82924dca9937,In Progress,Jason Choi,IT,2024-10-10,2025-03-19,Agree surface money college generation.,Medium,64.92228459309251,73.70395427135628,Cost Reduction,4,False
676c8fb3-a825-4591-abef-4f9a3e4395ec,Open,Savannah Merritt,HR,2024-02-17,2024-07-14,Shoulder because or memory.,Medium,45.68616989117564,84.49359677799391,Process Improvement,1,False
6f3da1e1-ea88-49a9-b466-1483e2291729,Closed,Amy Cooper,Sales,2024-02-10,2024-08-06,Alone my type look recent a.,Critical,29.549798092129016,89.8237098143076,Customer Satisfaction,1,False
c84fee20-7fb5-4b77-a307-fa35f35bd091,Open,Kristopher Johnson,Finance,2024-06-18,2024-07-26,Minute bed thus say successful indicate military seem.,High,77.17483972060619,89.34999854772303,Revenue Growth,2,False
0f80325c-7cc1-400b-94e3-62a86e0e63bd,Closed,Laura Wong,Finance,2023-11-03,2024-03-07,Exist American policy generation in test western.,Low,76.28305359683573,71.32489048890297,Customer Satisfaction,4,True
439fbfb9-8d69-4e12-95d9-c9847c91c3c8,Open,Maria Lopez,HR,2024-10-22,2024-12-25,This is a medium priority task involving partnership efforts between departments.,Medium,79.13285172755114,82.54694174645218,Process Improvement,4,False
ffeb6550-842a-41c7-9a3f-56ce9b6a716a,Open,Donald Smith,IT,2024-03-28,2024-05-02,Feel stock large subject reveal eight space.,Low,54.70956767575187,75.95800825490277,Customer Satisfaction,1,False
ff3e9337-d399-4536-a2d4-e1d5f9c2c54d,Open,Lindsey Thompson,Sales,2024-02-22,2024-07-18,This is a high priority task involving collaborate efforts between departments.,High,70.93877692610457,93.2039537160457,Process Improvement,1,False
dd840e99-23a2-45a3-ae80-d68780500795,Closed,Joshua Perez,IT,2024-02-02,2024-05-03,Treatment left possible enjoy fill series control.,High,59.31190441090084,80.16070910616656,Cost Reduction,1,False
f995820a-e6bc-43b9-93ce-b1ea7e67e20a,Open,Carla Chaney,Sales,2024-10-28,2024-12-08,Level win respond perhaps.,High,81.24315879052494,83.281908643941,Revenue Growth,4,False
4252398a-656d-4185-a40d-a7593a52e121,Open,Christopher Smith,HR,2024-07-19,2024-10-31,Bar story adult guess question.,High,69.83101117960291,80.17595704310742,Innovation,3,False
ecbb1b40-9a8c-4e90-9cc7-138bef93ba6d,In Progress,Amy Robinson,Sales,2024-01-03,2024-04-19,This is a low priority task involving integration efforts between departments.,Low,69.17005060132993,91.1343623621047,Innovation,1,False
ea3f30ab-24a9-4d78-a1a7-ade86f270906,Closed,Penny House,Sales,2024-04-08,2024-08-25,Ask color about throw son physical former.,Medium,72.09510626744112,80.14027574237167,Cost Reduction,2,False
5d7c7d8e-4464-4b67-bf05-ea502e94c8ac,Closed,Jimmy Hernandez,Marketing,2023-11-19,2024-04-03,Sing every environmental life long reduce save.,High,80.05338397587838,74.2055646123666,Process Improvement,4,True
b8300372-2d28-4f49-ac2f-843b2fd4a02f,Open,Jonathan Brown,Marketing,2024-06-01,2024-08-06,Rest statement rock high size third.,Medium,80.35247650000296,76.71860274597819,Cost Reduction,2,True
9cb3f7d7-a5f7-407c-8b1e-ba9587ff1a84,Open,Bianca Myers,Finance,2024-09-26,2024-12-27,Throw cold former middle peace agent admit.,High,83.7361151693281,85.41400157758835,Process Improvement,3,False
988d1798-c561-4d3a-8954-27e4f0d1e2c9,Open,Jennifer Sims,HR,2024-06-11,2024-08-28,Inside middle police anything.,Critical,56.69131416723713,86.20861375468618,Customer Satisfaction,2,False
bf8c841e-8f60-4332-89d3-b1759c1b7bac,Open,Daniel Douglas,HR,2024-01-06,2024-06-27,Choose test clearly pass ball.,High,55.3134267204564,88.7105928158002,Revenue Growth,1,False
e9724a3f-6e2d-40b3-99a6-07f2788b7b75,Open,Lisa Nichols,Sales,2024-05-22,2024-08-08,Theory vote Mr.,Low,59.422879708633246,87.43323890326764,Cost Reduction,2,False
e0b0874e-9ad3-49cb-933a-2174e7b4f34e,Closed,Christine Davis,HR,2024-10-25,2025-01-15,Difficult official both about future look prevent.,High,82.63232268597062,71.41985233118768,Revenue Growth,4,True
999be219-b0b2-445c-8d08-09d0a2c7863c,Closed,Elizabeth Bates,Marketing,2024-03-26,2024-07-12,Red training tend heart.,High,61.820439328268705,84.08449865460062,Innovation,1,False
baaae564-984c-4a39-b416-6194973ffa5a,Closed,Julie Brown,Finance,2023-11-30,2024-03-20,Strategy central relationship brother their difference.,Low,31.249349327235088,85.92254524408446,Process Improvement,4,False
a7595f99-d8e9-475b-9187-ca5e575acd65,Closed,Denise Alexander,Sales,2024-06-14,2024-07-18,Say choice stop summer ball even.,High,56.788825335150094,64.5723423055243,Innovation,2,False
e0a92031-e7e2-4e35-af6b-993a87f74dc2,In Progress,Joshua Mitchell,Sales,2024-03-18,2024-07-23,Technology over change military game as actually.,Medium,67.21523142066306,80.54539837037719,Revenue Growth,1,False
cf14712c-4207-4d68-b35d-55710c8b4a9b,In Progress,Justin Webb,Finance,2024-04-21,2024-09-23,This is a medium priority task involving partnership efforts between departments.,Medium,79.03926069313907,98.33798779388734,Process Improvement,2,False
eb325a54-9696-4037-8b6f-fa6acb876057,Closed,Elizabeth Henry,IT,2024-07-19,2024-12-30,Prepare couple over theory toward it scientist.,Critical,61.554481719072555,82.93016530716058,Cost Reduction,3,False
458e069c-a804-4560-a8ba-2ebd5d8409dd,In Progress,Ashley Smith,Sales,2024-01-11,2024-04-09,This is a critical priority task involving partnership efforts between departments.,Critical,70.09676677687047,81.20900237826038,Revenue Growth,1,False
4a14bc56-ad0b-4a85-a71d-8a2df8d52637,Closed,Russell Mcdonald,HR,2024-06-24,2024-11-24,This is a medium priority task involving partnership efforts between departments.,Medium,72.04336097816524,80.3345229520526,Cost Reduction,2,False
29fb7f44-777c-4ad7-a194-316501e18520,Closed,Michael Camacho,Marketing,2024-08-12,2025-01-26,Kitchen radio together week too financial population.,Low,56.72024780357952,72.91719626028113,Cost Reduction,3,False
adad2423-3baa-4d55-ad8d-c3470683e93b,Open,Michael Smith,IT,2024-09-17,2024-11-10,This is a medium priority task involving partnership efforts between departments.,Medium,72.68837470209169,87.08882201721143,Revenue Growth,3,False
25b38fbe-928d-41a4-9b10-c2a152bf753b,In Progress,Krista Mckenzie,IT,2024-01-25,2024-05-29,Approach whom build seat pick house hear.,Low,72.10517074682778,66.77571757882266,Customer Satisfaction,1,True
c0cebe78-4ec8-438f-894a-311eabfa0a6e,Closed,Dr. John Francis,IT,2024-01-10,2024-02-17,Difficult rich business catch church know around.,Critical,52.82298789562212,79.10244226666916,Customer Satisfaction,1,False
68ebc648-0d61-4b5d-a738-dead2a8de5d6,Closed,Charles Coleman,Sales,2024-09-21,2024-11-11,Recently board make society north.,Medium,45.651454871148886,89.3198766986937,Customer Satisfaction,3,False
79a25ba6-1096-4e97-be1b-d8795ab810cc,Open,Brianna James,HR,2024-08-02,2024-09-11,Leg the these statement consider operation.,High,40.46228543499723,62.23044179776953,Innovation,3,False
b90a090a-d171-4e8a-b4ad-3231aab886a9,In Progress,Edward Franco,HR,2024-10-29,2025-04-21,Maybe thing generation dream less again forget.,Medium,53.95182085829773,88.84407569628017,Revenue Growth,4,False
aa56d374-050d-4455-9951-7a9e1e43c2cd,Closed,David Johnson,Sales,2024-05-28,2024-10-06,This is a low priority task involving joint efforts between departments.,Low,81.3514567147967,96.98884850578854,Process Improvement,2,False
9421673b-a282-4574-aa91-ad5fbb7b5008,Closed,Alyssa Rodgers,HR,2024-10-21,2025-02-12,Check land build doctor.,High,77.27952936139779,62.352830730555844,Revenue Growth,4,True
f9697e6c-697d-4f12-bfe1-47af3feb571a,Closed,Hannah Todd,Marketing,2024-10-25,2024-12-07,Score budget resource suggest onto hope.,Critical,46.94426481652543,83.07016960096327,Revenue Growth,4,False
e68a63b4-802d-4fa1-bf29-485c90991f51,Closed,Hunter Cordova,Finance,2024-07-12,2024-11-02,Suddenly finally it baby generation.,Critical,46.30479511452457,66.8441516956265,Process Improvement,3,False
39e37a27-2122-4377-8b7d-4dc43c10aad4,Closed,Katherine Davis,Finance,2024-07-20,2024-12-07,Successful machine thousand.,High,40.668516896141185,78.55847670779664,Innovation,3,False
c19378b3-3e14-4f50-b8ec-accb2bdf70de,Open,Emily Davis,IT,2024-07-05,2024-08-25,Exactly country probably central result.,High,68.40580368684364,82.18965866929784,Customer Satisfaction,3,False
3fecb54a-8a0f-4f26-a8dd-c287ba595d42,In Progress,Juan Conley,Marketing,2024-07-31,2024-09-26,Pass former event show.,Critical,63.92378856119605,63.06694242339738,Process Improvement,3,True
095e84f6-2424-427e-bee2-56e990996451,Open,Kathryn White,Sales,2024-09-04,2025-01-22,One professional write you write structure produce.,Medium,34.943617553748474,62.68856525881162,Innovation,3,False
ba8fa6a1-4fdc-4ead-bf53-185ee8422c2f,Closed,Cheryl Fitzgerald,IT,2024-04-04,2024-07-26,This is a low priority task involving cross-departmental efforts between departments.,Low,87.89481014753369,94.49687688069582,Cost Reduction,2,False
4d412eaf-a496-4242-a174-ea66920e92ab,Closed,Michael Smith,Sales,2024-04-14,2024-10-07,This is a medium priority task involving integration efforts between departments.,Medium,68.05334203564627,89.8624788442157,Customer Satisfaction,2,False
1758c764-664a-498c-9cf5-138a12acf50c,Open,Theresa Sanford,Sales,2024-09-06,2025-01-25,Suggest data piece somebody.,High,39.15135040422267,67.55099213366708,Process Improvement,3,False
8a5d02a7-2ad0-4c8a-bbb3-f3fa6ad58e04,Open,Robert Buchanan,Finance,2024-07-30,2024-10-18,Including shoulder fall something hundred reveal sea reduce.,Medium,79.9591600845511,69.96651645934881,Revenue Growth,3,True
af526247-dd78-456b-827f-8f5b6442b431,Closed,Gilbert Pineda,Finance,2024-06-08,2024-09-30,Peace action evidence sense yourself.,Medium,68.04768993858296,89.2267612951382,Customer Satisfaction,2,False
10fdfd93-08fa-4b3e-a006-2e4923dc71a5,Open,Cynthia Lopez,Marketing,2024-06-13,2024-10-03,Court small improve field.,Medium,39.70631805152299,71.94718747632024,Revenue Growth,2,False
cbab9669-42ef-4bda-98e4-314100efc3bd,In Progress,Mark West,Marketing,2024-06-23,2024-11-25,Turn because station direction window difficult.,Low,43.891195664132525,83.57599595031182,Revenue Growth,2,False
934a2835-1e26-4bdf-a0a0-a5dcaf170623,In Progress,Sarah Estrada,IT,2024-03-28,2024-09-18,This is a high priority task involving partnership efforts between departments.,High,66.56085360180978,94.54426727617118,Innovation,1,False
6d9a3e72-0bcb-4f52-b72c-26cb9aed535d,Closed,Spencer Hawkins,Sales,2023-11-02,2024-03-23,Best explain interest forward represent.,Medium,76.98955888196096,72.27424770734704,Cost Reduction,4,True
32bb2646-c8a4-453f-b278-88345eab59b1,In Progress,Lisa Morgan,Sales,2023-11-13,2024-02-28,Popular public individual society.,High,81.47351958540635,62.21895406746865,Revenue Growth,4,True
52193033-806b-453c-9910-2a349cca0769,Closed,Melissa Bishop,Finance,2024-05-13,2024-11-08,Blood dog billion sea style war.,High,81.49661058325927,72.5490207695168,Innovation,2,True
aaf715c7-75bb-495d-8e12-dc5f9b878cd2,Open,Matthew Burke,Marketing,2024-02-03,2024-07-19,This is a medium priority task involving joint efforts between departments.,Medium,91.17303420758496,87.1001763889698,Cost Reduction,1,True
360a7b28-2189-47b8-81c4-e9ac12fb332d,Closed,Karen Adkins,HR,2023-12-24,2024-02-03,Color marriage material reveal measure decade.,Medium,56.17684644559822,83.88693193281938,Customer Satisfaction,4,False
35d6d6c3-1f45-423b-b09a-8516f224bdd5,Open,Amy Walker,IT,2024-08-27,2024-10-21,Walk discuss might meeting buy take.,High,67.56031272154708,80.62993226391868,Innovation,3,False
bde3c36c-0cac-4983-8bc5-b82ae1b5a012,Open,Michelle Foster,Finance,2023-11-07,2024-03-11,This top character daughter serious final.,High,51.886777179105586,89.9310817624396,Innovation,4,False
e8084295-baf2-4063-bfe8-81110f99577e,In Progress,Daniel Hobbs,IT,2024-07-23,2024-11-05,This is a high priority task involving joint efforts between departments.,High,80.61829593403243,86.86133361687253,Cost Reduction,3,False
8ad9d6ab-c16c-4f95-ba7c-031e0960ffb2,Open,Tina Downs,HR,2024-02-06,2024-07-08,Figure new energy leg administration.,High,71.98543138284319,69.56728422653102,Cost Reduction,1,True
e4ba7f97-f222-4dcc-b580-2307575b1474,In Progress,Michael Mitchell,IT,2024-01-16,2024-03-15,Man public there level.,Critical,57.56481786684026,64.9306227855211,Process Improvement,1,False
f1ebf1a4-6428-4b47-a922-a000b6ea17dc,Closed,Melissa Curry,Sales,2023-11-28,2024-05-08,Hand go than imagine avoid whom current score.,High,67.75260180106305,73.86162472483267,Revenue Growth,4,False
b93ab9b5-c786-4d26-b31e-552c4195aa9d,In Progress,Thomas Gibson,Sales,2023-12-07,2024-02-22,Serious throw collection study meet.,Medium,78.84724146907371,86.49292123257915,Customer Satisfaction,4,False
51b4b6f6-e8cd-4ceb-bf54-484839556c6f,In Progress,Mark Brock,HR,2024-03-14,2024-07-31,This is a high priority task involving collaborate efforts between departments.,High,92.17815216830422,95.9900471377342,Revenue Growth,1,False
bccde657-866a-4481-b51f-1b15d6469006,Closed,Julie Garcia,Sales,2024-10-23,2025-02-23,This is a high priority task involving cross-departmental efforts between departments.,High,97.79692765795873,92.78217171332301,Customer Satisfaction,4,True
df9e0376-603c-4d69-bba1-8f978e15e90a,Closed,Diane Thornton,Finance,2024-07-31,2024-12-08,Expert site number instead.,Medium,54.54381216207778,65.1758253903102,Process Improvement,3,False
367fade2-85a2-457d-8c38-bdd08f09041d,Closed,Gabriel Lee,Marketing,2024-04-05,2024-05-26,This is a medium priority task involving integration efforts between departments.,Medium,63.462313141151306,87.46612141928621,Process Improvement,2,False
9a157550-41cb-4704-8e02-de73eaeeae81,Open,Marcus Wheeler,HR,2023-12-15,2024-04-22,Particular society compare various people community station month.,Medium,53.70772618226415,74.6001064707715,Revenue Growth,4,False
a9352a17-8112-4eb1-988f-f005b3384e1c,Closed,Amber Martin,Sales,2024-04-10,2024-09-29,This is a high priority task involving integration efforts between departments.,High,100.0,92.3881995757835,Process Improvement,2,True
a2a09607-d426-41af-a719-e24840aaa2a2,In Progress,Ryan Glass,IT,2024-05-18,2024-10-19,Nation fly movie quickly.,Critical,48.57445352313064,74.84909543599211,Customer Satisfaction,2,False
ad21b38e-47ec-46cc-89a6-8cb90a699c01,Closed,Luis Crawford,Finance,2023-11-03,2024-03-18,Program piece rise many talk total include church.,Medium,37.118676554334236,60.925821169290145,Customer Satisfaction,4,False
386ae9ac-9695-47f1-ac70-c1c8371f347f,Open,Patricia Figueroa,Marketing,2024-03-01,2024-04-08,This is a high priority task involving cross-departmental efforts between departments.,High,89.9106147442269,95.45095276324743,Innovation,1,False
a049f166-aba9-4cc2-b5d5-8bcbacdfec8a,In Progress,Hayley Davis,HR,2024-10-08,2025-03-17,This is a critical priority task involving partnership efforts between departments.,Critical,96.89776665600168,87.33723544210842,Cost Reduction,4,True
9947e3dd-539c-4e1a-9598-7be83a198e4c,Open,Lori Clarke,Finance,2023-11-21,2024-05-08,This is a high priority task involving joint efforts between departments.,High,87.517829979646,99.98625338557815,Customer Satisfaction,4,False
5a78b3bd-dcca-453e-afbd-d9b8aae85f5c,In Progress,Melanie Barnes,Marketing,2024-07-08,2024-11-04,Rock leg look goal walk class.,Low,78.5775897288298,83.2689494964232,Cost Reduction,3,False
a05b8501-b99d-488e-a808-78c6f87e4d19,Open,David Pittman,Sales,2023-11-10,2024-05-08,Almost himself receive decade let focus value.,Medium,41.67108279655306,64.17704897780328,Innovation,4,False
923194cf-6797-4e34-a32c-ce23bc135401,Open,Stephen Smith,Sales,2023-11-27,2024-01-11,This is a medium priority task involving partnership efforts between departments.,Medium,74.73755798760028,99.58000312805977,Innovation,4,False
320a4324-7ace-4d18-a2ba-290c57eaea33,In Progress,Brittany Hardy,Marketing,2024-08-18,2025-02-10,Event subject tree.,High,73.30999220469737,62.85675491443028,Innovation,3,True
ecdd407e-3b0f-4819-b978-f15f01dc19e1,In Progress,Thomas Huynh,IT,2024-07-28,2024-11-05,Should tend learn their.,Low,29.429218113381275,64.38730330274883,Revenue Growth,3,False
1f74cea6-2415-43b2-bb21-716bfc8b618a,In Progress,Janice Thompson,Sales,2024-04-11,2024-08-19,Team kitchen every nation.,Medium,63.38328725267687,71.25516983538681,Innovation,2,False
fd40b213-5078-4866-a937-128f25f1fd05,Open,Ricardo Hernandez,IT,2024-07-15,2024-11-25,Say plant president.,Medium,77.0163854281525,73.64086947223262,Process Improvement,3,True
4b9d6f9e-540c-4903-a70f-a1443d950552,In Progress,Travis Nunez,Marketing,2024-10-26,2025-04-22,Land wife need fish himself nature.,Critical,53.59013342447639,79.92431462495527,Cost Reduction,4,False
20364c0c-9651-473a-87f7-c7f4458a3f6b,In Progress,Michelle Melton DVM,IT,2024-06-25,2024-12-08,Guess like worker guy later family arrive.,High,62.82750585569267,69.68595448769858,Customer Satisfaction,2,False
288ee3c8-cb22-4048-833a-edfa8126067d,In Progress,Angela Wagner,Marketing,2024-10-17,2025-04-05,Method tend five game.,Medium,77.9873153647362,86.82463974115669,Innovation,4,False
64a03246-8ecb-4b0c-9d9e-c61d529bb647,Open,Valerie Palmer,IT,2024-04-23,2024-06-17,This is a medium priority task involving joint efforts between departments.,Medium,77.40343223072487,80.01351863024209,Customer Satisfaction,2,False
81c9a1bc-f90b-4f74-86da-7c0ae095c011,In Progress,Hannah Gomez,Sales,2024-02-23,2024-04-26,This is a low priority task involving integration efforts between departments.,Low,57.86486530889424,87.20870766794522,Process Improvement,1,False
2c0b9642-f162-4f45-9976-10273f802472,Open,Megan Bell,Marketing,2023-12-29,2024-03-10,Event staff rich than art their.,Critical,66.62432884370801,72.8769282226604,Process Improvement,4,False
b7d148f1-f4c7-4492-9bbe-58adc5dedb40,Open,Hannah Morales,IT,2024-01-12,2024-02-11,This is a high priority task involving joint efforts between departments.,High,90.70867721281704,88.90133753557309,Cost Reduction,1,True
198dcb6c-f9b3-420e-8f10-0f9caa786a22,Open,Mark Cunningham,Marketing,2024-03-29,2024-05-28,Message court Mrs there.,Low,53.46048349857921,66.8684060237713,Customer Satisfaction,1,False
26a3120a-1b6d-49a5-97a4-21513d24f24c,Open,Robert Williams,IT,2024-03-13,2024-05-08,This is a high priority task involving joint efforts between departments.,High,94.72614117956552,93.54274155838088,Process Improvement,1,True
40f9676a-e5b3-4f5c-b37a-436f25de9e7e,Open,Allison Miller,HR,2024-10-20,2025-04-12,Really site really policy share often total Congress.,Critical,63.27127599849862,78.84240115022708,Revenue Growth,4,False
29fd43da-6fdf-4204-8375-8f95716db6ca,Open,Sandra Gilbert,Finance,2024-08-05,2024-12-26,Republican budget happy Democrat.,Low,30.60271320012679,63.69471667473925,Cost Reduction,3,False
c77b3240-2aed-48d2-858a-a77f8003fc5a,Closed,Derrick Hawkins,Finance,2023-11-04,2024-03-02,Market we alone investment more oil respond less.,Low,39.8302332217487,79.33861704563694,Process Improvement,4,False
304bc000-ab34-4164-a190-a02c8eb5381b,Open,Michelle Turner,HR,2024-02-13,2024-05-25,Dream draw per admit former process.,Medium,65.99584662280596,69.04948000731596,Cost Reduction,1,False
576a3ce3-f98e-4ec4-af49-d55f04354b46,Closed,Ms. Lisa Fleming,HR,2024-05-04,2024-10-11,This is a high priority task involving collaborate efforts between departments.,High,97.97968998034409,95.87556063453428,Customer Satisfaction,2,True
01c49739-cc31-4454-ad10-c9e033795076,Open,Samantha Jenkins,Finance,2024-03-22,2024-07-28,Rate majority site evening.,Critical,27.993661677464182,86.66173584260723,Customer Satisfaction,1,False
24a28942-e47b-4275-9499-1a7a5cdd1ec5,Open,Daniel Brown,Marketing,2024-07-22,2024-11-10,Food evidence argue have she son.,Critical,53.38544122124064,65.18310936452283,Innovation,3,False
96a9b86e-8431-4c7a-8da4-51bacdcddcb1,In Progress,Kathy Thompson,IT,2023-11-12,2023-12-16,This is a medium priority task involving collaborate efforts between departments.,Medium,99.00165190839802,98.9735999389425,Cost Reduction,4,True
67c1b253-00b1-45f8-8e2e-481d6e1905a8,In Progress,Carlos Heath,HR,2024-03-24,2024-07-05,Indicate interview current phone example such student.,Medium,52.30468521289628,72.068322319335,Innovation,1,False
387495f4-8d84-4911-8753-decad984c6a9,Closed,Daniel Bishop,HR,2024-07-20,2025-01-03,This is a medium priority task involving collaborate efforts between departments.,Medium,76.26588024437676,84.06394987915655,Process Improvement,3,False
6d51a15a-e95b-466a-8d3b-769bdaa2be1f,Open,Ernest Brown,HR,2024-01-17,2024-05-09,Movement professor none move.,High,59.01388355488586,88.60283930148216,Cost Reduction,1,False
79303ce6-bc0f-4fcb-8556-0092c1fa68e4,Open,Jamie Singleton,IT,2024-10-17,2025-01-17,This is a critical priority task involving partnership efforts between departments.,Critical,90.65150251094099,86.18580127747052,Customer Satisfaction,4,True
e888e37c-fa04-4cd0-8736-97bdcdc37b84,Closed,Brandon Choi,Sales,2024-08-31,2024-10-30,Spend sport social each own decide resource detail.,Critical,37.50007658885319,88.59048605264093,Revenue Growth,3,False
6094b88a-e8de-420a-a59c-be228f97a430,Closed,Abigail Parker,HR,2024-10-27,2025-01-31,Sit each probably grow ago unit.,High,90.59073177664573,81.98807512665124,Revenue Growth,4,True
fe3bbf3f-1e54-4c7b-938f-d8c7f6ab372c,Open,Jessica Lynch,IT,2024-05-02,2024-08-25,Cost order institution onto.,Medium,46.718482543611216,89.25151763334534,Process Improvement,2,False
600bbfc7-bccd-48e8-bb5e-079de0131738,Closed,Michael Hoffman,IT,2024-08-13,2025-01-17,This is a medium priority task involving partnership efforts between departments.,Medium,70.72728332662633,83.14619962202252,Process Improvement,3,False
cd75b448-7713-4a0c-9de6-568b7e140604,Open,Alice Short,HR,2024-09-19,2024-11-17,This is a high priority task involving collaborate efforts between departments.,High,78.45344672920967,89.43529179155476,Innovation,3,False
a7f816fa-d95d-40f1-b112-bb8a8a2ba6fd,In Progress,Nathan Malone,Sales,2024-08-30,2024-11-13,Statement suggest edge create blue.,Low,68.63601320812684,82.2199748431973,Cost Reduction,3,False
8c99d78c-5e76-430e-8f44-4ab0323b68cd,In Progress,Gregory Todd,Sales,2024-07-30,2024-11-19,This is a high priority task involving collaborate efforts between departments.,High,88.83682328069237,82.38801859349623,Process Improvement,3,True
3b184e0f-be27-4a0d-93f4-d80f25a50a7f,Closed,Kevin Burns,IT,2024-03-29,2024-06-12,Themselves shoulder detail author fire next structure.,High,83.4197775974537,62.067793133182356,Innovation,1,True
113232ae-6aa1-4e39-a0aa-17573413cafc,In Progress,Michael Anderson,Marketing,2024-01-06,2024-04-24,Scene member leader.,High,56.0462401018644,68.74785271968098,Innovation,1,False
