goal_id,state,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,category,goal_met
bdb51198-9f60-41cf-bc66-e21e4e41f712,In Progress,Chelsea Shea,Finance,2024-08-26,2025-02-14,Road Congress wear away street several upon.,High,74.56,88.13,Employee Satisfaction,False
0068176a-25c1-4c16-85d8-0ab047610cc7,In Progress,Rebecca Yang,Finance,2024-09-12,2025-03-10,Create challenge today protect.,Low,53.0,83.24,Customer Satisfaction,False
d370d3e4-811e-4e92-9ccd-b86f96447824,Closed,David Miller,Finance,2024-03-03,2024-06-20,Region factor against at.,High,69.4,83.4,Revenue Growth,False
513a483f-6488-4a4a-a825-b1c1813e5c28,Closed,Craig Moore,IT,2024-03-21,2024-05-13,This goal involves integration efforts across multiple departments.,Medium,100.0,74.28,Employee Satisfaction,True
52422bb8-522f-45e5-a87c-71aea5908cf4,Open,Donald Welch,Sales,2024-05-12,2024-07-20,Force admit part through improve bill.,High,61.67,70.8,Cost Reduction,False
36924924-103f-4213-b919-5074f57cec9a,Closed,Anna Arellano,Finance,2024-01-15,2024-05-10,Understand talk action phone better street southern.,Critical,70.53,86.63,Revenue Growth,False
14c135bc-ce02-4339-8f08-61422c3a7cea,Open,Christopher Gibson,HR,2024-08-03,2024-09-13,Kid investment happen score particularly.,High,66.71,82.21,Employee Satisfaction,False
855b4767-bbad-4853-b648-e6c38cf7ebf5,In Progress,Andres Stewart,Sales,2024-08-22,2025-02-04,Night director gun office organization organization.,High,59.82,86.7,Customer Satisfaction,False
11e27075-3235-4bd3-810d-f3208b29aba6,Closed,Ashley Miller,HR,2023-12-04,2024-04-30,Republican purpose behind present month why mention side.,Medium,78.58,73.24,Efficiency,True
c51c5261-b315-45ca-9de7-7298d8c2e59a,Closed,Christopher Huffman,Sales,2023-12-25,2024-03-28,Police long building drop note else.,Medium,94.15,62.05,Cost Reduction,True
0d674414-e352-4cf2-b169-7a27eea7a79a,Open,Kimberly Lopez,Operations,2023-11-28,2024-01-18,Bank its production way.,High,98.86,78.75,Customer Satisfaction,True
19f38a9e-5d8e-4b05-9bd0-d0c3342611ae,Open,Jeremy Wiggins,HR,2024-10-05,2025-02-01,Keep friend give price memory own.,High,51.04,67.72,Cost Reduction,False
9ef3f7e0-070c-45f1-a5b0-cf757d64f148,Open,Kyle Thompson,Finance,2024-02-06,2024-05-27,What state really herself return.,Low,73.44,62.75,Cost Reduction,True
2237a5c1-67c8-463a-9fe5-c7afe983d3a7,In Progress,Jason Hernandez,Sales,2024-01-15,2024-06-13,Charge bag parent camera.,Medium,78.15,74.31,Employee Satisfaction,True
e4938db5-9001-40ad-a918-a1ca3aae3666,Closed,Jennifer Harris,IT,2024-01-16,2024-06-29,This goal involves integration efforts across multiple departments.,Critical,67.55,74.77,Employee Satisfaction,False
de6b7496-a70d-4dc8-9554-0cb3e3aeac9d,Open,Katie Ibarra,Finance,2023-12-24,2024-05-29,Tree keep side receive do country tree.,Medium,57.1,84.37,Revenue Growth,False
031e655c-4277-4d11-be7c-6db7696caf58,Open,Jordan Cooper,IT,2023-12-24,2024-04-22,This goal involves collaborate efforts across multiple departments.,Medium,74.13,77.21,Customer Satisfaction,False
ecd49ec0-8d81-4b49-a378-2ef43243cf93,Closed,Matthew Reed,IT,2024-04-30,2024-06-04,This goal involves cross-departmental efforts across multiple departments.,Low,59.19,75.07,Employee Satisfaction,False
f87b4c26-17be-4bd1-a92b-9a536cd6d325,In Progress,Kylie Johnson,Sales,2023-11-25,2024-01-20,Wind arrive subject similar.,Medium,96.44,80.92,Revenue Growth,True
406ab6a4-d54e-40b7-a801-becd8692dffa,Open,Bianca Robinson,HR,2024-01-18,2024-06-18,This goal involves cross-departmental efforts across multiple departments.,Low,100.0,74.03,Customer Satisfaction,True
4c621bf2-8eca-4cce-86d6-01c8675a8858,In Progress,Rachel Robinson,Operations,2024-01-20,2024-06-29,Same once say region box.,Low,87.92,85.07,Employee Satisfaction,True
07f54db4-8830-4c3b-a9f7-55a62464f348,In Progress,Eddie Snow,Finance,2024-01-01,2024-04-24,Dinner firm door concern.,Critical,72.25,84.87,Efficiency,False
4e7f926e-e1af-4fdd-a127-8aab94d13579,In Progress,Scott Ramirez,Operations,2023-11-30,2024-02-15,Tough behavior claim forward meeting.,Medium,51.27,75.33,Employee Satisfaction,False
ca3a90ce-80bf-4b4c-84fc-7f3d53eab6ee,In Progress,Jeffrey Shaw,Finance,2024-01-12,2024-05-31,This goal involves integration efforts across multiple departments.,Low,96.9,71.6,Revenue Growth,True
e6ea7d15-082b-426d-8e26-c2c21d3018d8,Closed,Cody King,HR,2024-06-01,2024-08-12,This goal involves integration efforts across multiple departments.,High,70.91,78.7,Employee Satisfaction,False
a5bed7d7-3de4-4ffc-903b-ec32e8c004e9,Open,Anna Miller,Finance,2024-06-05,2024-10-16,Heavy design Mr effort defense prove financial paper.,Medium,95.55,70.62,Efficiency,True
0861a47c-a8b9-44c1-8246-de1c734644d7,Closed,Kevin Shaffer,HR,2024-03-02,2024-04-09,Arm difficult agree economic ok.,Critical,60.02,77.66,Customer Satisfaction,False
a4d00481-0c57-42f8-ac70-8611e85576e0,Closed,Christine Newman,Sales,2024-08-12,2025-01-04,Dinner blue himself partner especially.,High,58.2,80.59,Efficiency,False
14b16086-c27a-4849-8a3a-ee9d0e204209,Closed,John Nguyen,Operations,2024-06-26,2024-09-27,This goal involves partnership efforts across multiple departments.,Critical,60.55,71.23,Cost Reduction,False
8d76d904-5d7f-4d1e-b7f8-a50c0fabcaf3,In Progress,Shirley Davenport,Sales,2024-06-07,2024-09-18,This goal involves collaborate efforts across multiple departments.,High,67.89,87.97,Employee Satisfaction,False
a6466999-8437-477a-a02a-69e9cbfddc02,Closed,Leah Munoz,Operations,2024-01-09,2024-05-06,This goal involves integration efforts across multiple departments.,Medium,76.03,74.24,Cost Reduction,True
61f86922-bfca-4623-a98a-4686c5888409,In Progress,Geoffrey Chan,IT,2024-07-04,2024-09-29,Follow administration model.,Low,80.75,69.88,Cost Reduction,True
b3ece8d8-8507-42bf-b428-2d4182538d4d,Closed,Anne Sanchez,Operations,2024-06-17,2024-11-13,Someone short sing fish budget once ground.,Critical,93.76,77.96,Revenue Growth,True
0bed04ce-2671-4a13-84b2-6b3976243cbd,In Progress,Kayla Braun,IT,2024-04-17,2024-08-30,This goal involves integration efforts across multiple departments.,Low,69.64,79.0,Employee Satisfaction,False
bc71822b-2037-4f91-b210-84e8c3db3263,Closed,Nancy Murphy,IT,2024-06-15,2024-08-30,Treatment notice half.,High,76.69,72.48,Customer Satisfaction,True
4cc56455-4f4a-4e63-8775-0a632c35ff87,Open,Bill Acevedo,Sales,2024-04-29,2024-08-19,Strong each check blue research nature meeting.,High,56.75,86.92,Customer Satisfaction,False
71f0c361-cbe8-4a6f-ac84-277f9f964218,Closed,William Moore,IT,2024-06-09,2024-09-17,Group be baby check really gun.,Medium,92.99,82.82,Customer Satisfaction,True
a349a31d-5795-4788-9aa3-5039b94c3150,Closed,Sara Stanley,Sales,2024-03-11,2024-05-23,Blue lead fish pretty real black.,Medium,67.55,81.27,Revenue Growth,False
c774eec2-a39c-470e-b21f-cdc7183e6875,Open,Austin Collins,Finance,2024-09-09,2024-10-20,This goal involves partnership efforts across multiple departments.,High,69.48,82.78,Revenue Growth,False
86f4051f-517e-46c5-bdc6-58360e95a9f0,In Progress,William Duffy,Operations,2024-07-26,2024-12-26,Conference structure service modern create huge computer finish.,Low,73.17,71.46,Customer Satisfaction,True
f143985d-af85-4e67-8f52-40637fd490c4,In Progress,Kristin Smith,HR,2023-12-28,2024-05-29,Detail human product fall street material firm.,High,67.89,84.37,Employee Satisfaction,False
72a8febd-51b5-457a-a869-f8b06dc51e3a,In Progress,Pamela Campbell,HR,2024-04-19,2024-06-21,This goal involves joint efforts across multiple departments.,Medium,86.94,75.35,Efficiency,True
612f90b1-48eb-41f8-b0b3-3ad6fc5b1eef,In Progress,Sara Williams,HR,2024-08-18,2025-01-02,Coach color drive field share rule way.,Low,70.68,88.68,Customer Satisfaction,False
b36f522a-0bc2-47cb-b321-90d0ef01938b,Open,Brandon Contreras,Sales,2024-09-06,2025-02-10,Himself region collection.,High,54.64,71.8,Revenue Growth,False
823e7213-7554-493a-b90e-7fee2cbfe8e1,In Progress,Monica Riley,Sales,2024-05-26,2024-08-19,This goal involves cross-departmental efforts across multiple departments.,High,74.49,86.86,Revenue Growth,False
91920fa8-1f12-4c13-b6ce-00333a597977,Open,Dale Raymond,Finance,2024-05-20,2024-10-07,Operation upon improve happen attention.,Low,56.94,77.32,Customer Satisfaction,False
59e4630c-2a12-473f-bf70-2f065fa66645,Closed,Karen Sloan,IT,2024-02-16,2024-05-05,This goal involves partnership efforts across multiple departments.,Medium,100.0,81.0,Efficiency,True
aadf18e6-cc03-4de3-8cac-d37b4a8a52ec,Closed,Amanda Hanson,Finance,2024-01-03,2024-03-05,Speak call best need third benefit often.,High,67.95,78.78,Cost Reduction,False
b9e3aa76-6c83-4600-a6dc-1fe1b888a9d3,Open,Caitlin Norton,IT,2024-06-21,2024-11-28,This goal involves joint efforts across multiple departments.,Medium,69.29,86.08,Employee Satisfaction,False
450979ce-dff8-4cf1-aca9-a2fcd05e9d3c,Closed,Jennifer Campbell,Sales,2024-05-05,2024-08-26,Future right some upon investment foreign front.,High,65.94,86.85,Revenue Growth,False
85222596-af73-4eb5-bd58-d9f4e9087f68,Closed,Lisa Arellano,IT,2024-02-08,2024-07-23,This goal involves collaborate efforts across multiple departments.,Medium,100.0,83.48,Employee Satisfaction,True
f1308394-c9fc-4ad1-875a-4711d8ab9d20,Closed,Laura Anderson,Finance,2024-08-19,2025-01-17,Purpose ago chance inside less.,Low,65.55,81.55,Efficiency,False
6d34afb9-4ffe-461b-a044-daa077b0c980,Closed,David Ryan,HR,2024-06-14,2024-08-26,Network south scientist wonder vote under data.,Medium,58.82,72.96,Revenue Growth,False
c9463237-28c4-4208-8ef8-c1dde0d70cab,Open,Rebecca Dawson,IT,2024-07-27,2024-09-23,Leg education player yeah identify magazine west move.,Critical,59.77,83.81,Customer Satisfaction,False
e8d8d954-cbf8-47f4-8cec-0ada701d4e48,Closed,Jennifer Marshall,HR,2024-08-26,2024-10-10,Life economy together drop read ten bill deep.,Medium,57.37,79.57,Customer Satisfaction,False
d1836034-e0b4-4355-9911-162f08875341,Open,Zachary Hunter,HR,2024-01-19,2024-07-03,Wall add notice stand word blue plan.,Medium,68.98,83.61,Efficiency,False
a56ebda9-b185-44c6-b502-926ebaee3685,In Progress,Amanda Wilson MD,IT,2024-06-30,2024-11-30,This goal involves integration efforts across multiple departments.,Low,99.04,89.46,Customer Satisfaction,True
26c6501a-e1c7-43e3-b69f-17635bbf34bd,Open,Heather Rivas,HR,2023-12-01,2024-03-21,Place decision really.,High,51.89,75.47,Employee Satisfaction,False
c5274d81-8a9b-4953-b5e4-9de05299c129,Closed,Melanie Harris,IT,2024-02-08,2024-06-14,Save husband mean character ground culture trouble responsibility.,Low,54.55,75.81,Employee Satisfaction,False
0cef4947-b510-4f9d-8ac8-b4da1f8930c9,Closed,Nancy Wallace,Finance,2023-11-18,2024-03-15,Almost analysis international.,Medium,90.2,86.56,Employee Satisfaction,True
7b2e8b3c-3765-4818-98aa-8dcc17ba3a79,Closed,Jason Martin,Operations,2023-12-16,2024-02-19,Seem subject PM law middle.,Medium,87.52,73.4,Cost Reduction,True
29bf9c89-0852-42d7-ba80-3a732187c0e8,Closed,Jerry Cole,Sales,2024-10-13,2024-11-25,Difficult off impact.,High,75.54,75.42,Cost Reduction,True
45d8fff2-5e32-473d-bde5-c2bbce2debc3,Closed,Sarah Martin,Sales,2024-05-18,2024-09-29,This goal involves integration efforts across multiple departments.,High,76.26,82.92,Employee Satisfaction,False
20d9a826-68d1-403f-961e-36203f4eb3ba,Closed,Adam Patel,Sales,2024-01-28,2024-07-12,This goal involves joint efforts across multiple departments.,Low,63.73,60.73,Cost Reduction,True
d8e789c0-b605-4d63-8bf6-67f2fe717b53,Open,Carlos Martinez,Operations,2024-06-24,2024-08-02,Tough condition black local who.,High,55.32,66.7,Cost Reduction,False
3bc107b3-fa9f-4ef4-ae8e-2f449f63b1aa,Closed,Scott Davis,IT,2024-07-12,2024-12-23,This goal involves partnership efforts across multiple departments.,Low,82.61,73.86,Employee Satisfaction,True
592e65de-c5f2-409b-82b1-d13f388ac056,In Progress,Scott Freeman,Operations,2024-04-07,2024-06-23,Would pattern thought remember hotel purpose.,Medium,79.51,75.15,Cost Reduction,True
6bda3397-eb15-4d43-99cc-fa8cebd5fcc5,Closed,Derrick Heath,HR,2024-09-15,2025-02-01,Huge mission once.,High,94.58,89.63,Revenue Growth,True
71a91519-772e-442f-9cea-b73f98677550,Open,Denise Brown,Finance,2024-08-23,2024-11-27,Side we home piece happen.,High,61.59,76.04,Employee Satisfaction,False
214dedce-0c18-4cac-b7dd-13df402b7f8a,Open,Christine Paul,Operations,2024-06-23,2024-10-23,This goal involves integration efforts across multiple departments.,Critical,81.34,83.72,Customer Satisfaction,False
4ec47ce7-3e08-45a4-b5ef-f9bb7b18a1b4,In Progress,Cynthia Johnson,Finance,2024-03-07,2024-06-20,This goal involves joint efforts across multiple departments.,Medium,100.0,79.1,Efficiency,True
00d94c44-4c4c-4eda-906e-317e2564405c,Closed,Samantha Tapia,IT,2024-10-05,2025-03-04,Bed international mouth.,Low,64.07,83.61,Revenue Growth,False
9adc0aa4-7e08-4064-bb6f-7ac75cf534d9,Open,Mr. Michael Smith MD,IT,2024-10-24,2025-03-17,This goal involves partnership efforts across multiple departments.,Medium,100.0,86.58,Revenue Growth,True
8b3fb8be-83ab-42a6-82b3-f05ab84ecdcd,Closed,Michael Ramirez,Sales,2024-07-06,2024-09-16,Always special school successful.,Low,61.9,84.34,Efficiency,False
af9dfb58-1f5f-4d02-9c4c-d79d27b71179,Closed,Joseph Howe,HR,2024-10-05,2024-11-18,Culture threat smile then.,Critical,64.25,81.18,Employee Satisfaction,False
edea6f4b-fa31-4084-99bd-dc0f8440d4bb,In Progress,William Holden,Finance,2024-09-30,2025-02-08,Politics war receive both hospital skin walk.,Low,80.93,70.91,Efficiency,True
f3faf729-e80d-42ff-a478-70cb65eaf9a7,Open,Ann Walker,IT,2024-05-29,2024-07-13,Within born car church sell level age.,Low,68.53,63.6,Cost Reduction,True
1ba5959a-4d47-4fed-9b3b-255736fdfcc7,Closed,Alexis Brown,HR,2024-04-05,2024-08-08,Order oil attorney thought agreement case.,High,61.19,71.6,Employee Satisfaction,False
e5c6e9d5-3bac-43a5-b184-e4c128548624,Closed,Christina Roberts,Sales,2024-10-03,2025-01-30,Hear high here nearly.,Critical,54.36,74.56,Cost Reduction,False
e0095a33-a73d-4d7f-996b-8feba2bdfc23,Open,Paul King,Finance,2024-10-07,2025-01-21,Should education morning smile region religious reach.,Medium,56.55,86.47,Employee Satisfaction,False
e11469d1-18e2-4454-8c30-69c48df0cf3d,In Progress,Michael Callahan,Sales,2024-06-23,2024-10-01,Republican lay firm southern you his.,Low,91.98,86.19,Customer Satisfaction,True
7cf91300-20aa-4e62-8652-a1c1c8853f50,Open,Brian Ryan,Sales,2024-08-09,2024-10-30,This goal involves partnership efforts across multiple departments.,Critical,60.71,77.44,Cost Reduction,False
e8c6726c-1f38-4f0e-92df-262acb7ea874,In Progress,Emily Miller,Sales,2023-12-18,2024-06-03,Particularly even field.,Medium,92.24,89.87,Customer Satisfaction,True
a45af052-39d0-4714-9ec4-50d957967755,Closed,Kimberly Brown,IT,2024-01-23,2024-05-13,Hour daughter main Republican.,Medium,79.47,76.04,Revenue Growth,True
4cb39999-4c58-43db-b4c9-74d474c11944,Closed,Aaron Aguilar,IT,2024-01-27,2024-04-22,This goal involves partnership efforts across multiple departments.,High,74.81,88.23,Employee Satisfaction,False
13f76157-b376-443e-852a-6a6a1093918e,In Progress,Caitlin Mayo,Finance,2024-07-26,2024-11-21,Husband available important.,Medium,54.89,72.98,Employee Satisfaction,False
d79c5192-59d1-4509-986d-24a3836d9715,Closed,Raymond Ortiz,HR,2024-06-14,2024-09-13,In world north.,High,65.91,88.29,Customer Satisfaction,False
e53d4579-8cb8-4924-914f-0c498b2ff94f,In Progress,Mrs. Kelly Morgan MD,IT,2024-06-24,2024-12-06,This goal involves integration efforts across multiple departments.,High,79.56,88.44,Customer Satisfaction,False
1a5da064-5f08-48b1-916b-1e1eb071c91e,Closed,Christopher Long,Sales,2023-11-09,2023-12-22,Technology section it way car.,High,94.42,71.46,Efficiency,True
919666f0-b13e-47ee-9358-54fbc1ff6d5c,Closed,Christopher Erickson,IT,2024-02-07,2024-05-02,Miss bad television from nothing.,High,55.97,88.18,Employee Satisfaction,False
ca24e357-5c54-474f-ab6e-12801f08af7e,Open,Gabriel Peterson,Finance,2024-06-21,2024-11-20,Provide young action structure base interesting question involve.,Medium,82.9,74.79,Customer Satisfaction,True
a1eaf939-a938-4ba5-939c-c6567b074f26,In Progress,April Kelley,HR,2024-10-28,2025-03-26,Best garden letter mission sea him.,Medium,93.41,87.66,Revenue Growth,True
70c5d831-8c9d-40b5-83cb-83d499548d60,Closed,Angela Stephenson,HR,2024-10-09,2025-01-28,Onto piece defense six.,High,52.11,74.43,Customer Satisfaction,False
d0f44529-cf15-40a7-b759-304c13c1e68a,In Progress,Lisa Bradford,IT,2023-12-16,2024-06-12,This goal involves joint efforts across multiple departments.,Medium,100.0,77.6,Revenue Growth,True
deea11cd-f74b-476b-81da-05aba347201f,Closed,Aaron Barrera,Operations,2024-05-04,2024-08-07,Staff great take number human road.,Low,94.54,73.36,Employee Satisfaction,True
273dc022-cd0b-4904-ad2b-dac182569354,Open,Kimberly Miller,Sales,2023-11-10,2024-04-27,According college particular summer only.,Critical,65.27,89.14,Employee Satisfaction,False
2c395d81-13ae-47ee-a8fd-f5675f397a0a,Open,Sydney Griffin,Finance,2024-07-21,2024-08-21,Eight truth rule community paper season.,Critical,78.92,73.02,Employee Satisfaction,True
3ec294f0-ead5-4cd2-99db-a27c14bfe468,In Progress,Morgan Luna,Operations,2024-09-03,2024-10-18,Show here society interest yard of very next.,Medium,50.36,83.19,Revenue Growth,False
3a237ddb-b9bb-4258-b4d6-6654484ca386,Closed,Melinda Reyes,IT,2024-04-21,2024-09-03,Herself artist dinner order change.,Critical,55.39,65.73,Cost Reduction,False
9f69a487-f8be-48d5-b20c-8e0a05064e71,Closed,Michael Schneider,HR,2023-12-29,2024-03-13,Let world own house black.,Low,79.36,72.4,Cost Reduction,True
0c940071-921b-46dc-81bc-052f530e0fa3,In Progress,James Harris,Operations,2024-06-30,2024-11-08,Raise above of hand clear bad.,High,55.6,79.8,Cost Reduction,False
9298e1ec-31ea-4dd4-9db5-fe39c363d5df,Closed,Mrs. Jill Duarte,Finance,2024-07-05,2024-08-12,Nation write plan third.,High,62.46,72.73,Cost Reduction,False
d8427777-ab50-4180-9d05-6cc5b8f7649e,Open,Andrea Rodriguez,HR,2023-12-10,2024-04-29,There machine policy.,Medium,81.39,80.56,Efficiency,True
aea8e26f-28fc-4a58-8637-5a1612a3cde7,Open,Kimberly Wells,IT,2024-06-07,2024-11-05,This goal involves integration efforts across multiple departments.,Critical,60.34,81.27,Efficiency,False
dede8c0d-bdc3-4b39-ab0c-33adc15d2d85,In Progress,David Copeland,Finance,2024-04-05,2024-06-27,Still source home effort need.,Critical,58.55,88.58,Revenue Growth,False
767e34d4-89f8-4418-95fe-d92364539ab5,Closed,Jacqueline Brown,Sales,2023-12-16,2024-06-08,Sometimes week Congress from else hospital reality.,Medium,96.81,84.79,Employee Satisfaction,True
95b87545-7049-472c-a54d-8034ea13455b,Closed,Thomas Guerra,Finance,2024-09-04,2025-02-09,Heart resource door.,Critical,62.93,76.81,Efficiency,False
42b34a9d-f98f-48b4-9f90-e10006a63f36,Closed,Miguel Cook,HR,2024-01-13,2024-05-05,Modern reduce measure this hot need yeah.,Medium,84.16,64.56,Cost Reduction,True
b6355a94-7ca8-4146-ba94-3d849b4173ed,In Progress,Jacqueline Jordan,HR,2024-10-20,2025-01-05,This goal involves partnership efforts across multiple departments.,Medium,83.11,74.93,Revenue Growth,True
ffe36c97-98d3-4fb0-98f3-991c0a3374a5,In Progress,Amanda Kim,Sales,2024-10-23,2025-03-01,This goal involves integration efforts across multiple departments.,High,58.02,85.23,Efficiency,False
d7de5148-6cf1-4b07-adb4-4c281207e2cd,In Progress,Matthew Gutierrez,HR,2024-07-01,2024-12-20,This goal involves collaborate efforts across multiple departments.,Medium,95.31,71.86,Revenue Growth,True
e7fd97ac-b90e-4f2d-9c38-d995c70bbd87,In Progress,Julia Collins,Finance,2024-06-27,2024-10-09,This goal involves partnership efforts across multiple departments.,High,72.76,89.56,Employee Satisfaction,False
7bafa61f-f08a-4a02-a0df-5a3afba11c47,In Progress,Natalie Warren,Sales,2024-06-27,2024-08-31,No treatment rise paper alone.,High,87.67,78.69,Efficiency,True
5d81f9b5-927e-483c-a71a-23b474e54b8d,In Progress,John Harris,Finance,2024-02-25,2024-06-26,Age special four at.,Low,90.42,82.33,Efficiency,True
c5c03517-c0f1-4fd3-a31b-6256fccbc29f,Open,Kimberly Gaines,Operations,2024-08-19,2024-09-19,Feeling million west.,High,55.55,76.59,Employee Satisfaction,False
670de494-0868-4b8c-961a-c112293549ab,Closed,Gail Hill,IT,2024-08-26,2024-10-29,One player art doctor capital.,High,99.16,76.28,Efficiency,True
2b863665-d938-4ecb-ab3d-7d79721ea24c,In Progress,Amanda Petersen,Operations,2024-06-27,2024-11-29,Happy leader hot oil matter impact.,Medium,90.93,85.72,Revenue Growth,True
6cec919f-cad3-4b45-a9cf-475de08376ff,Closed,Jessica Clark,Sales,2024-07-24,2025-01-09,Score exactly coach actually white for heart receive.,Medium,63.62,79.23,Customer Satisfaction,False
738008c5-bed3-43d3-9828-fbf388030094,In Progress,Margaret Anderson,Operations,2024-04-01,2024-05-18,This goal involves integration efforts across multiple departments.,Medium,100.0,83.17,Employee Satisfaction,True
33f9f3c4-4754-4301-b994-fa2d81de862e,Open,Becky Wood,HR,2024-04-14,2024-09-13,Shoulder want such health reflect specific.,High,62.96,83.83,Revenue Growth,False
09584297-d3c2-49e3-b1a5-317e6032e0b8,In Progress,Jennifer Mayo,IT,2024-05-28,2024-07-18,Important act develop above build.,Medium,74.14,72.94,Cost Reduction,True
47febdfa-54db-4463-a94e-b23a09aae632,Closed,Elizabeth Williams,HR,2024-04-10,2024-08-02,This goal involves joint efforts across multiple departments.,Critical,69.7,80.38,Employee Satisfaction,False
3e110d90-a691-4797-a82f-caae736f1925,In Progress,Alexandra Perez,Operations,2023-11-16,2024-03-25,Sense laugh leg.,Medium,50.42,76.9,Employee Satisfaction,False
bf62bcf1-cd2a-4695-88f2-4596bdcbdf34,Open,Chelsea Gregory,Operations,2023-12-01,2024-04-15,Rest idea movie.,Critical,81.61,66.24,Cost Reduction,True
f5778b0e-ee8d-470e-a18b-1c0d2d1086af,Open,Sherri Kidd,IT,2024-07-24,2024-12-24,Create face mention owner price every population.,High,54.92,76.38,Efficiency,False
c7271835-b7e3-4854-9bba-85000b6f64f8,Closed,Daniel Jackson,Finance,2024-06-05,2024-07-10,Big gun if moment director point.,Medium,92.2,89.68,Efficiency,True
d0552baa-5984-4491-a625-de4b1c243ea3,Open,Elizabeth Coleman,IT,2024-10-14,2024-12-23,Travel large other until would.,Medium,82.14,78.1,Efficiency,True
3e56749e-b2ad-42ec-b9ee-27ee6db15674,Closed,Samuel Rodriguez,HR,2024-04-30,2024-09-08,Accept rather federal.,Medium,68.73,68.59,Cost Reduction,True
fbcfc879-ccb2-4bbc-9e8f-2a8314f72592,Open,Jerry French,Sales,2024-03-20,2024-06-29,Later mind life.,Medium,73.76,67.32,Cost Reduction,True
37bb7ce6-f369-43c6-8489-fca24b4dbeaf,Open,Mrs. Sheila Phillips,Operations,2023-11-15,2024-04-18,Week nor husband.,Low,80.38,77.85,Revenue Growth,True
ea79920f-f8d9-4f81-b969-55a3a5368d41,In Progress,William Day,HR,2024-07-12,2024-09-24,Difference step red window.,Low,53.88,76.26,Efficiency,False
2e9146b5-807f-48ca-9ff4-5c93a1e67118,Open,Matthew Smith,Sales,2024-03-11,2024-07-14,Defense own outside later.,Medium,81.82,77.67,Customer Satisfaction,True
e741806a-74a8-40f9-82f8-35513999044b,Closed,Larry Ramirez,IT,2024-08-02,2024-10-15,This goal involves joint efforts across multiple departments.,Critical,57.81,79.02,Revenue Growth,False
111d755a-629b-473b-9d35-dc58df88be8d,Open,Clifford Fisher,HR,2024-01-31,2024-04-04,International sign many me.,Low,93.66,79.9,Customer Satisfaction,True
8ee002ca-0d8d-4c33-aa0d-ac907b1c5daa,In Progress,Gabriel Park,HR,2023-12-01,2024-05-04,This goal involves joint efforts across multiple departments.,Critical,64.17,75.5,Customer Satisfaction,False
873e338f-69b2-4c18-810c-d0a8a27f8c8e,In Progress,Taylor Ortiz MD,IT,2023-12-15,2024-05-19,Husband particularly court suffer.,Medium,99.83,80.86,Revenue Growth,True
df30c06a-d676-4b34-882c-27f03e6dfa61,Closed,Jessica Martin,Finance,2024-08-09,2024-12-29,Maintain blue throw price half.,High,55.71,83.07,Revenue Growth,False
e8728f9c-cd46-4a17-9434-666bbef5964d,Open,Richard Jefferson,HR,2023-11-11,2024-02-16,This goal involves collaborate efforts across multiple departments.,Low,69.89,74.74,Efficiency,False
37f0dc5a-b0bc-4b8a-b657-155eb50c40a3,In Progress,Susan Jensen,IT,2024-07-19,2024-12-05,Two one same thought.,Medium,64.88,86.11,Customer Satisfaction,False
c4b86513-2d82-4eca-b405-abcd16afd7ff,Closed,Monica Arnold,Operations,2024-08-28,2025-02-11,Consider care hit question thank.,High,63.17,75.35,Customer Satisfaction,False
54982924-13c9-4ae9-a606-1cfa28c05aa6,Closed,Kathleen Hull,Finance,2024-04-12,2024-06-15,Use he individual usually fast.,Low,60.86,72.54,Employee Satisfaction,False
24b05c4e-58e9-4dfa-9792-e78663da54fe,Open,Andrew Watson,Sales,2024-03-21,2024-07-11,Remain baby experience treat able.,Medium,86.51,81.55,Customer Satisfaction,True
1253ca4a-2ec3-4c9b-81ef-fe5b5c8027cc,In Progress,Nicole Morales,HR,2024-10-12,2025-03-06,At city should daughter protect probably wish from.,Medium,78.57,70.31,Cost Reduction,True
9d101937-4616-4e86-a845-f2991de5ecd4,In Progress,Sarah Ingram,HR,2024-09-11,2025-02-12,Six be open city black.,Medium,61.53,71.86,Efficiency,False
1ed2d0da-80b0-4e58-a181-448426dbfa89,Closed,Tara Allen,Operations,2024-03-07,2024-04-22,Second lawyer respond Congress seven administration police audience.,High,56.42,79.89,Revenue Growth,False
b7a900e5-9ecb-4e6c-bd77-56f9a81e2396,In Progress,Jessica Rosales,Operations,2024-09-26,2025-03-15,Standard PM get might case stand serve understand.,Critical,71.25,87.88,Revenue Growth,False
4ed921cd-56ae-4c08-bf46-511bb8241176,Open,Alisha Huff,Finance,2024-07-03,2024-11-27,Total art develop air significant chair could.,Critical,54.8,60.01,Cost Reduction,False
834396ca-8751-4326-aae9-f07c549182d3,Open,Emily Wilson,Sales,2024-02-14,2024-05-31,North war design interview yard friend.,Low,79.09,77.21,Customer Satisfaction,True
1df8476e-3ccb-48a1-8991-1419961ac33a,Closed,Sarah Barry,Sales,2024-06-02,2024-07-15,Exist deep relate culture.,Medium,51.69,78.58,Employee Satisfaction,False
8063154f-9094-49c4-bd4c-851b3409e9fe,Open,Chelsea Caldwell,Finance,2024-09-26,2024-12-19,Else employee success scientist clear oil scientist.,Critical,50.15,78.9,Employee Satisfaction,False
