goal_id,state,owner,department,start_date,end_date,priority,target_percentage,goal_met
20d9a826-68d1-403f-961e-36203f4eb3ba,Closed,Adam Patel,Sales,2024-01-28,2024-07-12,Low,60.73,True
d8e789c0-b605-4d63-8bf6-67f2fe717b53,Open,Carlos Martinez,Operations,2024-06-24,2024-08-02,High,66.7,False
3bc107b3-fa9f-4ef4-ae8e-2f449f63b1aa,Closed,Scott Davis,IT,2024-07-12,2024-12-23,Low,73.86,True
592e65de-c5f2-409b-82b1-d13f388ac056,In Progress,Scott Freeman,Operations,2024-04-07,2024-06-23,Medium,75.15,True
6bda3397-eb15-4d43-99cc-fa8cebd5fcc5,Closed,Derrick Heath,HR,2024-09-15,2025-02-01,High,89.63,True
71a91519-772e-442f-9cea-b73f98677550,Open,Denise Brown,Finance,2024-08-23,2024-11-27,High,76.04,False
214dedce-0c18-4cac-b7dd-13df402b7f8a,Open,Christine Paul,Operations,2024-06-23,2024-10-23,Critical,83.72,False
4ec47ce7-3e08-45a4-b5ef-f9bb7b18a1b4,In Progress,Cynthia Johnson,Finance,2024-03-07,2024-06-20,Medium,79.1,True
00d94c44-4c4c-4eda-906e-317e2564405c,Closed,Samantha Tapia,IT,2024-10-05,2025-03-04,Low,83.61,False
9adc0aa4-7e08-4064-bb6f-7ac75cf534d9,Open,Mr. Michael Smith MD,IT,2024-10-24,2025-03-17,Medium,86.58,True
8b3fb8be-83ab-42a6-82b3-f05ab84ecdcd,Closed,Michael Ramirez,Sales,2024-07-06,2024-09-16,Low,84.34,False
af9dfb58-1f5f-4d02-9c4c-d79d27b71179,Closed,Joseph Howe,HR,2024-10-05,2024-11-18,Critical,81.18,False
edea6f4b-fa31-4084-99bd-dc0f8440d4bb,In Progress,William Holden,Finance,2024-09-30,2025-02-08,Low,70.91,True
f3faf729-e80d-42ff-a478-70cb65eaf9a7,Open,Ann Walker,IT,2024-05-29,2024-07-13,Low,63.6,True
1ba5959a-4d47-4fed-9b3b-255736fdfcc7,Closed,Alexis Brown,HR,2024-04-05,2024-08-08,High,71.6,False
e5c6e9d5-3bac-43a5-b184-e4c128548624,Closed,Christina Roberts,Sales,2024-10-03,2025-01-30,Critical,74.56,False
e0095a33-a73d-4d7f-996b-8feba2bdfc23,Open,Paul King,Finance,2024-10-07,2025-01-21,Medium,86.47,False
e11469d1-18e2-4454-8c30-69c48df0cf3d,In Progress,Michael Callahan,Sales,2024-06-23,2024-10-01,Low,86.19,True
7cf91300-20aa-4e62-8652-a1c1c8853f50,Open,Brian Ryan,Sales,2024-08-09,2024-10-30,Critical,77.44,False
e8c6726c-1f38-4f0e-92df-262acb7ea874,In Progress,Emily Miller,Sales,2023-12-18,2024-06-03,Medium,89.87,True
a45af052-39d0-4714-9ec4-50d957967755,Closed,Kimberly Brown,IT,2024-01-23,2024-05-13,Medium,76.04,True
4cb39999-4c58-43db-b4c9-74d474c11944,Closed,Aaron Aguilar,IT,2024-01-27,2024-04-22,High,88.23,False
13f76157-b376-443e-852a-6a6a1093918e,In Progress,Caitlin Mayo,Finance,2024-07-26,2024-11-21,Medium,72.98,False
d79c5192-59d1-4509-986d-24a3836d9715,Closed,Raymond Ortiz,HR,2024-06-14,2024-09-13,High,88.29,False
e53d4579-8cb8-4924-914f-0c498b2ff94f,In Progress,Mrs. Kelly Morgan MD,IT,2024-06-24,2024-12-06,High,88.44,False
1a5da064-5f08-48b1-916b-1e1eb071c91e,Closed,Christopher Long,Sales,2023-11-09,2023-12-22,High,71.46,True
919666f0-b13e-47ee-9358-54fbc1ff6d5c,Closed,Christopher Erickson,IT,2024-02-07,2024-05-02,High,88.18,False
ca24e357-5c54-474f-ab6e-12801f08af7e,Open,Gabriel Peterson,Finance,2024-06-21,2024-11-20,Medium,74.79,True
a1eaf939-a938-4ba5-939c-c6567b074f26,In Progress,April Kelley,HR,2024-10-28,2025-03-26,Medium,87.66,True
70c5d831-8c9d-40b5-83cb-83d499548d60,Closed,Angela Stephenson,HR,2024-10-09,2025-01-28,High,74.43,False
d0f44529-cf15-40a7-b759-304c13c1e68a,In Progress,Lisa Bradford,IT,2023-12-16,2024-06-12,Medium,77.6,True
deea11cd-f74b-476b-81da-05aba347201f,Closed,Aaron Barrera,Operations,2024-05-04,2024-08-07,Low,73.36,True
273dc022-cd0b-4904-ad2b-dac182569354,Open,Kimberly Miller,Sales,2023-11-10,2024-04-27,Critical,89.14,False
2c395d81-13ae-47ee-a8fd-f5675f397a0a,Open,Sydney Griffin,Finance,2024-07-21,2024-08-21,Critical,73.02,True
3ec294f0-ead5-4cd2-99db-a27c14bfe468,In Progress,Morgan Luna,Operations,2024-09-03,2024-10-18,Medium,83.19,False
3a237ddb-b9bb-4258-b4d6-6654484ca386,Closed,Melinda Reyes,IT,2024-04-21,2024-09-03,Critical,65.73,False
9f69a487-f8be-48d5-b20c-8e0a05064e71,Closed,Michael Schneider,HR,2023-12-29,2024-03-13,Low,72.4,True
0c940071-921b-46dc-81bc-052f530e0fa3,In Progress,James Harris,Operations,2024-06-30,2024-11-08,High,79.8,False
9298e1ec-31ea-4dd4-9db5-fe39c363d5df,Closed,Mrs. Jill Duarte,Finance,2024-07-05,2024-08-12,High,72.73,False
d8427777-ab50-4180-9d05-6cc5b8f7649e,Open,Andrea Rodriguez,HR,2023-12-10,2024-04-29,Medium,80.56,True
aea8e26f-28fc-4a58-8637-5a1612a3cde7,Open,Kimberly Wells,IT,2024-06-07,2024-11-05,Critical,81.27,False
dede8c0d-bdc3-4b39-ab0c-33adc15d2d85,In Progress,David Copeland,Finance,2024-04-05,2024-06-27,Critical,88.58,False
767e34d4-89f8-4418-95fe-d92364539ab5,Closed,Jacqueline Brown,Sales,2023-12-16,2024-06-08,Medium,84.79,True
95b87545-7049-472c-a54d-8034ea13455b,Closed,Thomas Guerra,Finance,2024-09-04,2025-02-09,Critical,76.81,False
42b34a9d-f98f-48b4-9f90-e10006a63f36,Closed,Miguel Cook,HR,2024-01-13,2024-05-05,Medium,64.56,True
b6355a94-7ca8-4146-ba94-3d849b4173ed,In Progress,Jacqueline Jordan,HR,2024-10-20,2025-01-05,Medium,74.93,True
ffe36c97-98d3-4fb0-98f3-991c0a3374a5,In Progress,Amanda Kim,Sales,2024-10-23,2025-03-01,High,85.23,False
d7de5148-6cf1-4b07-adb4-4c281207e2cd,In Progress,Matthew Gutierrez,HR,2024-07-01,2024-12-20,Medium,71.86,True
e7fd97ac-b90e-4f2d-9c38-d995c70bbd87,In Progress,Julia Collins,Finance,2024-06-27,2024-10-09,High,89.56,False
7bafa61f-f08a-4a02-a0df-5a3afba11c47,In Progress,Natalie Warren,Sales,2024-06-27,2024-08-31,High,78.69,True
5d81f9b5-927e-483c-a71a-23b474e54b8d,In Progress,John Harris,Finance,2024-02-25,2024-06-26,Low,82.33,True
c5c03517-c0f1-4fd3-a31b-6256fccbc29f,Open,Kimberly Gaines,Operations,2024-08-19,2024-09-19,High,76.59,False
670de494-0868-4b8c-961a-c112293549ab,Closed,Gail Hill,IT,2024-08-26,2024-10-29,High,76.28,True
2b863665-d938-4ecb-ab3d-7d79721ea24c,In Progress,Amanda Petersen,Operations,2024-06-27,2024-11-29,Medium,85.72,True
6cec919f-cad3-4b45-a9cf-475de08376ff,Closed,Jessica Clark,Sales,2024-07-24,2025-01-09,Medium,79.23,False
738008c5-bed3-43d3-9828-fbf388030094,In Progress,Margaret Anderson,Operations,2024-04-01,2024-05-18,Medium,83.17,True
33f9f3c4-4754-4301-b994-fa2d81de862e,Open,Becky Wood,HR,2024-04-14,2024-09-13,High,83.83,False
09584297-d3c2-49e3-b1a5-317e6032e0b8,In Progress,Jennifer Mayo,IT,2024-05-28,2024-07-18,Medium,72.94,True
47febdfa-54db-4463-a94e-b23a09aae632,Closed,Elizabeth Williams,HR,2024-04-10,2024-08-02,Critical,80.38,False
3e110d90-a691-4797-a82f-caae736f1925,In Progress,Alexandra Perez,Operations,2023-11-16,2024-03-25,Medium,76.9,False
bf62bcf1-cd2a-4695-88f2-4596bdcbdf34,Open,Chelsea Gregory,Operations,2023-12-01,2024-04-15,Critical,66.24,True
f5778b0e-ee8d-470e-a18b-1c0d2d1086af,Open,Sherri Kidd,IT,2024-07-24,2024-12-24,High,76.38,False
c7271835-b7e3-4854-9bba-85000b6f64f8,Closed,Daniel Jackson,Finance,2024-06-05,2024-07-10,Medium,89.68,True
d0552baa-5984-4491-a625-de4b1c243ea3,Open,Elizabeth Coleman,IT,2024-10-14,2024-12-23,Medium,78.1,True
3e56749e-b2ad-42ec-b9ee-27ee6db15674,Closed,Samuel Rodriguez,HR,2024-04-30,2024-09-08,Medium,68.59,True
fbcfc879-ccb2-4bbc-9e8f-2a8314f72592,Open,Jerry French,Sales,2024-03-20,2024-06-29,Medium,67.32,True
37bb7ce6-f369-43c6-8489-fca24b4dbeaf,Open,Mrs. Sheila Phillips,Operations,2023-11-15,2024-04-18,Low,77.85,True
ea79920f-f8d9-4f81-b969-55a3a5368d41,In Progress,William Day,HR,2024-07-12,2024-09-24,Low,76.26,False
2e9146b5-807f-48ca-9ff4-5c93a1e67118,Open,Matthew Smith,Sales,2024-03-11,2024-07-14,Medium,77.67,True
e741806a-74a8-40f9-82f8-35513999044b,Closed,Larry Ramirez,IT,2024-08-02,2024-10-15,Critical,79.02,False
111d755a-629b-473b-9d35-dc58df88be8d,Open,Clifford Fisher,HR,2024-01-31,2024-04-04,Low,79.9,True
8ee002ca-0d8d-4c33-aa0d-ac907b1c5daa,In Progress,Gabriel Park,HR,2023-12-01,2024-05-04,Critical,75.5,False
873e338f-69b2-4c18-810c-d0a8a27f8c8e,In Progress,Taylor Ortiz MD,IT,2023-12-15,2024-05-19,Medium,80.86,True
df30c06a-d676-4b34-882c-27f03e6dfa61,Closed,Jessica Martin,Finance,2024-08-09,2024-12-29,High,83.07,False
e8728f9c-cd46-4a17-9434-666bbef5964d,Open,Richard Jefferson,HR,2023-11-11,2024-02-16,Low,74.74,False
37f0dc5a-b0bc-4b8a-b657-155eb50c40a3,In Progress,Susan Jensen,IT,2024-07-19,2024-12-05,Medium,86.11,False
c4b86513-2d82-4eca-b405-abcd16afd7ff,Closed,Monica Arnold,Operations,2024-08-28,2025-02-11,High,75.35,False
54982924-13c9-4ae9-a606-1cfa28c05aa6,Closed,Kathleen Hull,Finance,2024-04-12,2024-06-15,Low,72.54,False
24b05c4e-58e9-4dfa-9792-e78663da54fe,Open,Andrew Watson,Sales,2024-03-21,2024-07-11,Medium,81.55,True
1253ca4a-2ec3-4c9b-81ef-fe5b5c8027cc,In Progress,Nicole Morales,HR,2024-10-12,2025-03-06,Medium,70.31,True
9d101937-4616-4e86-a845-f2991de5ecd4,In Progress,Sarah Ingram,HR,2024-09-11,2025-02-12,Medium,71.86,False
1ed2d0da-80b0-4e58-a181-448426dbfa89,Closed,Tara Allen,Operations,2024-03-07,2024-04-22,High,79.89,False
b7a900e5-9ecb-4e6c-bd77-56f9a81e2396,In Progress,Jessica Rosales,Operations,2024-09-26,2025-03-15,Critical,87.88,False
4ed921cd-56ae-4c08-bf46-511bb8241176,Open,Alisha Huff,Finance,2024-07-03,2024-11-27,Critical,60.01,False
834396ca-8751-4326-aae9-f07c549182d3,Open,Emily Wilson,Sales,2024-02-14,2024-05-31,Low,77.21,True
1df8476e-3ccb-48a1-8991-1419961ac33a,Closed,Sarah Barry,Sales,2024-06-02,2024-07-15,Medium,78.58,False
8063154f-9094-49c4-bd4c-851b3409e9fe,Open,Chelsea Caldwell,Finance,2024-09-26,2024-12-19,Critical,78.9,False
9c5bc073-c1f7-4f3f-9fcc-9d45050abca2,In Progress,Earl Garcia,Finance,2024-10-19,2025-03-06,High,72.05,False
552df9e6-ebb3-4de9-b795-635e137db6fa,Open,William Burke,HR,2023-11-13,2024-01-16,Critical,73.28,False
5540c3c8-ed11-45e4-a125-d370a1e73d92,Open,Timothy Le Jr.,Sales,2024-08-01,2024-12-14,Medium,72.01,True
443a7aac-f13f-47fc-9ed5-c653e5bfba87,Closed,Sarah Booker,HR,2024-07-27,2024-11-23,High,74.96,False
77f26419-71f7-4b40-89ba-89651b982e47,In Progress,Richard Mitchell,Finance,2024-01-25,2024-05-11,Medium,75.91,False
e4741a8e-e07d-4009-99e6-1a43a51e38d9,Open,Ashley Rasmussen,HR,2024-06-15,2024-10-21,High,77.77,True
2afe161e-640f-4c9f-ab7a-f36a7c89e97c,In Progress,Becky Koch,Operations,2024-05-04,2024-07-06,Low,83.66,True
37b18785-13f9-47f0-8005-6b11d066a8e0,Open,Kristy Harrington,Finance,2024-08-13,2025-02-09,Critical,67.96,False
43923ea1-9568-413b-afa9-872758d468b8,In Progress,Miguel Carr,HR,2024-04-04,2024-08-14,Medium,61.67,True
ee6eadef-faf0-42d1-bf6f-9fb78dcb80de,Open,Sarah Greene,Sales,2024-01-21,2024-07-06,High,83.62,False
b62b7605-d9da-4ae6-908e-85dc00188cc8,Closed,Jade Little,HR,2024-03-11,2024-06-10,High,72.25,True
d4d4dfc4-326f-42fc-ad1d-bb9949a86dc1,Closed,Brett Foster,Sales,2024-10-29,2024-12-28,Medium,79.06,True
1601669f-dd2f-4d64-b79d-55bd48d34672,Closed,Alexis Brock,Operations,2024-02-24,2024-05-06,Critical,87.73,False
92e62d2f-c5f7-4b68-8f46-23e690c76651,Open,Rodney Holden,Operations,2023-11-14,2024-04-01,Medium,79.92,False
bb4c2f53-dfde-456e-8d80-04b81e85a6e1,Closed,Marie Good,Sales,2024-05-27,2024-09-28,High,72.31,False
10f38e01-bb75-4c5a-a7c5-ddb948a3d96b,Open,Robin Potter,Sales,2024-07-03,2024-08-13,High,89.21,True
3957330e-cf62-4809-84ef-afac977a83a8,Closed,Teresa Vang,HR,2024-07-14,2024-10-09,High,86.52,False
93b86224-f9ff-4635-976f-71028fb57b11,Open,Gerald Sanchez,IT,2024-10-24,2024-12-06,High,78.02,True
08dc66b1-3934-4de8-876b-632dfc6b78d1,In Progress,Jeanette Wang,Operations,2024-02-06,2024-05-29,Medium,75.69,True
4f872a8e-9c54-4a7e-88cd-a4ba5beeac4e,In Progress,Jason Dixon,IT,2024-02-25,2024-07-30,Medium,73.01,False
01f59617-56b4-4344-8af6-a88808a2bbef,Open,Joshua Mccarthy,Sales,2024-07-26,2025-01-10,Medium,76.7,True
eace8886-fa03-42b3-8d0c-1afdf0f90eef,In Progress,Holly Williams,Operations,2024-09-19,2024-11-14,Medium,89.45,False
e81a7f83-546c-42a1-b8c3-25a81542b6c0,Open,Jessica Turner,Sales,2024-01-27,2024-07-08,Medium,71.7,False
6d86e0d7-7c92-4ca9-b79e-dbc56458e632,Open,Tracey Davis MD,HR,2024-10-09,2024-11-27,Medium,74.74,False
cf0bb26f-08c9-42e1-9455-b16e2a0e4c86,In Progress,Christopher Frost,HR,2024-08-13,2024-12-04,High,85.4,True
545ebf8d-9247-415b-968b-cf56df686ca6,In Progress,Ashley Alexander,HR,2024-08-28,2024-12-16,Critical,79.04,False
8856422c-dc2c-409e-8d5f-a6c5ba23e3e0,Open,Steven Robertson,Finance,2023-11-05,2024-01-14,Low,86.72,True
0e4d2bfb-7908-448a-abae-2174088a1579,Open,Bryan Serrano,Sales,2024-10-16,2025-02-14,Medium,89.81,True
0d964249-a9cd-44f2-b94b-f4e21fc332d5,In Progress,Kathleen Peters,HR,2024-06-13,2024-12-02,High,72.8,False
988fa37b-2f6d-4e4e-b6d2-d9607bf8ecf4,Open,Kari Hughes,Sales,2023-12-09,2024-02-27,High,81.65,False
62c4bdaa-bfc1-4ea3-9e3f-4ed57f294602,Open,Diana Mata,Finance,2024-06-04,2024-07-20,Low,88.1,True
791e9574-6962-454d-ab78-e3be2c16a302,In Progress,Aaron Mitchell,Finance,2024-07-11,2024-08-20,Critical,84.49,False
43ebdda5-18f4-46a0-b514-9f1fc2454be6,In Progress,Robert Carter,HR,2024-05-17,2024-07-30,High,72.97,False
0990af94-2fc8-4687-bf15-f73560570286,Closed,Nathan Woodard,Operations,2023-12-11,2024-05-16,Low,77.66,True
9d16cef1-14d1-4ccd-b2c6-a9778680a3e7,Closed,Daisy Hernandez,IT,2024-05-16,2024-08-17,Medium,77.18,False
ce27a2ca-6e7d-4b42-aa88-656994066ad7,In Progress,Taylor Nguyen,Operations,2023-11-28,2024-05-20,High,74.38,False
f4252e23-4879-4f3f-9d7c-f3b38b98c59a,Open,Erica Parsons,HR,2024-04-10,2024-09-22,Medium,72.0,False
42d6cb95-1848-4834-abbd-f11e9ec1a670,In Progress,Joshua Wade,IT,2024-07-09,2024-08-22,Medium,88.7,True
008e907b-1d43-4129-bf21-89091f5c3eba,Open,Rebecca Walker,Sales,2024-06-16,2024-09-14,High,81.83,False
19eabb59-1232-4426-970f-6ecd51acdaac,In Progress,Michael Hall,IT,2024-04-30,2024-10-21,Medium,73.51,False
3a8d5597-118f-4e10-b931-bd6ea7990a54,Closed,Tony Blair,Sales,2024-07-24,2024-08-28,High,86.13,False
f5ef9277-91ab-4e70-8685-c9ff517205fb,Open,Stefanie Brown,Operations,2024-02-14,2024-03-30,Critical,62.22,True
a0396905-8cdf-4c4f-aea6-fa4d0daaca36,In Progress,Ryan Diaz,Finance,2024-09-06,2025-01-09,Medium,89.52,True
997721a4-efb9-4fe9-861e-dce6ced9cb3f,In Progress,Rebecca Matthews,HR,2024-05-22,2024-09-10,Medium,82.27,False
c60f4c99-139f-46df-9f76-252792f19400,Closed,Rebecca Hardin PhD,IT,2024-01-12,2024-03-26,High,84.58,True
f2522dd1-7217-433d-ac0b-b6fe66140d75,Closed,Cynthia Petersen,HR,2023-11-17,2024-05-10,Critical,72.23,False
3bb878ae-06c0-4244-ae54-70741bb7d27a,Open,Mandy Bell,HR,2024-09-08,2024-11-13,Medium,87.71,True
c33160b6-7c17-4979-9c59-da0be83ba667,Closed,Gregory Bryant,Operations,2024-09-25,2025-02-16,High,75.74,False
7cef29a8-bec7-4fa3-8b1b-c59132836de5,In Progress,Johnny Nielsen,HR,2024-08-08,2024-10-19,High,72.03,False
12d846bf-add6-4cd3-a89d-a62ae751844b,Closed,Mandy Harper,Sales,2024-01-22,2024-04-02,Critical,76.37,False
852d5e32-98bc-4ddb-b93c-7c39a6b7cae6,Open,Todd Reynolds,Operations,2024-07-30,2024-10-11,Critical,89.71,False
88a5cc1b-c637-4e81-a0f1-7ca3fe2801a6,In Progress,Aaron Vaughn,Sales,2023-11-17,2024-04-06,Critical,78.19,False
4968e4a3-7066-409e-8ea5-988aeaee12a6,Closed,Benjamin Brock,IT,2024-08-11,2024-11-16,High,86.8,False
5953d94e-81aa-437a-8797-b482409d8674,In Progress,Daniel Collins,Finance,2024-04-19,2024-08-02,High,75.84,True
01dc555a-9604-48e0-9acd-536c889977fa,In Progress,Monica Gillespie,HR,2024-04-08,2024-09-05,Low,77.42,True
b0267ae0-6cbb-4a10-a58c-d3d16ef3badb,Open,Donna Thompson,Operations,2024-07-20,2024-12-09,High,73.02,False
9b8ff112-8353-489b-866e-0e4aa76697b9,Open,Edward Floyd,Finance,2024-06-12,2024-10-08,High,71.22,True
ca022563-dec7-4865-9288-b49e56599e71,Closed,Dr. William Thomas Jr.,HR,2024-01-31,2024-07-16,Medium,88.06,True
80f36223-5819-4c77-9123-fccc6ea7dea4,Closed,Jonathan Martinez,IT,2024-04-11,2024-06-17,Low,63.34,False
3443a655-fc92-42c6-8c94-db3304c73df8,Open,Cindy Berry,Sales,2023-11-14,2023-12-24,Critical,86.45,False
4c1bfefb-96f2-4426-a471-e5d6b7df1d67,Closed,Mr. David Snyder,Operations,2024-08-30,2024-12-19,Critical,77.13,False
a42b7844-98d5-49c6-8ff4-6f227cd35c05,Open,Matthew Lowe,IT,2024-09-26,2025-03-25,Medium,81.76,True
fac04b42-5ac0-4e95-bf4d-40b21b0dd5f3,Open,Mark Ware,IT,2024-08-24,2024-10-18,Low,75.28,False
2412379d-b13e-442e-9902-8fbef39644a5,Closed,Martin Ball,IT,2024-03-26,2024-08-24,Critical,73.62,False
4e485afb-c874-4f4b-867e-bae16234fb5c,In Progress,Aaron Ellis MD,Operations,2023-12-25,2024-03-24,Medium,60.4,False
c114e886-67a9-496a-bc41-3b60f6f3a759,In Progress,Melissa Thompson,Operations,2024-03-05,2024-06-14,Low,74.56,False
492ed5b3-73a7-446e-8f7b-8e1269b4a48d,Closed,Nicholas Horne,HR,2024-04-08,2024-07-29,Medium,78.83,True
8e845406-521b-437d-a76b-7185c4c6d185,In Progress,Beth Wilkinson,HR,2024-04-23,2024-10-02,Low,76.22,True
62e70f1a-3ac7-4d24-a2e2-7cd5fad75d61,Open,Claudia Martinez,IT,2023-12-14,2024-06-06,Critical,61.15,False
8273d36b-3ff6-4ddb-b71a-3d5eb4794067,Open,Jaime Coleman,Operations,2023-11-22,2024-02-10,High,88.46,False
282773e0-1eb2-44cd-bf8a-6a5d311487a0,Open,Mr. Eric Stevenson,Operations,2023-10-31,2024-04-03,High,81.03,False
0e939d2a-1ed2-4b1d-8508-cdb997557567,In Progress,Mark Foster,Finance,2024-07-02,2024-10-12,High,64.29,False
d31128ba-565c-4a31-905c-ad9d2bf80a7d,Open,Pamela Finley,Operations,2024-01-22,2024-06-04,Critical,70.18,False
0f23de62-7ce8-4996-bc9a-9d3a4ed9562b,Closed,Janice Hayes,Sales,2024-08-07,2024-09-08,High,89.34,False
6b7713e0-c0b8-4a7c-8ffb-51273513e511,In Progress,Allison Jones,HR,2024-01-02,2024-04-30,High,86.49,False
2139a855-1eea-48f8-a85d-dfeabc576262,Open,Kristen Lewis,Finance,2023-12-21,2024-05-29,Medium,83.69,True
4cc3c71e-f739-40f2-afed-51a8ae723d33,In Progress,Devon Higgins,Operations,2024-02-29,2024-06-21,High,75.98,False
596d23a9-3570-4d31-87b5-8443a94531be,Open,Benjamin Salazar,Finance,2024-02-20,2024-07-02,Medium,89.95,False
3e07acc1-29ee-44d6-86c7-7ba51812d9a0,In Progress,Jose Robinson,HR,2024-04-09,2024-08-16,Medium,66.86,False
988abfa7-1e85-4445-930b-5f62b72cd02e,Closed,Kyle Estrada,IT,2024-03-30,2024-08-28,Medium,87.53,False
6e046d5e-f600-416d-9115-2c3b38f4f5ff,Open,Thomas Garcia,HR,2024-08-17,2024-10-18,Medium,88.94,False
509d0192-ae0d-491d-9cb1-29cf9191eb80,Closed,Kenneth Mendoza,Finance,2023-12-25,2024-03-20,High,87.74,False
4079e554-2b33-4494-be0d-d96515128e31,Closed,Kevin Knapp,Operations,2024-05-06,2024-10-01,High,78.89,False
bab0e20a-16c3-4100-b4f5-1ed8b5efbcd9,Open,Christine Sanchez,IT,2023-12-06,2024-02-04,Medium,73.02,False
22d9cf43-48ad-4d9b-a8b6-0379674db4af,In Progress,Ryan Lee,HR,2024-05-07,2024-10-29,Critical,71.62,False
d5378e67-9023-4f63-aad0-dcb439e1cc09,Open,Haley Ward,Operations,2023-12-06,2024-01-19,High,63.17,True
8b904b34-519e-45b0-979b-ce9fe61cf09f,Open,Michael Hanson,IT,2023-12-14,2024-05-03,High,70.75,False
38da2e9a-1b0c-451e-b85e-738a288961e9,In Progress,Charlene Whitehead,Finance,2024-01-29,2024-05-20,Critical,74.98,False
f0e2019f-ab80-4b1e-9ad3-e75b34b0cd31,In Progress,James Carlson,Operations,2023-12-28,2024-02-29,High,76.48,True
4407bb2b-8468-4f26-9441-7585d227b25a,In Progress,Joann Smith,HR,2024-05-27,2024-11-06,Medium,72.68,False
fbc72b19-8d5f-4cf7-be44-b10e1d10b974,In Progress,Jennifer Walton,Operations,2024-10-11,2024-12-28,Low,74.57,True
233cfbbb-d58e-4b1d-865f-9eac0523f0cd,Open,Emma Stewart,Sales,2024-08-29,2024-10-03,Medium,82.81,True
4350d147-a716-49ad-990c-f13de5bc4c27,Closed,Daniel Ross,Finance,2024-08-07,2024-10-03,Critical,70.95,False
357f3f56-27ee-4e3e-8252-86def71dc4ef,Closed,Hailey Humphrey,Finance,2024-08-14,2024-11-29,Medium,82.11,True
b5e702f3-a6eb-4d60-a092-a100058b776e,Open,Kimberly Lynn,IT,2024-08-12,2024-10-11,Critical,85.56,False
ef7b50b5-6061-4434-833f-a8089f5a9fce,In Progress,Sarah Lawson,HR,2024-01-16,2024-04-30,Critical,88.66,False
d8617ed4-2e51-445f-b2b8-13adfb88b80b,Open,Sandra Evans,Finance,2024-03-07,2024-04-28,Low,61.8,True
0c655aba-7df9-4a1b-8d35-7eb2a945cacf,Closed,Thomas Sanchez,Finance,2024-03-20,2024-06-23,High,71.0,False
3d2970b5-4185-4f3d-b8da-0a6feaaa72f1,Open,Shelia Bowers,Operations,2024-02-22,2024-06-23,High,72.77,True
8322eea7-de75-4491-83fb-e09bb2988733,In Progress,Rhonda Adams DDS,IT,2024-09-18,2024-12-25,High,68.01,True
af468f4f-783d-470e-9e1e-c24afba1317e,In Progress,Joshua Ferguson,HR,2024-09-07,2025-01-22,Critical,88.85,True
f343ff61-c236-4927-b4dd-c39c03c295fe,In Progress,Kenneth Anderson,IT,2024-08-19,2025-01-19,Medium,82.23,False
59ebd56c-e74a-4bcd-9d9e-850043f406c0,Closed,Abigail Sanchez,Sales,2024-09-01,2025-02-01,Critical,75.23,True
dd732eb9-da73-434e-8a56-106eb52c45ef,Closed,Edwin Taylor,IT,2024-08-30,2025-02-23,High,80.38,False
300aa56f-989a-42c0-9198-14cfbf2f9a51,Closed,Natasha Sutton,Finance,2024-07-28,2024-12-15,High,72.97,False
39ae7187-853a-49a9-8e7f-ed3b1706ef56,Closed,Ryan Miller,Finance,2024-03-01,2024-04-02,Medium,73.31,True
ffaf4549-9e4e-4a5f-926c-c9dcdf917143,In Progress,Crystal Barton,Sales,2024-02-05,2024-05-29,Critical,74.7,False
b95e7897-42d1-47fd-844d-ab5777529f88,In Progress,Ashley Henderson,Finance,2024-08-09,2025-01-13,High,70.36,False
1f3a923b-97ca-4b84-941c-751021b53492,Open,Casey Sims,IT,2024-02-26,2024-08-14,Low,72.75,False
fd5ebc3e-6d8c-4efb-a42b-122fa3819059,Closed,Scott Miller,Sales,2024-07-09,2024-12-02,High,76.64,False
f336f15f-eff5-48e4-9fc9-633522a3becd,Closed,Brittany Johnson,Operations,2024-10-07,2025-03-01,Critical,67.1,True
d0f1612c-495d-4561-9f53-47ed36ddb646,In Progress,Jack Gregory,IT,2024-03-31,2024-09-10,Medium,86.44,True
e6a447fc-bcfa-4531-b904-2c3a0205e862,In Progress,Laura Harding,IT,2023-11-11,2024-01-30,Critical,86.49,False
b61da2a9-7cb5-442d-b2be-d52345a3dd96,In Progress,Alex Kline,Finance,2024-04-23,2024-09-06,Low,75.44,True
f3aac763-de01-4514-8807-52c7c1bcebe8,Closed,Tara Smith,IT,2024-04-05,2024-09-11,Low,78.66,True
15c5661c-b384-463d-ad6b-4713a10a6600,Open,Shawn Mendoza,IT,2024-10-19,2025-01-01,Critical,76.44,False
56bbeeba-1d92-4323-9121-50500a5bbda9,In Progress,Melissa Gomez,IT,2023-12-27,2024-03-29,High,86.1,False
63c6182e-a36f-4a1c-b25b-cc890e2427e1,Closed,Jasmine Hernandez,IT,2023-12-01,2024-03-16,Low,82.65,False
048be2ed-cb13-4517-a7ea-8a2fa972d5eb,Closed,Yvette Oconnor,Operations,2024-01-28,2024-05-25,Low,80.08,False
ee7c0bfd-8c68-4227-9320-de9c5d443401,In Progress,Alexander Myers,Finance,2024-03-03,2024-07-01,High,78.35,False
31049107-163b-4e7c-863e-0ddbf3973c8f,Closed,Lisa Morris,Operations,2024-06-03,2024-10-19,Medium,61.13,True
54eb8059-ff8b-4822-a3db-10a3e4b8fb1a,In Progress,Lacey Miller,Operations,2024-03-25,2024-05-31,Medium,76.28,True
