caller_id,sys_updated_by,state,closed_at,closed_by,assigned_to,opened_at,number,sys_updated_on,short_description,assignment_group,priority,category
ITIL User,admin,Closed,2023-05-02 23:55:59.999999999,Howard Johnson,Fred Luddy,2023-04-04 02:20:00,INC0000000128,2023-05-02 23:55:59.999999999,Unable to connect to VPN,Network,2 - High,Network
David Loo,system,Resolved,2023-05-03 07:16:59.999999999,Beth Anglin,Luke Wilson,2023-04-04 09:41:00,INC0000000129,2023-05-03 07:16:59.999999999,Cannot connect to Database,Database,1 - Critical,Database
David Loo,system,Resolved,2023-05-04 05:15:00.000000000,Fred Luddy,Beth Anglin,2023-04-05 00:27:00,INC0000000130,2023-05-04 05:15:00.000000000,Printer driver installation issue,Hardware,3 - Moderate,Software
Bud Richman,system,Closed,2023-05-05 03:27:00.000000000,Charlie Whitherspoon,Luke Wilson,2023-04-05 22:39:00,INC0000000131,2023-05-05 03:27:00.000000000,VPN connection issue,Network,2 - High,Network
ITIL User,system,Resolved,2023-05-05 23:54:00.000000000,Beth Anglin,Beth Anglin,2023-04-06 11:54:00,INC0000000132,2023-05-05 23:54:00.000000000,Email client keeps crashing,Software,2 - High,Software
David Loo,admin,Closed,2023-05-07 12:59:59.999999999,Howard Johnson,Fred Luddy,2023-04-07 17:48:00,INC0000000133,2023-05-07 12:59:59.999999999,Could not establish VPN connection,Network,1 - Critical,Network
David Loo,system,Closed,2023-05-08 06:04:00.000000000,Luke Wilson,Fred Luddy,2023-04-08 03:40:00,INC0000000134,2023-05-08 06:04:00.000000000,Cannot login to email account,Service Desk,2 - High,Software
David Loo,employee,Resolved,2023-05-08 15:21:00.000000000,Beth Anglin,Fred Luddy,2023-04-08 12:57:00,INC0000000135,2023-05-08 15:21:00.000000000,Issue with database connection,Database,2 - High,Database
Bud Richman,system,Resolved,2023-05-08 21:19:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-04-08 18:55:00,INC0000000136,2023-05-08 21:19:00.000000000,Cannot connect to the office WiFi,Network,2 - High,Network
Bud Richman,system,Resolved,2023-05-10 01:22:59.999999999,Charlie Whitherspoon,Luke Wilson,2023-04-09 15:47:00,INC0000000137,2023-05-10 01:22:59.999999999,Email application not syncing,Service Desk,2 - High,Software
Don Goodliffe,system,Closed,2023-05-10 18:05:00.000000000,Beth Anglin,Luke Wilson,2023-04-10 01:17:00,INC0000000138,2023-05-10 18:05:00.000000000,Software update installation crash,Software,2 - High,Software
Bud Richman,system,Resolved,2023-05-11 02:47:00.000000000,Beth Anglin,Luke Wilson,2023-04-10 09:59:00,INC0000000139,2023-05-11 02:47:00.000000000,Cannot connect to office VPN,Network,2 - High,Network
David Loo,system,Resolved,2023-05-12 16:05:00.000000000,Fred Luddy,Beth Anglin,2023-04-11 16:05:00,INC0000000140,2023-05-12 16:05:00.000000000,Cannot access company database,Database,2 - High,Database
ITIL User,system,Resolved,2023-05-13 17:54:59.999999999,Luke Wilson,Howard Johnson,2023-04-12 10:43:00,INC0000000141,2023-05-13 17:54:59.999999999,VPN connection issue,Network,2 - High,Network
ITIL User,admin,Closed,2023-05-13 19:13:59.999999999,Luke Wilson,Fred Luddy,2023-04-12 12:02:00,INC0000000142,2023-05-13 19:13:59.999999999,Internet connectivity issues in office,Network,2 - High,Network
Bud Richman,system,Resolved,2023-05-21 07:19:00.000000000,Luke Wilson,Howard Johnson,2023-04-18 04:55:00,INC0000000143,2023-05-21 07:19:00.000000000,Emails are not being sent,Network,2 - High,Software
Bud Richman,system,Closed,2023-05-21 14:28:00.000000000,Luke Wilson,Beth Anglin,2023-04-18 12:04:00,INC0000000144,2023-05-21 14:28:00.000000000,Cannot connect to VPN,Network,2 - High,Network
ITIL User,admin,Closed,2023-05-22 01:49:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-04-18 23:25:00,INC0000000145,2023-05-22 01:49:00.000000000,Cannot connect to company VPN,Network,2 - High,Network
Bud Richman,system,Closed,2023-05-22 19:09:59.999999999,Fred Luddy,Howard Johnson,2023-04-19 09:34:00,INC0000000146,2023-05-22 19:09:59.999999999,Cannot access the shared network drive,Network,2 - High,Network
ITIL User,admin,Resolved,2023-05-22 19:58:59.999999999,Fred Luddy,Charlie Whitherspoon,2023-04-19 10:23:00,INC0000000147,2023-05-22 19:58:59.999999999,Internet connection issue,Network,2 - High,Network
David Loo,employee,Closed,2023-05-23 05:56:59.999999999,Charlie Whitherspoon,Luke Wilson,2023-04-19 20:21:00,INC0000000148,2023-05-23 05:56:59.999999999,Database server unavailable,Database,1 - Critical,Database
Bud Richman,employee,Closed,2023-05-24 02:39:00.000000000,Howard Johnson,Howard Johnson,2023-04-20 09:51:00,INC0000000149,2023-05-24 02:39:00.000000000,Unable to login to email,Service Desk,2 - High,Software
David Loo,admin,Closed,2023-05-24 07:03:00.000000000,Beth Anglin,Luke Wilson,2023-04-20 14:15:00,INC0000000150,2023-05-24 07:03:00.000000000,Issues with SQL server access,Database,2 - High,Database
ITIL User,admin,Closed,2023-05-24 11:18:00.000000000,Beth Anglin,Charlie Whitherspoon,2023-04-20 18:30:00,INC0000000151,2023-05-24 11:18:00.000000000,Unable to establish VPN connection,Network,2 - High,Network
Bud Richman,admin,Closed,2023-05-25 04:37:00.000000000,Charlie Whitherspoon,Howard Johnson,2023-04-21 04:37:00,INC0000000152,2023-05-25 04:37:00.000000000,Unable to access the server,Network,2 - High,Network
Don Goodliffe,employee,Resolved,2023-05-25 06:16:00.000000000,Fred Luddy,Howard Johnson,2023-04-21 06:16:00,INC0000000153,2023-05-25 06:16:00.000000000,Unable to access database,Database,2 - High,Database
Bud Richman,admin,Resolved,2023-05-25 10:45:00.000000000,Charlie Whitherspoon,Luke Wilson,2023-04-21 10:45:00,INC0000000154,2023-05-25 10:45:00.000000000,Database connection issue,Database,2 - High,Database
Bud Richman,system,Resolved,2023-05-25 17:41:00.000000000,Luke Wilson,Howard Johnson,2023-04-21 17:41:00,INC0000000155,2023-05-25 17:41:00.000000000,Email server not responding,Network,2 - High,Network
David Loo,system,Closed,2023-05-26 16:58:59.999999999,Luke Wilson,Fred Luddy,2023-04-22 09:47:00,INC0000000156,2023-05-26 16:58:59.999999999,Unable to access company portal,Service Desk,2 - High,Software
David Loo,employee,Resolved,2023-05-26 17:55:59.999999999,Luke Wilson,Luke Wilson,2023-04-22 10:44:00,INC0000000157,2023-05-26 17:55:59.999999999,Software update required,Software,2 - High,Software
Bud Richman,system,Closed,2023-05-29 08:05:59.999999999,Luke Wilson,Beth Anglin,2023-04-24 10:30:00,INC0000000158,2023-05-29 08:05:59.999999999,Unable to access database server,Database,2 - High,Database
ITIL User,employee,Resolved,2023-05-29 15:10:59.999999999,Charlie Whitherspoon,Beth Anglin,2023-04-24 17:35:00,INC0000000159,2023-05-29 15:10:59.999999999,Cannot connect to office VPN,Network,1 - Critical,Network
David Loo,system,Closed,2023-05-29 17:13:59.999999999,Beth Anglin,Luke Wilson,2023-04-24 19:38:00,INC0000000160,2023-05-29 17:13:59.999999999,Unable to connect to VPN,Network,2 - High,Network
ITIL User,admin,Closed,2023-06-02 15:02:59.999999999,Charlie Whitherspoon,Fred Luddy,2023-04-27 19:51:00,INC0000000161,2023-06-02 15:02:59.999999999,Failed database sync on server,Database,2 - High,Database
Don Goodliffe,employee,Resolved,2023-06-02 16:22:59.999999999,Fred Luddy,Fred Luddy,2023-04-27 21:11:00,INC0000000162,2023-06-02 16:22:59.999999999,Cannot connect to Database,Database,1 - Critical,Network
Bud Richman,employee,Closed,2023-06-03 18:27:00.000000000,Luke Wilson,Charlie Whitherspoon,2023-04-28 16:03:00,INC0000000163,2023-06-03 18:27:00.000000000,Cannot connect to VPN,Network,2 - High,Network
Bud Richman,admin,Resolved,2023-06-06 05:14:00.000000000,Beth Anglin,Howard Johnson,2023-04-30 12:26:00,INC0000000164,2023-06-06 05:14:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
Bud Richman,employee,Closed,2023-06-07 05:16:00.000000000,Beth Anglin,Beth Anglin,2023-05-01 05:16:00,INC0000000165,2023-06-07 05:16:00.000000000,Email client not syncing,Network,3 - Moderate,Software
Don Goodliffe,employee,Resolved,2023-06-07 09:12:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-05-01 09:12:00,INC0000000166,2023-06-07 09:12:00.000000000,Printer not working properly,Hardware,3 - Moderate,Hardware
ITIL User,employee,Closed,2023-06-07 10:52:00.000000000,Beth Anglin,Beth Anglin,2023-05-01 10:52:00,INC0000000167,2023-06-07 10:52:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
David Loo,employee,Resolved,2023-06-08 12:17:59.999999999,Beth Anglin,Beth Anglin,2023-05-02 05:06:00,INC0000000168,2023-06-08 12:17:59.999999999,Internet connection unstable,Network,2 - High,Network
ITIL User,system,Closed,2023-06-08 15:54:59.999999999,Fred Luddy,Luke Wilson,2023-05-02 08:43:00,INC0000000169,2023-06-08 15:54:59.999999999,Cannot connect to the VPN,Network,2 - High,Network
ITIL User,employee,Closed,2023-06-08 17:44:59.999999999,Beth Anglin,Luke Wilson,2023-05-02 10:33:00,INC0000000170,2023-06-08 17:44:59.999999999,Can't connect to the internet,Network,2 - High,Network
David Loo,employee,Closed,2023-06-11 03:09:59.999999999,Luke Wilson,Fred Luddy,2023-05-04 05:34:00,INC0000000171,2023-06-11 03:09:59.999999999,Log in issue on internal portal,Software,2 - High,Software
Bud Richman,admin,Closed,2023-06-11 04:31:59.999999999,Charlie Whitherspoon,Howard Johnson,2023-05-04 06:56:00,INC0000000172,2023-06-11 04:31:59.999999999,Unable to access database,Database,2 - High,Database
David Loo,employee,Closed,2023-06-12 08:45:00.000000000,Fred Luddy,Fred Luddy,2023-05-05 03:57:00,INC0000000173,2023-06-12 08:45:00.000000000,Cannot connect to VPN,Network,2 - High,Network
ITIL User,system,Closed,2023-06-13 19:23:00.000000000,Beth Anglin,Luke Wilson,2023-05-06 07:23:00,INC0000000174,2023-06-13 19:23:00.000000000,Internet connection issues in Marketing department,Network,2 - High,Network
Bud Richman,system,Closed,2023-06-15 01:51:59.999999999,Beth Anglin,Howard Johnson,2023-05-07 06:40:00,INC0000000175,2023-06-15 01:51:59.999999999,Unable to access shared directory,Network,2 - High,Network
Don Goodliffe,system,Resolved,2023-06-16 08:42:00.000000000,Charlie Whitherspoon,Howard Johnson,2023-05-08 06:18:00,INC0000000176,2023-06-16 08:42:00.000000000,Internet connectivity issue,Network,2 - High,Network
ITIL User,admin,Resolved,2023-06-16 15:22:00.000000000,Luke Wilson,Charlie Whitherspoon,2023-05-08 12:58:00,INC0000000177,2023-06-16 15:22:00.000000000,Email server down,Network,1 - Critical,Network
Bud Richman,employee,Resolved,2023-06-17 00:19:00.000000000,Howard Johnson,Luke Wilson,2023-05-08 21:55:00,INC0000000178,2023-06-17 00:19:00.000000000,Mail server not responding,Network,2 - High,Network
Bud Richman,employee,Resolved,2023-06-20 20:55:00.000000000,Luke Wilson,Fred Luddy,2023-05-11 20:55:00,INC0000000179,2023-06-20 20:55:00.000000000,Unable to access company database,Database,2 - High,Database
David Loo,employee,Resolved,2023-06-23 11:18:00.000000000,Howard Johnson,Howard Johnson,2023-05-13 20:54:00,INC0000000180,2023-06-23 11:18:00.000000000,Cannot connect to the shared database,Database,2 - High,Database
Bud Richman,employee,Resolved,2023-06-25 11:26:00.000000000,Fred Luddy,Charlie Whitherspoon,2023-05-15 06:38:00,INC0000000181,2023-06-25 11:26:00.000000000,Email service outage,Network,1 - Critical,Network
Don Goodliffe,employee,Resolved,2023-06-27 19:30:59.999999999,Fred Luddy,Luke Wilson,2023-05-17 00:19:00,INC0000000182,2023-06-27 19:30:59.999999999,Cannot connect to office VPN,Network,2 - High,Network
Don Goodliffe,admin,Closed,2023-06-29 13:00:00.000000000,Howard Johnson,Fred Luddy,2023-05-18 10:36:00,INC0000000183,2023-06-29 13:00:00.000000000,Email service not working,Network,2 - High,Hardware
David Loo,admin,Closed,2023-07-01 19:53:00.000000000,Beth Anglin,Fred Luddy,2023-05-20 03:05:00,INC0000000184,2023-07-01 19:53:00.000000000,Database server connection issue,Database,2 - High,Network
ITIL User,admin,Closed,2023-07-03 04:58:00.000000000,Howard Johnson,Howard Johnson,2023-05-21 04:58:00,INC0000000185,2023-07-03 04:58:00.000000000,Email server is not responding,Network,2 - High,Hardware
David Loo,employee,Resolved,2023-07-03 15:25:00.000000000,Charlie Whitherspoon,Howard Johnson,2023-05-21 15:25:00,INC0000000186,2023-07-03 15:25:00.000000000,Unable to connect to the server,Network,2 - High,Network
ITIL User,system,Closed,2023-07-05 03:26:59.999999999,Charlie Whitherspoon,Beth Anglin,2023-05-22 20:15:00,INC0000000187,2023-07-05 03:26:59.999999999,Cannot access email server,Network,2 - High,Network
Don Goodliffe,system,Closed,2023-07-05 22:08:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-05-23 07:44:00,INC0000000188,2023-07-05 22:08:00.000000000,Internet connection issue,Network,2 - High,Network
ITIL User,admin,Resolved,2023-07-06 01:26:00.000000000,Fred Luddy,Luke Wilson,2023-05-23 11:02:00,INC0000000189,2023-07-06 01:26:00.000000000,Email server connectivity issue,Network,2 - High,Network
Bud Richman,employee,Resolved,2023-07-06 23:30:59.999999999,Howard Johnson,Howard Johnson,2023-05-24 01:55:00,INC0000000190,2023-07-06 23:30:59.999999999,Database connectivity issue,Database,3 - Moderate,Database
Bud Richman,admin,Closed,2023-07-08 06:56:00.000000000,Beth Anglin,Charlie Whitherspoon,2023-05-25 02:08:00,INC0000000191,2023-07-08 06:56:00.000000000,Internet connection issue,Network,2 - High,Network
Bud Richman,employee,Resolved,2023-07-09 02:19:00.000000000,Luke Wilson,Howard Johnson,2023-05-25 21:31:00,INC0000000192,2023-07-09 02:19:00.000000000,Cannot login to email,Service Desk,2 - High,Software
ITIL User,employee,Closed,2023-07-09 12:30:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-05-26 00:30:00,INC0000000193,2023-07-09 12:30:00.000000000,Unable to access intranet portal,Network,2 - High,Network
Bud Richman,admin,Resolved,2023-07-09 16:27:00.000000000,Luke Wilson,Beth Anglin,2023-05-26 04:27:00,INC0000000194,2023-07-09 16:27:00.000000000,Unable to connect to the VPN,Network,2 - High,Network
Bud Richman,admin,Closed,2023-07-10 01:40:00.000000000,Fred Luddy,Howard Johnson,2023-05-26 13:40:00,INC0000000195,2023-07-10 01:40:00.000000000,Database server not responding,Database,2 - High,Database
Bud Richman,system,Closed,2023-07-10 06:20:00.000000000,Beth Anglin,Charlie Whitherspoon,2023-05-26 18:20:00,INC0000000196,2023-07-10 06:20:00.000000000,Unable to access the database,Database,2 - High,Database
Don Goodliffe,system,Closed,2023-07-11 11:22:59.999999999,Howard Johnson,Fred Luddy,2023-05-27 16:11:00,INC0000000197,2023-07-11 11:22:59.999999999,Email server not responding,Network,1 - Critical,Network
ITIL User,employee,Resolved,2023-07-13 09:58:59.999999999,Howard Johnson,Fred Luddy,2023-05-29 00:23:00,INC0000000198,2023-07-13 09:58:59.999999999,Need assistance in software installation,Software,2 - High,Software
Bud Richman,system,Resolved,2023-07-13 20:00:59.999999999,Howard Johnson,Luke Wilson,2023-05-29 10:25:00,INC0000000199,2023-07-13 20:00:59.999999999,Database connection error,Database,2 - High,Database
Bud Richman,system,Resolved,2023-07-14 01:13:59.999999999,Beth Anglin,Charlie Whitherspoon,2023-05-29 15:38:00,INC0000000200,2023-07-14 01:13:59.999999999,SQL server not responding,Database,1 - Critical,Database
ITIL User,admin,Closed,2023-07-15 04:53:00.000000000,Beth Anglin,Fred Luddy,2023-05-30 12:05:00,INC0000000201,2023-07-15 04:53:00.000000000,Cannot connect to VPN,Network,2 - High,Network
Bud Richman,employee,Closed,2023-07-15 05:12:00.000000000,Fred Luddy,Fred Luddy,2023-05-30 12:24:00,INC0000000202,2023-07-15 05:12:00.000000000,Email client is not working properly,Service Desk,3 - Moderate,Software
Don Goodliffe,employee,Resolved,2023-07-15 09:11:00.000000000,Beth Anglin,Luke Wilson,2023-05-30 16:23:00,INC0000000203,2023-07-15 09:11:00.000000000,Database error on server,Database,2 - High,Database
ITIL User,employee,Closed,2023-07-16 01:37:00.000000000,Fred Luddy,Howard Johnson,2023-05-31 01:37:00,INC0000000204,2023-07-16 01:37:00.000000000,Email system not responding,Network,2 - High,Software
David Loo,system,Resolved,2023-07-16 04:57:00.000000000,Luke Wilson,Luke Wilson,2023-05-31 04:57:00,INC0000000205,2023-07-16 04:57:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,admin,Closed,2023-07-16 11:04:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-05-31 11:04:00,INC0000000206,2023-07-16 11:04:00.000000000,Unable to access Database,Database,3 - Moderate,Database
David Loo,system,Resolved,2023-07-16 20:13:00.000000000,Fred Luddy,Fred Luddy,2023-05-31 20:13:00,INC0000000207,2023-07-16 20:13:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,employee,Resolved,2023-07-18 02:48:59.999999999,Luke Wilson,Fred Luddy,2023-06-01 19:37:00,INC0000000208,2023-07-18 02:48:59.999999999,Unable to access the database,Database,2 - High,Database
Don Goodliffe,admin,Resolved,2023-07-19 01:49:00.000000000,Luke Wilson,Howard Johnson,2023-06-02 11:25:00,INC0000000209,2023-07-19 01:49:00.000000000,Email client malfunctioning,Software,2 - High,Software
Don Goodliffe,system,Closed,2023-07-21 10:03:00.000000000,Beth Anglin,Howard Johnson,2023-06-04 05:15:00,INC0000000210,2023-07-21 10:03:00.000000000,Emails not being sent from office system,Network,2 - High,Software
Bud Richman,system,Resolved,2023-07-21 19:10:00.000000000,Fred Luddy,Fred Luddy,2023-06-04 14:22:00,INC0000000211,2023-07-21 19:10:00.000000000,Database SQL error persisting,Database,3 - Moderate,Database
Don Goodliffe,system,Closed,2023-07-22 15:23:00.000000000,Luke Wilson,Luke Wilson,2023-06-05 03:23:00,INC0000000212,2023-07-22 15:23:00.000000000,Unable to access company database,Database,2 - High,Database
ITIL User,admin,Resolved,2023-07-27 07:55:59.999999999,Luke Wilson,Luke Wilson,2023-06-08 22:20:00,INC0000000213,2023-07-27 07:55:59.999999999,Software update caused system crash,Service Desk,2 - High,Software
Don Goodliffe,system,Closed,2023-07-28 14:30:00.000000000,Charlie Whitherspoon,Luke Wilson,2023-06-09 21:42:00,INC0000000214,2023-07-28 14:30:00.000000000,Database server connectivity issue,Database,2 - High,Database
Don Goodliffe,employee,Closed,2023-07-29 09:31:00.000000000,Luke Wilson,Howard Johnson,2023-06-10 09:31:00,INC0000000215,2023-07-29 09:31:00.000000000,Cannot access email,Service Desk,2 - High,Software
Bud Richman,system,Resolved,2023-07-30 11:24:59.999999999,Beth Anglin,Fred Luddy,2023-06-11 04:13:00,INC0000000216,2023-07-30 11:24:59.999999999,Email client crashing frequently,Software,2 - High,Software
Don Goodliffe,employee,Closed,2023-08-01 05:18:00.000000000,Fred Luddy,Howard Johnson,2023-06-12 14:54:00,INC0000000217,2023-08-01 05:18:00.000000000,Unable to access Database,Database,2 - High,Database
Bud Richman,employee,Closed,2023-08-07 14:56:00.000000000,Luke Wilson,Howard Johnson,2023-06-17 12:32:00,INC0000000218,2023-08-07 14:56:00.000000000,Cannot access database after system update,Database,2 - High,Database
ITIL User,admin,Closed,2023-08-07 18:04:00.000000000,Fred Luddy,Fred Luddy,2023-06-17 15:40:00,INC0000000219,2023-08-07 18:04:00.000000000,WiFi connectivity Issue,Network,2 - High,Network
Don Goodliffe,system,Closed,2023-08-08 13:08:00.000000000,Howard Johnson,Charlie Whitherspoon,2023-06-18 03:32:00,INC0000000220,2023-08-08 13:08:00.000000000,Database connectivity issue,Database,2 - High,Database
Don Goodliffe,system,Resolved,2023-08-08 15:50:00.000000000,Howard Johnson,Luke Wilson,2023-06-18 06:14:00,INC0000000221,2023-08-08 15:50:00.000000000,Unable to access database,Database,2 - High,Database
Bud Richman,system,Closed,2023-08-10 16:18:00.000000000,Beth Anglin,Howard Johnson,2023-06-19 23:30:00,INC0000000222,2023-08-10 16:18:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,system,Closed,2023-08-11 12:40:00.000000000,Howard Johnson,Howard Johnson,2023-06-20 12:40:00,INC0000000223,2023-08-11 12:40:00.000000000,Unable to connect to database,Database,2 - High,Database
Bud Richman,system,Resolved,2023-08-12 12:00:59.999999999,Howard Johnson,Beth Anglin,2023-06-21 04:49:00,INC0000000224,2023-08-12 12:00:59.999999999,Email server is not responding,Network,2 - High,Network
Bud Richman,employee,Resolved,2023-08-12 16:30:59.999999999,Luke Wilson,Howard Johnson,2023-06-21 09:19:00,INC0000000225,2023-08-12 16:30:59.999999999,Unable to connect to the database,Database,1 - Critical,Database
Bud Richman,admin,Resolved,2023-08-13 01:39:59.999999999,Howard Johnson,Charlie Whitherspoon,2023-06-21 18:28:00,INC0000000226,2023-08-13 01:39:59.999999999,Unable to connect to the VPN,Network,2 - High,Network
Don Goodliffe,admin,Resolved,2023-08-14 08:54:00.000000000,Fred Luddy,Beth Anglin,2023-06-22 18:30:00,INC0000000227,2023-08-14 08:54:00.000000000,Unable to access email server,Network,2 - High,Network
Don Goodliffe,admin,Closed,2023-08-17 18:54:00.000000000,Howard Johnson,Charlie Whitherspoon,2023-06-25 06:54:00,INC0000000228,2023-08-17 18:54:00.000000000,Email system failure,Network,1 - Critical,Network
Don Goodliffe,employee,Resolved,2023-08-17 20:11:00.000000000,Luke Wilson,Fred Luddy,2023-06-25 08:11:00,INC0000000229,2023-08-17 20:11:00.000000000,Email server not responding,Network,2 - High,Network
Bud Richman,employee,Resolved,2023-08-19 12:51:59.999999999,Fred Luddy,Luke Wilson,2023-06-26 17:40:00,INC0000000230,2023-08-19 12:51:59.999999999,Issue with the server connectivity,Network,1 - Critical,Network
David Loo,admin,Resolved,2023-08-19 18:00:59.999999999,Luke Wilson,Fred Luddy,2023-06-26 22:49:00,INC0000000231,2023-08-19 18:00:59.999999999,Unable to connect to VPN,Network,2 - High,Network
ITIL User,employee,Resolved,2023-08-20 03:31:00.000000000,Beth Anglin,Beth Anglin,2023-06-27 01:07:00,INC0000000232,2023-08-20 03:31:00.000000000,Cannot login to email account,Service Desk,2 - High,Software
Bud Richman,employee,Resolved,2023-08-20 05:55:00.000000000,Luke Wilson,Beth Anglin,2023-06-27 03:31:00,INC0000000233,2023-08-20 05:55:00.000000000,Server is not responding,Network,1 - Critical,Hardware
David Loo,system,Closed,2023-08-20 23:52:00.000000000,Fred Luddy,Howard Johnson,2023-06-27 21:28:00,INC0000000234,2023-08-20 23:52:00.000000000,Unable to access the database,Database,2 - High,Database
David Loo,system,Closed,2023-08-21 10:57:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-06-28 01:21:00,INC0000000235,2023-08-21 10:57:00.000000000,Unable to connect to the VPN,Network,2 - High,Network
Don Goodliffe,admin,Resolved,2023-08-24 18:10:00.000000000,Fred Luddy,Luke Wilson,2023-06-30 18:10:00,INC0000000236,2023-08-24 18:10:00.000000000,Trouble connecting to company VPN,Network,2 - High,Network
David Loo,employee,Closed,2023-08-24 19:20:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-06-30 19:20:00,INC0000000237,2023-08-24 19:20:00.000000000,Database connection issue,Database,2 - High,Database
ITIL User,system,Closed,2023-08-25 08:41:59.999999999,Fred Luddy,Charlie Whitherspoon,2023-07-01 01:30:00,INC0000000238,2023-08-25 08:41:59.999999999,Internet connection issue,Network,2 - High,Network
Don Goodliffe,admin,Closed,2023-08-26 03:08:59.999999999,Charlie Whitherspoon,Charlie Whitherspoon,2023-07-01 19:57:00,INC0000000239,2023-08-26 03:08:59.999999999,Email server is down,Network,1 - Critical,Network
Bud Richman,employee,Closed,2023-08-27 06:33:00.000000000,Luke Wilson,Charlie Whitherspoon,2023-07-02 16:09:00,INC0000000240,2023-08-27 06:33:00.000000000,Database connection issue,Database,2 - High,Database
David Loo,admin,Closed,2023-08-27 14:03:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-07-02 23:39:00,INC0000000241,2023-08-27 14:03:00.000000000,Email server is not responding,Network,2 - High,Network
Don Goodliffe,admin,Resolved,2023-08-28 01:32:00.000000000,Fred Luddy,Howard Johnson,2023-07-03 03:56:00,INC0000000242,2023-08-28 01:32:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,admin,Resolved,2023-08-28 17:21:00.000000000,Charlie Whitherspoon,Fred Luddy,2023-07-03 19:45:00,INC0000000243,2023-08-28 17:21:00.000000000,Error in SQL database connection,Database,2 - High,Database
ITIL User,admin,Closed,2023-08-30 02:13:00.000000000,Luke Wilson,Beth Anglin,2023-07-04 21:25:00,INC0000000244,2023-08-30 02:13:00.000000000,Email server not responding,Network,1 - Critical,Inquiry / Help
Bud Richman,admin,Closed,2023-08-31 02:58:00.000000000,Howard Johnson,Fred Luddy,2023-07-05 14:58:00,INC0000000245,2023-08-31 02:58:00.000000000,Cannot login to email,Service Desk,1 - Critical,Software
Don Goodliffe,employee,Closed,2023-08-31 05:01:00.000000000,Fred Luddy,Charlie Whitherspoon,2023-07-05 17:01:00,INC0000000246,2023-08-31 05:01:00.000000000,Email system not working,Network,2 - High,Network
Bud Richman,admin,Resolved,2023-09-01 15:15:59.999999999,Luke Wilson,Beth Anglin,2023-07-06 20:04:00,INC0000000247,2023-09-01 15:15:59.999999999,Network connectivity issue in our New York office,Network,2 - High,Network
David Loo,admin,Closed,2023-09-02 10:01:00.000000000,Charlie Whitherspoon,Charlie Whitherspoon,2023-07-07 07:37:00,INC0000000248,2023-09-02 10:01:00.000000000,Unable to connect to the VPN,Network,2 - High,Network
David Loo,admin,Resolved,2023-09-03 15:09:00.000000000,Beth Anglin,Howard Johnson,2023-07-08 05:33:00,INC0000000249,2023-09-03 15:09:00.000000000,The network connectivity issue,Network,2 - High,Network
David Loo,admin,Resolved,2023-09-04 08:42:00.000000000,Howard Johnson,Fred Luddy,2023-07-08 23:06:00,INC0000000250,2023-09-04 08:42:00.000000000,Cannot connect to the company's VPN,Network,2 - High,Network
Don Goodliffe,system,Resolved,2023-09-04 22:06:00.000000000,Charlie Whitherspoon,Beth Anglin,2023-07-09 05:18:00,INC0000000251,2023-09-04 22:06:00.000000000,Email system is not responding,Network,2 - High,Software
David Loo,system,Resolved,2023-09-08 17:14:59.999999999,Charlie Whitherspoon,Charlie Whitherspoon,2023-07-12 02:51:00,INC0000000252,2023-09-08 17:14:59.999999999,Email server outage,Network,1 - Critical,Network
ITIL User,system,Closed,2023-09-11 09:03:00.000000000,Beth Anglin,Beth Anglin,2023-07-14 04:15:00,INC0000000253,2023-09-11 09:03:00.000000000,Error message when opening the CRM system,Software,2 - High,Software
ITIL User,admin,Resolved,2023-09-12 16:31:00.000000000,Beth Anglin,Fred Luddy,2023-07-15 04:31:00,INC0000000254,2023-09-12 16:31:00.000000000,Email Server Outage,Network,1 - Critical,Network
Don Goodliffe,employee,Closed,2023-09-13 20:07:59.999999999,Luke Wilson,Beth Anglin,2023-07-16 00:56:00,INC0000000255,2023-09-13 20:07:59.999999999,Unable to login to my email account,Service Desk,2 - High,Software
David Loo,system,Closed,2023-09-13 22:24:59.999999999,Luke Wilson,Howard Johnson,2023-07-16 03:13:00,INC0000000256,2023-09-13 22:24:59.999999999,Unable to connect to the database,Database,1 - Critical,Database
Bud Richman,system,Closed,2023-09-14 05:30:59.999999999,Fred Luddy,Fred Luddy,2023-07-16 10:19:00,INC0000000257,2023-09-14 05:30:59.999999999,Cannot connect to VPN,Network,2 - High,Network
David Loo,employee,Resolved,2023-09-15 06:46:59.999999999,Beth Anglin,Beth Anglin,2023-07-17 04:23:00,INC0000000258,2023-09-15 06:46:59.999999999,Issue with email server,Network,2 - High,Network
